"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"race";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;9,412;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"quadruple";-0,086;-0,09;92,24;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"périple";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"péril";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;6,849;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"putzu";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;75,817;-0,098
"prêter";10,46;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"prétendu";-0,086;-0,09;-0,098;-0,115;-0,111;29,088;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"prétendre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;9,412;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"prélever";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"précéder";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;7,45;-0,107;8,954;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"prudent";-0,086;-0,09;8,954;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"protecteur";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"propulser";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;30,112;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"prometteur";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"profit";10,46;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"profil";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;8,144;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"prochainement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;6,849;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"pratiquement";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"politicien";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;7,139;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"planer";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"pillage";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;9,412;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"performant";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"parfait";-0,086;-0,09;8,954;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"panneau";-0,086;9,912;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"palmarès";-0,086;-0,09;8,954;-0,115;-0,111;6,323;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"p";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;8,144;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"ouzbékistan";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;100,899;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"oser";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;7,139;-0,098
"orienter";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;36,412;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"ombre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"offensive";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;48,133;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;6,849;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"occupant";10,46;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;6,849;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"nord_est";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"nicole";105,847;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"ménisque";-0,086;-0,09;92,24;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"médiatiser";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"mutation";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;9,412;-0,094;-0,103;-0,12;-0,098
"munition";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"motif";10,46;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"monnet";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;8,144;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"misogyne";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;9,412;-0,094;-0,103;-0,12;-0,098
"millimètre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"menu";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;41,508;-0,094;-0,103;-0,12;-0,098
"mensuel";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"menaçant";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;32,371;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"melbourne";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"maîtrise";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;29,088;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"maurer";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"massivement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;36,412;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"maroc";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;43,515;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"mariage";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"mari";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;30,112;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"mar";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;7,139;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"manquant";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"mandater";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"malheureux";-0,086;-0,09;8,954;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"mail";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;41,508;-0,094;-0,103;-0,12;-0,098
"magnétique";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"made_in";-0,086;9,912;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;9,412;-0,094;-0,103;-0,12;-0,098
"léonard";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"lémanique";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"lourdement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"louer";-0,086;9,912;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;7,139;-0,098
"liquide";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;7,139;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"lice";-0,086;-0,09;-0,098;-0,115;34,965;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"kremlin";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;39,668;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"klaus";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;8,954
"karl";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"kamala";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;32,371;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"jurassiennes";-0,086;-0,09;-0,098;-0,115;7,784;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;9,412;-0,094;-0,103;-0,12;-0,098
"jurassienne";10,46;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"juif";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;32,371;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"jouet";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"jordan";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"jazz";-0,086;43,515;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"jaune";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;6,849;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"jacquelyn";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;29,088;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"issu";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"is";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"inverser";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;36,412;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"intégralité";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;43,515;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"interviewer";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;7,139;-0,09;9,412;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"interpréter";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"intempérie";-0,086;-0,09;8,954;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"inspection";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"infliger";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"infini";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;33,622;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"indignation";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"inculper";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"incroyablement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"inconscient";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;9,412;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"inclusion";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;9,412;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"incapable";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
