"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"casque";1;1;1;1;1;1;1;1;1;1;0,034;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;1
"capturer";1;1;1;1;1;1;0,058;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1;0,031
"cap";1;1;1;0,023;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,038;1;1;1;1;1;1;1
"cameron";1;1;0;1;1;1;1;0,104;1;1;1;0,184;1;1;1;1;1;1;1;1;1;0,003;1;1;1;1;1;1;1
"café";1;1;1;1;1;0,012;1;1;1;1;1;1;1;1;1;1;0,003;1;1;0,004;1;1;1;1;1;1;1;1;1
"bénévole";1;1;1;1;1;0,078;1;1;1;1;1;1;1;1;1;1;0,036;1;1;1;1;1;0,052;1;1;1;0,036;1;0,031
"bonheur";1;1;1;1;1;1;0;1;1;1;1;0,052;1;1;1;0,041;1;1;1;1;1;1;1;1;1;1;1;1;0,031
"bbc";1;1;1;1;1;1;0,027;1;1;1;1;0,023;1;1;0,027;1;1;1;0,038;1;1;1;1;1;1;1;1;1;1
"banque";1;1;1;1;1;1;1;1;1;1;0,01;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;0,008;1
"autriche";1;1;0;0,135;1;1;1;0,071;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,135;0,062;1;0,081;1;1;1
"attaquer";0,092;1;1;1;1;1;0,198;0;1;0,08;1;1;1;1;1;1;1;1;1;1;0,198;0,003;1;1;1;1;1;1;1
"assister";0,125;1;1;1;1;1;1;0,001;0,155;1;1;1;1;1;1;1;1;0,268;1;0,202;0,251;0,007;1;1;1;1;1;1;1
"appliquer";1;1;1;1;1;0,128;1;1;1;1;0,118;1;1;1;1;1;1;1;0;1;1;1;1;1;0,05;1;1;0,099;1
"apparaître";1;1;1;1;1;0,241;1;1;1;1;0,227;0,184;1;1;1;1;0,142;1;1;1;1;0,003;0,001;1;1;1;1;1;1
"annulation";1;1;1;0,052;0,046;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,036;1;1
"anglais";1;1;1;1;1;1;0,147;0,071;1;1;0,001;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"ampleur";1;1;1;1;1;1;1;1;1;0,053;1;1;1;1;1;1;0,102;1;0,183;0,112;0,147;1;1;0,062;1;1;1;0,147;1
"alternative";1;1;1;1;1;0,003;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,092;1;1;0;1;0,129
"afficher";1;1;0,129;0,001;1;1;1;1;1;1;1;1;1;1;0,198;1;1;1;1;1;1;0,003;0,184;1;1;0,116;1;1;1
"adversaire";1;1;1;1;0,218;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"accru";1;1;1;1;1;1;0,147;1;1;1;1;0,135;1;1;1;0,112;0,102;1;1;1;1;1;0,135;0,062;0,081;1;1;1;1
"électoral";1;1;1;1;0;1;1;1;1;0,053;1;1;1;1;0,147;1;1;1;0,183;1;1;1;1;1;1;1;1;1;1
"électeur";1;1;1;1;0;1;0,147;1;1;0,053;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"world";1;1;1;1;1;1;1;1;0,01;1;0,034;1;1;0,012;1;1;1;1;1;1;1;0,038;1;1;1;1;1;1;1
"wissam";1;1;0,001;1;1;1;1;0;1;0,11;1;1;1;1;1;1;1;1;1;1;1;0,007;1;1;1;1;1;1;1
"voyager";1;1;1;1;1;1;1;1;0,01;1;1;1;1;1;0,027;1;1;1;1;1;0,027;1;1;1;1;1;0,015;1;1
"votation";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002;0;1;1;1
"von";1;1;0;1;1;1;1;1;1;1;0,171;1;1;1;1;1;1;1;1;1;1;1;1;1;0,081;1;1;1;1
"virus";1;1;1;1;1;0,128;0,099;1;1;1;1;1;0,073;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"violer";1;1;1;1;1;0,183;1;1;1;1;1;0,135;1;0,091;1;1;1;0,001;0,001;1;1;1;1;1;1;1;1;1;1
"urbain";1;1;1;0,09;1;1;1;1;0,05;1;1;1;1;1;0,099;1;1;1;1;1;1;1;1;0,037;1;1;1;0,099;0,058
"typhon";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,023;1;1;1;1;1;1
"tracer";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;0,142;1;1
"til";1;1;1;0,135;1;1;1;1;1;1;1;1;1;0,091;1;0,112;1;1;1;1;1;1;1;0,062;1;1;1;0;1
"temporaire";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,147;1;1;0,159;0,183;1;1;1;1;1;0;1;0;1;1
"taille";1;1;1;1;1;1;0,198;1;1;1;1;0,184;1;1;1;1;1;0,212;1;1;1;1;0,184;1;1;1;1;0;0,129
"sécuriser";0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,017;0,015;1;1;1;0,027;1;1;1;1;1;1;1;1
"syrien";1;1;1;1;1;1;1;1;0,026;0,015;1;1;1;1;0,058;1;1;0,065;1;1;1;1;1;1;1;0,026;1;1;1
"suspect";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,128;0,073;0;1;1;1;1;1;1;1;1
"succéder";1;1;1;1;0;1;1;0,14;1;1;1;0,235;1;0,17;0,251;1;1;1;1;1;1;0,3;1;1;1;1;1;1;1
"stationnement";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;0,002;1;1;1;0,003
"soupçonner";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,128;1;0;1;1;1;1;1;1;1;1
"slalom";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"session";1;1;0,031;1;0,046;1;0,058;1;1;1;1;1;0,041;1;1;1;1;1;1;0,041;1;1;1;1;1;1;1;1;1
"scandale";0,125;1;1;1;0,218;1;1;1;1;1;1;1;1;0,17;0,251;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"sarah";1;1;0,058;1;1;1;0,099;1;1;1;1;1;1;1;0,099;0,073;0;1;1;1;1;1;1;1;1;1;1;1;1
"saisir";1;1;1;1;1;1;1;1;0,05;1;1;1;1;1;0,099;1;1;1;0,128;1;0,099;1;1;1;1;1;0,065;0,099;1
"rêve";1;1;0,129;1;1;1;1;0;1;1;0,227;1;1;1;1;1;1;1;1;0,156;1;0,003;0,184;1;1;1;1;1;1
"régulièrement";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,065;0,109;1;0,073;1;1;1;1;1;1;1;0,099;1
"régulier";1;1;1;1;1;0,183;1;1;1;1;1;1;1;1;1;0;0,102;0,159;0,183;1;1;0,183;1;1;1;1;1;1;1
"récolter";1;1;1;1;1;0,241;1;1;1;1;1;0,001;1;1;0,198;1;1;1;0,241;1;1;1;1;1;1;0;0,142;1;1
"ruetschi";1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"revoir";0;1;1;1;1;1;0,099;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,05;1;1;0;1
"revendiquer";1;1;1;1;0,082;1;1;1;1;0,031;1;1;1;0,058;1;1;1;1;0,128;1;1;1;0,09;1;1;0,05;1;1;1
"restauration";1;1;1;1;1;1;0,027;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,023;1;1;1;0,015;0,027;1
"restaurant";1;1;1;1;1;1;1;1;0,002;1;0,01;1;1;1;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1
"respectivement";1;1;0,001;0,235;0;1;1;1;1;1;1;1;1;1;1;1;0,186;1;1;1;1;1;1;1;1;1;1;0,251;1
"respect";1;1;1;0,052;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;0,026;1;0,036;1;0,031
"repas";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;1;0,015;1;1
"rassemblement";1;0,044;1;1;1;1;1;1;1;1;1;1;1;1;0,099;1;1;1;0,128;1;1;1;1;1;1;0;1;1;1
"rappel";1;1;0,17;1;0,218;0,3;1;1;1;0,11;1;1;1;1;1;0,202;1;1;1;1;0,251;0,007;1;1;1;1;0,186;1;1
"quartier";1;0,071;1;1;1;1;1;1;1;1;1;1;0,112;1;0,147;1;1;1;1;1;0;1;1;1;0,081;1;1;1;1
"présidence";1;1;1;1;0;1;1;1;1;0,053;1;1;1;1;1;1;1;1;0,183;1;1;1;1;1;1;0,081;1;1;1
"prudence";1;1;1;0,09;1;1;0,099;1;1;1;1;1;1;1;1;0,073;0,065;1;1;1;0,099;1;1;1;1;1;1;1;0,058
"provenance";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,102;1;1;0,112;0,147;1;1;1;1;1;0;0,147;1
"propos";1;1;1;1;1;1;1;1;1;0,053;1;1;1;1;1;0,112;1;0,159;0;1;1;0,183;1;1;1;1;1;1;1
"profond";1;1;1;1;1;0,241;1;1;1;1;0,227;1;1;0,129;0,198;0,001;1;1;1;1;1;0,241;1;1;1;0,116;1;1;1
"pourparlers";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"poupée";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,038;1;1;1;1;1;1;1
"port";1;1;1;1;0,046;1;1;1;1;0,015;1;1;1;1;1;0,041;1;1;1;1;0,058;1;1;1;1;1;0,036;1;1
"pollution";1;1;1;0,09;1;0,128;0,099;1;1;1;1;1;1;1;1;1;1;1;1;1;0,099;1;1;1;1;1;1;0,099;0,058
"pointe";1;1;1;0,184;1;1;1;1;1;1;1;1;1;1;1;0,001;1;0,212;1;1;1;1;0,184;1;1;1;0;1;1
"planète";1;1;1;0,09;1;1;1;1;1;1;1;1;1;1;0,099;1;1;1;1;0,073;1;0;1;1;1;1;1;0,099;1
"pic";1;1;1;0,09;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,073;1;1;1;1;0,05;1;1;1;1
"paysage";1;1;1;1;0;1;1;1;0,026;1;1;1;1;1;1;1;1;1;1;0,041;1;1;0,052;1;1;1;1;1;1
"paul";1;1;1;1;0,02;1;1;1;1;1;0,034;1;1;1;1;1;1;1;1;1;1;0,038;1;1;1;0,01;1;1;1
"particulier";1;1;1;1;1;0,241;1;1;1;1;1;1;1;1;1;1;1;0,212;0,241;0,156;1;0,241;0,184;1;1;1;1;0,002;1
"ouvrier";1;1;1;1;1;1;1;0,008;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;1;1;1;0,012
"opposant";1;1;1;1;1;1;1;1;1;0,015;1;1;1;0,031;0,058;1;1;1;1;1;1;1;1;0,018;0,026;1;1;1;1
"opportunité";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,081;1;0,102;1;0,091
"obliger";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;0,036;1;0,078;0,041;1;0,078;1;1;1;1;1;1;1
"nucléaire";1;1;1;1;0;1;1;1;1;1;1;1;1;0;0,099;1;1;1;1;1;1;1;1;0,037;1;1;1;1;1
"neuchâtelois";1;1;0,091;1;1;1;1;1;1;1;0,171;1;1;1;1;1;1;1;0,183;1;1;1;0,135;0;0,081;1;1;1;1
"mythique";1;1;1;0,184;1;1;1;0,104;1;1;0,227;0,001;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"montreux";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1
"militant";1;1;1;1;0,17;1;1;1;1;0,08;1;1;0,156;1;0,198;1;1;0,212;0,003;1;1;1;1;1;1;0,116;1;1;1
"medwed";1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"marin";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;0,058;0,078;0,052;1;1;1;1;1;0,031
"malade";1;1;1;1;1;0,003;0,198;1;1;1;1;1;0,156;1;1;0,156;1;0,212;1;1;1;0,241;1;1;1;1;1;1;0,129
"macron";1;1;1;1;1;1;1;1;1;1;1;1;1;0,031;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1
"luca";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,112;1;1;0,183;1;1;1;1;1;0,081;1;1;1;0,091
"loyer";0;1;1;1;1;1;1;1;1;1;1;1;0,112;1;1;1;1;1;1;1;1;1;0,135;0,062;1;1;1;0,001;1
"linguistique";1;1;1;1;1;0,038;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;0,01;1;1;0,027;1
"leanza";1;1;1;1;1;1;0,027;1;1;1;1;1;1;1;1;1;1;1;1;0;0,027;1;1;1;1;1;1;1;1
"julien";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,003;1;1
"jeffrey";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,147;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"introduction";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;0,017;1;1;1;1;1;1;1;1;1;1;0,015;0,027;1
"interpeller";1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;0,058;1;1;1;0,078;1;0;1;1;1;1;1;1;1;1
"intensifier";1;1;1;1;1;1;0,099;1;1;0;1;1;0,073;1;0,099;1;1;1;0,128;1;1;1;1;1;1;1;1;1;1
"instance";1;1;1;1;0,046;1;1;0,022;1;1;0,071;1;1;0,031;1;1;1;1;0,078;1;1;1;1;1;1;1;1;1;1
"insecte";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"inscription";1;1;1;0,09;1;1;0,099;1;1;1;1;1;1;1;1;0,073;1;1;1;1;1;1;1;1;0;1;1;0,099;1
"immédiatement";1;1;1;1;1;1;1;1;1;0,053;1;1;1;1;1;1;1;0;0,183;1;0,147;0,183;1;1;1;1;1;1;1
"immense";1;1;0,091;1;1;0,183;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"hôtel";1;1;1;1;1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;1;0,099;0,128;0,09;1;1;1;0;1;1
"hygiène";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,073;1;1;1;1;1;1;1;1;1;1;1;1;0
"honorer";1;1;1;1;0,218;1;1;1;0,155;1;0,284;0;1;1;0,251;1;1;1;1;1;1;0,3;1;1;1;1;1;1;1
"habitude";1;1;1;1;1;0,241;0,198;1;1;1;1;1;0,156;1;1;1;0,142;1;1;1;1;0,003;0,184;1;1;1;1;1;0,129
"grimper";1;1;1;1;0,082;0,128;1;1;1;0,031;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"globe";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;1;1;1;1;1
"genre";1;1;0,091;1;1;1;1;1;1;1;1;0,135;0,112;1;1;0;1;1;1;1;1;1;0,135;0,062;1;1;1;1;1
"gabriel";1;1;1;1;0;1;1;1;1;1;1;1;0,041;1;1;1;1;1;0,078;1;1;1;1;1;1;1;1;1;1
"françois";0;1;1;1;1;1;0,147;1;1;1;0,171;1;1;1;1;1;1;0,159;0,183;1;1;1;1;1;1;1;1;1;1
"foule";1;1;1;1;1;1;1;1;1;1;0,171;1;1;1;1;1;1;0,001;1;0,112;1;0,183;0,135;1;0,081;1;1;1;1
"fonctionnement";1;1;1;1;0,082;1;1;1;1;0,031;1;1;1;0,058;0,099;1;1;1;1;1;1;1;1;1;1;0,05;0,065;1;1
"fils";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;1;0,078;1;0,058;0,078;1;1;1;1;1;0,058;1
"fantastique";1;1;0,031;1;1;1;1;1;0;1;1;1;1;1;0,058;1;1;1;1;1;1;1;1;1;1;1;1;1;0,031
"eurovision";1;1;1;1;1;1;1;1;0,026;1;1;1;1;1;1;1;1;1;1;1;1;0,078;0,052;1;1;0;1;1;1
"esthétique";1;1;1;1;1;0,128;1;1;1;1;0,118;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"essai";1;1;1;1;0,02;1;0,027;1;1;1;1;1;1;0,012;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1
"entièrement";1;1;1;0;1;1;1;1;1;1;0,118;0,09;1;1;1;1;1;1;1;0,073;1;1;0,09;1;1;1;1;1;1
"ennio";1;1;1;1;1;1;0,027;1;1;1;1;1;1;1;1;1;1;1;1;0;0,027;1;1;1;1;1;1;1;1
"endroit";1;1;1;0;1;1;0,147;1;1;0,053;1;1;1;1;1;1;1;1;1;1;0,147;1;0;1;1;1;1;1;1
"emji_voiture_de_police_de_face";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;0;1;1;1;1;1;1;1;1
"emji_tête_qui_parle";1;1;0,129;1;1;0,241;1;0,104;1;1;1;1;0,001;0,129;1;1;1;1;1;1;1;0,003;1;1;1;1;1;1;1
"emji_robot";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,007;1;1;0,015;1;1
"emji_maison";0,018;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,058;1
"efficacité";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,041;1;1;1;1;1;1;1;0,018;1;0,026;1;1;1
"détecter";1;1;1;0,184;1;1;0;1;1;1;1;1;0,156;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"définitif";1;1;1;1;0;1;1;1;1;1;1;1;1;0,091;1;1;1;1;0,183;1;1;1;1;1;1;0,081;0;1;1
"défaite";1;1;1;1;0,17;1;1;0;1;1;1;1;1;1;0,198;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"drogue";0,018;1;1;1;1;1;1;1;1;0,015;0,071;1;1;1;1;0,041;1;1;1;1;0,058;1;1;1;1;1;1;1;1
"doux";1;1;1;0;1;1;0,251;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,155;1;1;1;0,17
"disposition";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;1;1;1;0,027;1
"discipline";1;1;0;1;1;1;0,058;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;1;1;1;1;1
"destruction";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,003;1;1
"dater";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,159;0,183;1;0,147;0,183;1;1;0,081;1;1;1;0
"critère";1;1;1;1;1;1;0,147;1;1;1;1;1;1;1;0,001;0,112;1;1;1;1;1;1;0,135;1;1;1;1;0,147;0,091
"convaincre";1;1;1;1;1;1;1;0;1;1;0,227;0,184;1;1;0,002;1;1;1;1;1;1;1;1;1;1;0,116;1;0,198;1
"controversé";1;1;1;1;1;1;0,198;1;1;1;1;0,184;1;0;0,198;1;1;1;0,241;1;1;1;1;1;1;0;1;1;1
"contribution";1;1;1;1;1;1;1;1;1;1;1;1;1;0,031;0;1;1;1;1;1;1;1;1;0,018;0,026;1;1;1;1
"consommer";0,062;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;0,112;1;0,183;1;1;1;1;1;1;0
"conservateur";1;1;1;1;0;1;0,099;1;1;1;1;0,09;1;1;0,099;1;1;1;1;1;1;1;1;1;1;0,05;1;1;1
"conjoint";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;0,003;0,009;1;1;1;1;1;1;1;1;1;1;1
"concret";1;1;1;1;1;1;0,027;1;1;1;1;1;0,017;1;0,027;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1
"commettre";1;1;0;1;1;1;1;1;1;0,053;1;1;1;1;1;1;1;1;0,001;1;0,001;1;1;1;1;1;1;1;1
"collaborateur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,026;0,026;0,036;1;1
"classique";1;1;1;0,135;1;0,183;1;1;0,081;1;0,171;0;1;1;1;1;1;1;1;1;1;1;0,135;1;1;1;1;1;1
"cité";1;1;1;1;0,124;1;1;1;1;1;1;1;0,112;1;1;0,112;0;1;1;1;1;1;1;1;1;0,081;0,102;1;1
"citer";1;1;1;1;1;0,183;1;1;1;0,053;0,171;1;0,112;1;0,147;1;0,102;1;1;1;1;1;1;1;1;1;1;0,147;1
"ciel";0,062;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,112;1;0,001;0,135;1;1;1;1;1;1
"choc";1;1;1;1;1;1;1;0,044;1;0,031;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,05;1;1;0,099;1
"charles";0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,038;1;1;0,038;1;1;1;0,01;1;1;1
"central";1;1;1;1;1;1;0,198;1;1;0,08;0,003;1;1;1;1;1;0,001;1;1;1;0,198;1;0,184;1;1;1;1;1;1
"centimètre";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,183;0,135;1;1;1;1;1;1
"capitaine";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,128;1;1;1;1;1;1;1
"biodiversité";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,099;0
"bien_être";0,125;1;1;1;1;0,3;0,251;1;1;1;1;1;1;1;1;0,002;0,186;1;1;0,002;1;1;1;1;1;1;1;1;0,17
"barcelone";1;1;1;1;1;1;1;0;0,026;1;1;1;1;1;1;1;1;1;1;0,041;1;0,078;1;1;1;1;1;1;1
"aventure";1;1;1;1;1;1;1;0,001;0,001;1;1;0;1;1;1;1;1;1;1;0,202;1;1;1;1;1;1;1;1;1
"armer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,147;0,112;1;0,159;1;1;0;1;1;1;1;1;1;1;1
"arabe";1;1;1;1;1;1;1;1;1;1;0,003;1;1;1;0,198;1;1;0;1;1;0,198;1;1;1;1;0,116;1;1;1
"appartenir";1;1;1;1;0,046;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,041;0,058;0,078;1;1;1;1;1;1;0,031
"appareil";1;1;1;1;1;0,038;1;1;1;0,005;1;1;1;1;1;1;1;0,03;1;1;0,027;1;1;1;1;1;1;1;1
"animation";1;1;1;1;1;1;1;1;0,026;1;1;0;1;1;1;1;1;1;1;1;1;1;0,052;1;1;1;1;1;1
"amour";1;0,104;1;1;1;1;0,198;1;1;1;0,227;0;1;1;1;0,156;1;1;1;1;1;0,241;1;1;1;1;1;1;1
"ambition";1;1;0,058;1;1;1;1;1;0,05;1;0,118;1;1;0,058;1;1;1;1;1;0,073;1;1;1;1;0,05;1;1;1;1
"ambiance";1;1;1;0,052;1;0,078;1;1;1;1;1;0,052;1;1;1;1;1;1;1;1;1;1;0,052;1;1;1;0,036;1;1
