"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"poumon";1;1;1;0;1;1;1;1;1;1;1;1;0,08
"possession";1;1;1;1;0,56;1;1;1;0,064;0;1;1;1
"portant";0;1;1;1;1;0,191;0,03;1;1;1;1;1;1
"port";1;1;1;0;1;0,238;1;1;1;0,817;1;1;0,901
"populiste";1;1;1;1;1;1;1;0;1;1;1;1;1
"pondre";1;0,027;0,01;1;1;0;1;1;1;1;0,508;1;1
"plaie";1;1;1;1;0,56;1;0,001;0,153;1;1;0,508;0,127;1
"pirater";1;1;1;1;0,052;1;0,546;1;1;0;1;1;0,901
"pharmacie";1;1;1;1;0,56;1;0;1;1;0,817;1;1;1
"pharmaceutique";1;1;1;1;0,486;1;1;1;1;1;0;0,082;1
"peupler";0,003;1;1;1;0,486;1;1;1;1;1;0,437;0,445;1
"performant";1;0,388;0;1;0,486;1;0,473;0,119;1;1;1;1;1
"paysan";1;1;1;1;0,033;1;1;0;1;1;1;1;0,772
"partiel";1;1;1;1;1;1;1;1;0,064;0,817;0,508;0,014;1
"particulièrement";0,833;0,455;1;1;0,001;1;1;1;0,391;1;1;1;1
"paire";1;0,455;1;1;1;1;1;1;1;1;1;0,549;0,001
"paille";1;1;1;1;0,052;0,003;1;0,153;0,391;1;1;0,549;1
"pagani";0,833;0;1;1;1;1;1;1;1;0,817;1;1;1
"pacte";0;1;1;1;0,052;1;1;1;1;1;0,508;1;1
"ours";1;0,027;1;1;1;0,003;1;1;1;1;1;1;0,01
"oubli";0;1;1;1;1;1;1;1;1;0,817;1;1;1
"original";1;0;1;1;0,56;1;1;1;1;1;1;1;0,01
"organisé";0;1;1;1;0,56;1;1;1;1;1;1;0,549;1
"oeuvrer";1;0,388;1;1;1;0,191;1;0,119;1;1;1;0,007;1
"négociateur";1;1;1;1;1;0,105;0,318;1;0,809;0,045;1;0,952;1
"nuancé";1;1;1;1;1;0,238;1;0;1;0;1;1;1
"méritocratie";1;0,455;1;1;1;1;0,546;0,153;1;0,817;0;1;1
"ménager";1;1;1;1;0,052;1;1;1;0,391;1;1;0,001;1
"méfier";0,061;1;1;1;0,56;0,238;0,546;1;1;0,817;1;1;1
"médiocre";1;1;0,01;1;0,56;1;1;1;0,004;0,817;1;1;1
"médiatiser";0;1;1;1;1;1;1;1;0,391;0,162;1;1;1
"multiplier";0,833;1;1;1;0,56;1;0,001;1;1;1;0,038;1;1
"mouche";1;1;1;1;1;1;1;1;1;1;1;1;0
"motivation";0,833;1;1;1;0,56;1;0,048;1;1;0,817;0,508;0,549;1
"misérable";1;1;0,01;1;1;1;0,048;0,153;1;1;1;0,014;1
"misogyne";1;1;1;1;1;1;1;0;0,391;0,817;1;1;1
"miroir";1;1;1;1;0,56;0;1;1;1;1;1;1;0,01
"millionaires";1;1;1;1;1;1;1;1;1;1;0;1;1
"migrantes";1;1;1;1;0,56;0;1;1;1;1;1;1;1
"mignon";1;0,388;1;1;1;0,191;1;1;1;0,732;1;1;0,004
"matraque";0,297;1;1;1;1;1;1;1;1;0,162;1;1;0,348
"mars";1;1;0,01;1;1;1;1;1;1;1;0,508;1;0,001
"management";1;1;1;1;0,56;1;0;1;1;1;1;1;1
"mamdani";1;1;1;1;1;1;1;0,058;0,809;1;0,006;0,244;1
"magnus";1;1;1;1;1;1;1;1;0,038;1;1;1;0
"lécher";1;1;1;1;1;1;1;1;1;1;1;1;0
"lucide";1;1;1;0,117;1;1;1;1;1;1;0,508;0,014;0,348
"low";1;1;1;0;0,486;1;0,473;1;0,306;0,732;1;1;1
"lobbying";0,833;1;1;1;1;1;0,546;1;1;0,162;0,038;1;0,901
"levier";1;1;1;1;0,001;1;0,001;1;1;1;1;0,014;1
"justification";1;1;1;1;1;1;0,546;1;0,064;0,162;0,508;1;1
"jsuis";1;1;1;1;1;0,238;1;1;0,391;1;1;1;0,001
"jouet";1;1;1;1;1;0;1;1;1;1;1;1;0,901
"irresponsable";0,033;1;1;1;1;0,191;0,473;1;1;1;0,437;1;1
"inversement";1;1;1;1;1;0;0,473;1;1;0;1;1;1
"influenceurs";1;1;1;1;1;0;1;0,153;0,064;0,817;1;1;1
"inconditionnel";0;1;1;0,117;1;1;0,546;1;1;0,817;1;1;1
"impérialiste";0;1;1;1;1;1;1;0,153;1;1;1;1;1
"implication";0,033;1;1;0,088;1;0,191;1;1;1;0,732;1;1;1
"illustration";1;1;1;1;1;0,238;1;0,153;1;0;1;1;1
"ignoble";0,297;0;1;1;0,56;0,238;0,546;1;1;1;1;1;1
"horizon";1;1;1;1;1;0,105;1;0;0,809;1;1;0,244;1
"hamass";0;1;1;1;1;1;1;1;1;1;1;1;1
"halluciner";1;0,455;1;1;1;1;1;0,153;1;0,817;0,508;1;0,01
"gênant";1;1;1;0,117;1;1;1;1;1;0,817;1;1;0,001
"guérir";0,833;1;1;1;0,052;1;0,546;1;1;1;1;0,001;1
"guide";0,833;1;1;1;1;0,238;1;1;1;0,817;0,508;1;0,348
"grenade";0,012;1;1;1;1;1;1;1;1;1;1;0,671;0,93
"grandeur";1;1;1;1;0;1;1;1;1;0,817;0,038;1;1
"grace";1;0,455;1;1;0,56;1;1;1;1;1;0,508;0,014;0,901
"gitan";1;0,388;1;1;1;1;1;1;1;1;1;1;0
"genou";1;0,455;1;1;0,052;0,238;1;1;1;1;0,508;0,549;0,348
"gen0cide";0;1;1;1;1;1;1;1;1;0,817;1;1;0,901
"gaver";1;1;1;1;1;1;0;1;1;1;0,508;0,549;1
"garde";0,833;1;1;0,117;1;1;0,001;1;1;0,162;1;1;1
"garage";1;1;1;0;0;1;1;1;1;1;1;1;1
"féminicide";0,833;1;1;1;1;0,003;1;1;1;0;1;1;1
"frotter";1;0;1;1;1;1;1;1;1;1;1;1;0,901
"frigo";1;1;1;1;0,409;1;1;1;0,921;1;1;1;0,001
"four";1;0,455;1;1;0,001;1;1;1;1;1;1;1;0,001
"formule";1;1;1;1;0,56;1;0,546;1;0;0,01;1;1;1
"feminicides";1;1;1;1;1;0,238;1;1;0,064;1;1;1;0,001
"faune";1;1;1;0,088;0;1;0,473;1;1;1;1;1;1
"farine";1;0,388;1;0,088;0;1;1;1;1;1;1;1;0,772
"fair";0,707;1;1;1;1;1;1;0,119;0,306;0,732;1;1;0,251
"faille";1;1;1;0,117;0,56;1;1;1;0,004;1;0,038;1;1
"enfreindre";0,21;1;1;0;1;1;1;0,119;1;0,732;0,437;1;1
"enchaîner";1;1;1;1;0,009;1;0,318;1;0,809;1;1;0,952;1
"enceinte";1;1;1;0,117;1;1;0,546;1;1;0,817;1;0,127;0,901
"emji_visage_fatigué";1;0,004;1;1;0,009;1;1;1;1;1;0,289;0,952;1
"emji_visage_confus";1;1;1;1;1;0,238;1;1;1;1;1;1;0
"emji_point_d_interrogation_rouge";0,306;1;1;1;1;1;1;1;1;0,022;1;1;0,349
"emji_globe_tourné_sur_l_afrique_et_l_europe";0,033;1;1;1;1;1;1;1;1;1;0,024;0,445;1
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";0,833;1;1;0;1;1;0,001;1;1;1;0,508;1;0,901
"emji_drapeau_brésil";1;0;1;1;1;1;1;1;1;0,162;1;1;0,348
"emji_cornes_avec_les_doigts";1;1;1;1;1;1;1;1;1;1;1;1;0
"emji_cent_points";1;0;1;1;1;1;1;1;1;0,817;1;1;1
"em";1;1;1;1;1;1;1;1;1;0,817;0,038;0,127;0,901
"désastreux";1;1;1;1;0,033;1;0,473;1;0,306;0,732;1;1;0,772
"désastre";0,833;1;1;1;1;0,238;1;0,153;1;0,817;1;1;0,01
"désarmement";0;1;1;1;1;1;1;1;1;1;1;1;1
"démesurer";0,007;1;1;1;1;1;0,048;1;0,391;1;1;1;1
"délai";0,297;1;1;1;1;1;0,001;1;1;1;1;0,014;1
"déformer";0,833;1;1;1;0,56;0,238;0,546;1;0,391;0,01;1;1;1
"déduire";1;1;1;1;1;1;0;1;1;1;1;1;1
"décrédibiliser";0,297;1;1;1;1;0,238;1;1;1;0,01;1;0,549;1
"décharge";1;1;1;1;0;1;1;1;1;1;1;0,001;1
"débilité";1;1;1;1;1;1;1;1;1;1;1;1;0
"douer";1;0,25;1;1;1;1;1;1;0,152;0,541;0,006;0,952;1
"doubler";1;1;1;0;1;1;0,03;1;1;1;0;1;1
"donation";1;1;1;1;0,56;1;0,048;1;1;1;0;1;1
"documentaire";1;1;1;0,117;1;1;1;1;1;0;1;0,127;1
"dissuader";0,707;1;1;1;1;1;1;1;0,038;0,732;1;0,082;1
"dinosaure";1;1;1;1;0,56;1;1;1;1;1;1;1;0
"dictatorial";0,061;1;1;1;1;1;0,546;0,153;0,391;1;1;0,549;1
"dessert";1;1;1;0;1;1;1;1;0,004;0,162;1;1;1
"dalle";1;1;1;1;0,052;1;0;1;1;0,817;1;1;0,901
"célébrer";0;0,455;1;1;1;1;1;1;1;1;1;0,549;1
"câble";1;1;1;1;1;1;1;1;1;0,817;1;1;0
"culpabiliser";1;1;1;1;0;1;0,048;1;1;0,817;0,508;1;1
"cuisiner";1;1;1;1;0;1;0,546;1;1;1;1;0,549;0,348
"cruel";1;1;1;1;1;1;0,546;1;0;1;1;0,549;1
"coute";1;1;1;0,117;0,001;1;0;0,153;1;0,817;1;1;1
"cordialement";1;0,455;1;0,117;1;1;1;1;1;0;1;1;1
"cop30";1;1;1;1;0;1;1;1;1;0,64;1;1;1
"contrepartie";1;1;1;1;1;1;0,048;1;1;1;0,038;0;1
"consensus";1;1;1;1;0;1;1;1;1;0;1;1;1
"connexion";1;1;1;1;1;0,003;0;1;0,391;1;1;1;1
"connecter";0,833;1;1;1;0,56;1;1;1;1;1;1;1;0,01
"confondu";1;1;1;1;0,001;0,003;1;1;1;0,162;1;1;1
"concession";1;0,388;1;1;1;1;1;1;1;0,732;0,437;0,007;1
"compétitif";1;1;0;1;1;1;1;1;1;1;0,437;0,007;0,772
"complément";1;1;1;0,117;0,001;1;0,001;1;1;1;1;1;1
"complot";0,833;1;1;1;1;1;1;1;1;0,162;0;1;1
"comité";0,007;1;1;1;1;1;1;1;1;0,817;1;0,549;0,901
"cohérence";1;1;1;1;1;0,003;0,546;1;0,004;0,817;1;1;1
"cis";1;1;1;1;1;0;1;1;1;1;1;1;1
"champagne";1;1;1;1;0,033;1;0,473;1;1;1;1;1;0
"cap";1;0;1;1;1;1;1;1;1;0,116;0,437;0,445;1
"cancérigène";1;1;1;1;0;1;1;1;1;0,732;1;1;0,251
"bouton";0,297;1;1;0,117;1;0,003;1;0,153;1;1;1;1;0,901
"bourrer";1;1;1;1;0,052;1;1;1;1;0,162;1;1;0,001
"bière";1;1;1;0,117;0;1;1;1;1;0,817;1;1;0,08
"biologie";1;1;1;1;0;0,238;1;1;1;0,817;1;1;1
"bienveillance";1;0;1;1;0,56;0,238;1;1;0,391;0,817;1;1;1
"belge";1;0,455;1;1;0,56;1;1;1;1;1;1;1;0,001
"batterie";1;1;1;1;0;1;1;1;0,809;1;1;1;0,491
"balayer";0,21;0,388;1;1;1;1;1;1;1;1;1;1;0,045
"balade";1;1;1;1;1;1;1;1;1;1;1;1;0
"automobile";1;1;1;0;0;1;1;1;1;1;1;0,127;1
"australie";1;1;0,01;1;1;1;1;0,153;1;1;1;1;0
"asile";1;1;1;0,117;1;1;1;1;1;0,817;1;0,127;0,08
"arreter";1;1;1;0,088;0,486;1;1;0,119;1;1;0,437;1;0,045
"appui";0,833;1;1;0,117;1;1;1;1;0,064;0,01;1;1;1
"anti_démocratique";0,061;1;1;1;1;1;1;0;1;1;0,508;1;1
"annexer";0;1;1;1;1;1;1;1;1;1;1;1;1
"angleterre";0,833;1;1;0,117;1;1;1;1;1;1;0,038;1;0,08
"amérindien";1;1;0,003;1;0,409;1;1;1;0,02;0,077;1;1;1
"amplement";0,297;1;1;0,117;1;1;0,546;1;0,391;1;0,508;0,549;1
"amerique";1;1;0;1;1;1;1;1;1;1;1;1;1
"amender";1;1;1;0;1;1;1;1;1;1;1;1;1
"ambiance";1;0,027;1;1;1;1;1;1;1;1;1;1;0,01
"amande";1;1;1;0;0,56;1;1;1;1;1;1;0;1
"alpin";1;1;1;1;0;1;1;1;1;1;1;1;0,08
"allah";0,007;1;1;1;1;0;1;1;1;1;1;1;1
"aligner";0,007;1;1;1;1;1;1;0,153;0,391;0,817;1;1;1
"algérien";0;1;1;1;0,56;1;1;1;1;0,817;0,508;1;1
"algorithme";1;1;1;1;0,56;1;1;1;0,064;0;1;1;1
"ahhh";1;1;1;1;1;0;1;1;0,064;0,817;1;1;1
"adhésion";1;1;1;1;1;1;0,473;0;0,038;0,116;1;1;1
"activer";0,833;1;1;0,117;1;1;1;1;1;0,817;0,508;0,127;1
"accusé";0;1;1;1;1;1;1;1;1;1;1;1;1
"accoucher";1;1;1;1;1;0,003;0,546;1;0,064;0,817;1;1;0,348
"abstenir";1;1;1;1;1;1;1;1;0,001;1;1;0,047;1
"3x";1;1;1;1;0;1;1;1;1;1;0,038;0,549;1
"2eme";0,007;1;0,01;1;1;1;1;1;1;1;0;1;1
"2ans";0;1;1;1;1;1;0,546;1;0,391;1;1;1;1
"1ère";1;0,455;1;0;0,56;0,238;0,546;0,153;1;1;1;1;1
"éventuel";0,21;1;1;1;1;1;0,473;1;1;1;0,437;0,007;1
"émeute";0,003;1;1;1;1;1;1;1;1;1;1;1;0,045
"égalitaire";1;0,32;1;1;0,409;1;1;0,087;1;1;1;0;1
"ç";1;1;1;1;0,486;1;1;0,119;0,306;1;1;1;0,251
"zero";0,033;1;1;1;1;0,191;1;1;0,306;1;1;1;1
"yverdon";1;1;1;1;1;1;1;1;1;1;1;1;0
"wc";1;1;1;0,088;1;1;0;1;1;1;1;1;0,045
"véracité";0,21;1;1;1;0,486;1;1;1;1;0;1;1;1
"veste";1;1;1;0,063;1;1;1;1;1;0,077;1;1;0,022
"vd";1;1;1;0;1;0,191;1;1;1;1;1;0,445;1
"urbain";0,033;1;1;1;1;1;0,473;1;1;1;0,437;1;0,772
"uni";0,707;1;0;1;1;1;1;1;1;1;0,437;1;1
"tune";1;1;1;1;1;1;0,473;1;1;1;0,437;1;0
"tueur";0;1;1;1;1;1;1;1;1;1;1;1;0,772
"troupe";0,136;1;1;1;0,409;1;1;1;1;1;0,364;0,047;1
"tronche";0,575;1;1;1;1;1;1;1;1;1;0,364;1;0,001
"trinquer";1;1;1;0,063;1;1;1;1;1;0,64;0;1;1
"transférer";1;1;1;1;0,486;1;0;1;1;1;1;1;1
"transformation";1;1;1;1;0;1;1;0,119;0,306;1;1;1;1
"transfert";0,21;1;1;1;1;1;0;1;1;1;1;0,082;1
"trancher";0,21;1;1;1;0,486;1;1;1;0,306;0,732;1;1;0,772
"traduire";1;1;1;1;0,019;0,147;1;1;0,921;1;1;0,047;1
"tpg";1;1;1;0,088;1;1;0,03;1;1;1;1;0,007;1
"thème";1;0,016;1;1;1;0,191;1;0,119;1;0,005;1;1;1
"that";1;1;1;1;1;0,191;1;0,119;1;1;0,437;1;0,045
"terroriser";0;1;1;1;1;1;1;1;1;1;1;1;1
"terr0ristes";0;1;1;1;1;1;1;1;1;1;1;1;1
"talentueux";1;1;1;1;1;0;1;1;0,02;1;1;1;1
"séparation";0,21;1;1;1;1;1;1;0,119;1;0,116;1;0,082;1
"sénégal";1;0,063;1;1;1;1;1;1;1;1;1;1;0,004
"surveillance";1;1;1;1;0;1;0,03;1;1;1;1;1;0,772
"surplus";1;1;0,006;1;0;1;1;1;1;1;0;1;1
"sudan";0;1;1;1;1;1;1;1;1;1;1;1;1
"subvenir";1;1;1;1;1;1;1;1;1;1;0;0;1
"stylé";1;1;1;1;1;0,191;1;1;1;1;1;1;0
"stupidité";0;0,388;1;1;0,486;1;1;1;1;1;0,437;1;1
"sous_entendre";0,003;1;1;1;1;0,191;1;1;1;0,732;1;1;1
"souris";1;1;1;1;1;1;1;1;1;0,077;1;0,342;0,166
"sonner";0,707;1;1;1;1;0,002;1;1;1;0,116;1;1;0,772
"songer";0,003;1;1;1;0,033;1;1;1;1;1;0,437;1;1
"sombre";1;1;1;1;0;1;1;1;0,038;0,732;1;1;1
"solo";1;1;1;1;1;0,191;1;1;1;1;1;0;1
"serré";1;1;1;1;1;1;1;1;1;1;1;1;0
"scientifiquement";1;1;1;1;0;0,191;1;1;1;0,005;1;0,445;1
"savoie";1;1;1;0,063;1;1;1;1;1;0,64;1;0;1
"saturer";1;1;1;1;1;1;0,397;1;1;1;1;0;1
"résulter";1;1;1;1;0,033;1;1;1;1;1;0,437;0;1
"répartir";0,707;1;1;1;1;1;1;1;1;1;0,437;0;1
"règlement";0,033;1;0,006;1;1;1;1;1;1;1;1;0,445;1
"rtsioniste";0;1;1;1;1;1;1;1;1;1;0,437;1;1
"rock";1;1;0,003;1;1;1;1;1;1;1;1;1;0
"rivière";1;1;1;1;0,019;0,147;1;1;1;1;1;1;0,001
"rive";1;0,32;1;0;1;1;1;1;1;1;1;1;1
"respecté";0;1;1;1;1;1;0,473;1;1;1;1;1;1
"représaille";0;1;1;1;1;1;1;1;1;1;1;1;1
"repos";1;1;1;0,088;1;1;0,473;1;1;1;1;0;1
"recrutement";1;1;1;1;1;0,002;1;0,119;1;0,116;1;0,082;1
"ravager";1;1;1;1;0;1;1;1;1;0,116;1;1;1
"rageux";1;0,388;1;1;1;1;1;1;1;0,116;1;1;0
"quota";1;1;0,003;1;1;1;0,397;1;0,02;0,077;0,364;1;1
"quils";0,136;1;1;0,063;1;1;1;1;1;1;1;0,342;0,635
"quil";0,575;1;1;0,063;1;1;1;1;1;1;1;1;0,001
"qq";1;1;1;1;1;1;1;1;0,306;1;0,437;0,007;1
"qi";0,469;1;1;1;1;0,004;1;0,001;1;1;1;1;1
"prénom";1;0,001;1;1;1;1;1;1;0,09;0,435;1;1;1
"prélever";1;1;1;1;1;1;0,03;1;1;0,732;0;1;1
"préjugé";1;1;1;1;1;1;1;0,119;0,002;0;1;1;1
"préféré";1;0,388;1;1;1;1;1;1;1;1;1;0;1
"préférable";1;1;1;0,088;1;0,002;1;1;0,038;1;0,437;1;1
"projeter";1;1;1;0,088;1;0;1;1;1;0,732;0,437;1;1
"progressif";1;1;1;1;0,486;1;1;1;1;1;0;1;1
"privatisation";1;1;1;1;1;1;1;1;1;1;0,013;0;1
"portefeuille";1;1;1;1;1;1;0,03;0,119;1;1;0,024;0,007;1
"piger";1;1;1;1;1;1;0,318;1;1;1;0,289;0,023;1
"philosophie";1;1;1;1;1;0,191;1;0,119;0;1;1;0,445;1
"paysage";1;1;1;1;0,486;1;1;0,119;1;1;1;0;1
"pardonner";0,033;1;1;1;1;1;1;1;0,306;0,116;1;1;1
"parasite";1;0,016;1;1;0,486;1;1;1;1;1;0,437;0,082;1
"ouvrage";1;1;1;1;1;1;1;1;0,02;0;1;1;1
"ottoman";0;1;1;1;1;1;1;1;1;1;1;1;1
"opérer";0,707;1;1;1;1;1;0,03;1;1;1;0,024;0,082;1
"oppresser";0,136;1;1;0,063;1;1;1;1;0,225;0,64;0,364;1;1
"omg";1;0,016;1;0,088;1;1;1;1;1;1;1;1;0
"okay";1;1;1;1;1;1;1;1;1;1;0,364;1;0
"offusquer";1;1;1;1;1;1;0,473;1;1;0,732;0,024;0,007;1
"offensive";0;1;1;1;1;1;1;1;1;1;1;1;1
"oct";0;1;1;1;1;1;1;1;1;1;1;1;1
"néfaste";1;1;1;1;0;1;1;1;1;1;1;0;1
"novartis";1;1;1;1;1;1;0,017;1;1;1;1;0;1
"nouveauté";1;1;1;1;0;1;0;1;1;1;1;1;1
"neuch";1;0,25;1;0,04;1;1;1;1;1;1;1;0,244;0,097
"nestlé";1;1;1;1;0,329;1;1;1;1;1;1;0;1
"nestle";1;1;1;1;0,486;1;1;1;1;1;0;0,082;0,772
"navrant";1;1;1;1;1;0,191;1;1;0,002;0,732;1;1;0,251
"mépriser";1;1;1;1;1;1;1;0,119;0;0,732;1;1;1
"multimillionnaire";1;1;1;1;1;0,068;1;1;1;0,435;1;0,156;1
"msf";0;1;1;1;1;1;1;1;1;1;1;1;1
"moustachu";0,003;1;1;1;0,486;1;1;1;1;1;1;0,445;1
"motion";1;1;1;1;1;1;1;1;1;0,002;1;0,502;0,737
"mnt";1;0,32;1;1;0;1;1;1;1;1;1;0,342;1
"minuscule";0,707;1;1;1;1;1;0,473;1;1;1;0,024;0,007;1
"militantisme";1;1;1;1;1;1;1;1;0;0,005;1;1;1
"migrer";0,036;1;1;1;1;1;1;1;0,684;1;0,214;0,821;1
"menu";1;1;1;1;0;1;0,473;1;1;1;1;1;1
"mega";1;1;1;1;0,033;1;0,473;1;1;1;1;1;0,045
"matériau";1;1;1;0;0;1;1;1;1;1;1;1;1
"législatif";0,033;1;1;0,088;1;1;1;1;1;1;1;0,007;1
"lundi";0,015;1;1;1;1;1;1;1;1;1;1;1;0,022
"lointain";1;1;1;1;1;1;1;1;0,306;1;0,437;1;0,004
"livraison";1;0,388;1;0,088;0;1;1;1;1;0,732;1;1;1
"live";1;1;1;1;1;0,147;1;1;0,921;0,64;0,364;0,342;0,635
"littérature";1;1;1;0,063;1;0,001;1;1;1;0;1;1;1
"litre";1;1;1;1;0;1;1;1;1;1;1;1;1
"liquide";1;1;1;0,088;0;1;0;1;1;1;1;1;1
"lavage";0,21;1;1;0,088;1;1;1;1;0,306;1;1;1;0,251
"kebab";1;1;1;1;1;1;1;1;1;0,323;1;0,671;0,017
"jurisprudence";0,003;1;1;1;1;1;1;1;1;0,005;1;1;1
"joint";1;1;1;1;0,409;1;1;1;1;1;1;1;0
"inutilisable";0;1;1;1;1;1;0,473;1;1;1;1;1;1
"inutilement";1;1;1;1;0,409;1;1;1;0,921;0,077;0,364;1;1
"intensité";0,707;1;1;1;0,486;1;0,473;1;0,002;1;1;1;1
"instruction";1;1;1;1;1;1;1;1;1;1;1;0;1
"instable";1;1;1;1;1;0;0,473;1;1;1;1;1;1
"inox";1;1;1;1;0,033;1;1;1;1;1;1;1;0
"inondation";0,707;1;1;1;0;1;0,473;1;1;1;0,437;0,445;1
"innocence";1;1;1;1;1;1;1;1;1;0;1;1;1
"indéniable";0,033;1;1;1;1;1;1;1;1;1;0,437;0,445;1
"indirect";0,707;1;1;1;1;1;1;1;1;1;0;0,082;1
"indemnité";1;1;1;1;1;1;0;1;1;1;1;0,445;1
"incompréhension";1;1;1;1;1;0,191;1;0,119;0,038;0,732;0,437;1;1
"incident";1;0,388;1;0,088;0,486;1;1;1;0,038;1;1;0,445;1
"inapte";1;1;1;1;1;1;1;1;1;1;1;0,671;0
"impots";1;1;1;0,088;1;1;0;1;1;1;1;1;0,772
"ice";0,015;1;1;0,063;0,409;1;1;1;1;0,64;0,364;1;1
"humanisme";0,21;1;1;1;1;1;1;0;0,038;1;1;1;1
"hug";1;1;1;1;1;1;1;1;1;1;1;0;1
"horrifier";0,136;0,32;1;1;1;0,147;1;1;1;1;1;1;0,166
"historien";0,087;1;1;1;1;1;1;1;0,391;1;1;1;0,737
"hermance";1;1;1;0;1;1;1;1;1;1;1;1;1
"géométrie";0;1;1;1;1;1;1;1;1;1;1;1;1
"géographie";1;1;0;1;1;1;1;1;1;1;0,437;1;0,251
"gravité";0,707;1;1;0,088;0,033;0,191;1;1;1;0,732;1;1;1
"gluten";1;1;1;1;0;1;1;1;1;1;1;1;1
"glisser";1;1;1;1;0,019;1;1;1;0,02;1;0,013;1;1
"gardien";0,575;1;1;1;0,409;0,147;1;0,087;0,921;1;1;1;0,635
"fouiller";0,575;1;1;0,063;1;1;1;1;0,921;0,64;1;1;0,635
"foie";1;1;1;1;0,039;1;1;0,001;1;1;1;0,315;1
"fleur";1;1;1;1;0,033;1;1;0,119;0,038;0,005;1;1;1
"ferroviaire";1;1;1;0,063;1;1;1;1;1;1;1;0,003;0,635
"fermeture";1;1;1;1;1;1;0;1;1;1;1;0,445;1
"farce";0,003;0,388;1;0,088;1;1;1;1;1;1;1;1;1
"fact";1;1;1;1;1;1;1;1;0,544;0,323;1;1;0,017
"extraordinaire";1;0,118;1;1;0,169;1;1;1;0,544;1;1;0,671;0,93
"extraire";0,033;1;1;1;0;1;0,473;1;1;1;1;1;1
"expertise";1;1;1;1;0;1;0,473;1;1;1;1;0,082;1
"esthétique";1;0,388;1;1;0,486;1;1;0,119;0;1;1;1;1
"essai";1;1;1;1;0;1;1;1;0,921;1;1;1;0,166
"enseignement";1;1;1;1;1;0,191;0;1;1;0,732;1;1;1
"enregistrer";1;1;1;1;1;1;1;1;1;1;0,437;1;0
"enfoncer";1;1;1;1;1;1;1;1;1;1;0,364;1;0,001
"ems";1;1;1;1;1;0,001;0,397;1;1;1;1;0;1
"empirer";1;1;1;1;0,486;1;1;0,119;0,038;1;1;1;0,772
"emji_visage_en_colère";0,439;1;1;1;1;1;1;1;1;1;0,289;1;0,008
"emji_visage_déguisé";1;1;1;0,088;1;1;1;1;1;1;1;1;0
"emji_visage_anxieux_avec_goutte_de_sueur";1;0;1;1;1;1;1;1;1;1;0,437;1;0,251
"emji_signe_de_la_main";1;0,25;1;1;1;1;1;0;0,809;1;1;1;1
"emji_ruban_de_mémoire";0;1;1;1;1;1;1;1;1;1;1;1;1
"emji_pouce_vers_le_haut_peau_moyennement_claire";1;1;1;1;1;1;1;1;0,391;0,211;1;0,033;1
"emji_points_d_exclamation_et_d_interrogation";0,306;0;1;1;1;1;1;1;1;1;1;1;1
"emji_poignée_de_main";1;0;1;1;1;1;1;1;1;1;1;0,445;1
"emji_miam";1;0;1;1;1;1;1;1;1;1;1;1;1
"emji_mains_levées_peau_moyennement_claire";0,575;1;0,003;1;1;1;1;1;0,225;1;1;1;0,166
"emji_feuille";0;1;1;1;1;1;1;1;1;1;1;1;1
"emji_croix";0,439;1;1;1;0,009;1;0,318;1;1;1;1;0,244;1
"emji_coeur_vert";1;0;1;1;1;1;0,397;1;1;1;0,013;1;1
"emji_biceps_contracté_peau_légèrement_mate";0,692;0;1;1;1;1;1;1;0,391;1;1;1;1
"ecoute";0,707;1;1;0,088;1;0,191;0,473;1;1;1;1;1;0,251
"désert";1;1;0,006;0,088;0;1;1;1;0,306;1;1;1;1
"déontologie";0;1;1;1;1;1;1;0,087;1;1;1;1;1
"dénonciation";1;1;1;0,088;1;0,191;1;1;1;0,005;1;0,445;1
"délirer";1;1;0;1;1;0,191;0,473;1;1;1;0;1;1
"délirant";1;1;1;1;0;1;1;0,119;1;1;0,437;1;1
"délinquance";0,575;1;1;1;1;1;0,397;1;0,921;0,002;1;1;1
"dégoûtant";1;1;1;1;1;0,002;1;0;0,306;0,732;1;1;0,772
"déforestation";1;1;1;1;0;1;1;1;1;0,732;1;1;1
"défaite";1;0,32;0;1;1;1;1;1;1;1;1;1;0,001
"décombre";0;1;1;1;1;1;1;1;1;1;1;1;1
"débuter";1;1;1;1;0,486;1;1;1;0,306;0,732;0,437;0,445;1
"débrouiller";1;1;1;1;1;1;0,473;1;1;0,732;1;0,445;0,251
"dupe";0,003;1;1;1;1;1;1;1;1;0,005;1;1;1
"divertissement";1;0,388;1;0;1;0;1;1;1;1;1;1;1
"disputer";1;1;0;1;1;1;0,239;1;0,684;1;0,214;1;1
"discipline";1;0;1;1;1;1;1;1;1;0,64;1;1;1
"différencier";1;1;1;1;0,486;0,191;1;1;1;0,732;1;0,007;1
"destructeur";1;1;1;1;1;0;1;0,119;1;0,732;1;1;1
"dernièrement";0,033;1;1;1;0,486;1;0,473;1;1;1;1;0,445;1
"dater";1;1;1;1;0;1;1;1;1;1;1;0,082;1
"céréale";1;0,388;1;1;0;1;1;1;1;1;1;1;1
"célèbre";1;1;1;1;0,409;1;1;1;0,225;1;0,364;0,342;1
