"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"appeler";-1,804;0,142;-0,888;-2,827;5,822;-0,314;-0,089;6,647;0,101;-2,251;-0,002;0,124;-2,729;-0,025;-0,822;4,558
"ancien";-0,302;-0,13;2,587;-2,194;3,723;27,977;1,794;-2,515;-2,286;-0,4;-2,828;0,004;-2,341;1,82;-1,292;-3,025
"sport";-1,712;-2,194;-0,366;-0,592;-2,569;-2,098;-1,223;-0,737;0,582;-1,058;4,731;-0,24;6,713;38,195;0,217;-0,21
"résultat";-3,642;-4,668;-0,164;-1,389;-5,465;128,548;-2,601;-0,673;2,619;-0,637;-0,402;0,124;8,123;-1,702;-3,453;-0,535
"important";-1,804;11,712;-0,164;3,381;11,31;-2,545;-2,601;0,023;-0,965;-2,251;-3,296;0,124;-2,729;0,172;-0,822;0,172
"etat";-0,336;8,128;-1,729;0,01;-0,445;54,83;-2,278;-4,54;-2,334;0,009;0,675;3,355;-2,39;-3,088;-4,77;-0,285
"cours";-0,647;0,705;0,009;-0,501;7,968;0,895;-0,951;2,414;0,868;-2,291;0,261;-0,647;-1,059;-3,589;-5,544;2,298
"agir";0,341;0,011;-3,64;0,004;-2,916;0,036;-0,689;-1,269;15,615;2,404;26,501;-0,372;-0,041;-3,15;-1,442;-0,318
"victoire";-3,512;-4,502;-3,93;-4,601;0,366;1,176;-0,837;-3,035;-2,57;-2,171;-1,397;-1,687;180,446;47,714;-3,268;-3,401
"plan";-1,514;7,382;-1,86;-0,256;13,938;-0,154;-0,027;5,753;-2,428;-2,051;3,902;1,288;-2,487;-3,213;-2,993;-3,213
"mener";-1,629;17,245;-0,738;-1,193;-0,104;-0,213;-0,048;0,077;14,089;-0,545;-0,306;-0,013;-0,896;1,247;-3,176;-0,422
"vaudois";-1,514;-2,345;-3,713;-1,066;-3,008;59,699;10,73;-4,724;-0,039;-2,051;3,902;5,372;0,195;-0,351;-2,993;-1,422
"saison";3,163;-2,268;-0,041;-0,222;-4,882;-3,987;-0,689;-2,687;-2,381;-0,457;-1,193;-3,254;304,932;1,57;-2,902;-3,15
"raison";4,867;0;6,034;-0,004;0,027;-4,225;-0,048;-0,518;1,172;-2,131;6,151;-0,013;-0,082;-0,422;-1,674;-1,533
"organisation";-1,687;-1,185;1,698;-0,372;-1,765;2,595;3,104;32,152;-0,078;-2,171;1,496;-1,687;-2,632;-0,459;-0,705;-3,401
"niveau";7,765;-1,123;9,055;-0,332;-5,173;10,611;-2,462;0,077;-0,064;-2,131;-3,121;2,643;-0,082;0,279;-5,156;-0,004
"communiqué";-0,446;0;1,962;1,045;-0,08;2,949;1,372;8,054;-2,475;-2,091;-1,294;-1,571;-0,857;-0,001;-0,593;-1,478
"publier";-0,484;-2,499;3,625;9,237;0,027;-0,213;-0,048;0,077;5,847;0;0,436;-3,448;-2,584;-0,422;-0,648;-0,422
"importance";-3,512;-4,502;12,205;-1,258;-3,284;-1,044;5,909;51,162;0,146;-0,002;-0,337;-0,524;-2,632;-3,401;-0,705;-0,009
"complet";-0,596;-2,85;-2,488;-0,182;-3,337;0,105;-1,588;-0,295;-0,201;196,737;0,7;-0,596;3,932;-2,153;-3,326;-0,544
"bott";-1,629;-4,419;-3,858;-4,516;-5,173;-2,323;-2,462;-4,908;-2,523;41,951;-3,121;-3,448;-2,584;-3,338;-5,156;497,809
"utiliser";-3,254;1,38;-1,795;-2,351;-0,496;-3,987;-2,324;50,127;6,646;-2,011;1,971;-1,456;-2,438;-3,15;3,291;-0,318
"train";446,214;-0,882;-3,568;-2,272;-1,378;-2,031;-2,278;-4,54;-2,334;-0,428;-2,886;-0,336;-2,39;-3,088;-2,811;-0,285
"renforcer";8,462;-2,345;-1,86;0;0,064;0,022;-0,725;5,753;-0,771;2,274;3,902;-0,002;-2,487;-3,213;-1,519;0
"proposer";-0,408;-2,345;-0,057;4,513;-0,548;0,022;-0,027;0,765;-0,039;-0,486;0,015;0,296;-0,817;-0,351;5,07;-1,422
"local";0,296;0,351;-0,057;-1,066;-0,059;0,022;3,61;0,134;-2,428;0,001;0,015;-3,318;-2,487;-1,422;14,024;-0,351
"habitant";0,341;36;-0,041;-4,262;-2,916;-2,104;0,313;-0,01;-0,029;0,004;15,209;0;-2,438;0,419;-4,866;-3,15
"venir";4,233;-3,756;-0,378;-0,708;0;-1,743;0,556;-2,259;-0,55;-0,319;-0,1;10,982;-2,196;7,707;2,585;-1,097
"seulement";-1,399;-2,191;10,736;0,01;-2,825;-0,762;-0,011;0,954;1,554;-1,971;-2,886;-0,336;28,25;1,691;-0,438;-3,088
"seul";-1,571;-0,254;6,33;4,263;-0,602;-4,146;-0,037;-1,412;-0,809;-2,091;-0,276;11,785;-0,067;3,081;-0,593;-0,001
"réduire";7,765;-2,499;0,638;2,22;-0,104;-4,225;-2,462;7,678;9,522;0;0,436;-0,013;-2,584;-3,338;-1,674;-1,533
"zurich";17,566;-0,015;1,8;-1,731;-4,108;-0,413;-0,413;0,066;-0,446;-1,692;10,1;8,364;0,002;-2,651;-4,094;-0,939
"zone";0,392;25,166;2,417;-0,943;-4,785;-3,908;-2,278;4,051;-0,02;-1,971;4,334;-0,336;-2,39;1,691;-2,811;-1,313
"voix";-3,189;-2,191;-1,729;-2,272;-1,378;245,945;-0,653;-2,601;0,306;-0,428;-2,886;-1,399;-0,739;-3,088;0,125;-3,088
"revenir";0,086;-3,509;-0,264;0,992;-0,874;-1,53;-1,955;-0,09;0,006;-0,243;3,313;2,538;5,124;5,405;-0,147;-2,651
"retour";3,355;0,021;-0,028;-0,189;-1,378;-0,103;-0,653;-0,333;-2,334;-0,428;-1,142;3,355;10,607;6,368;-1,367;-1,313
"membre";-1,456;11,018;-0,041;-0,222;-0,496;5,641;22,335;0,856;-0,733;-2,011;-1,193;-1,456;-2,438;-0,318;-4,866;0,002
"etats";-1,456;-0,941;-1,795;0,004;117,469;3,344;-2,324;-2,687;-0,733;0,004;-1,193;-0,372;-0,778;-3,15;-4,866;-0,318
"armée";-3,124;293,712;-0,017;-4,093;0,155;-1,958;-2,231;-0,291;-2,286;-1,931;-2,828;-1,342;-2,341;-3,025;-4,673;-1,258
"site";-0,302;-0,823;-3,496;5,342;-0,396;-3,829;0,398;2,411;-0,659;0,776;7,692;-1,342;-0,701;-0,254;2,033;-0,254
"juger";-3,06;-2,039;-1,599;12,051;0,921;18,127;-2,185;0,308;-0,622;-1,891;-1,043;10,062;-2,293;-1,204;-1,218;-1,204
"entreprise";-3,06;-3,922;-0,461;53,331;-0,006;-1,886;-0,582;0,001;-0,622;-1,891;-0,143;39,035;-2,293;-2,963;-1,218;-1,204
"emji_caméra";0,03;-0,028;-2,13;0,243;0,072;-0,011;-0,069;-0,098;0,367;7,703;-0,251;-0,364;-1,427;-0,325;0,858;0,047
"directeur";-3,124;-0,823;32,109;0,021;-1,303;-1,958;17,413;0,257;-0,012;-0,4;-2,828;18,677;-2,341;-3,025;-4,673;-1,258
"attaque";-3,254;279,654;-0,041;-1,004;-0,041;-3,987;-2,324;-0,376;-2,381;-2,011;-1,193;-0,372;-0,778;-3,15;-4,866;-3,15
"titre";-2,866;-1,813;-3,207;-0,059;0,004;-3,513;0,617;0,026;-2,098;-1,772;-0,897;-2,866;74,87;4,837;7,51;-2,775
"petit";-0,045;-3,179;23,268;-1,43;-3,722;-0,246;0,065;-0,501;17,158;-0,153;-0,005;-2,48;-0,345;1,479;-0,042;-0,028
"participer";0,506;-0,766;-0,461;-0,823;0,921;-1,886;-0,582;-2,43;-0,007;0,844;44,812;-1,286;-0,013;1,956;-1,218;-1,204
"lier";-0,336;-0,882;-0,549;0,01;0,728;0,053;-0,653;37,9;0,306;-1,971;-1,142;0,001;-0,739;-1,313;-0,024;-3,088
"frapper";0,001;268,505;-0,549;-4,177;-1,378;-3,908;0,354;-4,54;-2,334;-1,971;-2,886;-3,189;-0,03;-1,313;-1,367;-1,313
"famille";0,064;-3,591;-0,3;0,137;7,884;-1,601;9,41;3,477;-2,05;-0,268;-0,849;4,749;-2,1;-0,991;-0,181;-2,713
"soir";21,695;4,308;-1,407;-3,755;1,275;7,709;-0,479;-0,863;-2,098;-1,772;-2,594;-1,119;0,494;0,83;-1,003;-2,775
"poste";-3,06;-0,766;-3,424;112,082;-1,229;0,773;-0,582;-2,43;-2,239;-1,891;0,07;1,76;-2,293;0,6;-1,218;-2,963
"michael";-1,119;-3,674;-3,207;-0,652;-2,372;-0,506;-2,047;-4,081;-2,098;6,845;-2,594;0,045;-2,148;-2,775;-1,003;289,537
"image";-0,103;-1,59;0,597;-1,655;-0,806;0,355;-1,909;-0,066;2,641;7,834;-2,42;-2,673;-2,003;-0,076;32,991;-2,588
"critique";-3,124;-0,823;-0,017;0,471;8,722;-0,081;0,398;17,377;-0,659;-1,931;-0,167;-0,302;-0,701;-1,258;-1,292;-0,254
"course";-0,103;-3,426;-2,991;-0,493;-2,104;-0,368;-1,909;-1,922;-0,413;-1,652;1,42;-0,103;273,318;-2,588;-0,798;-0,888
"conseiller";0,004;-0,13;-0,505;-4,093;-4,688;65,226;-2,231;1,06;3,962;-0,4;-0,167;6,225;-2,341;-3,025;-4,673;-0,254
"confirmer";-0,207;6,631;0;-1,961;0;7,318;0;-0,928;0;-0,319;0,116;0,642;-2,196;-1,097;0;-1,097
"affirmer";-3,06;16,78;-1,599;-0,823;2,181;0,1;1,916;-4,356;-0,622;-0,373;0,824;-0,269;-2,293;-0,224;2,206;-0,224
"élevé";17,566;0,212;1,8;7,451;-4,108;-1,53;-1,955;-2,006;9,412;0,099;-0,801;-1,01;-2,051;1,015;-4,094;-0,939
"remporter";-2,995;-3,839;-3,352;-3,924;-2,552;6,948;-2,139;-4,265;-2,192;-1,852;-0,994;-2,995;261,994;11,163;-0,001;-2,9
"présenter";0,018;-3,839;-1,535;-2,038;-0,001;-0,605;0,499;1,297;1,904;-0,346;17,644;1,897;-0,007;-0,195;-0,299;-1,15
"minute";0,642;-0,06;-0,378;-0,708;-2,462;-0,555;-2,093;-0,928;-0,55;-1,812;-0,1;-2,931;32,119;35,549;0;-1,097
"condition";-0,152;-1,738;-1,344;-0,041;-4,204;0,248;-2,001;21,374;2,32;-0,268;41,756;-1,064;-2,1;-0,991;-2,27;-0,991
"commun";-2,931;-1,888;-0,378;-0,08;-1,083;10,76;0;-0,179;-0,55;0,994;8,806;15,54;-2,196;-1,097;-4,383;0,052
"annonce";0,144;-0,001;-1,157;21,716;-0,091;1,576;-0,35;-3,714;-1,909;-0,196;-0,708;-0,903;2,653;-2,526;1,913;-0,837
"affaire";-2,416;0,01;0,107;-0,303;31,824;4,291;0,086;-0,447;1,11;-1,494;-2,187;0,267;-1,811;-2,339;-3,614;-0,687
"rencontre";-2,673;-3,426;-1,219;-3,502;54,573;1,434;0,831;-0,675;-1,956;-0,22;-0,033;-2,673;-0,446;13,865;-0,798;-2,588
"mètre";103,713;-3,097;0,107;-3,165;-1,752;-1,185;-0,261;-1,591;-1,768;-1,494;0,471;-0,03;0,051;-2,339;2,516;-0,687
"manifestation";-0,903;42,668;-1,157;-1,58;-0,741;24,087;-0,35;-3,714;-0,38;-1,613;-2,361;1,092;-1,955;-0,837;-0,088;-0,837
"laurent";-2,931;-3,756;-3,279;-1,961;-2,462;-1,743;0;-2,259;0;11,154;0,116;-2,931;-2,196;-1,097;-4,383;261,085
"journée";0,987;-0,45;15,217;-0,493;5,838;-0,368;-1,909;-3,806;-1,956;7,834;-0,755;5,326;-0,446;-2,588;-2,092;-0,888
"israël";-2,866;181,767;-3,207;-3,755;7,457;2,604;-2,047;-4,081;-2,098;-0,293;-2,594;-1,119;-0,552;-2,775;-4,287;-2,775
"haut";-0,956;-0,007;-0,229;-0,493;0,043;-1,46;49,375;-0,675;-1,956;-0,22;-0,033;-0,103;2,484;-0,076;-0,116;-0,076
"guerre";0,064;7,39;-1,344;-0,041;36,561;-1,601;0,006;-2,09;-2,05;-1,732;0,177;-1,064;-2,1;-0,991;0,43;-2,713
"donner";0,045;-1,813;-0,338;-0,652;2,766;7,709;-0,479;-0,863;-0,515;-1,772;-0,897;2,198;0;0,83;0,363;-1,044
"compte";-1,174;-1,888;-0,378;3,816;-2,462;-0,555;-0,513;15,164;-0,55;-0,319;-0,945;2,043;-0,588;-1,097;2,585;0,052
"augmenter";0,718;-3,674;52,974;18,303;-4,301;-1,672;-0,479;-0,147;0,553;-0,293;-0,897;-0,179;-2,148;-2,775;-2,359;-0,143
"ajouter";-0,179;-1,813;0,001;0,104;7,457;0,203;-0,479;0,026;-0,515;0,061;-0,897;-1,119;-2,148;-0,143;7,51;-1,044
"âge";-2,802;-3,591;38,157;0,137;0,421;-1,601;9,41;0,044;-0,48;-0,268;-0,063;-2,802;0,553;-0,119;-2,27;-0,991
"professionnel";-2,673;-3,426;1,956;-0,014;-4,011;-0,368;-0,381;67,419;0,013;-1,652;-2,42;-0,956;-0,446;-0,076;0,587;-0,076
"poursuivre";0,03;-0,656;-3,279;0,076;-1,083;4,538;-0,513;3,011;-0,55;0,994;0,995;-2,931;0,439;0,052;0;-0,168
"meilleur";-1,119;-3,674;-0,338;-0,059;-2,372;-3,513;-0,479;0,026;-2,098;-0,293;-0,08;-0,179;74,87;17,072;0,005;-1,044
"impact";-1,174;-0,06;-0,378;-0,708;-2,462;0,164;2,18;19,659;0,495;-1,812;0,995;0,03;-2,196;-2,838;1,164;-1,097
"proche";0,221;0,443;-1,034;-0,347;19,13;-0,246;-1,771;1,1;1,011;-0,153;-0,618;-0,045;-0,345;-0,028;-1,829;-2,402
"objectif";-1,064;-0,55;0,004;-1,807;-0,942;-0,008;-0,446;3,477;2,32;-1,732;0,177;29,053;-2,1;-0,991;-0,933;0,094
"marché";-0,746;-3,097;0,107;1,671;-1,752;-2,961;0,086;-1,591;-0,287;0,245;25,164;3,603;-0,313;-2,339;4,697;-2,339
"espèce";-2,545;-3,261;330,51;-0,001;-3,818;-3,119;-0,319;-3,623;-0,348;-1,573;-2,303;-0,85;-1,907;-2,464;-0,063;-2,464
"dénoncer";-2,738;11,4;-1,281;0,992;15,832;1,302;-1,955;0,066;-0,446;-0,243;-0,801;-1,01;-2,051;-2,651;-0,147;-0,939
"campagne";-0,746;-1,299;0,971;0,004;-0,552;0,652;-1,726;-0,447;3,414;-0,132;0,471;-0,03;-1,811;7,144;1,01;-2,339
"assurer";-2,738;1,088;-1,281;19,923;0,025;-0,002;-0,413;1,887;-0,446;-1,692;-0,801;0,89;-2,051;-0,096;-2,181;0,121
"ap";-0,758;-0,971;-0,848;-0,993;-0,001;-0,929;-0,541;-1,079;-0,555;29,215;0,204;-0,758;-0,568;-0,734;-1,134;43,518
"aide";-0,126;20,639;-0,264;-1,731;3,222;1,302;-0,413;1,887;0,683;-1,692;-0,801;-0,126;-2,051;-2,651;-4,094;-0,096
"accueillir";4,749;2,45;-1,344;0,137;-0,186;-1,601;46,276;-2,09;-2,05;-1,732;-0,849;2,362;-0,516;-0,991;-0,933;-0,991
"système";-2,802;0,17;-1,344;-0,598;-2,282;0,248;-0,446;-0,799;5,116;-1,732;33,532;16,857;-2,1;-2,713;-2,27;0,094
"réaliser";-0,103;-3,426;10,727;-0,014;-2,104;-0,368;-0,381;2,063;-1,956;-1,652;-0,033;-0,956;28,249;-2,588;3,505;-2,588
"précédent";-1,01;-0,499;1,8;15,097;-2,193;-0,002;-1,955;-0,09;0,006;-1,692;3,313;-0,126;0,002;0,121;0,027;-2,651
"palestinien";-2,673;331,713;-2,991;-3,502;0,043;-0,368;-1,909;-1,922;-1,956;-1,652;-0,755;-2,673;-2,003;-2,588;-3,998;-2,588
"majeur";0,113;-0,007;-0,229;-0,493;-0,119;5,763;2,809;4,004;0,013;-1,652;-0,755;0,987;-2,003;-2,588;-0,116;-0,888
"janvier";0,086;-3,509;-3,063;-1,731;8,335;1,302;0,013;-3,898;-2,003;-1,692;20,573;8,364;0,002;-2,651;0,027;-0,939
"inscrire";-2,802;-3,591;-1,344;30,385;0,012;-0,459;5,385;-2,09;-0,48;-0,268;-0,063;-0,152;-0,516;12,702;-4,191;0,094
"humain";-0,956;-1,59;0,022;-1,655;-0,806;-3,276;-1,909;9,797;47,845;-1,652;0,255;-2,673;-2,003;-2,588;12,471;-0,888
"côté";-0,798;1,633;-2,775;-3,249;2,276;0,016;1,098;-3,531;-1,815;0,208;4,26;-0,798;6,327;0,275;0,889;-2,402
"billet";0,32;0,022;-2,632;77,933;-1,665;-2,882;-1,68;-3,349;-1,721;-1,454;-2,129;-2,352;-1,763;49,104;-1,655;-2,277
"émission";-1,776;-2,276;5,83;-0,009;-0,079;-0,547;-0,037;-0,81;-0,047;0,902;4,372;0,075;-1,331;-0,246;1,156;0,101
"édition";-0,645;-1,157;-0,855;-2,997;-3,433;-0,141;0,138;-0,344;-1,674;-1,414;0,002;-2,288;7,432;4,447;42,348;-0,591
"sortir";-0,746;0,01;-0,974;-1,356;0,996;2,072;0,086;-1,591;-0,287;-1,494;-2,187;-2,416;0,051;7,144;15,295;-2,339
"recevoir";-2,48;0,443;0,079;-1,43;4,334;0,566;0,065;1,1;-1,815;-0,153;1,827;-0,798;0,035;-0,737;0,136;-2,402
"histoire";-2,48;-1,371;-1,034;-3,249;-0,044;-1,253;17,806;-1,673;-1,815;-0,153;-2,245;-0,798;31,567;1,479;14,527;-2,402
"général";-2,609;1,339;0,679;-0,443;1,892;3,475;-1,863;0,864;0,022;-1,613;-2,361;0,144;5,692;-0,837;-3,902;-0,058
"di";-2,802;-3,591;-3,135;-3,67;-4,204;-0,008;-2,001;-3,989;-2,05;12,067;-0,849;-2,802;-2,1;-2,713;-2,27;393,978
"deuxième";-0,03;-1,299;0,107;-3,165;-1,752;7,309;-1,726;-3,44;-0,287;-1,494;-2,187;-0,03;144,31;0,327;-3,614;-0,687
"concerner";0,89;-0,015;0,523;31,577;-2,193;0,299;-1,955;1,887;-0,446;-0,243;-0,801;0,89;-2,051;-2,651;-4,094;-0,939
"but";-0,018;-1,227;-2,632;-3,081;-1,665;-1,118;-0,232;-3,349;-1,721;-0,113;-2,129;-2,352;-1,763;363,76;-3,518;-0,639
"éviter";-0,903;-0,402;-2,919;0,268;-0,091;1,576;0,033;24,29;10,294;-1,613;-2,361;-0,081;0,013;-0,837;-2,004;-2,526
"économique";-2,416;-3,097;0,971;14,065;4,661;0,652;3,607;-3,44;0,067;0,245;-0,001;-0,746;-1,811;-2,339;-3,614;0,327
"vert";-2,609;-1,516;-2,919;-1,58;0,066;84,07;-1,863;-1,839;-1,909;-1,613;3,758;0,144;-0,411;1,229;-0,733;-0,837
"udc";-2,545;-3,261;-2,847;-3,333;-3,818;344,807;-0,319;-3,623;-1,862;-1,573;-2,303;1,205;-1,907;-2,464;-3,806;-0,042
"secteur";0,144;-1,516;-1,157;5,259;0,066;-1,391;0,033;4,293;-1,909;-1,613;6,936;0,144;0,013;-2,526;-0,733;-0,058
"produit";-2,032;-2,604;-0,627;-0,086;2;-2,49;-1,451;2,338;15,765;-0,035;17,18;-0,454;-1,522;-1,967;0,024;-0,409
"pari";0;2,56;-1,203;-0,073;-0,164;-1,318;2,308;-1,531;2,196;-0,665;-0,973;0;14,358;-1,041;0,216;-1,041
"majorité";-2,738;-1,664;-0,264;7,451;-2,193;78,682;-1,955;0,066;0,006;-1,692;-0,047;-0,126;-2,051;-2,651;-0,865;-0,939
"joueur";-2,609;-1,516;-2,919;-3,417;-2,015;-3,197;-1,863;-3,714;-1,909;-1,613;-2,361;-0,903;2,653;373,322;-0,088;-2,526
"chiffre";-0,081;-1,516;4,368;41,411;-2,015;-1,391;-1,863;0,128;-0,38;-0,196;-0,708;1,092;0,013;-2,526;-0,733;-0,837
"changement";5,326;-3,426;-0,229;0,219;-0,119;0,355;-1,909;0,094;5,67;-0,22;-0,755;2,725;-0,446;-2,588;-0,798;1,118
"cessez_le_feu";-2,545;351,498;-2,847;-3,333;0,096;-1,322;-1,817;-3,623;-1,862;-0,174;-2,303;-2,545;-1,907;-2,464;-3,806;-2,464
"accuser";-0,596;86,331;-2,488;-2,913;52,439;-0,985;-0,179;-3,166;-1,627;-1,375;-2,013;-2,224;-1,666;-2,153;-3,326;-2,153
"romand";2,923;-3,344;-2,919;16,551;-3,915;-1,391;0,033;0,864;-1,909;1,464;-0,021;19,096;0,013;-2,526;-2,004;-0,837
"gauche";-2,609;-0,001;-2,919;-1,58;6,217;84,07;-0,35;-1,839;-1,909;-1,613;0,301;-0,081;0,013;-2,526;-2,004;-0,837
"europe";0,378;-2,932;-0,062;0,026;-3,433;-1,051;0,138;9,423;-1,674;-1,414;2,329;1,754;-1,714;12,585;-1,57;-0,591
"enregistrer";49,419;-1,516;11,264;-0,443;-2,015;0,001;-1,863;0,128;-0,38;-1,613;0,301;-0,903;0,013;-2,526;-2,004;-0,837
"comprendre";0,267;-0,27;0,107;1,671;-0,552;-0,209;-1,726;1,235;25,252;-0,132;-0,573;-0,746;-1,811;1,618;-1,742;-2,339
"cause";1,458;-1,299;5,29;-3,165;-1,752;4,291;-0,261;8,358;1,11;-0,132;-0,001;0,267;-1,811;-0,687;-1,742;-2,339
"tour";-2,16;-1,017;-2,416;-2,829;-3,24;25,52;9,01;-1,269;-0,175;-1,335;0,016;-0,548;13,762;0,599;0,002;-0,498
"rappeler";-0,062;-1,443;-0,165;-0,394;-1,927;0,007;-1,817;15,054;-0,348;-0,174;-0,012;0,18;-1,907;-0,786;4,062;1,35
"phénomène";0,001;-2,686;3,974;-0,996;-1,324;-2,568;-1,497;0,668;14,999;-1,295;0,029;0,001;-0,168;-0,453;6,721;-0,453
"neige";232,822;-3,015;-0,084;-3,081;-3,529;-2,882;-0,232;-1,51;-0,257;-0,113;-2,129;-2,352;-1,763;1,768;-3,518;0,384
"match";-2,288;-2,932;-2,56;-2,997;-3,433;-2,804;-1,634;-3,257;-1,674;-1,414;-2,071;-2,288;0,093;527,689;-3,422;-2,215
"km";79,552;13,549;-0,015;-2,745;-1,324;-2,568;-1,497;-0,207;-1,533;0,494;-0,364;-0,5;-0,168;-2,029;-1,316;-2,029
"jouer";-2,545;-0,356;-2,847;-0,394;-0,066;-3,119;0,048;0,977;3,004;-1,573;-2,303;-0,85;-1,907;87,53;0,1;-0,786
"inclure";1,205;-0,356;-2,847;0,325;-1,927;-1,322;0,048;-0,558;0,919;-1,573;7,311;26,385;-1,907;-0,786;-0,669;-0,042
"emji_drapeau_états_unis";-2,48;-3,179;-2,775;-3,249;328,536;-1,253;0,065;-3,531;-1,815;-1,533;-2,245;-2,48;-1,859;-2,402;-1,829;-2,402
"débat";-0,548;-2,768;-2,416;-0,147;-1,409;5,666;-1,542;-3,075;-0,175;2,451;29,867;-0,548;0,151;0,599;0,002;0,001
"dollar";-0,408;-2,522;-2,202;42,901;0,722;-2,411;-1,405;-2,801;-1,44;-1,216;-0,287;-1,968;-1,474;6,218;11,749;-1,905
"baisser";-0,045;-3,179;29,95;53,222;-0,044;-1,253;-1,771;-0,501;-1,815;-1,533;0,408;-0,798;-1,859;-2,402;-3,71;-0,737
"artiste";-2,288;-2,932;-2,56;-2,997;-1,579;-2,804;89,245;-3,257;-1,674;-1,414;-2,071;-0,645;-1,714;-0,591;79,128;-0,002
"vol";24,598;0,35;-2,058;16,544;-2,76;-2,255;-0,052;1,198;-1,346;-1,137;-1,665;-1,84;-1,379;-1,781;0,999;-0,285
"vidéo";-0,746;-0,27;-0,974;-3,165;0,996;-2,961;-1,726;-0,006;-0,287;-0,132;-0,573;-2,416;1,024;-0,017;73,278;-2,339
"the";-2,032;-2,604;-0,627;-2,661;-0,232;-0,791;86,32;-2,892;-0,126;-1,256;-1,839;-2,032;1,777;0,784;15,622;-1,967
"susciter";-1,968;-2,522;-2,202;0,188;2,226;-0,024;-1,405;5,123;-1,44;-1,216;25,523;-1,968;-0,119;0,891;-0,185;-0,367
"soutien";-2,416;1,797;-2,704;1,671;0,174;-0,209;3,607;16,625;-1,768;-0,132;1,982;-0,03;-1,811;-2,339;-3,614;-0,687
"sexuel";-2,032;-0,069;-0,627;-2,661;27,103;-0,041;-1,451;12,019;5,02;-1,256;-1,839;-0,454;-1,522;-1,967;-0,228;-0,409
"saint";10,752;-1,299;-0,974;-1,356;-3,625;7,309;-1,726;-3,44;-1,768;-0,132;-0,001;3,603;17,264;1,618;-1,742;-0,687
"recherche";-0,798;0,003;-0,135;-3,249;-3,722;-1,253;0,065;-0,501;108,489;-1,533;7,709;-0,045;-1,859;-2,402;0,889;-2,402
"long";1,327;-0,312;-0,135;-3,249;-0,613;0,016;1,098;-0,015;17,158;-1,533;-0,618;-0,045;-0,345;-0,737;4,369;-0,737
"justice";-1,648;-0,497;-0,319;0,571;16,259;0,753;-1,177;-0,01;-1,206;-1,019;9,824;1,48;-1,235;-1,596;-2,465;-1,596
"géant";0,599;-2,686;-0,683;2,681;-1,324;-2,568;-1,497;-1,191;-1,533;-1,295;-0,364;0,001;94,124;-2,029;3,878;-2,029
"exprimer";-2,48;-0,312;-1,034;-0,347;14,446;32,996;1,098;-0,501;-1,815;-1,533;-0,005;-0,798;-0,345;-2,402;-0,042;-2,402
"euses";0,378;-1,157;1,212;-1,21;-1,579;-0,141;-1,634;3,426;3,88;-1,414;9,052;0,378;-0,252;-2,215;-0,003;-0,591
"crise";-0,85;3,317;-2,847;-0,394;0,766;1,729;-0,319;4,601;-0,348;-1,573;11,611;1,205;-1,907;-2,464;-3,806;-0,786
"considérer";1,6;0,022;-2,632;14,804;-1,665;0,05;0,11;3,157;-1,721;-1,454;-2,129;-0,018;-1,763;-0,639;-1,655;4,159
"climatique";7,523;-1,157;-0,062;-2,997;0,283;-0,141;-0,205;6,053;-1,674;-1,414;0,002;17,316;-1,714;-2,215;-3,422;0,449
"cantonal";1,205;5,884;-2,847;-1,505;-1,927;25,124;0,048;-0,558;-1,862;-0,174;1,682;5,973;-1,907;-2,464;-3,806;-0,786
"élection";-2,416;-3,097;-0,974;-3,165;-0,027;319,442;-1,726;-3,44;-0,287;-0,132;-2,187;-2,416;-1,811;-2,339;-1,742;-2,339
"école";-0,596;-1,087;0,227;-1,138;-1,494;-0,985;-0,179;1,716;-1,627;-0,078;-2,013;100,32;-1,666;-2,153;-0,376;0
"sujet";-2,224;-1,087;-0,797;-0,182;0;0,105;-1,588;6,481;-0,201;35,759;2,522;-2,224;-1,666;-0,544;0,357;-2,153
"rôle";-2,48;-0,312;-2,775;-1,43;0,876;-1,253;11,743;4,929;11,276;-0,153;-2,245;-2,48;-0,345;-0,028;2,3;-0,737
"nolfi";-2,48;-3,179;-2,775;-3,249;-3,722;-1,253;-1,771;-3,531;-1,815;14,792;-2,245;-2,48;-1,859;-2,402;-3,71;423,398
"matin";96,73;35,171;-2,56;-2,997;-3,433;-0,141;4,088;-3,257;-0,228;-1,414;-2,071;-2,288;-0,252;-2,215;-3,422;-2,215
"manquer";-2,48;-3,179;-2,775;-3,249;0,132;-1,253;3,389;4,929;1,011;-1,533;17,652;-2,48;-0,345;0,275;-0,606;6,755
"loi";-2,352;-3,015;-2,632;0,54;21,075;28,593;-1,68;-0,394;-1,721;-1,454;4,828;1,6;-1,763;-2,277;-3,518;-2,277
"imago";-0,885;-1,134;0,007;-1,159;-0,04;-1,084;-0,632;-0,022;3,257;-0,547;-0,801;-0,885;0,227;0,051;-0,038;35,722
"hiver";23,338;-2,44;8,851;3,514;-2,856;-2,333;-1,36;-2,71;-1,393;-1,177;7,532;-0,364;5,473;-1,843;-2,847;-0,325
"euro";-2,288;-2,932;-2,56;59,824;0,283;-1,051;8,104;-3,257;-1,674;-0,095;-2,071;-2,288;-1,714;24,863;-1,57;-2,215
