"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12"
"*i_0713";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postReposts_250";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0712";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0711";1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_332";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0710";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_10200";0,059;1;1;1;1;1;1;1;1;1;0,028;1
"*postComments_127";0,317;1;0,176;1;1;1;1;1;0,253;1;0,206;1
"*i_0709";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postReposts_82";1;1;1;1;1;1;1;1;1;1;0,028;0,018
"*i_0708";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0707";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_296";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0706";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_14900";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_89";1;1;1;1;1;1;1;1;0,04;1;1;0,018
"*i_0705";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0704";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-12-2025";0,1;0,467;1;1;1;1;0,06;1;0,61;1;1;0,454
"*i_0703";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8100";1;1;0,176;1;0,003;1;1;1;1;0,161;1;1
"*postReposts_43";0,586;0,369;1;1;0,463;1;0,031;1;0,497;1;1;1
"*i_0702";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0701";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0700";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0699";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0698";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_68";1;0,019;1;1;1;1;0,038;1;1;1;1;1
"*i_0697";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_545";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0696";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0695";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0694";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0693";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postReposts_53";1;1;1;0,054;1;1;1;1;1;1;0,028;1
"*postDate_3-12-2025";0,586;1;0,381;0,05;1;1;1;0,428;0,497;1;1;1
"*i_0692";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0691";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0690";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_172";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0689";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0688";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0687";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0686";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_118";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0685";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_196";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0684";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0683";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_14600";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0682";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0681";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_2-12-2025";0,912;1;1;0,887;0,767;0,887;0,147;1;1;1;0,724;0,074
"*i_0680";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_805";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0679";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0678";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0677";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_472";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0676";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_279";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0675";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_7700";0,178;1;1;1;1;1;0,129;1;1;1;1;0,075
"*i_0674";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0673";1;1;1;1;1;1;1;1;1;1;1;0
"*postReposts_153";1;1;1;1;1;0,001;1;1;1;1;1;0,075
"*i_0672";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0671";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_205";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0670";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_905";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0669";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0668";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_1800";1;1;1;0,976;1;1;0,201;0,81;1;0,108;0,81;0,108
"*postDate_1-12-2025";1;1;1;1;0,132;1;0,795;0,111;0,809;1;0,005;1
"*i_0667";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_238";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0666";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0665";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0664";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0663";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0662";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0661";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0660";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0659";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0658";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_8";0,156;0,561;1;0,789;0,674;1;1;1;1;1;0,633;0,047
"*i_0657";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0656";1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_267";1;0,168;0,176;1;1;0,301;1;1;1;0,161;1;1
"*postDate_30-11-2025";1;1;1;1;1;1;0;1;1;0,863;1;1
"*i_0655";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_139";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0654";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_49";1;0,019;1;1;1;1;0,038;1;1;1;1;1
"*i_0653";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_9700";1;1;1;1;1;1;0,038;1;1;1;0,028;1
"*postComments_197";0,059;1;1;1;1;1;0,038;1;1;1;1;1
"*i_0652";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_169";1;1;1;1;1;1;0,038;0,028;1;1;1;1
"*i_0651";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_409";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0650";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0649";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_957";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0648";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0647";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_6200";1;1;1;1;1;0,166;0,129;1;1;1;0,103;1
"*postComments_175";1;1;1;1;1;0,054;0,038;1;1;1;1;1
"*i_0646";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0645";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0644";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0643";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-11-2025";0,912;0,649;1;1;0,767;0,202;0,795;1;0,809;1;0,724;0,634
"*i_0642";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0641";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0640";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0639";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0638";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0637";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4000";1;1;0,084;1;1;0,166;1;1;0,134;1;1;1
"*postComments_207";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0636";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0635";1;1;1;1;1;1;1;1;1;1;1;0
"*postReposts_103";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0634";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0633";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0632";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-11-2025";0,814;1;1;0,789;0,088;1;1;1;0,713;1;0,633;0,047
"*i_0631";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0630";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10600";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_245";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0629";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0628";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0627";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0626";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0625";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0624";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0623";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0622";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0621";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_272";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postDate_27-11-2025";0,113;0,25;0,963;1;1;0,486;1;1;1;1;0,042;0,929
"*i_0620";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0619";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0618";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0617";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_18800";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_157";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0616";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_21700";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_1000";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0615";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0614";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0613";1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_10900";1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_203";1;0,019;0,021;1;1;1;1;1;1;1;1;1
"*i_0612";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0611";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0610";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0609";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_103";1;1;1;1;1;1;0,038;1;0,04;1;1;1
"*i_0608";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0607";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0606";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_561";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_89";1;1;1;1;1;0,054;0,038;1;1;1;1;1
"*i_0605";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postDate_26-11-2025";1;0,005;0,748;1;0,182;0,976;1;0,156;1;0,716;1;1
"*i_0604";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_115";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0603";1;1;1;1;1;1;1;1;1;0;1;1
"*postReposts_76";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0602";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_13100";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_77";1;1;1;0,054;0,034;1;1;1;1;1;1;1
"*postReposts_113";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0601";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0600";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0599";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0598";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0597";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0596";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_58";1;0;1;1;1;0,564;1;0,428;0,497;1;1;1
"*i_0595";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0594";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0593";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0592";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0591";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_105";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0590";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_58";1;1;1;0,166;1;1;1;1;1;0,075;1;0,075
"*i_0589";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postDate_25-11-2025";1;1;1;1;1;0,34;1;0,888;0,03;0,792;0,888;0,792
"*i_0588";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0587";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0586";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0585";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0584";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0583";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0582";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0581";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0580";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_70";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_303";1;1;1;1;0,034;1;1;1;0,04;1;1;1
"*i_0579";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0578";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0577";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0576";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_166";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postReposts_349";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0575";1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_321";1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_85";1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_24-11-2025";1;0,051;1;0,142;1;0,789;1;1;0,105;1;1;0,547
"*i_0574";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0573";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0572";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0571";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0570";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_102";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0569";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_11600";1;1;1;1;1;0,054;1;1;1;1;0,028;1
"*postReposts_233";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0568";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0567";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0566";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0565";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0564";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0563";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0562";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_23-11-2025";0,814;0,561;0,576;0,789;1;0,789;1;0,633;1;1;0,633;0,547
"*i_0561";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0560";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0559";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0558";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0557";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0556";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0555";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_14100";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_138";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postReposts_210";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0554";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_109";1;1;0,021;1;1;0,054;1;1;1;1;1;1
"*i_0553";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_25800";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postReposts_201";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0552";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0551";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postDate_22-11-2025";0,705;0,467;0,481;1;0,572;1;0,597;0,043;1;1;1;1
"*i_0550";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0549";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0548";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0547";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0546";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0544";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0543";1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_220";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0542";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0541";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_15800";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_203";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0540";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_953";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postDate_21-11-2025";1;0,88;1;0,412;1;1;1;0,961;1;0,863;0,26;0,191
"*i_0539";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0538";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0537";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_122";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0536";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0535";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0534";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0533";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9200";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_131";0,317;1;1;1;0,003;1;1;0,206;1;1;1;1
"*i_0532";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0531";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postComments_162";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0530";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0529";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0528";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_235";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0527";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postDate_20-11-2025";1;1;0,481;0,682;0,053;1;1;1;0,61;1;0,534;0,454
"*i_0526";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_16000";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_255";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_184";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0525";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0524";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0523";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_150";1;1;1;1;1;0,054;1;1;1;0,018;1;1
"*i_0522";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0521";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0520";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_17500";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postReposts_93";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0519";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0518";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0517";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0516";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0515";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0514";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postDate_19-11-2025";1;1;0,381;1;1;0,564;0,486;1;0,034;1;0,428;1
"*i_0513";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0512";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_10100";1;1;1;1;1;1;1;1;1;0,018;0,028;1
"*postReposts_102";1;0,08;1;1;1;0,166;1;1;1;1;0,103;1
"*i_0511";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_96";1;1;1;0,054;1;1;1;1;1;0,018;1;1
"*i_0510";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_23000";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_129";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0509";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0508";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0507";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_61";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0506";1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_679";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0505";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0504";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0503";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_580";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0502";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10300";0,059;1;1;1;1;0,054;1;1;1;1;1;1
"*postReposts_109";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postDate_18-11-2025";1;0,947;0,029;1;1;1;1;0,317;1;0,238;1;1
"*i_0501";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0500";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0499";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0498";1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_208";1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_73";0,317;0,168;1;1;1;0,301;1;1;0,253;1;1;1
"*i_0497";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_9400";1;1;1;1;0,23;0,301;1;0,206;0,253;1;1;1
"*i_0496";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0495";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0494";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0493";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0492";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0491";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0490";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0489";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0488";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_147";1;0,019;1;1;1;1;1;0,028;1;1;1;1
"*i_0487";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_435";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0486";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_17-11-2025";1;1;1;0,142;1;1;0,7;1;0,713;1;0,633;0,001
"*i_0485";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0484";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postReposts_38";1;0,369;1;0,564;1;0,564;1;1;1;1;0,021;0,357
"*i_0483";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_110";1;1;1;1;1;1;1;1;0,04;1;0,028;1
"*i_0482";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_";1;1;1;0;1;1;1;1;1;1;1;1
"*i_0481";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0480";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0479";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0478";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_57";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postReposts_230";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0477";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0476";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0475";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-11-2025";0,001;1;1;1;1;1;1;1;1;0,075;1;1
"*i_0474";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_845";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0473";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0472";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0471";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0470";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0469";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_100";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0468";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11900";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_218";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0467";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0466";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_305";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0465";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postDate_15-11-2025";0,1;1;0,481;0,682;0,572;1;1;0,534;1;0,454;1;1
"*i_0464";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0463";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_323";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0462";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0461";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0460";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0459";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0458";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_62";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0457";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_186";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0456";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0455";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postDate_14-11-2025";1;1;0,481;0,682;0,572;0,682;0,597;0,534;0,61;1;1;1
"*i_0454";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0453";1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_9900";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0452";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_249";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_107";1;1;1;1;1;1;1;1;0,04;1;0,028;1
"*i_0451";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0450";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_129";1;1;1;1;1;0;1;1;1;1;1;1
"*i_0449";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_226";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0448";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_923";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0447";1;1;1;1;1;1;0,001;1;1;1;1;1
