"";"*rts_a";"*rts_i"
"recherche";8;10
"attention";24;19
"ptdr";6;4
"harcèlement";17;16
"tranquille";15;21
"visage";10;7
"louper";8;9
"horaire";3;9
"sein";11;11
"affronter";5;9
"péter";7;14
"déranger";7;13
"harceler";3;8
"vestimentaire";5;8
"tjs";7;3
"euh";6;4
"but";21;23
"appliquer";9;6
"désormais";15;2
"sujet";12;25
"co";11;2
"45";7;4
"x";9;10
"réaliser";18;10
"ennuyer";28;8
"essentiel";19;11
"joie";40;10
"rencontre";7;3
"région";10;6
"fêter";10;5
"emji_crâne";14;8
"honnêtement";6;9
"mdrr";8;7
"bannir";1;9
"population";20;43
"ia";13;30
"chou";7;3
"simplicité";39;0
"poste";18;14
"évident";5;5
"domaine";5;6
"stopper";5;5
"activité";16;20
"décennie";12;10
"pffff";2;8
"bureau";9;1
"riche";22;15
"ambiance";13;3
"mercredi";12;3
"voter";6;14
"passage";14;7
"emji_visage_retenant_ses_larmes";29;8
"europe";10;32
"club";32;18
"récré";20;2
"polir";11;6
"spectacle";7;9
"prix";13;5
"financer";1;9
"emji_pouce_vers_le_haut";34;8
"confort";17;21
"business";2;8
"photo";16;10
"glisser";8;3
"genou";8;3
"organiser";10;5
"prouver";6;4
"info";8;15
"emji_femme_qui_hausse_les_épaules_peau_moyennement_claire";9;8
"billet";5;7
"ajouter";10;6
"pr";11;7
"lors";16;16
"couteau";19;10
"spécial";8;3
"traverser";12;8
"imagination";10;6
"sauf";34;29
"grave";12;17
"principe";12;9
"dealer";2;11
"ordre";16;14
"trou";11;4
"hâte";6;9
"taf";5;7
"fainéant";6;4
"habituer";7;4
"retraite";18;10
"stade";20;10
"fameux";10;4
"the";4;7
"exceptionnel";10;4
"débrouiller";10;0
"crier";14;16
"avancer";16;10
"sale";8;9
"étoile";13;0
"ha";12;5
"souci";15;14
"influence";3;7
"mixte";13;1
"religion";15;5
"élocution";25;0
"lourd";4;6
"19";5;5
"totalement";18;11
"là_bas";4;10
"guérir";5;5
"traitement";9;4
"refuser";10;12
"test";6;9
"conduire";8;7
"suffire";22;24
"sagesse";9;2
"habiller";30;49
"jean";11;23
"pfff";5;8
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";4;8
"inquiéter";8;16
"feu";12;36
"jeter";16;9
"artifice";7;15
"manifestation";1;24
"anti";5;5
"adolescence";11;2
"champion";8;10
"citoyen";6;26
"mouton";13;1
"deuxième";8;8
"22";9;4
"scandale";6;15
"naïf";9;8
"connait";7;6
"prêt";19;7
"coucher";14;7
"tendre";18;9
"lamentable";4;8
"immense";7;4
"café";13;12
"expression";11;2
"importance";7;7
"concerner";5;22
"miracle";8;9
"technologie";11;3
"moyenne";5;7
"témoigner";6;4
"correct";8;5
"formidable";10;3
"sérieux";7;14
"engager";9;18
"accorder";7;6
"fédéral";7;8
"hiver";18;9
"emji_tête_qui_explose";9;6
"dinguerie";10;4
"notion";13;3
"emmerder";9;3
"association";8;5
"infini";14;2
"culture";18;16
"époux";14;1
"pis";5;5
"amener";10;13
"emji_visage_qui_fait_un_salut_militaire";30;13
"age";8;4
"gueule";12;10
"balle";13;6
"selon";18;19
"rythme";9;10
"stop";8;9
"confortable";3;23
"membre";3;19
"emji_visage_expirant";7;10
"jugement";7;11
"ballon";10;7
"emji_biceps_contracté";7;15
"difficulté";17;3
"durer";14;2
"emji_visage_souriant_avec_yeux_plissés";11;5
"quasiment";11;2
"reconnaissant";8;10
"lettre";24;8
"cacher";15;11
"sac";16;10
"emji_drapeau_suisse";36;28
"album";15;9
"disparu";5;5
"eux_mêmes";8;4
"iphone";24;0
"représenter";7;11
"jouet";23;3
"impact";4;8
"puissant";12;4
"avantage";8;6
"consommation";17;8
"ange";15;1
"alpage";13;0
"parfaitement";11;5
"joint";5;9
"sportif";15;11
"vote";7;5
"jo";11;5
"authentique";8;3
"emji_notes_de_musique";8;3
"remercier";5;8
"souffrir";25;25
"mignon";21;0
"geste";19;9
"emji_visage_qui_hurle_de_peur";14;3
"fruit";8;10
"consommer";5;7
"chaleur";16;3
"chat";44;8
"logique";11;24
"sexuel";12;4
"pervers";9;1
"16";11;15
"vol";4;8
"primaire";43;10
"bienvenue";6;7
"tenue";20;22
"événement";7;14
"misère";15;9
"salon";7;6
"sortie";10;4
"écraser";7;4
"degré";11;15
"déprimant";7;6
"cauchemar";7;6
"marre";5;10
"couvrir";8;6
"intérêt";25;15
"privilège";9;3
"post";7;9
"2024";24;2
"jupe";12;2
"pantalon";9;12
"of";6;11
"discussion";3;7
"développer";11;9
"robot";5;13
"observer";8;3
"matériel";12;2
"1000";7;4
"saison";4;6
"parer";7;8
"ecole";12;3
"âne";14;2
"pudeur";24;2
"paire";15;2
"botte";2;11
"lapin";10;1
"assurer";17;11
"serrer";10;6
"désoler";15;7
"désirer";18;4
"réellement";11;15
"emji_visage_rieur";15;0
"1960";11;1
"masculin";13;5
"énerver";15;6
"moquerie";7;8
"svp";6;4
"nuage";9;3
"contrôle";3;8
"laver";13;5
"sexe";11;2
"remplir";14;6
"coach";3;7
"aigri";9;3
"peuple";9;34
"solution";10;26
"initiative";10;20
"surprise";6;4
"ravir";6;6
"rejoindre";13;5
"performance";6;4
"engagement";3;12
"foot";52;40
"passionné";10;3
"angoisse";11;2
"2025";57;13
"collectif";4;8
"entraîner";17;11
"hôpital";8;11
"seine";10;0
"accueillir";4;33
"baigner";11;1
"approcher";9;2
"emji_colombe";7;3
"pisser";8;2
"honteux";9;14
"disque";4;8
"gentillesse";9;1
"purée";5;6
"o";5;6
"économique";2;12
"tendance";5;5
"mince";3;11
"peau";13;18
"brûler";15;15
"chier";14;11
"protection";4;14
"exagérer";10;8
"dépasser";18;8
"hop";8;5
"pause";6;5
"mdr";30;21
"récréation";21;0
"unique";6;6
"gloire";6;4
"extrême";5;9
"autorité";8;6
"flic";3;8
"site";3;7
"environnement";6;9
"animal";43;38
"cruel";7;3
"construire";12;12
"etes";3;8
"resto";7;3
"local";2;8
"pratiquer";10;6
"digne";9;5
"directement";2;10
"punir";6;6
"expliquer";11;15
"faible";8;2
"mentir";12;5
"surement";5;9
"nan";11;5
"paisible";9;1
"nettoyer";6;8
"panier";5;9
"adopter";7;3
"produit";6;7
"compétition";10;10
"posséder";9;3
"georges";36;0
"waouh";7;3
"survivre";14;11
"tache";14;6
"football";14;5
"célibataire";10;23
"netflix";5;10
"drame";10;8
"espoir";13;14
"baisser";18;8
"asseoir";11;20
"soumission";11;0
"faute";15;11
"contraire";17;8
"arrêt";5;5
"mur";13;13
"papy";8;3
"exiger";8;7
"discret";6;5
"toxique";8;6
"vs";8;2
"taille";10;4
"autrement";5;7
"telephone";6;5
"considération";6;5
"généralement";11;6
"investir";6;13
"efficace";3;8
"épaule";6;5
"calculer";23;7
"imposer";9;19
"entretenir";6;6
"plaque";4;6
"roue";4;6
"trauma";9;7
"exercice";16;4
"frapper";23;6
"maroc";21;2
"intense";5;5
"soutien";3;11
"plan";5;7
"emji_visage_qui_rougit";19;1
"halluciner";4;7
"sensibilité";14;8
"17";11;9
"priver";4;7
"corde";23;1
"droite";7;16
"camarade";19;3
"saut";7;4
"chute";7;6
"constater";14;8
"emji_visage_qui_pleure_à_chaudes_larmes";20;5
"cour";17;1
"etais";10;5
"horreur";16;13
"brésil";6;7
"ds";12;8
"emmener";7;10
"instit";14;0
"barrière";17;2
"criminel";2;9
"emji_visage_avec_des_symboles_dans_la_bouche";8;10
"hauteur";8;2
"danse";20;1
"poubelle";8;10
"tablette";12;1
"joueur";15;12
"entrer";16;15
"rome";11;2
"italie";9;4
"enfermer";5;6
"terrain";12;26
"combinaison";13;3
"serré";3;7
"prononcer";7;4
"équilibre";8;3
"tendresse";10;0
"nord";8;3
"home";10;3
"accent";10;3
"établissement";7;3
"rapidement";8;10
"honnête";6;9
"réduire";6;5
"blessure";5;5
"sécurité";7;15
"cadre";9;7
"installer";3;8
"balader";9;3
"mêler";6;9
"démocratie";1;11
"gâté";17;1
"accès";4;8
"retirer";5;8
"bin";6;9
"illusion";8;8
"parental";5;18
"emji_coeur_brisé";5;10
"débile";9;3
"balancer";8;4
"hésiter";9;6
"certaine";12;8
"pauvreté";6;7
"hygiène";8;8
"user";2;16
"manifester";3;26
"suicide";3;7
"existence";8;4
"satisfaire";11;2
"extraordinaire";8;2
"exigence";8;3
"pur";9;6
"combler";6;4
"conscient";8;6
"détresse";3;11
"effacer";4;7
"capitalisme";2;11
"bourgeois";4;11
"empathie";3;17
"gêner";12;9
"palestine";4;38
"fric";5;8
"gouvernement";6;27
"reconnaissance";4;7
"sérieusement";7;12
"moche";7;3
"pro";9;8
"ultra";5;10
"prévoir";4;6
"correctement";9;6
"volant";6;6
"lac";7;5
"lit";3;8
"72";4;6
"dessin";8;4
"affreux";5;6
"contrôler";7;6
"instruction";11;5
"instituteur";31;0
"nourrir";9;10
"convenir";8;7
"couille";5;5
"claque";8;2
"stage";5;6
"000";4;12
"dossier";1;11
"mineur";3;17
"compagnie";6;5
"univers";7;4
"pc";8;13
"danger";8;22
"programme";21;11
"rendez_vous";6;8
"action";7;11
"régler";4;10
"augmenter";2;11
"conséquence";4;10
"bandit";2;11
"supprimer";8;5
"légal";5;6
"profondément";4;7
"chiffre";3;15
"assistant";5;13
"étranger";6;15
"réciter";10;0
"calcul";10;5
"tableau";7;3
"ventre";7;5
"assister";5;7
"collègue";5;8
"panneau";5;5
"côtoyer";7;4
"rond";4;6
"encourager";4;9
"géographie";4;6
"pont";6;6
"arme";8;16
"feuille";6;4
"uns";5;6
"apparaître";9;1
"malin";6;8
"restaurant";4;10
"caissier";9;4
"deuil";15;3
"étudier";2;10
"herbe";10;4
"ancêtre";4;6
"seigneur";8;5
"douche";6;29
"cesser";3;8
"bisounours";4;9
"bâtiment";3;12
"justice";2;31
"sensibiliser";5;5
"sensible";2;9
"espérance";6;9
"argument";2;13
"couture";10;1
"budget";6;4
"cambrioler";2;8
"nati";11;7
"intimité";1;10
"musulman";5;5
"emji_applaudissements_peau_légèrement_mate";4;6
"trump";1;33
"emji_visage_bâillant";2;8
"psychologique";1;10
"tabasser";7;3
"immigration";2;9
"wii";10;0
"uniforme";1;14
"turc";30;1
"jogging";4;12
"training";1;77
"condoléance";1;12
"asf";1;20
"centre";0;10
"lausannoise";0;10
"individuel";0;13
"doucher";0;17
"vestiaire";0;11
"udc";0;12
"maternité";0;12
"négociation";0;11
"pia";0;15
