"";"*rts_a";"*rts_i"
"fédéral";16;133
"dose";16;22
"capable";88;77
"000";30;174
"championnat";13;6
"extraire";21;6
"téléphone";87;59
"sonner";9;5
"quasi";26;41
"largement";27;64
"remplacer";46;65
"portable";39;13
"critiquer";46;83
"bourrer";7;6
"wallah";36;0
"malin";18;24
"emji_deux_coeurs";21;8
"poids";30;38
"mental";105;54
"physique";52;153
"publication";20;45
"indiquer";14;26
"environ";28;77
"médecin";23;93
"tromper";60;42
"23";5;9
"énorme";48;72
"base";98;179
"art";23;76
"plastique";70;37
"croix";24;11
"çà";14;12
"sacré";52;23
"chercher";154;222
"chanson";53;10
"youtube";27;17
"complet";32;39
"église";22;15
"table";97;19
"chaise";32;8
"terrasse";7;20
"patron";22;86
"combien";67;168
"emji_visage_avec_les_sourcils_relevés";15;26
"emji_visage_souriant_avec_de_grands_yeux";22;15
"genevois";30;49
"promener";11;15
"fribourgeois";3;8
"pardon";21;31
"brave";27;7
"bille";17;3
"généraliser";20;13
"matière";31;49
"utile";49;74
"plier";4;15
"vêtement";32;64
"obligation";15;72
"cantonal";9;32
"rôle";34;71
"profession";8;17
"voie";28;99
"choix";98;207
"maturité";19;4
"afin";24;68
"coudre";11;4
"repasser";7;5
"cuisiner";24;8
"moeurs";13;3
"insister";8;10
"nécessité";5;16
"secondaire";10;13
"près";26;34
"avenir";31;67
"terminer";34;48
"totalement";81;135
"corps";78;113
"tenir";99;112
"formation";33;67
"obligatoire";25;127
"lutter";22;29
"soulever";13;19
"systématiquement";10;26
"mécanique";17;13
"fréquenter";10;15
"emji_mains_en_prière_peau_moyennement_claire";13;11
"service";76;284
"militaire";13;96
"hey";10;11
"compagnie";39;40
"retraité";13;17
"nouveau";112;264
"18";17;54
"emji_homme_qui_hausse_les_épaules_peau_moyennement_claire";10;3
"traîner";16;14
"santé";98;276
"récent";14;20
"guy";14;10
"pierre";14;27
"ete";19;10
"indépendance";8;11
"peser";3;14
"video";28;6
"puis";161;157
"développement";10;29
"ados";17;14
"rentrer";88;109
"prochain";49;122
"épisode";11;16
"occasion";24;41
"fan";25;26
"defaye";10;0
"renseigner";44;95
"extra";8;12
"rejoindre";18;26
"issue";10;16
"indien";14;2
"voici";18;18
"production";15;41
"imiter";6;6
"cruel";10;9
"contexte";45;40
"égo";9;7
"attacher";10;8
"annonce";16;21
"bref";101;143
"exemple";143;378
"modeste";25;13
"coûter";48;121
"dépendance";4;14
"emji_visage_qui_rougit";33;23
"personnage";20;27
"forcer";18;50
"emji_visage_pensif";68;45
"difficile";101;126
"consommation";44;105
"individu";21;57
"fortune";8;187
"expression";57;76
"émouvant";17;0
"poésie";19;3
"telle";28;47
"rare";68;53
"piquer";19;24
"50";121;296
"folie";18;18
"lequel";25;41
"vent";16;21
"diction";10;0
"emji_tête_qui_explose";17;29
"ère";12;12
"industriel";16;26
"60";120;58
"réfléchir";82;145
"dater";19;7
"avortement";4;9
"préserver";12;23
"décision";18;110
"interrompre";5;5
"grossesse";2;16
"cadre";21;59
"sécuriser";6;10
"encadrer";3;20
"tentative";4;25
"désastreux";6;10
"dramatique";10;10
"opération";8;21
"illégal";3;36
"jesus";31;4
"pere";13;1
"pardonner";17;5
"enceinte";9;9
"emji_visage_blasé";18;23
"49";7;3
"appartenir";22;62
"désir";46;23
"1972";20;0
"wow";37;32
"cochon";23;13
"siège";8;28
"philippe";7;5
"tres";28;36
"jean";18;36
"fr";16;15
"sûrement";100;107
"exact";24;34
"bosser";53;133
"pompe";8;6
"déchet";20;44
"quitter";43;79
"grain";7;4
"poussière";4;7
"perspective";13;11
"instagram";35;34
"processus";5;17
"similaire";18;20
"former";26;40
"cendre";16;2
"bénir";16;3
"bizarre";43;46
"libérer";4;31
"elon";4;14
"musk";4;16
"job";21;75
"déjeuner";14;14
"anniversaire";11;10
"mince";9;27
"complètement";96;115
"émotion";35;35
"énormément";41;60
"énerver";29;18
"demain";22;48
"frustration";10;15
"départ";18;52
"déposer";14;15
"japon";8;17
"immense";25;36
"jardin";43;20
"préparer";31;41
"emji_jeune_pousse";8;5
"papa";42;17
"souhait";11;3
"douceur";17;5
"assurance";33;303
"volonté";27;49
"carton";26;11
"olivier";10;3
"champ";19;16
"cheval";15;12
"2020";10;9
"gérer";37;96
"expérience";54;55
"souhaiter";70;140
"bac";23;4
"garder";158;180
"soulager";5;9
"refuser";37;106
"installation";5;7
"entreprise";35;396
"notamment";33;66
"septembre";13;14
"2016";23;3
"action";24;81
"brigitte";11;21
"spécialiser";3;16
"fabrication";6;10
"norme";15;49
"contribuer";14;67
"agence";4;21
"produire";37;149
"réserver";10;30
"existence";29;17
"entourage";13;17
"supporter";53;48
"liquide";5;9
"inflation";8;29
"emprunter";4;7
"propriétaire";23;36
"banque";33;134
"instant";26;30
"solution";58;214
"emji_visage_avec_un_sourire_malin";44;50
"sale";28;15
"business";14;33
"autoriser";12;38
"bénéfice";12;50
"etre";61;73
"vaccin";27;4
"covid";36;34
"19";23;28
"transmission";16;4
"virus";7;13
"multiplier";12;8
"sanitaire";5;15
"plan";21;41
"désormais";38;16
"entrer";28;44
"phase";16;17
"grippe";6;11
"saisonnier";5;7
"abus";11;26
"lointain";13;8
"risque";54;197
"équilibré";11;22
"décennie";32;45
"isoler";10;6
"détresse";6;22
"bloquer";24;92
"économie";22;179
"mondial";45;126
"transmettre";34;34
"collègue";25;32
"user_";21;7
"israël";6;24
"affirmer";21;48
"qualifier";6;47
"fake";6;24
"new";15;60
"code";17;40
"éthique";11;36
"journalistique";2;13
"censure";2;25
"contaminer";7;7
"ceinture";27;6
"sécurité";64;177
"vacciner";10;1
"sauver";45;134
"accident";23;104
"pneu";8;46
"illustre";3;18
"sauf";111;156
"risquer";8;19
"lorsqu";38;82
"tenue";28;34
"cohésion";4;6
"stabilité";3;14
"économique";16;155
"populaire";13;32
"poster";18;22
"renforcer";2;34
"opinion";37;103
"proposition";8;38
"ranger";12;5
"chambre";11;19
"néanmoins";9;11
"réagir";25;63
"ducoup";8;28
"emji_ok_peau_claire";3;7
"prouver";65;98
"efficacité";4;15
"utilisation";20;33
"tordre";15;18
"feu";29;96
"individuel";8;65
"pondre";5;8
"jugement";23;38
"impacte";4;7
"porteur";9;3
"sanctionner";5;16
"fumeur";33;34
"obèse";8;5
"saisir";9;17
"nuance";12;30
"balade";3;9
"librement";2;17
"dangereux";64;93
"projeter";12;9
"capitaliste";11;51
"rouge";36;43
"cave";10;5
"frais";17;104
"tempête";6;16
"novembre";12;37
"arracher";7;6
"concevoir";6;16
"gare";27;37
"accoucher";5;10
"vevey";4;6
"visite";14;8
"déplacer";28;62
"raser";7;12
"centaine";22;45
"large";12;19
"kilomètre";9;11
"toit";15;18
"panneau";12;13
"routier";6;20
"direction";16;28
"fenêtre";11;30
"voisin";87;85
"maître";30;16
"idem";27;22
"portrait";6;5
"délinquance";4;7
"bouger";42;72
"voleur";32;29
"diminuer";22;61
"taff";8;25
"retenir";38;37
"debile";8;3
"actuellement";59;79
"démuni";2;11
"discours";82;110
"nouvel";8;20
"président";9;41
"confédération";14;56
"moquerie";12;15
"cependant";29;38
"quasiment";26;37
"bienvenu";4;6
"génial";70;24
"jésus";66;7
"documentaire";27;9
"campagne";50;76
"miroir";8;8
"regretter";35;13
"attribuer";8;20
"hiver";34;43
"météo";10;16
"emji_cotillons";6;4
"1970";25;5
"taille";26;31
"36";10;11
"préparation";5;8
"attaquer";28;71
"repousser";2;11
"répétition";6;15
"250";5;9
"minimum";46;154
"fromage";26;20
"ecole";17;3
"recrue";6;9
"prof";115;26
"bisou";20;15
"ciel";31;36
"suffisamment";12;35
"pleurer";48;46
"calmer";8;19
"élève";140;48
"référence";22;27
"15";56;132
"hahaha";13;21
"héros";6;12
"emji_pouce_vers_le_haut_peau_claire";22;31
"final";55;107
"noël";119;42
"mode";117;95
"décéder";57;21
"dormir";26;42
"octobre";6;20
"bretagne";13;5
"boutique";9;12
"soir";82;52
"endormir";5;6
"goutte";3;12
"7h";4;8
"big";5;10
"pharma";4;13
"cultiver";14;14
"fibre";9;5
"exceptionnel";31;15
"lourd";21;32
"bernard";9;19
"plante";17;19
"conviction";6;21
"durer";25;14
"7";56;106
"ajouter";30;60
"bâle";6;15
"emji_visage_souriant_avec_coeurs";100;22
"cff";11;45
"réchauffer";13;17
"audace";6;5
"métro";8;23
"rentable";4;16
"exploitation";16;22
"création";19;22
"nôtre";16;11
"construction";13;40
"dizaine";26;29
"milliard";36;146
"fantasme";6;15
"précieux";16;19
"attraper";14;11
"fonder";11;29
"présence";18;29
"solidarité";12;31
"millier";36;69
"davantage";10;46
"aspect";8;32
"futur";43;69
"marque";21;45
"bruit";54;22
"smartphone";33;8
"déficit";2;8
"emji_visage_bâillant";11;24
"sexualité";12;6
"lâcher";16;33
"gaz";4;27
"personnellement";40;58
"comm";6;12
"tradition";23;29
"relever";27;73
"ha";37;17
"fm";6;18
"matelas";3;15
"message";51;95
"avertissement";5;5
"agir";68;219
"humour";29;28
"chemin";50;47
"poil";13;27
"programme";39;40
"emji_trèfle_à_quatre_feuilles";11;3
"possibilité";15;47
"amoureux";22;5
"officiel";12;45
"ems";14;9
"domination";5;21
"majorité";49;189
"directeur";14;16
"catholique";15;15
"libre";81;127
"suicider";7;12
"informer";36;68
"soutenir";38;155
"mien";18;11
"profiter";48;173
"artiste";23;62
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";27;13
"respirer";27;24
"masque";5;14
"navrer";5;25
"marché";33;133
"fumer";63;63
"look";9;1
"1987";14;2
"document";9;12
"emji_pouce_vers_le_haut_peau_moyennement_claire";7;5
"2002";8;2
"rempli";12;11
"retour";58;83
"accomplir";7;14
"précédent";18;34
"tandis_que";9;26
"classique";13;16
"aventure";7;7
"nana";9;5
"jacques";15;1
"inde";4;16
"voyager";23;31
"harry";10;6
"potter";9;4
"doucement";10;7
"impressionnant";18;19
"pk";16;21
"skier";15;6
"mythe";9;18
"jusqu";23;18
"apres";26;28
"malbouffe";9;4
"votation";7;25
"publicité";6;16
"clope";24;13
"intelligent";84;56
"plaindre";94;152
"plaisanter";10;4
"stupide";36;25
"adresser";7;13
"directement";18;99
"portée";9;16
"excuse";11;31
"sincèrement";26;31
"dsl";4;8
"agressif";16;19
"cordialement";5;10
"remarque";10;3
"jalousie";5;25
"brillant";9;13
"charmant";10;1
"grand_mère";34;5
"constater";42;58
"critère";7;34
"souris";10;9
"avantage";22;89
"baser";17;54
"apparence";14;7
"filtre";9;5
"esthétique";9;9
"couverture";4;16
"mensonge";8;28
"objet";35;73
"haut";95;155
"parier";5;14
"attirer";13;31
"règle";71;115
"sang";19;30
"emji_visage_souriant_avec_une_larme";46;54
"crise";17;70
"toilette";17;8
"resto";15;16
"hôtel";11;21
"appartement";16;42
"louer";7;12
"afrique";26;79
"asie";9;34
"amérique";10;72
"sud";31;97
"disposition";6;23
"étendre";4;10
"douche";10;45
"foi";40;27
"etes";9;13
"ignorer";23;51
"remercier";18;31
"retard";25;39
"incompréhension";2;8
"invention";14;13
"fonction";18;59
"principal";25;46
"bidet";23;1
"nettoyage";6;14
"utilité";13;13
"détourner";7;23
"apparement";4;10
"citation";3;20
"cultivé";13;6
"pitié";29;33
"exploser";8;38
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";22;18
"elle_même";9;15
"persuader";13;15
"détenir";4;19
"légende";35;8
"aliment";11;16
"certaines";97;164
"usage";19;49
"nez";24;28
"absolu";13;28
"aïe";13;11
"chacune";7;4
"pseudo";19;24
"arrogance";16;11
"aveugle";10;20
"certitude";10;8
"charger";24;135
"sien";6;6
"humilité";29;6
"semaine";99;167
"ukrainien";2;26
"ouchy";9;1
"alpe";8;14
"autorité";21;37
"chaux";8;3
"fonds";14;34
"camion";26;28
"déverser";13;4
"dériver";5;10
"tranquillement";7;11
"samedi";17;31
"mesurer";7;16
"chaîne";34;43
"lundi";16;3
"joyeux";26;19
"bordel";22;33
"agenda";7;12
"45";16;33
"150";5;14
"joie";45;15
"logistique";2;13
"emji_coeur_blanc";8;4
"ambiance";19;5
"85";5;5
"ski";33;32
"station";6;15
"hier";56;35
"aéroport";9;57
"galer";10;22
"repartir";10;34
"spontané";10;4
"gratuitement";20;19
"immédiat";5;11
"autour";55;78
"trace";14;11
"réveiller";24;60
"don";12;33
"indéniable";5;5
"emji_mains_en_prière_peau_légèrement_mate";22;2
"voire";25;41
"innocence";6;8
"confusion";6;12
"hab";6;25
"reprise";3;23
"emji_mains_en_prière_peau_claire";34;37
"nettoyer";17;21
"balayer";6;4
"emji_visage_qui_hurle_de_peur";30;18
"punaise";12;7
"emji_visage_triste_mais_soulagé";56;10
"bêtise";44;52
"féminin";70;47
"bouche";38;22
"coin";32;30
"actualité";45;19
"certaine";33;47
"redevenir";7;6
"langage";88;14
"fasciste";7;10
"botte";3;16
"conflit";13;62
"boomers";20;2
"parcourir";7;3
"polluer";29;93
"île";7;14
"mille";16;33
"evidemment";5;9
"bonheur";102;27
"figure";20;23
"gaspillage";5;18
"pendule";7;3
"5g";2;8
"onde";14;7
"justifier";26;81
"résultat";72;139
"creuser";9;25
"olympique";5;5
"emji_ok";43;27
"emji_coeur_étincelant";16;1
"politique";58;455
"virer";12;22
"reprendre";31;39
"rigoler";36;28
"couler";8;13
"voter";34;206
"référendum";2;11
"inverse";40;54
"appliquer";24;94
"différemment";11;12
"plutot";3;10
"pleuvoir";6;7
"ps";33;62
"irresponsable";6;8
"milieu";46;57
"bar";13;9
"proximité";7;13
"relativement";8;14
"matériel";34;44
"2022";12;27
"content";75;97
"contraindre";5;7
"total";29;101
"barre";8;23
"vache";24;20
"cloche";10;3
"indépendant";16;32
"série";20;43
"surnom";12;0
"coller";25;35
"proche";49;104
"rater";9;14
"emji_femme_qui_hausse_les_épaules_peau_claire";11;25
"telles";13;7
"chaussure";6;7
"emji_personne_avec_la_paume_sur_le_visage";24;34
"vieillir";22;13
"vieillesse";19;1
"reflet";4;6
"opportunité";7;37
"savoyard";7;8
"découvrir";59;51
"planète";65;88
"sortie";28;44
"emji_visage_sans_expression";10;26
"lover";4;6
"1968";14;1
"fleur";31;8
"nuisible";24;3
"habillement";5;8
"tjrs";25;29
"fatigant";5;5
"parceque";15;9
"emji_v_de_la_victoire";11;13
"hésiter";26;26
"désirer";28;8
"évolué";8;2
"présent";49;65
"essai";4;9
"fermé";10;4
"emji_visage_confus";16;8
"commerce";15;75
"équitable";6;38
"prévoir";26;67
"arnaque";6;13
"acquérir";13;20
"bourgeois";18;36
"idéologie";16;50
"bein";9;12
"divorce";13;21
"idéal";18;23
"revanche";22;32
"mienne";9;9
"mépris";23;20
"user";13;104
"aisé";6;20
"égoïste";39;17
"haine";37;120
"limite";42;116
"initiative";17;205
"ouvert";8;23
"préoccuper";8;12
"séparation";5;6
"exagérer";15;16
"statistique";8;100
"signification";17;4
"épanouir";7;5
"patriarcat";20;16
"apaiser";8;5
"nombre";69;172
"féminicides";1;24
"viable";2;11
"détacher";5;6
"laquelle";31;47
"comporter";26;17
"impliquer";13;38
"argument";57;219
"construire";35;62
"raciste";136;131
"fuir";11;46
"correspondre";15;27
"mener";24;54
"communauté";17;47
"communication";7;22
"diriger";14;31
"uns";23;23
"batterie";11;4
"g";12;21
"pain";55;80
"citer";28;52
"crème";19;12
"gay";13;5
"ahh";5;7
"avancer";38;72
"grenoble";6;4
"reculer";6;10
"plume";12;4
"monstre";3;10
"racisme";102;111
"socialement";3;18
"rapide";30;27
"compléter";5;6
"restaurateur";2;12
"dissuader";2;8
"nourriture";67;50
"démocratie";4;72
"déguiser";7;17
"volontaire";10;30
"enlever";35;78
"réveil";9;6
"optimiste";6;6
"moin";17;22
"emploi";22;149
"porno";6;8
"annoncer";12;38
"féminisme";29;54
"estimer";13;33
"soi";52;63
"défaut";14;26
"comédien";9;8
"salle";15;22
"1985";14;0
"mars";12;8
"collège";52;8
"acteur";24;38
"sévère";9;6
"sérénité";8;4
"humble";28;10
"malheureux";47;18
"fatiguer";25;32
"contraire";105;141
"adhérer";6;14
"autrui";16;16
"contenter";31;17
"fer";14;6
"habit";15;45
"mulet";10;0
"emji_visage_retenant_ses_larmes";46;15
"2018";8;13
"zoo";1;10
"national";53;116
"midi";25;34
"bistrot";8;4
"café";46;48
"noir";148;61
"publicitaire";6;5
"festival";14;18
"chanteur";11;1
"pointe";13;10
"court";24;25
"griller";5;8
"bain";13;6
"touriste";3;16
"peinture";6;23
"grands_parents";14;6
"marrer";4;6
"obéir";5;5
"barrer";1;14
"garantir";6;34
"z";14;8
"corriger";12;24
"emji_homme_qui_hausse_les_épaules_peau_claire";29;26
"doute";78;105
"contact";14;15
"cohérent";7;18
"troisième";13;20
"institution";5;33
"smartphones";12;7
"cent";5;8
"effrayant";10;9
"succès";13;29
"élégance";12;3
"avouer";25;33
"deviner";12;12
"étrange";14;20
"féliciter";9;18
"fée";5;7
"match";84;66
"sourire";35;12
"compter";52;103
"extraordinaire";16;4
"rajouter";15;27
"séquence";11;1
"près_de";17;21
"pratiquement";24;19
"sorte";36;75
"entrée";15;31
"piger";9;9
"ressortir";9;12
"vague";12;11
"quatre";13;17
"bande";15;9
"tableau";10;4
"connait";14;18
"trait";8;2
"abordable";6;13
"parking";4;29
"légitime";13;21
"amende";16;52
"pénal";2;22
"parfaitement";37;47
"abeille";8;5
"assurer";42;99
"génétique";3;10
"position";13;36
"reproduire";20;16
"maîtriser";9;27
"aspirer";6;8
"emji_visage_sans_bouche";6;5
"jeudi";9;4
"volontiers";6;20
"inspirer";22;36
"maintenir";12;55
"manuel";11;2
"indispensable";12;13
"rémunérer";5;19
"piloter";4;6
"emji_biceps_contracté_peau_claire";8;2
"thermique";1;21
"alimenter";7;41
"piqûre";4;6
"rappel";26;28
"consommateur";21;57
"industrie";13;42
"bancaire";7;23
"énergétique";8;33
"empire";7;8
"médiatique";3;8
"restriction";6;14
"masse";13;45
"nommer";19;12
"ignorance";31;35
"indifférence";2;8
"croissance";12;21
"freiner";4;14
"miss";4;6
"concert";16;13
"chf";23;103
"visage";22;33
"maths";12;13
"composition";9;8
"maîtresse";46;2
"nostalgique";24;3
"taré";7;4
"scolaire";39;35
"coute";2;10
"berner";10;55
"celles";40;81
"international";12;49
"tien";7;17
"sion";5;19
"magique";17;17
"sacrifice";7;6
"empoisonner";15;11
"pis";14;26
"nest";6;5
"promettre";10;36
"chalet";13;8
"allumer";7;5
"9";35;59
"consommer";22;91
"addiction";4;18
"ouai";11;22
"wagon";15;7
"restaurant";23;40
"casque";20;38
"balcon";7;21
"égoïsme";9;5
"prime";31;138
"politesse";6;8
"passif";5;12
"etat";3;51
"chou";13;15
"gras";8;15
"tabac";11;14
"citoyen";17;154
"déplorable";6;7
"emji_singe_ne_rien_voir";12;6
"période";52;41
"interdiction";19;30
"récemment";13;12
"quai";6;6
"zone";26;97
"secours";12;10
"éloigner";15;10
"punition";10;7
"prix";111;295
"paquet";25;17
"frs";4;21
"rêver";33;23
"étape";10;21
"disponible";10;35
"travers";35;38
"fascinant";13;6
"ironique";6;11
"inscrire";22;29
"avs";8;48
"emji_visage_endormi";12;10
"crèche";7;33
"stage";7;8
"structure";5;47
"accueil";10;33
"organisation";12;38
"professionnel";26;87
"accueillant";5;6
"votations";5;17
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";11;18
"32";7;16
"tjs";31;16
"attente";9;25
"démonter";3;11
"16";30;59
"moyenne";20;180
"trottinette";8;30
"comparaison";23;28
"arbitre";12;2
"polluant";5;7
"pétrole";11;36
"équilibre";24;28
"stratégique";4;10
"dispositif";3;8
"silencieux";4;12
"bruyant";7;9
"tels";15;29
"admirer";16;6
"malsain";12;11
"moche";16;12
"salut";17;16
"consultation";2;13
"justice";8;130
"affection";11;3
"portefeuille";3;9
"valise";4;13
"faiblesse";4;12
"parfum";3;9
"emji_main_avec_index_pointant_à_droite";23;8
"satisfaction";3;7
"prison";12;54
"adjectif";3;7
"désigner";29;7
"région";48;82
"distinction";4;8
"protection";18;82
"intervenir";9;45
"améliorer";19;49
"nul";20;31
"confirmer";34;55
"défi";16;12
"entraînement";8;6
"pompier";6;16
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";8;6
"prévention";7;39
"macron";17;27
"cruellement";7;11
"tragique";4;8
"caisse";105;156
"unique";55;63
"judicieux";1;11
"fraude";8;12
"malhonnête";4;17
"profit";22;52
"astronomique";3;9
"réserve";12;18
"augmenter";31;261
"proportionnel";5;16
"mafia";5;16
"fric";14;46
"emji_visage_déconcerté";9;4
"honneur";8;28
"rencontrer";33;24
"échanger";9;5
"graine";22;5
"bienveillance";24;9
"r";25;34
"i";20;24
"emji_visage_avec_lunettes_de_soleil";29;14
"photo";53;100
"bâtiment";11;36
"béton";5;9
"architecture";4;7
"chat";328;50
"gueule";37;37
"habituer";18;14
"quoique";8;7
"empirer";7;7
"ancêtre";21;18
"identité";14;24
"scène";21;31
"emji_chat_souriant_aux_yeux_en_coeurs";11;0
"appart";4;15
"heu";14;12
"stp";19;28
"bras";31;35
"pourrir";9;10
"positif";23;54
"glorieux";5;5
"emji_signe_de_la_main";21;9
"crédit";12;12
"effacer";16;31
"dette";6;21
"financier";22;65
"00";12;3
"taux";27;96
"intérêt";69;138
"certifier";6;4
"digne";23;27
"soutien";12;56
"e_mail";9;2
"remplir";40;60
"renvoyer";5;26
"montant";11;36
"durée";5;23
"remboursement";7;18
"devise";7;4
"via";22;38
"scénario";3;14
"filmer";34;24
"producteur";6;14
"google";14;14
"pertinent";24;51
"toutefois";5;14
"amélioration";4;15
"correctement";44;56
"culture";87;140
"out";8;15
"emji_visage_qui_fond";29;27
"1992";15;0
"étrangement";8;7
"bin";12;17
"canton";79;240
"ue";5;51
"ultra";22;184
"libéral";7;49
"conclure";5;16
"paradoxal";6;8
"partenaire";5;14
"conservateur";4;18
"excès";8;19
"tendresse";14;1
"régulièrement";24;18
"médecine";9;14
"patrimoine";12;41
"décor";8;5
"carte";55;62
"françois";10;3
"chinois";12;32
"rat";9;14
"épargner";10;16
"zéro";17;36
"blindé";4;7
"guide";9;8
"approcher";30;19
"splendeur";4;10
"critique";48;78
"boulanger";8;13
"caissier";109;19
"taxer";4;211
"râleur";7;3
"négatif";22;39
"intégrer";9;55
"visiblement";34;65
"maternel";27;11
"approprié";9;7
"okay";3;8
"verser";8;34
"favorable";1;9
"robe";17;2
"douter";14;13
"22";16;21
"souci";44;105
"certes";37;54
"censé";19;32
"polir";14;8
"micro";23;7
"trottoir";15;24
"soucier";8;21
"acte";14;73
"général";53;108
"questionner";7;14
"contrôler";19;54
"vérifier";31;50
"ridicule";65;77
"qqch";14;32
"collant";10;7
"diffuser";12;18
"continuation";7;6
"exposer";19;35
"live";8;9
"opposer";7;27
"deja";28;48
"grandir";37;32
"sensé";22;26
"noyer";3;8
"debut";5;5
"expert";11;20
"mentir";20;48
"éliminer";24;21
"pollution";29;55
"destruction";14;21
"écosystème";25;19
"ennemi";15;11
"numérique";13;16
"entrain";13;16
"prioritaire";9;2
"risible";3;7
"1995";8;3
"atmosphère";10;22
"vis_à_vis";2;10
"âgé";50;34
"relatif";8;6
"remplacement";6;7
"miens";11;3
"anti";22;66
"nation";14;55
"ethnie";9;3
"secteur";6;57
"dedans";34;36
"3eme";4;10
"bec";8;6
"pratiquer";30;10
"trafic";7;41
"st";15;16
"rolex";4;27
"emji_visage_souriant_avec_yeux_plissés";24;16
"radar";5;33
"ligne";26;67
"limitation";3;16
"trajet";7;42
"inverser";7;13
"volontairement";9;18
"véhicule";15;63
"circuler";10;23
"parcours";18;21
"génie";10;3
"commerçant";6;40
"centre";39;78
"priorité";23;75
"choc";9;17
"choquant";16;17
"sms";12;1
"jai";23;19
"tic";10;0
"handicap";8;10
"injection";4;11
"recul";21;12
"convivial";7;3
"migrer";5;8
"glace";8;8
"déchirer";7;3
"emji_visage_légèrement_mécontent";10;4
"ingénieur";7;19
"emji_visage_avec_un_monocle";27;35
"enfer";33;20
"fossé";2;11
"arranger";20;61
"inquiéter";31;75
"transformer";31;44
"temporaire";1;9
"alémanique";2;21
"allemagne";16;31
"argentin";7;28
"carrément";11;24
"occident";10;11
"mdrrrr";1;11
"misérable";6;9
"patient";6;23
"reparler";7;22
"tiens";32;80
"fasciner";10;2
"magasin";63;65
"modèle";17;38
"exclure";8;11
"briller";5;8
"éternel";19;11
"gratuit";40;85
"fête";58;38
"emji_visage_festif";12;24
"transformation";6;8
"poste";66;143
"ralentir";5;7
"1999";15;4
"monnaie";22;54
"2023";35;34
"surface";14;25
"coter";4;17
"emji_sac_plein_d_argent";4;19
"61";5;5
"janvier";7;12
"c_est_à_dire";5;13
"détester";30;12
"aérien";16;10
"bonsoir";8;6
"fierté";14;15
"réputation";5;6
"classer";6;12
"tendance";25;49
"pacifique";3;19
"réellement";26;87
"rose";16;12
"neuf";14;22
"bureau";25;20
"zurich";5;28
"2024";52;34
"paysage";8;9
"six";7;12
"week_end";19;36
"assumer";29;87
"amuser";52;21
"adolescent";9;12
"dessiner";9;10
"mine";15;2
"geste";30;25
"vote";31;90
"systémique";4;20
"influencer";9;19
"impôt";19;422
"supplémentaire";8;38
"spectacle";11;20
"électoral";3;14
"productif";6;14
"réfléchi";17;26
"participation";3;9
"dépasser";42;95
"générer";14;51
"pré";9;3
"ado";17;10
"11";29;31
"fragile";32;26
"demi";11;16
"enquête";5;45
"précisément";9;37
"tolérance";5;25
"visiter";7;16
"cité";17;10
"2015";6;13
"lycée";17;1
"transparent";6;10
"emji_tas_de_crotte";11;22
"déclaration";2;18
"marketing";6;24
"aliénation";5;6
"opérer";8;7
"aujourdhui";12;3
"chauffeur";12;14
"43";3;7
"débarrasser";4;11
"emji_visage_anxieux_avec_goutte_de_sueur";4;13
"visible";3;36
"humeur";9;5
"récompenser";4;7
"séance";8;12
"emji_mains_qui_forment_un_coeur_peau_claire";7;15
"régime";9;84
"bienveillant";29;5
"assiette";5;8
"exception";10;28
"emji_drapeau_france";7;6
"refus";3;17
"gâteau";34;9
"comique";8;7
"jurer";27;31
"viande";42;53
"plait";9;6
"lausannoise";2;14
"pisser";12;7
"cracher";13;27
"poubelle";36;35
"décrire";22;38
"ours";5;8
"admettre";21;22
"lentement";12;6
"causer";14;33
"pénible";9;10
"stress";21;22
"pourri";39;24
"élever";16;26
"pièce";16;43
"divorcer";5;5
"usine";11;19
"esclavage";15;10
"poursuivre";3;13
"séparer";15;12
"entrepreneur";3;21
"permanence";6;12
"fondement";3;14
"abolir";4;11
"neuchâtel";10;15
"taxé";2;24
"arrêt";13;33
"propreté";8;3
"précis";14;45
"grève";3;42
"réforme";2;17
"ordre";41;66
"emji_visage_avec_bouche_en_diagonale";11;6
"accueillir";12;105
"principalement";10;32
"soldat";4;14
"fournir";11;40
"sdf";9;17
"appartenance";2;8
"jeûne";12;5
"automobiliste";21;26
"queue";10;15
"cycliste";10;34
"réaliste";13;24
"circulation";10;39
"pilote";13;12
"original";7;4
"bénéfique";7;26
"discipline";13;7
"apprentissage";61;34
"3000";6;19
"placer";19;42
"contester";4;16
"effectuer";14;25
"recommencer";11;14
"satisfaire";21;19
"68";10;3
"troll";6;18
"rageux";6;6
"challenge";9;5
"humiliation";8;4
"temp";4;8
"dictature";1;15
"ouest";10;6
"espèce";54;56
"échapper";8;24
"ordinateur";55;5
"affligeant";17;15
"lavage";13;3
"emji_explosion";11;13
"ns";12;2
"bruxelles";8;4
"définitivement";7;7
"électricité";8;38
"négligeable";6;8
"récupérer";20;30
"cohérence";6;9
"modifier";19;20
"actionnaire";5;18
"instinct";10;4
"juge";15;19
"ubs";10;47
"faillite";9;15
"établissement";15;13
"déclarer";9;37
"qqchose";7;4
"mai";18;8
"révolution";19;11
"protagoniste";10;4
"occurrence";4;21
