"";"*rts_a";"*rts_i"
"htag_cinema";12;0
"propriétaire";1;16
"habitude";2;9
"centimètre";3;9
"bloquer";2;14
"urgence";1;38
"passager";4;13
"yverdon";2;11
"intérêt";2;21
"souffrir";3;10
"faveur";1;13
"refléter";1;16
"alexandre";5;5
"gagnant";2;11
"ton";4;32
"biodiversité";1;9
"romain";1;13
"accueil";2;18
"plaindre";1;16
"musée";2;34
"accompagner";6;20
"réserve";1;13
"sauvage";4;19
"apporter";2;17
"gros";2;21
"15";4;54
"température";2;32
"attaque";3;52
"réserver";4;14
"proposition";1;14
"réjouir";1;13
"manifester";2;23
"tournée";5;13
"bar";4;6
"récolter";2;9
"talent";3;10
"viande";1;12
"météo";5;6
"climat";3;23
"41";1;11
"candidat";2;15
"langue";6;21
"italien";2;29
"anglais";1;10
"album";3;25
"prochain";2;87
"2023";2;53
"tarif";1;14
"dialogue";1;11
"participation";2;26
"municipal";2;14
"population";3;78
"ère";2;28
"historique";1;31
"guy";4;14
"droite";1;33
"situation";3;78
"promettre";1;25
"arrêt";1;16
"cinq";4;53
"lausannoise";2;8
"fréquence";1;10
"vol";4;40
"michael";1;50
"34";1;17
"moyenne";1;33
"politique";4;92
"libération";1;12
"socialiste";1;16
"linguistique";1;9
"rôle";4;39
"foyer";3;12
"bilan";1;23
"subir";3;23
"cancer";1;16
"espoir";3;12
"auprès_de";4;11
"entraîneur";2;11
"local";3;55
"concerner";2;44
"augmentation";1;38
"prime";1;11
"assurance";2;15
"maladie";3;35
"27";1;28
"skieur";2;28
"professionnel";5;47
"difficulté";3;13
"centre";3;66
"former";1;21
"hors";4;15
"virus";1;9
"david";3;16
"chuv";2;8
"décrire";3;21
"météorologique";1;11
"météosuisse";1;10
"matinal";1;13
"htag_seventies";14;0
"performance";1;19
"patron";3;12
"effort";1;15
"fribourgeois";3;18
"institution";3;11
"commerce";1;17
"puissant";1;10
"riche";1;24
"yodel";2;13
"ailleurs";1;20
"vision";1;11
"lumineux";2;8
"75";4;9
"valaisanne";3;10
"audience";1;12
"japonais";6;11
"contact";2;11
"entreprise";1;52
"supérieur";1;15
"régional";1;22
"médicament";1;12
"remplacer";2;12
"construire";1;16
"liste";1;17
"millier";1;34
"certaines";3;34
"trace";1;13
"concept";1;12
"près";3;27
"inquiéter";1;19
"capitale";2;21
"modèle";1;23
"siège";1;26
"fantastique";1;9
"htag_vintage";28;0
"système";3;45
"incendie";2;18
"fonction";1;28
"lorsque";1;19
"canada";1;19
"directement";2;13
"chiffre";1;43
"jusqu";2;24
"degré";1;26
"député";1;28
"commission";1;23
"employé";3;26
"charger";4;39
"opposer";1;19
"constituer";2;11
"htag_skiing";11;0
"possibilité";2;13
"celle";4;25
"saluer";1;28
"remplir";3;10
"m";5;28
"prévenir";2;19
"conducteur";2;8
"poids";2;8
"engager";1;33
"produit";2;43
"consommateur";3;14
"impôt";2;11
"virtuel";3;8
"majorité";2;43
"exclure";1;13
"session";1;9
"bâle";2;39
"attirer";1;15
"fonctionner";1;10
"chercher";4;21
"rapporter";1;22
"emji_flocon";1;19
"800";1;10
"mètre";1;48
"altitude";2;8
"sentir";5;23
"qualifié";1;22
"fil";3;7
"conséquence";2;16
"2022";5;35
"encourager";1;19
"milliard";1;37
"jurassien";3;7
"albert";2;12
"longtemps";1;12
"toutefois";2;33
"35";1;10
"attaquer";2;10
"expression";1;10
"efficace";2;11
"entièrement";1;9
"contribution";1;9
"rappel";2;9
"dépasser";1;19
"japon";1;11
"innovation";2;15
"domestique";1;11
"monter";4;12
"élément";1;10
"satellite";1;11
"protection";3;34
"super";1;24
"couvrir";2;14
"alimenter";1;12
"lune";3;14
"tourisme";1;11
"icône";2;10
"x";1;18
"crise";1;40
"résultat";2;59
"consommation";2;23
"page";1;12
"fm";1;14
"faune";2;11
"bébé";2;14
"oiseau";1;19
"utiliser";2;55
"coût";1;31
"fonctionnement";1;9
"nourriture";2;8
"réalité";2;24
"drogue";2;9
"isolé";2;8
"cependant";2;60
"zoo";1;14
"deuxième";2;44
"élevé";1;49
"précis";1;35
"prévention";1;20
"vérifier";1;12
"critiquer";1;18
"observer";1;21
"déterminer";1;15
"confédération";1;29
"schneider";1;13
"majeur";1;45
"macron";1;9
"katia";1;23
"perturber";2;11
"provenir";1;13
"judiciaire";1;14
"discussion";1;25
"seconde";1;19
"portée";1;11
"élection";1;39
"présidentiel";1;12
"aucune";2;28
"élire";1;24
"soutien";1;40
"détecter";1;9
"don";1;14
"post";2;10
"spectacle";2;13
"régime";2;24
"ambitieux";1;9
"royaume";1;14
"mental";1;13
"accepter";1;23
"plaque";1;11
"athlète";1;11
"troisième";2;19
"valentin";1;27
"tenir";2;34
"voyager";1;9
"entrer";1;22
"test";1;22
"traitement";1;34
"lutter";2;12
"afin";1;35
"exposer";1;16
"effectuer";1;14
"activité";2;25
"relier";2;13
"engagement";1;21
"influencer";1;15
"alpin";1;12
"agriculture";1;9
"office";1;36
"agence";1;17
"prison";2;32
"détenu";1;17
"cellule";1;11
"armer";1;9
"ferroviaire";2;20
"montant";1;14
"dégât";1;13
"vaste";2;8
"plupart";1;9
"économie";1;34
"initiative";1;92
"conservateur";1;9
"pénal";1;23
"procédure";1;23
"loi";3;39
"analyse";2;19
"critique";1;50
"préciser";1;17
"divers";1;10
"cantonal";1;40
"formation";1;23
"diriger";1;14
"trafic";1;24
"concret";1;9
"réclamer";1;11
"erreur";1;11
"texte";1;25
"unir";1;100
"accélérer";1;11
"déplorer";1;11
"mesure";1;85
"ensuite";1;28
"afficher";1;10
"bienne";1;17
"tokyo";5;7
"grimper";1;9
"fuite";1;15
"agir";2;59
"établir";1;29
"artificiel";1;19
"traiter";1;20
"création";1;24
"date";1;22
"poupée";1;9
"vainqueur";1;11
"2026";0;141
"parmelin";0;12
"emji_chaînons";0;156
"htag_miseaupointrts";0;15
"sonia";0;16
"gasser";0;16
"flauraud";0;21
"buholzer";0;34
"emji_drapeau_royaume_uni";0;10
"décès";0;22
"placer";0;19
"emji_stéthoscope";0;10
"emji_montagne_enneigée";0;12
"accru";0;10
"grippe";0;13
"symptôme";0;10
"limiter";0;22
"taxe";0;16
"soutenir";0;66
"suggérer";0;11
"etat";0;59
"cliquer";0;110
"beutler";0;61
"trezzini";0;21
"visiteur";0;23
"instagram";0;26
"tournant";0;10
"organisateur";0;19
"rices";0;20
"exception";0;14
"bott";0;56
"naturel";0;29
"commercial";0;15
"ukraine";0;31
"souligner";0;148
"communiqué";0;57
"sept";0;21
"département";0;17
"gouvernement";0;71
"ps";0;16
"udc";0;43
"plr";0;18
"emji_téléviseur";0;10
"di";0;44
"inclure";0;41
"31";0;19
"établissement";0;15
"relation";0;23
"prolonger";0;15
"horaire";0;13
"prolongé";0;10
"pexels";0;65
"positif";0;26
"précédent";0;45
"gaetan";0;60
"bally";0;61
"gian";0;20
"ehrenzeller";0;20
"alessandro";0;24
"della";0;20
"emji_sac_plein_d_argent";0;20
"budgétaire";0;16
"publier";0;56
"ats";0;194
"emji_livres";0;12
"endommager";0;10
"massif";0;18
"russe";0;21
"émotionnel";0;10
"cibler";0;13
"récemment";0;23
"cambriolage";0;14
"lancement";0;10
"syndicat";0;16
"contrat";0;13
"minimum";0;15
"déposer";0;24
"motion";0;22
"justifier";0;22
"hausse";0;32
"économique";0;43
"collectif";0;19
"emji_drapeau_france";0;39
"emji_voiture";0;10
"renforcer";0;55
"suspension";0;12
"similaire";0;12
"vigueur";0;25
"emji_drapeau_états_unis";0;41
"milliardaire";0;11
"pop";0;10
"après_des";0;13
"600";0;11
"dollar";0;41
"récompenser";0;11
"fortune";0;10
"epa";0;38
"emji_explosion";0;11
"explosif";0;14
"absence";0;11
"blesser";0;29
"secteur";0;43
"emji_graphique_en_baisse";0;13
"recenser";0;13
"note";0;17
"confirmer";0;50
"exposition";0;24
"netflix";0;26
"générer";0;17
"ia";0;21
"utilisateur";0;15
"exploiter";0;10
"perte";0;20
"affirmer";0;50
"contribuer";0;18
"confiance";0;12
"emji_drapeau_ukraine";0;10
"russie";0;20
"ukrainien";0;21
"zelensky";0;10
"concentrer";0;12
"territoire";0;31
"potentiel";0;16
"dirigeant";0;16
"phase";0;15
"huit";0;16
"direction";0;20
"awards";0;18
"accuser";0;43
"terroriste";0;11
"résidence";0;14
"accusation";0;20
"incident";0;16
"ministre";0;66
"position";0;26
"négociation";0;25
"etats";0;53
"reuters";0;33
"syrie";0;13
"province";0;10
"prisonnier";0;10
"viser";0;118
"al";0;28
"tension";0;22
"1000";0;14
"tentative";0;11
"ahmed";0;11
"emji_graphique_en_hausse";0;13
"croissance";0;17
"actuellement";0;31
"croissant";0;23
"chine";0;17
"entamer";0;11
"réel";0;18
"contexte";0;19
"chinois";0;13
"indiquer";0;87
"île";0;16
"intervenir";0;34
"lier";0;51
"arme";0;23
"australien";0;15
"au_delà";0;14
"2e";0;14
"adversaire";0;10
"média";0;32
"imago";0;39
"parlementaire";0;15
"parlement";0;38
"mandat";0;20
"valle";0;17
"peter";0;31
"klaunzer";0;21
"anthony";0;24
"anex";0;23
"emji_urne_électorale";0;23
"législatif";0;10
"bulletin";0;16
"publication";0;13
"opposition";0;26
"assemblée";0;13
"république";0;17
"42";0;10
"coalition";0;14
"forcer";0;10
"diviser";0;10
"issue";0;12
"suivant";0;20
"autriche";0;10
"décrocher";0;14
"emji_bulle_de_parole";0;15
"3e";0;14
"signer";0;25
"39";0;17
"éliminer";0;14
"ludovic";0;10
"dix";0;42
"taux";0;20
"stabilité";0;10
"processus";0;17
"emji_clap";0;17
"condamnation";0;13
"tandis_que";0;55
"étudier";0;13
"diminuer";0;23
"global";0;11
"rang";0;12
"réchauffement";0;11
"climatique";0;40
"fondation";0;23
"transmettre";0;12
"cardiaque";0;14
"cérémonie";0;17
"fortement";0;12
"poursuite";0;15
"statistique";0;15
"baisser";0;41
"criminel";0;13
"auteur";0;28
"malfaiteur";0;12
"tiers";0;24
"quantité";0;12
"dangereux";0;13
"exploser";0;11
"gaz";0;12
"outil";0;16
"emji_drapeau_territoires_palestiniens";0;31
"palestinien";0;45
"humanitaire";0;34
"israélien";0;64
"situer";0;25
"fournir";0;13
"oms";0;26
"trêve";0;16
"israël";0;48
"hamas";0;34
"persister";0;10
"fait";0;13
"ong";0;17
"affecter";0;17
"cour";0;25
"mohammed";0;11
"augmenter";0;48
"temporairement";0;10
"capacité";0;21
"dispositif";0;25
"priorité";0;11
"réduire";0;54
"signaler";0;13
"dehors";0;11
"proximité";0;12
"financer";0;22
"large";0;28
"emji_ski";0;16
"g";0;15
"marco";0;19
"odermatt";0;15
"meillard";0;10
"65";0;12
"66";0;11
"emji_drapeau_israël";0;18
"benjamin";0;15
"indépendant";0;16
"comparer";0;11
"fréquenter";0;10
"immédiat";0;12
"frontalier";0;14
"effectif";0;11
"potentiellement";0;13
"gall";0;14
"approuver";0;12
"restriction";0;10
"concernant";0;21
"obligation";0;14
"dpa";0;11
"soumettre";0;12
"alternative";0;10
"élu";0;15
"compétence";0;15
"décision";0;69
"investissement";0;19
"équiper";0;14
"contacter";0;11
"investir";0;12
"intelligence";0;18
"trouble";0;14
"scrutin";0;17
"améliorer";0;23
"empêcher";0;13
"détention";0;18
"constater";0;15
"bénéficier";0;20
"annuel";0;16
"mêler";0;10
"notable";0;10
"davantage";0;25
"alémanique";0;16
"significatif";0;14
"cyril";0;25
"zingaro";0;23
"baser";0;20
"gillieron";0;21
"ministère";0;24
"nord";0;33
"frontière";0;25
"pro";0;14
"blessure";0;20
"blessé";0;21
"structure";0;19
"soudan";0;13
"avancé";0;15
"mécanisme";0;12
"envato";0;21
"toxique";0;10
"recul";0;13
"hans";0;15
"responsabilité";0;14
"crime";0;29
"richesse";0;12
"hauteur";0;11
"afrique";0;11
"brésil";0;13
"irlande";0;13
"mexique";0;10
"respecter";0;12
"accorder";0;12
"relancer";0;13
"urs";0;11
"flueeler";0;10
"évaluer";0;18
"salvatore";0;38
"nolfi";0;39
"étendre";0;24
"distance";0;13
"2027";0;26
"emji_hôpital";0;11
"médical";0;27
"maire";0;10
"visible";0;15
"ices";0;21
"andrew";0;12
"suédois";0;10
"tschani";0;12
"boulens";0;12
"2028";0;13
"science";0;16
"industrie";0;10
"numérique";0;14
"cap";0;10
"quart";0;15
"emji_billet_avec_des_ailes";0;12
"durer";0;14
"suppression";0;15
"londres";0;14
"tels";0;19
"emji_porte_documents";0;13
"diversité";0;11
"promouvoir";0;13
"uniquement";0;12
"licenciement";0;10
"tirage";0;11
"parallèle";0;16
"expert";0;28
"déclencher";0;11
"culturel";0;25
"htag_19h30rts";0;13
"prestation";0;10
"installation";0;15
"finance";0;12
"2017";0;14
"nes";0;19
"euses";0;40
"financier";0;35
"réduction";0;25
"majoritairement";0;11
"sondage";0;13
"puissance";0;10
"emji_symbole_d_interdiction";0;10
"annuler";0;17
"favoriser";0;16
"administration";0;14
"partiel";0;15
"interne";0;14
"epstein";0;11
"ap";0;46
"technologie";0;13
"leader";0;11
"université";0;30
"donnée";0;29
"emji_cerveau";0;13
"agression";0;12
"matche";0;14
"privilégier";0;10
"insister";0;21
"liaison";0;19
"corée";0;10
"contenu";0;11
"douane";0;13
"revanche";0;10
"affiche";0;12
"norme";0;10
"2020";0;17
"précipitation";0;10
"150";0;17
"allemagne";0;22
"warner";0;12
"bros";0;12
"da";0;27
"souza";0;23
"excessif";0;10
"limité";0;14
"intégrer";0;10
"infrastructure";0;18
"aggraver";0;11
"provisoire";0;11
"ordonner";0;12
"réforme";0;22
"cameron";0;10
"elon";0;10
"musk";0;12
"marge";0;11
"durable";0;27
"nécessiter";0;23
"rencard";0;25
"initier";0;11
"publicité";0;10
"sydney";0;11
"église";0;11
"prononcer";0;12
"urgent";0;11
"protéger";0;30
"christof";0;10
"schuerpf";0;10
"devancer";0;12
"infraction";0;10
"fifa";0;20
"consultation";0;12
"htag_worldcup";0;13
"communal";0;13
"second";0;15
"washington";0;12
"emji_gyrophare";0;26
"cible";0;14
"héritage";0;12
"ue";0;12
"production";0;23
"environnemental";0;10
"neuf";0;14
"mineur";0;15
"avocat";0;12
"dépression";0;10
"australie";0;13
"autoriser";0;14
"diminution";0;10
"attribuer";0;16
"nommer";0;23
"accessible";0;18
"disputer";0;15
"conclure";0;18
"mobilisation";0;11
"milan";0;17
"destination";0;12
"2018";0;15
"sommeil";0;18
"crucial";0;19
"mark";0;11
"emji_train";0;14
"perturbation";0;12
"lire";0;11
"suède";0;18
"impliquer";0;24
"ressource";0;15
"emji_globe_tourné_sur_l_afrique_et_l_europe";0;23
"analyser";0;11
"htag_lerencardrts";0;23
"emji_avion";0;12
"acquérir";0;12
"retard";0;19
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0;10
"impressionnant";0;11
"photographe";0;14
"lauréat";0;12
"démission";0;12
"slovénie";0;10
"survenir";0;17
"ssr";0;18
"sarkozy";0;18
"financement";0;16
"transférer";0;13
"signature";0;14
"rejeter";0;21
"royal";0;16
"violation";0;10
"fsr";0;10
"alerte";0;19
"gilliéron";0;13
"georgios";0;11
"kefalas";0;11
"gestion";0;10
"facture";0;10
"louvre";0;14
"abonnement";0;12
"mission";0;14
"annulation";0;10
"nationalité";0;10
"xhaka";0;10
"organisé";0;10
"lara";0;13
"gut";0;13
"behrami";0;13
"inondation";0;12
"pixabay";0;11
"juge";0;12
"emji_drapeau_brésil";0;10
"brésilien";0;12
"congrès";0;11
"ofs";0;10
"républicain";0;12
"bbc";0;10
"ouragan";0;11
"otage";0;15
