"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"échanger";-0,461;-0,202;-0,621;-0,366;1,62;0,445;4,584;-0,206;-0,547;-0,192;-0,387;1,892;-0,672
"zweifel";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;5,591
"zurichois";0,865;17,464;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"zhaw";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;4,584;3,383;-0,547;-0,192;-0,387;1,892;-0,672
"z";-0,461;3,476;4,277;-0,366;-0,333;-0,603;-0,592;3,383;-0,547;-0,192;-0,387;-0,304;0,32
"you";-0,369;-0,162;6,191;-0,293;-0,266;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"wta";43,409;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"wilders";-0,277;-0,121;-0,372;-0,219;-0,2;1,594;-0,355;-0,124;-0,328;-0,115;-0,232;20,67;-0,403
"wilde";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;37,296
"walkman";-0,461;-0,202;40,348;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"vérification";-0,461;-0,202;-0,621;-0,366;1,62;0,445;4,584;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"vs";-0,461;-0,202;0,41;-0,366;1,62;4,458;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"vonn";54,272;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"voile";-0,461;-0,202;-0,621;1,371;-0,333;12,641;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"vladimir";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;64,66;-0,304;-0,672
"vitrine";-0,461;-0,202;-0,621;-0,366;1,62;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;22,295
"vitrail";-0,277;-0,121;-0,372;3,325;-0,2;1,594;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;1,33
"visibilité";0,865;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;22,295
"vieillir";-0,461;-0,202;4,277;-0,366;-0,333;0,445;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"vertu";-0,369;-0,162;0,795;-0,293;-0,266;0,846;-0,473;4,656;1,035;-0,154;-0,31;-0,243;-0,537
"venezuela";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;64,66;-0,304;-0,672
"vecteezy";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;12,932;3,383;-0,547;-0,192;-0,387;-0,304;-0,672
"vatican";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;5,123;3,728;-0,387;-0,304;3,807
"valable";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;3,728;1,233;10,902;-0,672
"usine";-0,369;-0,162;-0,497;11,758;2,408;-0,483;-0,473;-0,165;-0,437;-0,154;1,906;-0,243;-0,537
"usager";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;22,296;1,035;-0,154;-0,31;-0,243;-0,537
"uni";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;8,083;27,336;-0,672
"unanimité";-0,461;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;51,192;-0,672
"uicn";-0,369;54,168;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"uefa";43,409;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"turc";0,865;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;20,937;-0,304;-0,672
"trottoir";-0,369;-0,162;6,191;-0,293;-0,266;0,846;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"tristesse";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;1,892;11,132
"tripler";8,943;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"trentaine";-0,369;4,774;-0,497;-0,293;2,408;-0,483;-0,473;-0,165;-0,437;-0,154;11,006;-0,243;-0,537
"travailliste";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;35,619;-0,537
"traquer";-0,369;-0,162;-0,497;11,758;-0,266;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"transformation";-0,461;3,476;-0,621;1,371;1,62;0,445;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"trait";0,865;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;11,132
"timbre";-0,369;-0,162;-0,497;-0,293;13,103;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;0,665
"ti";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;4,656;19,134;-0,154;-0,31;-0,243;-0,537
"thérapie";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;17,575;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"thématique";-0,369;-0,162;0,795;-0,293;-0,266;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;0,665
"thaïlandais";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;39,797;-0,304;0,32
"textile";-0,277;6,964;-0,372;-0,219;-0,2;1,594;1,645;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"technologique";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;22,369
"techno";-0,461;-0,202;4,277;8,681;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"taxi";-0,461;-0,202;-0,621;-0,366;1,62;12,641;-0,592;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"taxer";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;-0,547;-0,192;-0,387;1,892;-0,672
"tatouage";-0,369;-0,162;6,191;-0,293;-0,266;-0,483;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"tataki";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;1,645;-0,124;1,864;-0,115;-0,232;-0,182;1,33
"tabou";-0,369;4,774;6,191;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"séoul";-0,461;-0,202;-0,621;-0,366;-0,333;4,458;0,471;-0,206;-0,547;-0,192;1,233;1,892;-0,672
"sélectionneur";54,272;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"sylvestre";-0,461;-0,202;12,222;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"survie";-0,461;17,464;-0,621;-0,366;-0,333;0,445;4,584;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"surveillance";-0,461;-0,202;-0,621;-0,366;9,75;0,445;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"suprême";-0,461;-0,202;-0,621;-0,366;1,62;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;51,192;-0,672
"superbe";17,209;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"sud_ouest";-0,369;-0,162;-0,497;-0,293;2,408;-0,483;0,881;-0,165;-0,437;-0,154;1,906;2,758;-0,537
"sucre";-0,369;-0,162;0,795;-0,293;-0,266;-0,483;0,881;-0,165;7,267;-0,154;-0,31;-0,243;-0,537
"stresser";-0,461;-0,202;40,348;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"stockage";-0,461;3,476;-0,621;-0,366;1,62;-0,603;0,471;-0,206;0,581;3,728;-0,387;-0,304;-0,672
"statut";-0,461;3,476;-0,621;1,371;-0,333;-0,603;0,471;3,383;-0,547;3,728;-0,387;-0,304;-0,672
"stable";-0,461;17,464;-0,621;-0,366;9,75;-0,603;-0,592;3,383;-0,547;-0,192;-0,387;-0,304;-0,672
"spécifiquement";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;4,584;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"spécialement";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"souhait";0,865;3,476;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;10,902;-0,672
"souffrance";-0,461;-0,202;-0,621;8,681;-0,333;-0,603;4,584;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"sorte";-0,461;3,476;0,41;-0,366;-0,333;0,445;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"sonder";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;42,333;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"somalie";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;27,61;2,758;-0,537
"solliciter";-0,461;3,476;0,41;1,371;-0,333;-0,603;0,471;-0,206;-0,547;-0,192;-0,387;1,892;-0,672
"sms";-0,277;6,964;1,52;-0,219;-0,2;-0,362;1,645;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"skier";1,42;-0,162;-0,497;11,758;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"silencieux";-0,461;-0,202;-0,621;-0,366;-0,333;4,458;4,584;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"set";33,151;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"seigneur";-0,461;-0,202;12,222;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;3,807
"satisfaisant";-0,461;17,464;-0,621;-0,366;-0,333;0,445;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"sang";-0,461;-0,202;0,41;-0,366;-0,333;-0,603;4,584;17,081;-0,547;-0,192;-0,387;-0,304;-0,672
"sanctionner";-0,369;-0,162;0,795;-0,293;-0,266;17,209;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"sacré";8,943;-0,162;0,795;-0,293;-0,266;-0,483;-0,473;4,656;-0,437;-0,154;-0,31;-0,243;-0,537
"révolution";-0,369;4,774;0,795;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"réussite";33,151;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"résistant";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;12,932;-0,206;-0,547;3,728;-0,387;1,892;-0,672
"réputation";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;3,383;5,123;-0,192;-0,387;-0,304;0,32
"réguler";-0,461;-0,202;-0,621;-0,366;1,62;4,458;-0,592;-0,206;0,581;3,728;-0,387;-0,304;-0,672
"régner";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;-0,672
"réglementation";0,865;-0,202;-0,621;-0,366;-0,333;0,445;0,471;-0,206;5,123;-0,192;-0,387;-0,304;-0,672
"réellement";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;4,584;-0,206;14,175;-0,192;-0,387;-0,304;-0,672
"récupérer";-0,461;3,476;0,41;-0,366;1,62;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;0,32
"réception";-0,369;-0,162;-0,497;-0,293;2,408;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;5,591
"routine";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;33,86;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"roulette";-0,461;-0,202;40,348;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"robot";-0,461;77,581;-0,621;1,371;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"rivers";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;22,295
"rigueur";-0,369;-0,162;0,795;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"rigoureux";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;0,665
"revivre";0,865;-0,202;0,41;1,371;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;3,807
"retombée";1,42;-0,162;-0,497;-0,293;13,103;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"ressortissant";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;3,728;20,937;1,892;-0,672
"respiratoire";-0,461;17,464;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"repousser";0,865;-0,202;-0,621;-0,366;-0,333;0,445;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;3,807
"rené";-0,461;-0,202;0,41;8,681;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"renforcement";-0,461;-0,202;-0,621;-0,366;9,75;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;1,892;0,32
"remontée";6,447;-0,202;-0,621;-0,366;1,62;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"reléguer";6,447;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;3,807
"reiner";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;35,619;0,665
"regretter";0,865;-0,202;-0,621;8,681;-0,333;-0,603;-0,592;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"rega";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;121,304;-0,547;-0,192;-0,387;-0,304;-0,672
"redevance";-0,461;-0,202;-0,621;-0,366;9,75;4,458;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"reculer";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;0,881;-0,165;1,035;-0,154;-0,31;2,758;-0,537
"recrutement";-0,461;-0,202;-0,621;-0,366;1,62;-0,603;4,584;-0,206;-0,547;3,728;-0,387;1,892;-0,672
"recommandation";-0,461;-0,202;-0,621;-0,366;1,62;-0,603;25,516;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"ravir";-0,369;-0,162;0,795;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"rast";54,272;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"rappeur";-0,369;-0,162;-0,497;2,085;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;2,758;5,591
"raphaël";-0,369;-0,162;-0,497;-0,293;2,408;0,846;0,881;-0,165;-0,437;-0,154;-0,31;2,758;-0,537
"ramener";-0,461;-0,202;-0,621;8,681;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;0,32
"radical";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;51,192;-0,672
"r";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;7,39;-0,232;-0,182;1,33
"quête";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;5,591
"quinzaine";-0,369;-0,162;-0,497;-0,293;-0,266;17,209;-0,473;-0,165;-0,437;-0,154;-0,31;2,758;-0,537
"quatrième";0,865;3,476;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;1,892;3,807
"pâquis";-0,369;4,774;0,795;-0,293;-0,266;-0,483;-0,473;4,656;1,035;-0,154;-0,31;-0,243;-0,537
"psychologique";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;25,516;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"psychiatre";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;12,932;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"prévalence";-0,461;-0,202;-0,621;-0,366;1,62;-0,603;4,584;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"préoccupant";-0,461;17,464;-0,621;-0,366;1,62;-0,603;0,471;-0,206;-0,547;-0,192;1,233;-0,304;-0,672
"prématuré";0,865;-0,202;-0,621;-0,366;1,62;-0,603;0,471;3,383;-0,547;-0,192;1,233;-0,304;-0,672
"prédiction";-0,461;-0,202;0,41;8,681;-0,333;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"précarité";-0,277;-0,121;-0,372;-0,219;18,735;1,594;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"pré";-0,461;-0,202;-0,621;8,681;9,75;-0,603;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"prudent";-0,461;-0,202;0,41;-0,366;-0,333;0,445;0,471;-0,206;5,123;-0,192;-0,387;-0,304;-0,672
"protéine";-0,277;6,964;-0,372;-0,219;-0,2;-0,362;1,645;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
"propager";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;1,233;10,902;0,32
"promesse";-0,461;3,476;-0,621;-0,366;1,62;0,445;-0,592;-0,206;0,581;-0,192;-0,387;1,892;-0,672
"progression";-0,461;17,464;-0,621;-0,366;1,62;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"progresser";-0,461;-0,202;-0,621;-0,366;1,62;-0,603;25,516;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"profil";-0,461;-0,202;0,41;1,371;-0,333;-0,603;-0,592;3,383;0,581;-0,192;-0,387;1,892;-0,672
"procédé";-0,369;-0,162;-0,497;-0,293;2,408;-0,483;0,881;4,656;-0,437;-0,154;1,906;-0,243;-0,537
"procéder";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;3,383;0,581;-0,192;8,083;-0,304;-0,672
"procureur";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;3,383;-0,547;-0,192;-0,387;51,192;-0,672
"presser";-0,369;-0,162;6,191;2,085;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"porteur";2,406;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;6,805;-0,328;-0,115;-0,232;-0,182;1,33
"pompe";-0,461;-0,202;4,277;8,681;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"pologne";8,943;-0,162;-0,497;-0,293;2,408;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"politicien";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;8,083;10,902;-0,672
"poil";0,865;-0,202;24,246;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"piéton";-0,461;-0,202;-0,621;1,371;-0,333;0,445;0,471;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"pilier";-0,369;-0,162;-0,497;-0,293;13,103;0,846;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"piano";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;22,369
"physiquement";-0,461;3,476;-0,621;-0,366;1,62;-0,603;4,584;-0,206;-0,547;-0,192;1,233;-0,304;-0,672
"pfister";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;5,123;-0,192;8,083;1,892;-0,672
"petra";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;45,804;-0,192;-0,387;-0,304;-0,672
"petit_déjeuner";-0,461;-0,202;0,41;-0,366;-0,333;-0,603;25,516;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"peinture";-0,461;-0,202;0,41;-0,366;1,62;0,445;0,471;3,383;-0,547;-0,192;-0,387;-0,304;-0,672
"payerne";0,865;-0,202;-0,621;-0,366;9,75;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"pascal";-0,461;-0,202;0,41;1,371;-0,333;-0,603;-0,592;3,383;0,581;-0,192;-0,387;1,892;-0,672
"partiellement";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;27,336;0,32
"parfum";-0,369;4,774;6,191;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"paradis";-0,461;3,476;4,277;1,371;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"panorama";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;37,296
"pano";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;37,296
"pacifique";-0,461;3,476;-0,621;-0,366;-0,333;4,458;-0,592;-0,206;-0,547;-0,192;1,233;1,892;-0,672
"p";-0,369;-0,162;-0,497;2,085;-0,266;-0,483;0,881;-0,165;7,267;-0,154;-0,31;-0,243;-0,537
"ouest";-0,461;3,476;0,41;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;1,892;0,32
"osav";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;25,516;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"orosz";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;45,804;-0,192;-0,387;-0,304;-0,672
"opérateur";-0,277;-0,121;-0,372;-0,219;-0,2;1,594;-0,355;6,805;1,864;-0,115;-0,232;-0,182;-0,403
"option";-0,461;-0,202;0,41;-0,366;-0,333;0,445;0,471;-0,206;5,123;-0,192;-0,387;-0,304;-0,672
"opinion";-0,461;-0,202;0,41;-0,366;-0,333;0,445;12,932;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"openai";-0,369;-0,162;-0,497;-0,293;32,351;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"omar";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;3,728;1,233;1,892;-0,672
"océan";-0,277;6,964;-0,372;-0,219;3,766;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
"occidental";-0,461;3,476;-0,621;-0,366;1,62;0,445;0,471;-0,206;-0,547;-0,192;1,233;-0,304;-0,672
"obstacle";-0,461;-0,202;-0,621;-0,366;1,62;0,445;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;3,807
"népalais";0,865;-0,202;-0,621;22,297;1,62;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"nouvelliste";0,865;-0,202;0,41;-0,366;-0,333;0,445;-0,592;3,383;-0,547;-0,192;-0,387;-0,304;0,32
"nouveauté";-0,277;-0,121;-0,372;-0,219;-0,2;9,774;-0,355;6,805;-0,328;-0,115;-0,232;-0,182;-0,403
"noter";-0,461;-0,202;-0,621;1,371;-0,333;4,458;-0,592;3,383;-0,547;-0,192;-0,387;-0,304;0,32
"nomination";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;2,758;5,591
"nippon";2,406;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;1,33
"nier";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;1,233;27,336;-0,672
"nez";-0,369;-0,162;6,191;-0,293;-0,266;0,846;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"neutre";-0,461;-0,202;-0,621;-0,366;-0,333;4,458;-0,592;-0,206;0,581;-0,192;-0,387;10,902;-0,672
"nettoyer";-0,461;-0,202;-0,621;42,219;-0,333;-0,603;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"nettement";-0,369;4,774;-0,497;-0,293;-0,266;0,846;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"nendaz";-0,369;-0,162;-0,497;29,312;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"nemo";33,151;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;-0,672
"navire";-0,461;3,476;-0,621;1,371;-0,333;-0,603;0,471;-0,206;-0,547;-0,192;8,083;-0,304;-0,672
"mélanie";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;5,092;-0,31;-0,243;5,591
"mâchoire";0,865;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;3,383;0,581;-0,192;-0,387;-0,304;0,32
"mystérieux";-0,369;-0,162;-0,497;2,085;-0,266;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;5,591
"museum";-0,461;-0,202;0,41;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;1,892;3,807
"musclé";-0,461;-0,202;40,348;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"mulet";-0,369;-0,162;32,272;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"moutier";-0,277;-0,121;-0,372;-0,219;3,766;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;20,67;-0,403
"moustique";-0,369;22,776;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"moustache";-0,277;-0,121;9,463;3,325;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"moule";-0,369;22,776;-0,497;-0,293;-0,266;6,421;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"morges";8,943;-0,162;-0,497;2,085;-0,266;-0,483;-0,473;4,656;-0,437;-0,154;-0,31;-0,243;-0,537
"morat";-0,277;6,964;1,52;3,325;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"moral";-0,461;-0,202;-0,621;-0,366;1,62;0,445;-0,592;-0,206;5,123;-0,192;-0,387;1,892;-0,672
"mont";-0,277;-0,121;-0,372;-0,219;-0,2;1,594;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;8,653
"monney";43,409;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"molécule";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;33,86;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
