"";"";"";"";"camp";""
"329";"adopter";"-0.544608355519577";"0.421189032888376";"0.815999241845175";"700"
"330";"squat";"-0.448386869674107";"0.443268120827426";"0.815999241845175";"702"
"331";"remplir";"-0.286072797201168";"-0.53682053332605";"0.815999241845175";"703"
"332";"patient";"-0.382294283046638";"-0.558899621265099";"0.815999241845175";"704"
"333";"inspiration";"-0.568633560812144";"0.34538895591182";"0.815999241845175";"705"
"334";"indépendance";"-0.544608355519577";"0.421189032888376";"0.815999241845175";"706"
"335";"habiter";"-0.544608355519577";"0.421189032888376";"0.815999241845175";"707"
"336";"gauche";"-0.476497521586072";"-1.00801142018034";"0.815999241845175";"708"
"337";"dessiner";"-0.473438896409992";"0.689295501046652";"0.815999241845175";"709"
"338";"corvée";"-0.568633560812144";"0.34538895591182";"0.815999241845175";"710"
"339";"connaisseur";"-0.382294283046638";"-0.558899621265099";"0.815999241845175";"711"
"340";"centimètre";"-0.568633560812144";"0.34538895591182";"0.815999241845175";"712"
"341";"bernois";"-0.569764431727215";"0.51957148006549";"0.815999241845175";"713"
"342";"offrir";"-0.588448539183268";"0.416748906593979";"0.815773659712771";"714"
"343";"table";"-0.528323102765585";"1.15065036820498";"0.815243883492732";"716"
"344";"démonstration";"-0.600220474373685";"0.593723515050571";"0.813869883231728";"719"
"345";"fabrication";"-0.665078140614329";"1.56935366603154";"0.813869883231728";"720"
