"";"";"";"";"otage";""
"338";"rigoler";"0.483251606731662";"-0.652400842281264";"0.820713611704345";"549"
"339";"âge";"0.619353222416203";"-0.436033556113849";"0.820458235709458";"550"
"340";"emji_visage_de_geek";"0.481165022085724";"-0.678061528996401";"0.81986611253719";"551"
"341";"coup";"-0.0310525826193354";"-0.377641414897604";"0.819726739750565";"552"
"342";"anglais";"0.0501680872520822";"-0.235937177726309";"0.819403789071254";"553"
"343";"date";"0.445427320278859";"-0.42712669050341";"0.819401536581773";"554"
"344";"emji_visage_en_pleine_réflexion";"0.122218377750113";"-0.453435550537042";"0.818750003999449";"555"
"345";"raciste";"-0.134521951960509";"-0.522303297441659";"0.818717342901977";"556"
"346";"gueule";"0.271036976569446";"-0.594361105733332";"0.818572057330465";"557"
"347";"wallah";"0.689647844666248";"-0.845425409087736";"0.818385382264743";"558"
"348";"purée";"1.04328725757491";"-0.399276731091185";"0.81837806167393";"559"
