"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"répondre";1;1;1;1;1;1;1;0;1;0,613;1;1;1;0,491;1;1;1;0,262;1;0,527;1
"retraite";0,287;1;1;0,365;1;1;0,425;1;1;1;0,272;1;1;1;0,334;1;0,18;1;0,334;0,38;1
"préférer";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008
"offrir";1;1;1;0,023;0;1;1;1;1;1;1;0,552;1;1;1;1;0,23;1;0,404;1;1
"occuper";0,287;1;1;1;1;1;1;1;1;1;0;1;1;1;0,334;1;1;1;1;0,38;0,395
"nouvelle";1;0;1;1;0,272;1;1;1;1;1;1;0,296;1;1;1;1;1;1;1;1;0,238
"national";1;1;1;1;0,047;1;1;1;1;1;1;1;1;1;0,025;1;1;1;0,025;1;1
"milieu";1;1;1;1;1;1;1;1;0,209;0,371;1;0;1;1;0,263;1;1;1;0,263;1;1
"lever";1;1;0,033;1;1;1;1;1;1;1;1;1;1;1;1;1;0,05;0,044;0;1;1
"journal";1;1;0,062;0,002;1;1;1;0,097;1;1;1;1;1;0,204;1;1;1;1;1;0,226;1
"installer";1;1;0,033;1;1;1;1;1;1;0,198;0,093;1;1;1;1;1;1;1;0,126;1;0,161
"génération";1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,018;1;0,23;1;1;0,455;0,471
"glisser";1;0,359;1;0,509;0,596;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,527;1
"garçon";1;1;1;1;1;1;0,425;1;1;1;1;1;0,395;1;0,334;0,095;1;1;1;0,38;0
"fédéral";0;1;1;1;1;1;1;1;0,005;1;1;1;1;1;1;1;1;1;0,334;0,38;1
"fondue";1;1;1;1;0;1;1;1;0,209;0,371;1;1;0,317;1;1;1;1;1;1;1;1
"exister";0,222;1;1;1;1;1;1;0,144;0,209;0,371;1;1;1;0,276;0,004;1;1;1;1;1;1
"envie";1;1;1;1;0,272;1;1;0;1;0,284;1;0,296;1;1;1;1;1;1;1;0,226;1
"difficile";0,222;1;1;1;1;0,108;0,344;1;1;0,371;1;0,384;1;0,005;1;1;1;1;1;1;1
"concours";1;1;1;1;1;0,15;1;1;1;0,026;1;0,47;1;0,349;1;1;1;1;1;0,015;0,395
"compagnie";0;1;1;1;1;0,242;1;1;1;1;1;1;1;1;0,472;1;1;1;1;0,527;1
"claude";1;1;1;1;1;0,039;1;1;1;0,198;0,093;1;1;1;0,126;0,02;1;1;1;1;1
"classe";1;1;1;1;1;1;1;1;1;0,371;1;1;0;1;1;1;1;1;1;1;0,317
"caméra";1;0,007;0,178;1;1;1;1;1;0;1;1;1;1;1;0,404;0,129;1;1;1;1;1
"cadeau";1;1;1;1;0,024;0,15;0;1;1;1;1;1;1;1;0,334;1;1;1;1;1;1
"bel";0,018;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"arrêter";1;1;1;1;0,357;1;0;1;0,209;1;1;1;1;1;1;1;1;1;1;1;1
"air";1;1;1;1;1;1;0,425;0,195;0,005;1;1;0,47;1;0,349;0,334;1;0,18;1;1;1;1
"éviter";1;0,127;1;1;1;1;1;1;0,148;0,284;1;1;0,238;1;1;1;0;1;1;1;1
"écolier";1;1;1;1;1;1;1;1;1;0,371;1;0,384;0;1;0,263;1;1;1;1;1;1
"véritable";1;0;1;0,438;1;0,195;1;0,247;1;1;1;0,552;0,471;1;1;1;1;1;1;1;0,471
"tv";0,012;1;1;1;1;1;1;0,247;1;0,044;1;1;0,471;1;0,404;0,129;1;1;1;0,455;1
"travailler";1;1;1;1;1;1;1;1;0,272;1;0,272;0,47;0,017;1;1;0,095;1;1;0,334;1;0,395
"table";0,352;1;0,178;1;0,001;1;1;1;1;1;1;1;1;0,421;1;1;0,23;0,002;1;1;1
"succès";1;1;1;1;1;0,039;1;1;1;1;0,093;0,002;1;1;1;1;1;1;0,126;1;1
"siècle";1;1;1;0;1;1;1;1;1;1;1;1;0,091;1;1;1;1;1;1;1;1
"salon";1;1;1;1;1;1;1;0,195;1;0,455;0,272;0,47;0,017;0,349;0,334;1;1;1;1;1;1
"réussir";1;1;1;0,031;1;1;1;1;1;1;1;1;1;1;1;1;0,006;0,005;1;1;1
"rouge";1;1;1;1;0,04;0,195;1;1;1;1;1;0,001;1;1;1;1;0,003;0,213;1;1;1
"roi";1;1;1;1;0,11;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"repos";1;0;0,096;1;1;1;1;1;1;0,371;1;0,384;1;1;1;1;1;1;1;1;0,317
"rencontrer";1;1;1;0,143;1;1;1;1;1;1;1;1;1;1;1;1;0,05;1;0,126;0,152;0,161
"père";1;1;1;1;1;1;0,104;1;1;1;1;1;0,091;1;1;0,007;1;1;1;1;0,091
"près_de";1;1;1;0,023;0,52;1;1;1;1;1;1;0,552;1;1;0,404;0,129;1;1;0,404;0,026;1
"peur";0;1;1;1;1;1;1;1;1;1;1;0,47;0,395;1;1;1;1;1;1;0;1
"passant";1;1;1;0;1;1;1;1;0,148;1;1;1;1;1;1;1;1;1;1;0,226;0,238
"passage";0,101;1;1;1;1;0,039;0,179;1;1;1;0,093;1;1;1;1;1;1;1;0,126;1;1
"pari";0,159;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,039;1;1;1;1;1
"montreux";1;0,038;1;1;1;0,016;0,104;1;1;1;0,047;1;1;1;1;1;1;1;1;1;1
"masculin";1;0,127;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,226;1
"marier";1;1;1;0,365;1;1;0,425;1;1;1;0,272;1;0,017;1;0,01;0,095;1;1;1;1;1
"manger";1;0,241;1;1;0;1;1;1;1;0,026;1;1;1;1;1;0,095;1;1;1;1;0,395
"main";1;1;1;0,215;1;1;1;0,097;1;1;1;1;1;1;0,192;0,039;1;0,079;1;1;0,238
"juin";1;1;1;1;1;0,195;0,504;1;1;1;0,335;1;1;1;1;1;0,23;1;0,018;0;1
"invention";0,101;1;1;1;1;1;1;1;1;1;1;1;0,161;1;0,126;1;1;1;1;0,001;1
"idée";1;1;1;1;0,04;1;0,036;0,247;1;1;1;0,048;1;1;1;1;0,23;1;1;0,455;1
"humour";0,222;1;1;1;1;1;1;1;1;0,371;1;1;1;0,276;0,263;0;1;1;1;1;1
"htag_été";1;1;0,033;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"georges";1;0,012;1;1;0,047;0,004;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"féminin";1;0;0,136;1;1;0,15;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;0,395
"fromage";1;1;1;1;1;1;1;1;1;1;1;1;0,161;1;1;0,02;0,05;1;0;1;1
"football";1;1;1;1;1;1;0,104;1;1;1;0,047;1;1;1;0,068;1;1;1;1;1;0,091
"finir";0,287;1;1;0,013;1;0,15;0,425;1;1;0,455;1;1;1;0,349;1;1;1;1;1;1;0,395
"expérience";1;1;1;1;1;1;1;0,247;0,335;1;1;1;1;1;0,404;1;0;0,213;1;0,455;0,471
"décembre";1;1;1;1;1;0,039;1;0,057;1;1;0,093;1;1;1;0;1;1;1;1;1;1
"document";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"couple";1;1;0,096;0;1;1;1;1;1;1;1;1;1;1;1;0,065;1;1;1;0,303;0,317
"commun";1;1;1;0,438;0,52;1;1;1;1;0,536;1;1;1;1;0,404;1;1;0;1;0,455;1
"club";1;1;1;1;1;0,004;1;1;1;1;1;1;0,037;0,028;1;1;1;1;1;1;1
"chemin";0,159;1;1;1;0,005;1;1;1;1;0,284;1;1;1;1;1;1;1;1;0,001;1;1
"avion";0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,263;1;1;1;1;0,007;1
"appétit";1;1;1;1;0;1;1;0,247;1;1;1;0,552;1;1;1;1;0,23;1;1;1;1
"apprendre";1;1;1;1;1;1;1;0;1;1;1;1;0,161;1;1;1;1;1;1;1;1
"ami";1;0,241;1;1;1;1;1;1;0,272;0,455;1;0,029;0,395;0,349;1;1;1;1;1;1;0,395
"accent";1;1;1;1;1;1;1;1;1;0,05;1;1;1;1;0,025;0,001;1;1;1;1;1
"abri";1;1;1;1;1;0,016;0,104;0,026;1;1;1;1;1;1;1;1;1;1;0,068;1;1
"écouter";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,334;0,38;1
"vert";1;1;1;0,031;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"téléspectateur";0,006;1;1;1;0,44;1;1;1;1;0,455;0,272;1;1;1;1;1;0,001;1;1;0,38;1
"téléphone";1;0,078;0,033;1;0,188;1;0,179;1;1;1;1;1;1;1;1;1;1;1;0,126;1;1
"tromper";1;1;1;1;1;1;0,104;1;1;1;1;1;1;0,074;1;1;1;0,019;1;0,085;1
"travers";1;1;1;1;0,272;1;1;1;1;1;1;1;1;1;1;1;0;1;0,192;0,226;0,238
"tell";1;0;1;1;1;1;1;0,195;1;1;1;1;1;1;0,334;1;0,18;1;1;1;1
"sourire";1;0,127;1;1;1;1;1;1;1;1;1;0,296;1;0,002;1;0,039;1;1;1;1;0,238
"sapin";0;1;1;1;1;1;0,043;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"réunir";1;1;1;1;1;1;1;1;1;1;1;1;0,161;0;1;1;1;0,044;1;1;0,161
"record";1;1;1;1;1;1;1;0;1;1;1;0,006;0,238;1;0,192;1;1;1;1;1;1
"rappeler";0;1;1;0,29;1;1;1;1;1;0,371;1;1;1;0,276;1;1;1;1;1;1;0,317
"portrait";1;1;0,096;1;1;1;1;1;1;0,371;1;1;0,317;1;0,263;1;1;1;1;0;1
"porter";1;0,078;1;1;1;1;1;1;1;1;1;0;1;1;0,126;1;1;1;1;1;1
"pire";1;1;1;1;1;1;0,425;0,002;1;1;0,272;1;0;1;0,334;1;1;1;1;1;1
"pied";1;0,003;1;1;0,44;1;1;1;0,005;1;1;0,47;1;1;1;1;1;1;1;1;0,017
"physique";1;1;1;0,215;1;1;1;1;0,148;1;1;0;0,238;1;1;1;1;1;1;1;1
"penser";1;1;0,003;0,031;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,034;1
"pain";1;1;1;0,29;0,357;1;1;0,144;1;1;1;1;1;0,276;0,263;1;1;1;1;1;0,008
"obligatoire";1;1;0,062;1;1;0;1;0,097;1;1;1;1;0,238;1;1;0,039;1;1;1;1;1
"naître";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,037
"ménager";1;1;1;0,215;1;1;1;1;1;1;1;1;0,238;1;1;1;1;1;1;1;0
"musical";1;1;1;1;1;1;1;1;0,209;0;0,002;1;1;1;1;1;1;1;1;0,303;1
"minute";1;1;1;1;0,188;0;1;1;1;1;1;1;1;1;1;1;0,05;1;1;0,152;1
"michel";1;1;1;1;1;1;0;1;0,047;1;1;1;1;1;1;1;1;1;1;1;1
"mariage";1;1;1;1;1;1;1;1;0,047;1;1;1;0;1;1;0,007;1;1;1;1;1
"manière";1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;0,02;1;1;0;1;1
"légendaire";1;1;1;1;1;1;0,261;1;1;1;1;0,296;1;0,204;1;0,039;0,088;1;0,192;1;1
"lieu";1;1;1;1;1;1;0,344;1;1;1;1;1;1;1;0,263;0,065;1;1;0,263;0;1
"jouet";1;1;0,033;1;1;1;0,179;1;1;0,198;1;1;1;1;1;1;1;1;1;1;0,001
"jacques";1;1;1;1;0,272;1;1;1;1;1;0,148;1;1;0,204;0,001;1;1;1;1;0,226;1
"incontournable";1;1;1;1;1;0,15;1;1;1;1;0,272;0,47;1;1;1;1;1;1;1;0,38;0
"important";1;1;1;1;1;1;1;1;1;0,117;1;1;1;0,074;1;1;0;1;1;1;1
"hésiter";1;1;1;1;1;1;0,344;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"guerre";1;1;1;1;1;1;1;1;1;0,371;1;0,384;1;1;1;1;1;1;0;1;1
"franc";0,159;1;1;1;1;0,07;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"fond";1;1;1;1;1;1;1;1;1;0,117;1;0;1;1;0,068;1;1;1;1;1;1
"entier";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,095;1;1;1;0;0,395
"dieu";1;1;1;0,001;1;1;1;0,057;1;1;1;0,207;0,161;1;1;1;1;1;1;1;1
"coup";1;1;1;1;0,012;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,317
"comprendre";1;1;1;1;1;1;0,425;1;0,272;0,455;0,272;1;1;1;1;1;1;0;1;1;1
"cheveu";1;0,078;1;1;1;1;1;1;1;1;1;1;1;1;0;0,02;1;1;1;0,152;1
"championnat";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"carte";0,018;1;1;1;1;1;1;1;1;1;1;1;1;0,028;1;1;1;1;0,025;1;1
"café";1;1;1;1;0;1;0,344;1;1;1;1;1;1;0,276;1;1;1;0,12;1;1;1
"bois";1;1;0,033;1;1;1;1;1;0;1;1;1;1;1;1;1;0,05;1;1;1;0,161
"bernard";1;1;1;1;1;1;1;1;1;0,006;0,148;1;1;0,204;0,001;1;1;1;1;1;1
"bain";1;1;1;1;1;1;1;1;1;0,198;0,093;0,207;1;0,134;1;1;1;0,044;1;1;1
"aventure";1;0,183;1;1;1;1;1;1;1;1;0,209;1;1;1;0,263;1;0,132;0;1;1;1
"artiste";0,222;1;1;1;1;1;0,344;1;1;1;0;1;1;1;1;1;1;1;0,263;1;1
"arriver";1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,004;1;0,132;1;0,263;1;1
"annonce";1;1;0,033;1;1;1;1;1;1;1;1;1;1;1;1;0,02;1;0,044;0,126;1;0,161
"élève";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"également";1;1;1;0,29;1;1;1;0,144;0,209;0,371;1;1;1;1;1;0,065;1;0,12;0,263;1;1
"édition";1;1;1;1;1;1;0,043;1;1;0,05;1;1;1;0,028;1;1;1;1;1;1;1
"vendredi";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,005;1;1;1
"vaud";0,222;1;1;0,29;1;1;1;1;0,209;1;0,209;1;0,317;1;0,263;1;1;0,12;1;1;1
"vache";1;1;1;1;0,11;1;1;1;1;1;0,047;0,124;1;1;0,068;1;1;1;1;1;1
"transport";0,222;1;1;1;1;1;1;1;1;1;1;1;1;1;0,263;1;0;1;1;1;1
"tradition";1;1;1;1;1;1;0,004;1;1;1;1;1;1;0,002;1;0;1;1;1;1;1
"technique";1;1;1;1;0,11;1;0,104;1;1;1;1;1;1;0,074;0,068;1;1;1;1;1;1
"station";1;0,078;1;1;1;1;1;1;1;1;0,093;0,002;1;1;1;1;1;1;1;0,152;1
"sportif";1;1;1;1;0,047;1;1;1;1;1;1;1;1;0,028;1;1;1;0,005;1;1;1
"souhaiter";0,159;1;1;1;1;0;1;1;0,148;1;1;0,296;1;1;1;0,039;1;1;1;1;1
"soldat";1;1;1;1;1;0,039;1;0,057;1;1;1;1;1;0,134;0,126;1;1;1;1;0,152;1
"soigner";1;1;1;1;0,012;1;0;1;1;1;1;1;1;1;0,263;1;1;1;0,263;1;1
"simplement";1;1;1;1;0,047;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"sexe";1;1;1;1;1;1;1;0,097;0,148;1;1;1;0,003;1;0,192;1;1;1;1;1;0,238
"service";0,101;0,078;0;1;0,188;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"sensible";1;1;1;1;1;1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;0;1
"scolaire";0,101;1;0,033;1;1;1;1;1;1;1;1;0,002;0,161;1;1;1;1;1;1;1;1
"réaction";1;0,127;1;1;1;1;1;1;1;0,284;0,148;1;1;1;1;1;0,088;1;1;0,003;1
"retraité";1;1;0,096;1;1;1;0,344;1;1;0,371;1;1;1;1;1;0,065;1;1;0,004;0,303;1
"pêcheur";1;1;1;1;1;1;1;1;1;1;1;1;0,037;0,028;1;0,001;1;1;1;1;1
"préparer";0,159;1;1;0,215;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"profession";1;1;0,062;1;1;1;1;0,097;1;1;0,148;1;0,238;0,204;1;0,039;1;1;1;1;1
"postal";0,052;1;1;0,079;1;0,016;1;1;1;1;1;1;1;1;1;1;1;1;0,068;1;1
"plante";1;1;1;0,079;1;1;1;1;1;0,117;1;1;1;0;1;1;1;1;1;1;1
"pilote";0,052;0,038;1;1;1;1;1;1;1;0,117;1;1;1;1;1;1;1;1;1;0,085;1
"philippe";1;1;1;1;1;1;1;1;1;1;0,016;1;1;0,028;1;1;1;1;1;0,034;1
"paysan";1;1;1;0,215;1;1;1;1;0,148;1;1;0,296;1;0,204;0,192;1;1;1;1;0,226;1
"partie";0;1;1;1;1;1;0,179;1;1;0,198;1;1;1;1;1;1;1;1;1;1;0,161
"particulier";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,079;0,192;1;0,238
"participer";1;1;1;1;1;1;1;0,097;1;1;1;1;0,238;1;0,192;1;1;1;1;0;1
"parcourir";1;1;1;1;1;1;1;1;1;0,006;0,148;1;1;0,002;1;1;1;1;1;0,226;1
"novembre";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1
"ménage";1;0,127;1;1;1;1;1;1;1;1;1;1;0,238;1;1;1;1;1;1;1;0
"mémoire";1;1;1;1;1;1;1;0,144;1;1;1;1;1;1;1;1;1;1;1;0;1
"médecin";1;1;1;1;1;1;1;1;1;1;1;1;1;0,276;0,263;1;1;1;1;0,303;0
"mère";1;1;1;1;0;1;1;1;0,148;1;1;1;0,238;1;1;0,039;1;1;1;1;1
"montrer";1;1;1;1;1;0;1;1;1;1;1;1;1;0,134;1;0,02;1;1;1;1;1
"léman";1;1;1;1;1;1;0,004;1;1;1;1;0;1;1;1;0,039;1;1;1;1;1
"légende";0,101;0;1;0,143;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,152;1
"livre";1;0;1;1;1;1;1;1;1;1;1;1;1;0,276;0,263;1;1;1;1;0,303;1
"joyeux";1;1;1;1;1;1;1;1;1;0,05;0,016;1;1;1;0,025;1;1;1;1;1;1
"joueur";1;1;1;1;1;1;1;1;1;1;1;1;1;0,028;0,025;1;1;1;1;0,034;1
"joie";1;1;1;1;1;1;1;1;0,093;0,198;1;0,207;1;1;1;1;1;1;1;1;0,001
"jardin";0,159;0,127;1;1;1;1;1;0,097;1;1;1;1;1;0,204;1;1;0;1;1;1;1
"interroger";0,101;1;1;1;1;1;0,179;1;1;1;1;1;0,001;1;1;1;1;0,044;1;1;1
"hippie";1;1;0;1;1;1;1;1;0,148;1;1;1;1;1;1;0,039;1;1;1;0,226;1
"habitant";1;1;1;1;0,357;1;1;1;1;1;1;1;1;1;0,004;1;1;1;0,263;0,303;0,008
"genevoise";1;1;1;1;1;0;1;1;1;0,371;1;1;1;0,276;0,263;0,065;1;1;0,263;1;1
"gagner";1;0,078;1;1;1;1;1;1;1;0,198;0,093;1;1;1;1;0,02;1;1;1;1;0,161
"fils";1;1;1;1;1;1;1;1;0,209;1;1;0,384;1;1;0,004;0;1;1;1;1;1
"exprimer";1;1;1;1;1;1;1;1;1;1;1;1;0,161;1;1;0;1;1;1;1;0,161
"entourer";1;1;0,003;1;1;1;0,043;1;1;1;1;0,054;1;1;1;1;1;1;1;1;1
"enthousiasme";0;1;1;1;1;1;1;1;0,093;1;1;1;1;1;0,126;1;1;1;0,126;1;1
"décennie";1;1;0;1;1;1;1;1;1;0,371;0,209;1;1;1;1;0,065;1;1;1;1;1
"doute";1;1;1;1;1;1;0,043;1;1;0,05;1;1;1;1;0,025;1;1;1;1;1;1
"dos";1;1;1;0,079;1;1;0,104;1;1;1;1;0,124;0,091;1;1;1;1;1;1;1;1
"demander";1;1;1;1;1;0,039;1;1;1;1;1;1;0;1;1;1;1;0,044;1;1;1
"côté";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0,12;1;1;1
"crème";1;1;0,033;0,143;0,188;1;1;0,057;1;1;1;1;1;1;1;1;0,05;1;1;1;1
"courage";1;1;1;1;0,001;1;1;1;0,093;1;1;0,002;1;1;1;1;1;1;1;1;1
"couleur";1;1;1;0,031;1;1;1;1;1;0,05;1;1;1;1;1;0,001;1;1;1;1;1
"cochon";0,018;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"cher";1;1;1;0,143;0,001;1;1;1;1;1;1;1;1;1;1;1;0,05;0,044;1;1;1
"chanteur";1;1;1;1;1;0,108;0,344;1;1;0,371;1;1;1;1;0,263;1;0;1;1;0,303;1
"campagne";1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,126;1;1;1;0,126;0,152;1
"bras";1;1;1;1;1;0,039;1;1;1;1;1;1;0,161;0;1;1;1;1;1;1;1
"boîte";1;1;1;1;0,272;1;1;0,097;1;0,284;1;0,296;1;1;1;1;1;1;0,192;1;0,238
"beauté";1;1;1;1;0,272;1;0,261;1;1;0,284;1;1;0,238;1;0,192;1;1;1;1;0,226;1
"atteindre";1;1;1;1;1;1;1;0,026;1;1;1;0;1;0,074;1;1;1;1;1;1;1
"argent";1;1;1;1;1;0,039;1;1;1;0,198;1;1;1;1;0;0,02;1;1;1;1;1
"animer";1;1;1;1;0,272;1;0,261;1;1;1;0,148;1;1;1;0,192;0,039;1;1;0,192;1;1
"ancien";1;1;1;1;1;1;0,261;1;1;1;1;0,296;1;1;0,192;1;1;0,079;0,192;0,226;1
"alpage";1;1;1;1;0,188;1;1;1;1;1;1;1;1;1;1;0;0,05;1;0,126;1;1
"alcool";1;1;1;1;1;1;1;1;0,016;1;1;1;1;1;0,025;1;1;0,005;1;1;1
"accueillir";1;1;1;1;1;1;0,261;1;1;1;1;1;1;1;1;0;0;1;0,192;1;1
"état";1;1;0,033;1;1;1;0,179;1;0,093;1;1;1;1;0,134;0,126;1;1;1;1;1;1
"énergie";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"écran";1;1;1;1;1;1;1;1;1;1;1;1;0,091;1;0,068;1;1;1;0,068;0,085;1
"échapper";1;1;1;0,143;1;0,039;1;1;1;1;0,093;0,207;1;1;1;1;1;1;1;0,152;1
"âme";1;1;1;1;1;1;1;1;0,016;1;1;1;1;0,028;1;1;1;1;0,025;1;1
"vivant";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,152;1
"veille";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"vallée";1;1;1;1;1;1;1;1;0,016;1;1;1;1;1;1;1;1;1;0,025;0,034;1
"vague";1;1;1;1;1;1;1;1;1;1;0,016;1;1;1;1;1;0,006;1;1;1;0,037
"urbain";1;1;1;1;1;1;0,179;1;1;1;1;0,002;1;0;1;1;1;1;1;1;1
"traditionnel";1;1;1;1;0,047;1;1;1;1;0,05;1;1;1;1;1;1;1;1;1;0,034;1
"tomber";1;1;1;0;1;1;1;1;1;0,117;1;1;1;0,074;1;1;1;1;1;1;1
"tenter";1;1;1;0,143;1;1;0,179;0,057;1;1;1;0,207;1;1;1;1;1;1;0,126;1;1
"tabac";1;1;1;1;1;1;0,001;0,057;1;0,002;1;1;1;1;1;1;1;1;1;1;1
"sûr";1;0,078;1;1;0,188;1;1;1;1;1;1;1;1;1;1;1;0,05;1;0,126;0,152;1
"sécurité";1;1;1;1;1;0,039;1;0,057;1;0,002;1;1;1;1;1;0,02;1;1;1;1;1
"souci";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"sortie";1;1;1;1;1;0,016;1;0,026;1;0,117;1;0,124;1;1;1;1;1;1;1;1;1
"sol";0,052;0,038;1;1;1;1;1;1;1;1;1;1;1;0,074;0,068;1;1;1;1;1;1
"sirène";1;0,038;1;1;1;1;1;1;1;0,117;1;1;1;0,074;1;1;1;1;1;0,085;1
"signe";1;0,127;1;0,002;1;1;1;1;0,148;0,284;0,148;1;1;1;1;1;1;1;1;1;1
"sexuel";1;1;1;1;1;1;1;0,057;1;1;1;1;0,001;1;0,126;1;1;1;1;1;0,161
"sexualité";1;1;1;1;1;1;1;0,007;1;1;1;1;0,037;1;0,025;1;1;1;1;1;1
"seulement";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005;0;1;1
"réaliser";1;1;1;1;1;1;1;1;0,093;1;0,093;1;1;0,134;0,126;0,02;1;1;1;1;1
"règle";1;0,078;1;1;1;0,039;1;1;0,093;1;1;1;1;1;1;1;1;0,044;1;0,152;1
"revoir";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,022;1;1;1;1
"retourner";1;0,038;1;1;1;1;1;1;1;1;1;1;1;0,074;0,068;1;1;1;1;0,085;1
"rentrer";1;1;0;1;1;1;1;1;1;1;1;1;0,003;1;1;1;1;1;1;1;1
"remonter";1;1;1;1;1;1;1;1;1;1;1;1;1;0,028;1;0,001;1;1;0,025;1;1
"président";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,025;1;1;1;0;1;1
"professeur";1;1;1;0,215;0,272;1;1;1;0,148;1;1;1;0,003;1;1;1;1;1;1;0,226;1
"preuve";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"poser";0,052;1;1;1;0,11;1;1;1;1;1;1;1;0,091;1;1;1;1;1;1;1;0,091
"porte";1;1;1;1;1;1;0,043;1;1;1;1;1;0,037;1;1;1;1;1;1;0,034;1
"plonger";1;0,012;1;1;1;1;1;1;1;0,05;1;1;1;1;1;1;1;1;1;0,034;1
"plage";1;1;0,062;0;1;1;1;1;0,148;1;1;1;1;1;1;1;1;1;1;0,226;1
"pierre";1;1;1;0,215;1;0,07;1;1;0,001;1;1;1;1;1;1;0,039;1;1;1;1;0,238
"phénomène";1;1;1;1;1;0,016;1;0,026;1;1;1;1;1;1;1;1;1;0,019;1;1;0,091
"parole";1;1;1;1;1;1;1;0,097;0;1;1;1;1;1;1;0,039;1;1;1;1;1
"paraître";0,052;1;1;1;1;1;1;1;0,047;1;1;1;1;1;1;1;0;1;1;1;1
"paix";1;1;0,014;1;1;1;1;1;1;0,117;1;0,124;1;1;1;0,007;1;1;1;1;1
"organiser";1;1;1;1;1;1;1;1;1;1;1;0,296;1;1;1;1;1;1;0;1;0,238
"oeuvre";0,052;1;1;1;1;1;1;1;0,047;1;0,047;0,124;1;1;1;1;1;1;1;1;1
"nu";1;1;1;1;1;1;1;1;1;1;0,093;1;1;1;1;1;1;1;1;1;0
"notamment";1;1;1;1;1;1;0,179;1;1;0,198;0;1;1;1;1;1;0,05;1;1;1;1
"neuchâtel";1;1;1;1;1;1;1;1;1;1;1;1;0;0,074;1;1;1;1;1;0,085;1
"méthode";0,159;1;1;1;1;1;1;0,097;1;0,006;1;0,296;1;1;1;1;0,088;1;1;1;1
"moyen";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,044;1;1;0,161
"mouvement";0,159;1;1;1;1;1;1;0,097;1;0,284;1;1;1;1;0,001;1;1;1;1;0,226;1
"moniteur";1;1;1;1;1;1;0,179;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"militaire";1;1;1;1;1;1;1;0;1;1;0,148;1;1;0,204;0,192;1;1;1;1;1;0,238
"micro";1;1;1;1;1;0,039;1;1;1;0,198;0,093;1;1;0,134;0,126;1;1;1;1;1;1
