"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"*postDate_3-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*a_0127";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_467";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_31-12-2021";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0126";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0125";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_29-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0124";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_27-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0123";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_767";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_26-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0122";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postLikes_456";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_24-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0121";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0120";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postComments_75";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_22-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0119";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_20-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0118";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postDate_19-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*a_0117";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_17-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0116";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_487";-0,097;-0,088;-0,067;-0,113;-0,129;-0,07;-0,126;-0,079;-0,094;-0,132;-0,094;29,728;-0,119;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;-0,119
"*postDate_16-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0115";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_715";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_14-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0114";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_108";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_13-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0113";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_12-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0112";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_748";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_10-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0111";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_860";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_8-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0110";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_118";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_6-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0109";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_5-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0108";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_3-12-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0107";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_749";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_29-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0106";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_623";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-11-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0105";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_26-11-2021";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0104";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_24-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0103";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-11-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0102";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postLikes_578";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postDate_22-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*a_0101";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_439";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_21-11-2021";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0100";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_19-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0099";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_815";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_17-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0098";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_470";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_15-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0097";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_14-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0096";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_829";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_12-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0095";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;26,422;-0,036;-0,053;-0,058;-0,06
"*postDate_10-11-2021";-0,097;-0,088;-0,067;-0,113;6,83;-0,07;-0,126;-0,079;-0,094;-0,132;-0,094;-0,135;-0,119;-0,11;-0,107;-0,058;12,246;-0,073;-0,107;-0,116;-0,119
"*a_0094";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_136";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0093";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_8-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0092";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_490";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_7-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0091";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_5-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0090";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_3-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0089";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postLikes_231";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postDate_1-11-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*a_0088";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_253";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_31-10-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0087";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0086";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_29-10-2021";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0085";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_28-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0084";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_507";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_27-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0083";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_198";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_25-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0082";-0,049;22,765;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_24-10-2021";-0,049;22,765;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0081";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_195";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_22-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0080";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_20-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0079";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_462";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_18-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0078";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_876";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_17-10-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0077";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postLikes_694";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postDate_15-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*a_0076";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_14-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0075";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_221";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_13-10-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0074";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_12-10-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0073";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_11-10-2021";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0072";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0071";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_10-10-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0070";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_364";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_8-10-2021";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0069";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
