"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"*a_0186";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_7-4-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0185";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_458";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_6-4-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0184";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-4-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0183";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_725";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_3-4-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0182";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_652";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_1-4-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0181";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_111";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_30-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0180";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_352";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-3-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0179";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postLikes_557";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_27-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0178";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_157";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_25-3-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0177";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-3-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0176";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_21-3-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0175";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_20-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0174";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_18-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0173";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postLikes_187";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postDate_16-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*a_0172";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_14-3-2022";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0171";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_635";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_13-3-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0170";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_274";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_11-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0169";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_8-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0168";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_833";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_7-3-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0167";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_409";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_6-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0166";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_4-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0165";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_396";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_2-3-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0164";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_474";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_28-2-2022";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0163";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_764";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_27-2-2022";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0162";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_25-2-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0160";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_776";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_23-2-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0158";-0,049;-0,044;29,999;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_898";-0,049;-0,044;29,999;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_20-2-2022";-0,049;-0,044;29,999;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0157";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_452";-0,097;-0,088;-0,067;-0,113;-0,129;-0,07;7,027;-0,079;-0,094;-0,132;-0,094;-0,135;7,451;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;-0,119
"*postDate_18-2-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0156";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_668";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_16-2-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0155";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_750";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_14-2-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0154";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_13-2-2022";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0153";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_11-2-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0152";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_9-2-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0151";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_988";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_7-2-2022";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0150";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_6-2-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0149";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_4-2-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0148";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_2-2-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*a_0147";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postLikes_317";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*a_0145";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_666";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_31-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0144";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_357";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_30-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0143";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_691";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_28-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0142";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*postDate_26-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*a_0141";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_878";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0140";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;26,422;-0,036;-0,053;-0,058;-0,06
"*postDate_23-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;26,422;-0,036;-0,053;-0,058;-0,06
"*a_0139";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_20-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0138";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_19-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0137";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postLikes_827";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postDate_17-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*a_0136";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_16-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0135";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_655";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_14-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0134";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_12-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0133";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_10-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0132";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_475";-0,049;-0,044;-0,033;-0,056;-0,064;28,707;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_9-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0131";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_950";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_7-1-2022";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0130";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_688";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_5-1-2022";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0128";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*postLikes_633";5,614;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;3,713;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
