"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29";"classe 30";"classe 31";"classe 32";"classe 33";"classe 34";"classe 35";"classe 36";"classe 37";"classe 38";"classe 39";"classe 40";"classe 41";"classe 42";"classe 43";"classe 44";"classe 45";"classe 46";"classe 47";"classe 48";"classe 49";"classe 50";"classe 51";"classe 52";"classe 53"
"*postDate_16-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0115";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_715";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_14-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0114";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_108";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_13-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0113";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_12-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0112";-0,014;-0,015;-0,017;-0,016;-0,018;70,136;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_748";-0,014;-0,015;-0,017;-0,016;-0,018;70,136;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_10-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;70,136;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0111";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;59,192;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_860";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;59,192;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_8-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;59,192;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0110";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_118";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_6-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0109";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;52,965;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_5-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;52,965;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0108";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;38,124;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_3-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;38,124;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0107";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_749";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;64,208;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_29-11-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0106";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;54,892;-0,018;-0,018;-0,025
"*postLikes_623";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;54,892;-0,018;-0,018;-0,025
"*postDate_28-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;54,892;-0,018;-0,018;-0,025
"*a_0105";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_26-11-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0104";-0,014;-0,015;59,192;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_24-11-2021";-0,014;-0,015;59,192;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0103";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-11-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0102";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;54,892;-0,018;-0,025
"*postLikes_578";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;54,892;-0,018;-0,025
"*postDate_22-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;54,892;-0,018;-0,025
"*a_0101";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_439";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_21-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;46,424;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0100";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;52,965;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_19-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;52,965;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0099";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;54,892;-0,018;-0,018;-0,025
"*postLikes_815";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;54,892;-0,018;-0,018;-0,025
"*postDate_17-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;54,892;-0,018;-0,018;-0,025
"*a_0098";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;49,483;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_470";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;49,483;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_15-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;49,483;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0097";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_14-11-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0096";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;41,297;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_829";-0,029;-0,03;-0,034;-0,031;26,472;-0,029;-0,034;-0,026;-0,034;19,672;-0,045;-0,04;-0,039;-0,049;-0,043;-0,042;-0,05;-0,026;-0,035;-0,034;-0,043;-0,051;-0,04;-0,047;-0,042;-0,037;-0,034;-0,043;-0,035;-0,04;-0,031;-0,04;-0,043;-0,026;-0,034;-0,033;-0,055;-0,033;-0,033;-0,042;-0,038;-0,026;-0,029;-0,034;-0,049;-0,053;-0,043;-0,054;-0,045;-0,037;-0,037;-0,035;-0,05
"*postDate_12-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;41,297;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0095";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;54,892;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_10-11-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;54,892;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
