"";"*rts_a";"*rts_i"
"fiscal";6;93
"impots";2;9
"moteur";20;9
"tomber";17;36
"gagnant";4;22
"libre";12;42
"licenciement";3;12
"suivant";7;14
"profession";2;9
"image";10;34
"savoyard";4;6
"haine";4;17
"déménager";4;18
"manger";20;61
"gamin";9;4
"dessus";14;49
"coût";14;150
"processus";2;13
"naturalisation";2;9
"prestation";2;14
"p";4;16
"ex";2;15
"acte";2;20
"officiel";9;27
"disposer";3;13
"nationalité";4;40
"initiative";4;132
"facteur";4;16
"définition";2;13
"puisque";7;37
"2020";7;8
"burn";3;8
"chef";4;12
"abusif";4;6
"qualifié";3;30
"contraire";12;42
"net";7;17
"particulier";11;25
"commander";7;26
"traitement";6;22
"symptôme";5;7
"camp";4;10
"hélas";6;7
"paix";2;9
"lent";3;13
"calculer";4;17
"ps";8;26
"engager";13;55
"important";19;74
"forme";12;39
"policier";6;34
"râler";7;9
"supermarché";14;19
"région";26;63
"commercial";5;29
"commentaire";6;60
"flic";6;10
"achat";12;59
"accent";13;0
"ordinaire";3;8
"ouai";4;9
"immigré";6;23
"télévision";14;7
"terme";8;59
"location";3;7
"casser";12;38
"foot";6;13
"personnellement";4;18
"imposer";10;76
"classement";4;18
"idée";13;105
"merde";22;40
"critique";4;15
"innovation";3;14
"magnifique";19;19
"panne";6;7
"chantier";3;15
"supprimer";12;51
"heu";5;5
"chalet";9;7
"dedans";8;20
"départ";9;41
"dépasser";13;73
"événement";5;21
"estimer";1;15
"stratégie";5;22
"ridicule";6;22
"patrimoine";6;30
"dépendre";25;62
"profond";4;6
"augmentation";11;116
"abuser";3;15
"ouvrir";24;66
"oeil";15;35
"lamal";2;27
"emji_homme_qui_hausse_les_épaules";5;16
"emji_visage_neutre";12;8
"proposition";5;27
"rembourser";7;42
"résumé";5;5
"soutenir";6;63
"appartenir";8;42
"emji_visage_qui_rougit";4;18
"administration";3;29
"importer";26;109
"fonctionnement";5;14
"endetter";2;8
"exorbitant";4;17
"ensemble";9;27
"modifier";2;11
"emji_biceps_contracté";8;10
"assureur";1;18
"conseiller";3;38
"distribuer";1;17
"dividende";3;33
"coûteux";3;15
"ensuite";18;83
"lobbys";5;16
"emji_visage_qui_vomit";2;8
"drôle";5;22
"udc";5;69
"représentant";3;13
"obligatoire";13;70
"responsabiliser";2;8
"emji_ogre";4;7
"descendre";7;14
"manifester";4;33
"département";2;9
"entrepreneur";1;20
"hypocrite";2;12
"prochain";5;34
"cf";2;17
"inadmissible";4;11
"réagir";2;23
"con";24;8
"plr";3;27
"souhaiter";7;46
"créer";27;164
"lamentable";4;12
"macron";5;15
"honte";13;66
"poche";9;58
"poursuite";3;17
"hausse";6;48
"parlementaire";1;9
"pharmaceutique";1;10
"faveur";4;10
"absolument";9;50
"régler";3;31
"certes";12;29
"défaut";5;9
"mériter";12;89
"réfléchir";7;39
"contrôle";14;67
"possibilité";8;31
"emji_visage_de_geek";9;12
"9";15;35
"conséquence";3;36
"emji_femme_qui_hausse_les_épaules";5;13
"cercle";2;8
"personnel";11;69
"apporter";2;22
"deja";6;19
"réalité";9;101
"outre";3;10
"convaincre";4;14
"dur";9;67
"bouger";3;25
"bordel";5;6
"2e";2;8
"user";6;64
"subside";1;28
"intervention";3;9
"infini";3;8
"boucher";5;5
"boulanger";7;13
"conséquent";1;13
"salariales";2;19
"f";6;8
"regretter";7;3
"artisan";4;13
"scandale";1;17
"new";5;41
"york";4;28
"luxe";13;42
"froid";4;15
"bout";12;26
"inspirer";2;12
"relatif";5;6
"combien";26;108
"dédier";3;8
"qualité";28;100
"restauration";3;11
"cancer";19;25
"réussite";2;31
"emji_visage_grimaçant";3;12
"crack";4;7
"content";13;42
"bouchon";3;22
"redevance";6;6
"contribuable";4;45
"pognon";4;8
"nation";8;47
"renseigner";6;22
"bns";1;9
"enfaite";2;11
"financer";6;100
"employeur";1;17
"emji_yeux";3;18
"gratuitement";8;10
"information";4;20
"catégorie";4;8
"ravir";4;6
"emji_tête_de_fou";3;14
"protéger";19;69
"super";18;79
"rythme";9;13
"rêve";4;9
"zürich";2;8
"emji_visage_avec_des_symboles_dans_la_bouche";14;31
"certain";9;28
"étape";4;9
"préciser";5;13
"explosion";1;11
"foyer";5;21
"joueur";10;18
"match";24;35
"four";8;6
"39";3;15
"portugal";10;25
"essayer";12;54
"sdf";5;15
"pcq";3;12
"flux";1;49
"parquer";4;6
"toutefois";2;8
"correctement";5;17
"améliorer";5;19
"élu";4;19
"devant";16;36
"mêmes";13;95
"malin";3;8
"impossible";17;30
"matière";12;32
"tenir";10;28
"contenir";6;26
"poussière";3;7
"frapper";3;11
"boycotter";1;17
"suffisant";3;14
"genevoise";5;7
"course";29;45
"inscrire";3;7
"automobile";6;9
"recycler";5;19
"américain";10;92
"brevet";3;7
"condition";14;87
"standard";1;9
"helvétique";6;8
"drapeau";2;9
"bleu";3;10
"restreindre";1;10
"11";9;15
"outil";2;27
"préserver";1;9
"fifa";5;31
"oh";7;19
"présenter";3;26
"censé";3;10
"foie";3;7
"malade";5;30
"bref";13;57
"architecte";1;9
"organisme";5;11
"mensuel";2;11
"modeste";6;12
"distribution";2;16
"taper";4;17
"agriculture";6;18
"considérer";6;33
"pharmacie";4;8
"nourriture";19;37
"tirer";5;20
"alarme";4;6
"pesticide";7;15
"dignement";5;12
"concernant";4;36
"environnement";9;33
"insecte";9;5
"samedi";4;9
"emji_visage_de_clown";24;48
"remercier";3;10
"dormir";4;9
"tranquille";2;9
"local";6;84
"titre";5;26
"espèce";5;13
"étudiant";7;44
"300";13;22
"correspondre";4;10
"entretenir";4;8
"emji_étincelles";7;9
"pomme";4;10
"arbre";21;16
"mener";10;30
"am";1;15
"chute";8;16
"céder";1;13
"observer";4;11
"cesse";6;7
"rive";4;8
"atmosphère";6;20
"différent";11;30
"brésil";3;33
"espagnol";3;8
"abandonner";12;13
"sol";15;28
"atteindre";6;68
"traverser";27;18
"tram";1;17
"revendre";5;11
"précédent";2;12
"passager";5;10
"mètre";5;13
"annuler";2;11
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";4;14
"postuler";2;8
"âme";5;11
"exploser";6;34
"bois";11;16
"bagnole";5;6
"essentiel";14;44
"gauchiste";3;23
"chien";6;6
"résultat";17;74
"bouteille";31;1
"fixer";6;16
"commission";3;7
"surprenant";4;13
"taxe";7;200
"fuite";5;10
"chauffage";2;29
"saison";6;21
"51";2;9
"dépression";6;14
"emji_crâne";3;13
"norvège";2;24
"espagne";24;19
"campagne";15;41
"nord";18;31
"enfer";2;8
"format";2;9
"celle";11;47
"abolir";2;9
"membre";2;24
"millier";9;44
"swisscom";2;20
"saturer";3;7
"application";11;33
"usager";3;23
"mouvement";6;15
"ficher";4;14
"donnée";5;26
"idem";3;13
"prétexte";3;9
"punir";3;13
"paradis";4;9
"frontalier";8;243
"bienne";1;14
"berner";6;33
"uniforme";2;19
"vêtement";7;40
"large";5;8
"jusqu";5;7
"r";4;9
"coller";2;12
"vente";10;36
"capitalisme";4;49
"d_abord";7;33
"évoquer";3;9
"film";3;7
"taxi";5;13
"financièrement";2;24
"volontiers";2;10
"angleterre";6;9
"irlande";2;16
"marre";4;24
"plaisir";14;26
"n_est_ce_pas";1;11
"médicament";5;31
"recruter";5;15
"pur";5;15
"tech";1;10
"sécuriser";4;9
"provoquer";11;17
"chine";6;50
"résoudre";7;23
"2026";1;29
"nucléaire";9;15
"négocier";3;27
"3000";1;19
"ruiner";3;8
"voici";2;11
"nuage";9;1
"unir";12;53
"sécheresse";8;5
"travers";9;16
"technologie";9;33
"afin";8;41
"particule";7;3
"développer";15;39
"association";5;22
"lutte";6;21
"université";4;11
"crever";11;17
"organisation";5;25
"méthode";4;7
"shein";3;52
"tt";5;6
"pourri";6;13
"satellite";6;7
"attaquer";2;33
"près";6;15
"km";14;32
"800";2;14
"supérieur";6;23
"65";2;8
"emji_ok";6;15
"immédiat";4;10
"conscience";2;28
"rapide";6;14
"tri";6;12
"pratiquement";9;14
"amener";7;11
"union";1;9
"2025";25;78
"au_delà";2;12
"ciel";6;23
"stopper";4;8
"déranger";4;19
"fusée";3;8
"science";4;12
"évident";3;10
"suicide";1;18
"voisin";6;36
"fermeture";4;9
"manifestation";2;32
"pétition";2;9
"quart";2;13
"desservir";2;13
"papa";8;3
"concept";5;15
"mobilité";4;15
"cyclable";2;15
"absolu";2;11
"illégal";2;17
"singapour";1;10
"tas";2;8
"complexe";2;14
"développement";6;22
"équiper";5;11
"domaine";7;48
"moderne";1;15
"corruption";2;56
"chocolat";6;15
"justement";15;92
"protection";9;42
"aérien";6;8
"mission";3;9
"autorisation";3;11
"reconnaissance";3;16
"mdrrr";5;5
"civil";2;22
"rattraper";2;13
"précis";3;21
"inviter";1;14
"oiseau";2;15
"moin";7;9
"demain";5;24
"bruit";15;3
"zéro";5;18
"concret";3;33
"incident";5;8
"milieu";5;18
"compliqué";3;30
"chasse";5;5
"surveiller";12;15
"final";21;69
"défense";2;12
"communauté";1;23
"fuir";2;25
"misère";15;25
"démontrer";7;33
"salarié";7;33
"prôner";1;12
"raisonnable";2;9
"capter";7;8
"max";8;18
"pardon";6;11
"avouer";3;10
"bilan";3;14
"carbone";2;22
"émettre";2;19
"équivalent";11;22
"paraître";6;23
"solaire";12;15
"électronique";4;20
"brûler";2;23
"principalement";2;16
"200";13;45
"balle";10;30
"postal";9;3
"adresse";3;14
"inde";2;8
"championnat";8;4
"zoug";1;15
"champion";5;17
"jeu";10;22
"stade";10;11
"habitude";5;24
"voiler";3;10
"intégration";1;22
"échec";2;31
"peine";9;55
"apprendre";17;30
"signe";6;9
"proportion";1;23
"assumer";3;24
"courant";11;24
"riponne";1;12
"véritable";4;20
"formation";14;42
"savoie";5;7
"filer";9;10
"sein";1;12
"parfait";3;12
"exposition";3;7
"causer";7;24
"faux";13;90
"cancérigène";4;7
"factuellement";2;10
"emji_personne_avec_la_paume_sur_le_visage";2;9
"génération";9;29
"bébé";4;8
"in";3;12
"apparaître";3;9
"visage";2;8
"corps";9;25
"nocif";5;9
"exposer";4;13
"évoluer";8;13
"hormone";5;5
"fête";15;13
"emji_visage_festif";4;15
"impact";13;54
"scolaire";8;8
"confirmer";7;19
"effectuer";8;18
"affirmer";4;17
"signifier";3;28
"composer";3;7
"ignorer";2;14
"géant";1;17
"sain";4;12
"mécanique";6;12
"culture";15;39
"scooter";8;13
"vd";6;8
"enjeu";3;17
"emji_mains_levées";21;33
"régulièrement";8;12
"nulle";1;12
"diriger";3;19
"design";5;12
"artiste";6;34
"loisir";5;10
"domicile";3;25
"fortune";5;172
"17";2;19
"surveillance";3;8
"vide";20;22
"substance";2;19
"intelligent";2;13
"absurde";3;30
"actif";2;28
"leçon";6;15
"doute";10;21
"congé";1;14
"endroit";13;42
"décharge";2;8
"tels";2;13
"centrale";4;16
"barrage";3;24
"déclin";6;7
"transporter";5;16
"nul";4;12
"champignon";7;8
"toxique";5;10
"militaire";2;42
"tendance";1;21
"ordre";7;28
"face";9;47
"disponible";5;29
"football";7;16
"bière";8;5
"amazon";3;27
"couple";1;20
"reparler";4;11
"critère";2;13
"emji_visage_pensif";4;8
"milliardaire";5;94
"humoriste";2;16
"jurer";10;18
"rejeter";1;10
"promettre";3;29
"corée";4;6
"lequel";2;18
"posséder";4;38
"échange";4;30
"hériter";3;74
"réellement";6;52
"objet";4;29
"tâche";6;15
"ménager";8;4
"combler";1;12
"parfois";18;41
"belgique";7;8
"2ème";3;10
"attention";19;39
"siège";4;26
"comportement";4;17
"collaborateur";3;12
"article";17;94
"négatif";1;17
"qualifier";1;40
"sel";4;10
"bail";3;10
"revanche";5;18
"cassé";2;10
"accessible";1;23
"similaire";4;7
"légume";8;20
"emji_visage_avec_les_sourcils_relevés";3;12
"décembre";2;12
"roi";8;7
"janvier";2;8
"tôt";1;10
"continent";3;86
"ia";4;92
"delà";3;9
"retenir";4;11
"c_est_à_dire";1;10
"pénurie";2;24
"dentiste";6;7
"patient";3;10
"dent";4;6
"triste";8;36
"enfance";5;6
"historique";4;17
"mère";9;15
"hâte";1;9
"dessous";3;20
"demi";3;8
"poumon";2;8
"référence";4;6
"élément";2;14
"élire";5;6
"deal";1;13
"75";5;15
"conduite";3;23
"romands";5;19
"reprocher";1;10
"plaque";2;62
"vs";3;22
"vérifier";21;31
"emji_symbole_d_avertissement";5;13
"pile";6;4
"culturel";3;19
"collectif";4;32
"fréquence";4;6
"goûter";6;7
"lait";2;12
"structure";3;39
"biais";4;13
"voire";5;27
"pensée";4;14
"tjrs";3;9
"mensonge";1;9
"emji_visage_qui_fond";11;14
"dix";7;6
"totalité";1;10
"potentiellement";3;14
"âgé";5;8
"bourse";2;14
"verser";4;33
"rendement";4;13
"fixe";2;15
"généralement";4;9
"résident";4;31
"médical";6;49
"problématique";2;30
"bras";4;15
"endocrinien";6;4
"retirer";3;17
"blesser";2;12
"déborder";3;7
"démonstration";1;10
"27";1;9
"700";2;9
"hésiter";3;8
"pôle";8;3
"répondre";3;42
"rêver";3;11
"lendemain";5;6
"accélérer";5;11
"biologique";3;12
"chimique";3;14
"reprendre";2;9
"simplicité";9;1
"surconsommation";9;12
"dégrader";4;8
"eux_mêmes";2;10
"constant";2;10
"ferrari";20;0
"littéralement";4;15
"valeur";11;53
"gosse";5;10
"volontaire";3;15
"plaire";1;10
"parier";3;10
"kilomètre";3;11
"celui_ci";1;9
"exigence";1;11
"dollar";1;14
"exact";2;8
"écouter";4;20
"honnêtement";10;13
"pertinent";1;14
"parmi";2;20
"hyper";5;12
"comparable";9;13
"réponse";6;24
"excessif";3;12
"renoncer";3;8
"pointer";2;11
"vulnérable";1;9
"prison";2;20
"blessé";2;11
"terrain";6;23
"agent";9;19
"valoriser";4;13
"président";2;15
"boiter";8;13
"cotisation";1;33
"territoire";5;28
"banquier";5;8
"souveraineté";2;10
"400";6;15
"accuser";1;17
"menacer";1;10
"horrible";4;7
"stock";1;9
"capacité";1;15
"rejoindre";1;11
"adhérer";2;8
"case";3;8
"caméra";10;21
"spectateur";7;6
"record";12;9
"charge";1;47
"garage";2;9
"choc";2;8
"pétrolier";4;20
"davantage";2;32
"notion";3;7
"ressource";10;52
"99";2;10
"neutre";3;16
"geneve";7;13
"tiens";5;24
"léman";3;9
"impliquer";2;19
"absence";3;10
"identité";5;7
"avocat";1;10
"sérieusement";3;12
"x";7;12
"2x";2;9
"lyon";5;7
"salle";4;11
"onu";3;8
"capitale";3;15
"cqfd";6;6
"argument";1;49
"privilégier";1;27
"exportation";1;11
"exercer";2;8
"tarif";3;26
"clé";3;16
"statistique";3;40
"dab";1;18
"test";3;16
"cinéma";4;10
"directement";10;71
"500";4;31
"pigeon";11;1
"raconter";3;9
"abonnement";2;40
"informer";3;18
"accueillir";2;45
"coop";30;15
"indécent";2;18
"proximité";3;11
"viande";9;25
"1000";2;19
"denner";12;2
"affiche";2;9
"panier";3;8
"fortement";3;23
"tonne";6;20
"immense";5;17
"surprise";5;13
"automatiquement";3;9
"chaîne";7;19
"parallèle";3;15
"éducation";4;33
"opportunité";1;12
"pousser";10;35
"fossile";2;37
"charbon";2;9
"avis";4;38
"hauteur";3;19
"documenter";2;11
"scientifique";5;32
"incapacité";3;7
"lumière";2;16
"individuel";4;28
"tres";2;10
"tesla";1;14
"publicité";1;10
"accumuler";3;20
"confort";4;32
"paiement";2;36
"surface";2;20
"futur";2;33
"ouverture";5;12
"drame";3;9
"porter";3;35
"solide";4;15
"svp";2;25
"cesser";6;11
"tupperware";15;0
"criminel";1;9
"réunion";5;6
"exiger";2;15
"matériau";5;9
"alimentaire";9;33
"durable";2;8
"2021";3;8
"diminution";1;12
"natalité";2;18
"continu";2;10
"asiatique";3;11
"probleme";1;13
"chier";2;10
"étudier";5;6
"connerie";1;12
"emji_tête_qui_explose";3;16
"global";2;24
"lobby";2;16
"violent";3;9
"conflit";2;23
"connaissance";3;18
"croissant";3;11
"calcul";3;29
"investissement";9;52
"massif";3;27
"envisager";1;11
"concentration";1;11
"engendrer";2;15
"puissant";5;11
"exploiter";6;34
"répéter";1;19
"pic";2;9
"foncer";3;7
"occidental";1;10
"sportif";4;8
"douche";4;10
"code";3;18
"établir";4;15
"confondre";1;22
"faim";3;11
"accrocher";2;8
"privilège";1;9
"nestlé";2;8
"nestle";2;8
"clique";3;8
"fondation";1;10
"tenter";1;19
"fait";1;34
"pib";1;14
"positif";2;20
"individu";3;20
"millionnaire";4;57
"consigne";24;1
"effectif";2;20
"trou";3;11
"plaie";3;9
"farine";1;10
"environnemental";3;11
"mentir";1;11
"spécifique";3;13
"absurdité";2;8
"subvention";2;19
"promesse";1;17
"électoral";1;13
"valable";1;16
"embaucher";3;16
"économiser";2;29
"redistribution";1;13
"trier";6;4
"favoriser";4;43
"dépense";1;49
"producteur";4;11
"2018";4;10
"hypocrisie";2;17
"distance";3;27
"entraîner";5;7
"14";6;15
"deuxième";2;12
"élève";3;10
"marge";3;34
"symbolique";1;9
"portée";3;9
"livraison";4;8
"netflix";1;16
"maximum";3;27
"sympa";3;13
"dénoncer";1;25
"privilégié";3;11
"séjour";8;11
"parmis";2;9
"chat";5;8
"adaptation";3;12
"nettement";3;14
"motorisé";1;11
"réguler";3;7
"secondaire";5;8
"forcer";1;14
"poupée";2;11
"garantir";3;28
"fille";6;10
"encourager";1;25
"ramener";2;12
"déposer";2;9
"cash";3;89
"emji_billet_avec_des_ailes";4;11
"option";4;23
"commande";2;11
"israël";3;9
"gain";3;15
"vigile";19;1
"piège";10;4
"potentiel";2;14
"caddie";14;1
"piéger";9;1
"ticket";5;13
"chômeur";2;14
"mystère";11;0
"contrat";4;27
"contrôler";4;30
"étiquette";4;9
"propos";6;14
"sérieux";4;30
"peser";2;11
"supposer";2;9
"transaction";1;11
"parfaire";2;15
"emji_visage_souriant_avec_auréole";2;9
"sanctionner";3;11
"accueil";2;18
"dalle";3;8
"déguiser";2;10
"stress";3;7
"drh";1;17
"éthique";2;21
"signer";2;11
"wow";4;9
"apres";4;6
"gaz";2;22
"ministre";1;18
"maire";1;12
"faune";3;9
"gentil";3;9
"instaurer";2;13
"débile";2;8
"poule";2;8
"disparition";3;7
"transmettre";3;10
"biodiversité";4;18
"dégât";1;16
"finance";1;24
"pierre";3;13
"alimentation";3;14
"autrui";2;9
"brut";3;12
"tique";9;1
"strictement";1;13
"rencontrer";1;11
"moquer";2;10
"volant";4;8
"évidence";1;10
"majoritairement";2;17
"régime";1;29
"issu";5;11
"immeuble";14;14
"utilité";2;9
"licencier";2;17
"garantie";2;12
"swiss";3;12
"120";3;16
"désert";4;8
"gratuité";1;11
"blâmer";1;12
"alternative";2;28
"crier";5;10
"club";3;7
"drone";1;10
"multi";1;13
"ruine";2;11
"prétendre";1;13
"démocratie";1;22
"serrer";1;13
"relier";5;21
"vérité";1;12
"engagement";2;8
"pdg";1;20
"six";1;10
"élevage";4;9
"emji_mains_en_prière_peau_claire";3;11
"liverpool";9;1
"violence";4;45
"honnête";1;12
"uefa";9;9
"anglais";3;12
"désolé";3;12
"percevoir";1;11
"installer";8;26
"vache";4;11
"familial";4;19
"domestique";3;13
"soumettre";2;12
"informatique";4;11
"débat";2;30
"là_bas";2;11
"cdm";2;15
"perdant";1;10
"raccourci";1;9
"concentrer";2;16
"tourisme";3;14
"98";3;9
"hygiène";3;9
"rigoler";2;12
"quotidien";2;24
"bilatéral";2;9
"locataire";8;12
"pourcentage";1;37
"cargo";2;8
"bénéficier";1;26
"tandis_que";2;20
"financement";2;22
"couche";2;8
"glacier";1;12
"exception";3;8
"soi";4;20
"idéal";1;13
"copier";1;9
"associer";2;11
"ceo";1;13
"beurre";1;11
"acquérir";2;11
"attribuer";1;9
"ampleur";1;14
"visibilité";1;13
"effondrer";2;21
"contexte";2;10
"vif";2;10
"propriété";1;13
"élever";3;11
"emji_personne_qui_hausse_les_épaules";1;16
"constat";1;13
"médecine";2;8
"b";4;11
"renforcer";1;22
"dirigeant";1;33
"journal";8;7
"criminalité";1;24
"bizarre";1;11
"bracelet";1;11
"phénomène";1;21
"bourgeois";1;10
"bijoux";1;25
"950";11;2
"2500";2;9
"ouvrier";2;21
"pr";1;11
"strict";2;23
"600";1;11
"abo";1;14
"théorie";3;12
"provenir";1;18
"emji_homme_avec_la_paume_sur_le_visage";3;15
"injection";1;11
"express";5;11
"limité";1;14
"constitution";1;9
"structurel";1;12
"ofs";1;15
"chaleur";2;18
"port";4;6
"représentation";1;12
"libérer";1;16
"manif";1;10
"priver";1;18
"rappel";1;19
"compartiment";2;8
"thune";1;15
"migration";1;10
"auprès_de";1;13
"telle";1;28
"entretien";1;10
"mentionner";1;23
"accompagner";1;14
"mineur";0;17
"immobilier";0;39
"mio";0;39
"proportionnellement";0;16
"carrément";0;11
"50mio";0;17
"jalousie";0;18
"bouclier";0;11
"héritier";0;33
"au_dessus";0;14
"abri";0;27
"pollueur";0;14
"capital";0;41
"minorité";0;28
"fondamental";0;15
"massivement";0;17
"post";0;14
"pro";0;17
"confortable";0;13
"délocaliser";0;14
"imposition";0;18
"socialisme";0;21
"prolétaire";0;11
"résidence";0;14
"50m";0;13
"placer";0;19
"pme";0;17
"destiner";0;10
"cul";0;13
"fiscalité";0;11
"taxation";0;15
"pénaliser";0;10
"luxembourg";0;12
"communiste";0;14
"attaque";0;20
"fortuné";0;13
"détriment";0;21
"cop";0;27
"attirer";0;17
"détenir";0;13
"existant";0;15
"cibler";0;12
"zucman";0;10
"bern";0;14
"hab";0;14
"répartition";0;10
"aberrant";0;10
"appauvrir";0;11
"tva";0;11
"succession";0;20
"ratio";0;10
"seuil";0;16
"honteux";0;25
"colossal";0;11
"idéologie";0;12
"budgétaire";0;32
"administratif";0;16
"purement";0;11
"démocratique";0;14
"bénéfique";0;11
"empreinte";0;13
"ag";0;12
"drastiquement";0;10
"généraliste";0;13
"transparence";0;12
"levier";0;10
"louvre";0;25
"cambriolage";0;14
"couronne";0;11
"temu";0;30
"annemasse";0;16
"amélioration";0;12
"subventionner";0;19
"autonome";0;24
"main_d_oeuvre";0;11
"participant";0;10
"tolérance";0;10
"échapper";0;10
"visible";0;19
"message";0;13
"btc";0;18
"commettre";0;11
"palestine";0;33
"emji_drapeau_territoires_palestiniens";0;13
"négociation";0;16
"importé";0;12
"illusion";0;10
"opinion";0;28
"correct";0;17
"transition";0;13
"dérèglement";0;22
"productivité";0;11
"après_des";0;10
"lingot";0;14
"solidarité";0;10
"serafe";0;13
"plomb";0;20
"collectivité";0;13
"ukraine";0;21
"applaudir";0;10
"position";0;13
"ukrainien";0;14
"55";0;13
"migrant";0;18
"inférieur";0;10
"suppression";0;12
"aberration";0;13
"mince";0;10
"emji_chaînons";0;15
"rh";0;25
"reposer";0;31
"sapin";0;12
"cfc";0;14
"nuisance";0;10
"gaza";0;13
"reprise";0;16
"activement";0;12
"trouble";0;11
"potable";0;10
"horlogerie";0;12
"vitrine";0;11
"no";0;10
"bitcoin";0;25
"48";0;16
"vital";0;15
"inégal";0;10
"plier";0;12
"répression";0;18
"stationnement";0;11
"importation";0;19
"don";0;10
"requin";0;13
"stats";0;13
"démocrate";0;10
"bolivie";0;11
"milei";0;12
"uruguay";0;10
"intercontinental";0;11
"libéralisme";0;10
"régie";0;14
"équité";0;19
"sud_américain";0;13
"océanie";0;20
