"";"*rts_a";"*rts_i"
"milice";1;35
"baver";5;5
"tiroir";11;6
"flux";1;54
"drone";3;86
"abri";5;45
"astuce";12;3
"quota";3;9
"amender";2;10
"parquer";7;8
"accessoirement";6;4
"affecter";3;13
"aiguisé";8;3
"serviette";50;4
"emji_arbre_à_feuilles_caduques";10;37
"jambe";23;15
"perturber";10;15
"boycotter";1;25
"naturalisé";3;11
"promesse";3;34
"automobile";7;10
"iranien";1;12
"bern";1;19
"zizi";13;2
"généreux";11;18
"royaume";7;14
"insouciance";13;0
"recycler";7;23
"disparu";8;6
"emji_boisson_chaude";9;5
"brevet";6;7
"iphone";41;4
"fonctionnel";4;6
"délirant";6;9
"linguistique";9;15
"mobiliser";3;27
"formule";6;10
"injonction";3;8
"restreindre";3;22
"jouet";37;10
"perception";9;8
"outil";4;45
"imaginaire";10;8
"puissant";25;28
"feuille";12;13
"emji_bougie";4;14
"ange";33;10
"emji_cadeau";8;4
"chauffage";4;35
"tourisme";4;17
"fifa";12;36
"joint";7;9
"résolution";3;16
"sandale";9;2
"sarcasme";5;6
"ignoble";8;10
"emji_confettis";6;5
"jo";16;5
"conjugaison";8;4
"emji_chat_qui_pleure";5;5
"emji_chat";12;4
"vétérinaire";10;12
"psychiatrie";8;6
"géant";2;19
"métal";5;13
"emji_tête_de_lion";2;8
"digérer";10;3
"parcequ";3;7
"françoise";14;0
"hardy";10;0
"veiller";5;6
"interprétation";10;13
"bella";8;2
"explicite";2;8
"so";25;7
"fixe";5;16
"emji_fleur_fanée";7;20
"emji_téléphone_portable";10;2
"chialer";12;14
"mission";11;23
"mont";7;7
"circonstance";10;8
"spectateur";9;11
"chair";7;3
"architecte";4;18
"organisme";9;22
"condoléance";6;58
"manipuler";14;29
"mensuel";2;11
"refléter";6;26
"emji_drapeau_italie";39;2
"câble";4;10
"disney";19;5
"observer";27;29
"loup";18;15
"distribution";4;17
"légume";23;33
"trafiquer";7;14
"environnement";27;55
"agriculture";8;21
"pharmacie";11;10
"alarme";7;7
"pesticide";9;16
"oms";2;17
"dignement";5;15
"insecte";12;6
"vaste";4;10
"universel";8;15
"carrie";31;0
"chaleur";68;31
"local";14;106
"retrait";3;11
"dénoncer";11;129
"discréditer";2;11
"hommage";8;14
"corrompre";6;29
"ministre";8;59
"cv";8;9
"embêter";9;16
"farce";1;9
"envoi";7;7
"ficher";17;41
"pervers";14;4
"open";4;7
"gardien";13;9
"entretenir";13;19
"pomme";31;24
"primaire";73;10
"am";1;16
"bienvenue";20;34
"broyer";9;6
"tas";11;23
"rive";8;9
"cornavin";3;7
"brésil";22;81
"revendre";12;15
"passager";5;11
"emji_chouette";10;0
"cagoule";1;18
"cortège";4;7
"annuler";2;17
"aujourd";16;4
"hui";20;5
"val";10;2
"élégant";20;2
"emji_double_point_d_exclamation";10;8
"postuler";5;12
"convenir";21;29
"bercer";5;5
"navrant";5;9
"fixer";10;19
"surprenant";11;25
"décadence";7;3
"avocat";9;32
"gel";8;5
"tag";4;6
"flash";3;7
"inapte";2;9
"taxe";7;220
"emji_drapeau_territoires_palestiniens";1;251
"moustique";12;8
"suer";9;3
"intestin";5;6
"tunisie";24;7
"too";14;2
"couche";3;14
"17h";8;5
"same";11;3
"fuck";7;8
"deteste";9;2
"humidité";5;6
"kiffe";7;3
"transpirer";16;5
"pdt";5;5
"psk";3;7
"doucher";9;33
"débloquer";7;12
"canicule";5;5
"breton";10;0
"intermédiaire";4;8
"algérie";16;20
"emji_soleil_avec_visage";19;13
"emji_coeur_et_flèche";11;0
"désert";7;9
"millionnaire";7;58
"thé";15;11
"jazz";6;7
"french";9;5
"oral";14;26
"emji_main_qui_écrit";5;16
"répandre";12;13
"emji_haut_parleur";11;0
"raisin";21;6
"orage";6;6
"déprimant";8;8
"emji_main_levée";9;4
"ras";7;20
"villa";5;7
"carence";3;17
"baigner";14;4
"emji_homme_avec_la_paume_sur_le_visage_peau_moyennement_claire";5;12
"tapis";4;13
"riz";88;3
"claquer";10;3
"norvège";4;26
"delà";13;21
"idf";1;17
"pôle";18;10
"inconvénient";4;7
"emji_tête_qui_parle";17;5
"rassembler";7;10
"recrutement";1;9
"réclamer";6;33
"crade";10;3
"rio";3;27
"maroc";33;12
"quart";9;14
"maximum";11;41
"format";4;13
"progressivement";6;5
"tragédie";4;21
"fact";4;9
"préoccupation";5;6
"drastique";2;8
"privilège";11;36
"vallée";20;10
"tessin";6;5
"consensus";6;10
"visiteur";4;6
"swisscom";3;22
"sony";15;1
"app";3;7
"saturer";4;9
"application";13;47
"usager";4;25
"donnée";11;49
"déployer";5;8
"frontalier";12;278
"shui";10;1
"wokisme";9;25
"jupe";23;3
"portant";7;10
"orient";6;58
"pantalon";41;29
"froc";3;8
"uniforme";4;44
"musulman";46;137
"manche";8;5
"huitante";34;0
"apaisant";11;0
"montage";16;20
"textile";3;8
"temu";2;35
"vente";19;41
"paresse";4;8
"invité";13;5
"plateforme";2;14
"brosse";16;1
"dent";35;20
"harmonie";7;3
"stressant";7;6
"parer";11;18
"rude";6;4
"âne";20;4
"capitalisme";13;84
"contenu";10;29
"andré";9;1
"confondu";2;10
"influenceurs";5;10
"souffle";11;8
"sensibilité";18;13
"fortement";5;36
"bagne";9;1
"patois";21;2
"horizon";5;10
"orgueil";4;6
"intonation";14;0
"romands";10;22
"sauce";14;16
"tomate";4;6
"training";3;97
"max";19;21
"fisher";18;0
"not";4;16
"harrison";14;0
"ford";23;1
"inexistant";5;15
"potentiel";9;23
"sexy";6;5
"crime";9;210
"trouble";10;38
"adéquat";2;12
"cornet";33;0
"poitrine";17;0
"taxi";7;14
"discret";18;7
"bill";5;6
"mouiller";8;5
"basique";8;21
"emji_femme_avec_la_paume_sur_le_visage";26;53
"fringue";13;0
"flipper";14;13
"kidnapper";2;30
"habitat";17;5
"financièrement";3;28
"angleterre";11;11
"irlande";3;18
"comité";7;10
"concession";2;10
"atroce";9;9
"masculinistes";1;13
"modestie";18;1
"mouche";8;11
"tech";2;10
"initial";5;13
"résoudre";10;54
"couvercle";13;0
"nucléaire";10;25
"négocier";4;51
"ruiner";4;14
"global";10;38
"extinction";8;4
"disparition";13;19
"pourvoir";3;15
"putin";10;4
"do";7;7
"candidat";5;12
"nuage";21;8
"sécheresse";8;6
"particule";12;3
"université";9;23
"australie";7;11
"modification";5;14
"meuble";10;8
"shein";5;55
"désastre";10;10
"atomique";7;5
"satellite";9;8
"éveiller";10;6
"subvenir";2;9
"caler";10;2
"copie";5;11
"clore";4;7
"accumuler";4;22
"lecture";24;28
"ts";6;6
"chimique";5;16
"humide";9;3
"autruche";2;9
"jetable";7;3
"sélectif";5;23
"là_dedans";2;11
"argumentaire";6;12
"fusée";4;8
"éventuel";1;9
"civilisation";9;9
"dark";2;30
"drame";19;33
"capacité";14;49
"équivalent";19;35
"suicide";7;42
"claquette";7;3
"pétition";4;14
"miser";2;8
"mensonger";4;8
"tousser";5;5
"desservir";3;15
"mobilité";4;17
"cyclable";2;15
"singapour";1;17
"lobbying";1;10
"dissimuler";5;13
"envahir";11;28
"autorisation";12;88
"reconnaissance";11;48
"pause";9;17
"f35";3;7
"altitude";2;9
"rattraper";4;19
"nobel";7;43
"conférence";5;14
"idéologique";1;34
"géométrie";3;9
"variable";4;13
"emji_bout_des_doigts_joints_peau_claire";7;5
"inutilement";5;9
"apport";4;8
"concret";7;64
"dispo";8;8
"complot";4;10
"crédible";3;13
"missile";5;22
"intellectuellement";3;12
"massacre";7;167
"laine";13;6
"fouiller";7;9
"salarié";8;35
"médiatiser";3;10
"crainte";8;13
"chips";5;20
"utopie";5;6
"endoctrinement";9;3
"prôner";6;35
"mélange";13;25
"complotiste";4;12
"déstabiliser";2;8
"évidence";17;35
"dégrader";6;21
"poumon";3;10
"révéler";12;25
"charité";8;11
"scientifique";54;88
"raisonnable";5;13
"transporter";11;18
"voile";5;7
"ombre";10;12
"leman";4;7
"interdit";6;25
"cote";4;6
"bilan";4;16
"carbone";2;22
"luxembourg";4;13
"clique";6;8
"cran";2;8
"free";6;137
"benjamin";1;18
"addition";11;4
"drole";5;6
"vd";9;9
"emji_personne_qui_hausse_les_épaules";13;23
"footballeur";6;5
"dégueulasse";26;17
"bien_être";8;22
"électronique";7;21
"smic";8;2
"up";8;8
"hezbollah";2;12
"kiff";12;3
"loisir";7;17
"gpt";6;11
"football";27;26
"inquiétant";16;20
"cdm";3;15
"dead";8;6
"familier";9;1
"remède";6;5
"aboutir";10;14
"timbre";2;20
"qqun";12;21
"envahisseur";4;8
"emji_coeur_battant";36;6
"éleveur";10;2
"collectivité";1;19
"zoug";1;15
"eme";8;15
"marelle";18;0
"médaille";6;13
"vainqueur";5;8
"parmis";9;15
"légèrement";12;6
"coutume";7;8
"requin";1;24
"seine";11;0
"athlète";8;5
"sceptique";5;6
"minuscule";1;9
"handicaper";3;8
"aligner";4;10
"intégration";2;30
"spécifiquement";3;7
"autiste";5;5
"assassinat";1;9
"epstein";1;35
"continent";5;95
"dégoûter";10;15
"spoiler";4;7
"proportion";2;32
"pipi";17;4
"composer";10;17
"dégoûtant";9;9
"honnêteté";5;12
"che";21;3
"disque";4;14
"automatiquement";7;15
"riponne";1;21
"motivation";7;10
"trahir";6;13
"démonstration";5;14
"maillot";11;5
"scooter";11;15
"vibrer";8;3
"convertir";9;9
"globalement";9;12
"contraint";4;19
"virtuel";4;7
"guillemet";2;25
"patience";7;13
"exposition";6;11
"modérer";2;11
"cancérigène";5;10
"factuellement";3;12
"agent";16;32
"alerter";4;11
"modération";4;11
"bronzage";13;0
"poêle";5;7
"cramer";12;4
"emji_coeur_avec_bandages";10;44
"indice";5;7
"nocif";9;12
"glorifier";6;7
"grillé";6;4
"avancée";4;7
"comestible";3;9
"hormone";9;6
"coupable";5;67
"signifier";17;51
"longévité";5;7
"dab";3;19
"alsacien";12;2
"techno";10;2
"musical";14;8
"décharge";3;10
"tache";17;8
"atelier";5;5
"éventuellement";5;21
"marginal";3;9
"tinder";3;7
"récréation";52;1
"gloire";9;6
"comédie";2;8
"frustrer";9;8
"difference";4;6
"artisanal";4;8
"entraider";7;6
"natel";11;4
"orientation";6;11
"répression";2;48
"conforme";4;7
"enjeu";6;29
"détromper";3;8
"manoeuvre";3;8
"sourd";6;8
"respecté";5;9
"comté";10;3
"caprice";5;7
"design";5;17
"divertissement";3;9
"rapprocher";14;8
"blaireau";9;9
"thérèse";19;0
"pointer";10;37
"psychique";2;10
"engendrer";15;32
"inutilisable";1;9
"alpha";10;4
"domicile";7;28
"substance";3;24
"ambulancier";2;9
"actif";5;49
"bouillir";5;5
"multi";3;15
"théâtre";4;21
"pruneau";9;1
"prière";5;7
"sécher";4;6
"civique";7;5
"organisé";2;10
"exclusivement";6;5
"unité";4;11
"recueillir";7;5
"bénéficier";9;45
"éradiquer";5;10
"déclin";7;11
"rejeter";6;20
"cm2";18;1
"keuf";7;5
"emji_index_pointant_vers_l_utilisateur";8;21
"obligatoirement";5;5
"lfi";11;9
"anarchiste";3;7
"surement";8;15
"propriété";6;21
"master";2;12
"interpeller";7;17
"paisible";9;2
"corse";8;2
"inouï";7;3
"panier";12;23
"toxique";23;30
"onu";5;126
"nationaliste";1;15
"romance";1;35
"terroriste";4;259
"ânerie";4;6
"oeillère";2;8
"goat";12;9
"poison";9;7
"chasseur";74;4
"oas";3;7
"photographe";2;13
"londres";7;8
"collaboration";2;24
"faille";3;10
"géopolitique";1;17
"fréquence";8;8
"ascenseur";11;1
"défiler";5;5
"subjectif";5;19
"syndrome";6;11
"dresser";7;8
"analyser";10;11
"ptdrrr";6;4
"femelle";7;5
"approuver";3;12
"emji_mains_levées_peau_mate";7;7
"avc";12;3
"naturellement";13;13
"étroit";4;7
"emji_pop_corn";3;17
"bdg";23;0
"contrainte";3;18
"démon";12;5
"emji_étreinte";11;6
"croyant";28;2
"combler";10;22
"célibataire";14;49
"respectable";8;10
"lâcheté";2;8
"préférence";10;13
"gorge";8;4
"masculinisme";3;36
"adepte";4;6
"mascu";6;7
"daube";5;7
"bot";5;31
"malaise";10;6
"incel";3;7
"amazon";5;27
"this";7;3
"asseoir";14;31
"neo";3;8
"buter";4;8
"affolant";7;3
"enft";4;8
"gratuité";2;11
"désarmer";2;15
"milan";6;5
"soumission";19;16
"souverain";3;16
"blessé";4;53
"tournure";5;7
"k";5;13
"bâtir";4;9
"islam";21;13
"chevalier";6;5
"banger";8;5
"otage";2;326
"allié";6;22
"couronne";2;14
"constat";19;35
"braquage";2;9
"écarter";6;4
"vicieux";6;4
"accusation";2;30
"exiger";10;37
"2ans";1;10
"come";5;5
"traditionnel";9;13
"fidélité";10;0
"emji_tête_secouée_verticalement";9;3
"réviser";4;7
"absence";11;33
"émotionnel";9;24
"rechercher";7;20
"doubler";9;10
"persécuter";5;8
"stable";5;13
"instable";2;9
"retenue";11;4
"emji_croix";10;9
"quil";4;9
"cadavre";3;13
"débilité";4;10
"accuser";10;74
"canard";26;6
"emji_étoile_filante";6;6
"syndicat";5;11
"raccourci";8;36
"telephone";7;6
"licencier";3;18
"durable";4;12
"percer";6;7
"emji_main_avec_index_et_pouce_croisés";3;7
"coran";18;7
"ordonner";8;11
"psychologique";6;31
"délai";3;10
"simpliste";7;14
"environnemental";4;11
"relayer";5;25
"corée";8;20
"rentabilité";5;6
"jme";5;5
"red";5;13
"ponctuation";4;7
"absent";2;11
"complice";5;111
"bla_bla";7;20
"bla";5;10
"accessoire";8;2
"christianisme";7;3
"arabie";2;15
"hériter";7;80
"tribunal";2;35
"étudier";19;51
"migration";3;13
"arretez";2;8
"redire";7;10
"refuge";13;15
"sidérer";4;7
"haineux";8;13
"découper";3;11
"soupçonner";4;7
"progressif";2;9
"king";4;10
"aggraver";2;14
"vilain";11;7
"obsession";7;14
"trauma";11;8
"avancé";7;16
"branche";6;12
"violemment";1;13
"existant";7;25
"conduite";7;27
"option";9;32
"emji_symbole_d_avertissement";14;27
"2ème";5;11
"inondation";1;9
"collaborateur";3;16
"condamnation";2;35
"trompeur";5;13
"apprenti";8;7
"soi_disant";2;15
"errant";14;4
"courrier";5;10
"invoquer";2;8
"sel";8;11
"bail";5;11
"intense";6;7
"compassion";10;15
"cassé";5;13
"démarche";8;21
"5h";4;6
"nombril";6;6
"évacuer";3;7
"nicolas";5;8
"oct";1;9
"univers";31;8
"martin";7;6
"kilo";7;6
"génocide";2;353
"bible";11;1
"illustrer";4;6
"curiosité";8;8
"terroriser";3;9
"congo";10;64
"agressivité";10;12
"hurler";9;18
"égard";6;14
"peupler";6;10
"castrer";11;1
"flagrant";6;17
"barbarie";3;16
"tektonik";21;0
"chaques";3;7
"priver";5;28
"cartable";12;0
"corde";41;5
"cp";9;8
"prisonnier";3;101
"concentration";2;17
"recréer";19;7
"elastique";10;0
"recré";10;0
"mexique";6;15
"qué";17;2
"recuerdos";13;0
"by";3;8
"coca";7;16
"cola";5;5
"era";10;0
"accrocher";15;13
"memories";10;0
"el";9;7
"douer";17;10
"serré";5;9
"childhood";11;0
"that";5;11
"remember";10;1
"foulard";7;3
"exploit";9;20
"etais";26;13
"river";5;5
"pénurie";2;25
"canapé";3;11
"brasil";6;5
"favori";8;8
"dentiste";7;8
"originaire";3;14
"combinaison";18;3
"colombie";4;11
"déborder";6;11
"instit";17;0
"yo";6;7
"promo";7;4
"pedo";2;12
"pologne";4;12
"obésité";7;3
"emji_canard";12;1
"venezuela";2;27
"sénégal";3;10
"tablette";14;1
"interaction";4;7
"ce2";20;0
"ce1";16;0
"uruguay";1;11
"emji_ciseaux";16;6
"emji_pouce_vers_le_haut_peau_légèrement_mate";2;15
"rome";14;5
"pyramide";1;10
"w";10;4
"enfermer";5;25
"citron";5;6
"détailler";3;8
"enchaîner";1;10
"emji_drapeau_sénégal";6;72
"cameroun";3;9
"carotte";8;4
"meule";9;1
"amateur";2;8
"prévision";7;3
"tutoyer";9;2
"deal";2;21
"composant";1;9
"manipulateur";3;7
"littérature";6;9
"amplifier";2;12
"rapidité";11;0
"lacune";8;12
"bagage";2;15
"constituer";3;19
"protester";2;13
"étiquette";9;13
"gentiment";8;17
"pile";12;12
"exportation";2;11
"scientifiquement";5;9
"aop";5;11
"sonore";10;3
"distance";10;32
"dépendant";16;17
"induire";4;7
"cellule";4;17
"home";18;6
"dénonciation";1;9
"vouvoyer";3;24
"po";6;4
"différencier";4;9
"rectifier";2;8
"potentiellement";5;21
"bourse";4;15
"repenser";3;13
"rendement";4;13
"varier";4;7
"résident";5;33
"médical";8;58
"emji_visage_de_menteur";3;10
"inversement";4;10
"blessure";8;15
"endocrinien";6;4
"thérapie";5;7
"sensibilisation";2;10
"confronter";4;17
"incendie";3;15
"emji_point_d_interrogation_rouge";2;10
"mêler";8;19
"donneur";6;12
"sarcastique";3;7
"outrance";9;8
"gâté";21;2
"coton";9;4
"pleinement";3;12
"arbitraire";4;16
"marchand";8;8
"transition";6;13
"autriche";2;12
"illusion";10;22
"parental";6;21
"secte";35;6
"paille";4;10
"poudre";2;11
"cornichon";15;1
"accélérer";6;13
"louche";1;12
"biologique";6;24
"bonté";15;3
"symbolique";2;17
"compatriote";2;16
"prostitué";15;1
"ventre";10;8
"gênant";10;11
"seuil";1;18
"alimentation";11;22
"hygiène";84;31
"bétail";4;7
"culpabilité";2;16
"surconsommation";10;13
"psychologiquement";5;5
"tesla";3;15
"exigence";12;25
"famine";5;25
"consoler";7;3
"emji_argent_dans_les_yeux_et_la_bouche";4;12
"vulnérable";4;25
"abondance";6;5
"mere";7;4
"poupée";6;15
"gilet";3;7
"économiser";4;38
"constant";4;22
"ferrari";31;0
"injustice";7;41
"mondialisation";5;6
"vêtir";4;7
"ongle";2;49
"garage";4;10
"insensé";1;14
"isolé";6;28
"détriment";2;37
"sobriété";5;6
"atrocité";2;23
"masqué";3;25
"dollar";2;15
"récolter";5;17
"instaurer";4;21
"solidaire";7;18
"emji_empreintes_d_animaux";16;9
"résilience";4;11
"destructeur";8;9
"perpétuer";2;8
"déduire";1;10
"contraste";4;6
"infiniment";9;8
"régir";3;13
"incels";1;14
"survivant";4;8
"bouton";18;10
"nouveauté";3;9
"enregistrer";10;9
"handicapé";8;6
"cotisation";1;33
"accéder";3;12
"banquier";6;8
"souveraineté";2;14
"hamas";2;511
"britannique";4;20
"menacer";5;36
"approprier";3;8
"ampleur";4;22
"relativiser";4;14
"emji_arc_en_ciel";11;8
"emji_billet_en_dollars";3;7
"emji_drapeau_israël";1;97
"hugo";6;6
"millénaire";4;7
"électeur";2;13
"serpent";7;8
"case";4;12
"régie";1;14
"jus";6;4
"cahier";17;6
"charge";1;48
"planétaire";3;8
"pétrolier";5;20
"complexité";4;6
"anticiper";2;9
"chômeur";4;16
"ressource";19;77
"abstenir";5;10
"représentatif";11;20
"chaos";5;46
"incarner";3;12
"annexer";2;10
"vatican";7;3
"lyon";6;8
"convention";2;33
"napoléon";15;2
"capitale";4;21
"introduire";8;11
"privilégier";3;36
"autonomie";8;8
"fédération";6;17
"frouze";4;10
"torture";5;46
"panosse";11;1
"tarif";5;32
"sirène";6;6
"ecoute";3;9
"suppression";2;12
"instruction";15;9
"12h";3;8
"activer";3;10
"ciné";3;7
"dynamique";25;11
"wait";3;7
"cata";9;5
"ice";3;9
"coop";38;16
"carburant";2;9
"indécent";3;19
"denner";18;2
"rendez_vous";9;13
"concurrent";6;4
"complément";6;10
"emballer";6;5
"inacceptable";2;19
"végétarien";1;16
"instituteur";41;0
"vitrine";3;34
"piller";4;22
"saccager";4;19
"contradictoire";6;11
"fossile";3;38
"charbon";4;9
"déforestation";4;9
"effondrer";5;29
"dérégler";2;12
"néfaste";5;9
"dan";7;6
"incapacité";3;13
"informatique";10;11
"grossier";5;8
"philosophe";12;1
"athée";13;2
"croissant";6;23
"plateformes";3;15
"fair";5;10
"raisonner";5;13
"dictateur";1;25
"transférer";2;9
"démission";4;8
"fièrement";5;7
"paradoxe";3;11
"autonome";4;28
"déconnecter";7;18
"cyril";28;0
"électro";11;0
"paiement";2;39
"electro";11;0
"abonné";2;14
"terrorisme";2;56
"inclusif";3;14
"4k";4;7
"tarte";11;2
"esquiver";2;8
"masquer";3;12
"mineur";5;87
"algorithme";2;10
"rassemblement";3;24
"tdah";5;7
"pc";10;20
"investissement";13;65
"concrètement";3;25
"écriture";13;22
"fracasser";2;16
"impatience";6;7
"incompétent";6;23
"dock";13;0
"apologie";3;11
"chèque";3;7
"garde";8;10
"sociologique";2;8
"tupperware";23;1
"essoreuse";11;0
"matériau";5;9
"inox";1;9
"vider";5;14
"diminution";2;13
"antiquité";4;7
"natalité";3;21
"giec";10;5
"qatar";1;28
"afghan";1;20
"chuter";2;13
"disparaitre";5;7
"avérer";6;16
"bullshit";3;9
"affaiblir";1;11
"exterminer";4;27
"islamiste";4;92
"psychopathe";4;8
"justification";2;10
"massif";5;43
"mathématique";6;6
"sioniste";2;127
"héritier";3;34
"programmer";2;10
"pertinence";7;5
"extermination";1;37
"finance";3;66
"greta";11;7
"établir";6;36
"pair";1;12
"fiction";3;25
"nestlé";3;9
"crasse";5;6
"prolo";2;8
"dérèglement";1;25
"nestle";2;9
"fondation";1;11
"zero";2;9
"pib";2;15
"pente";4;8
"dominant";1;13
"engraisser";3;8
"surpopulation";4;6
"décimer";2;8
"homo";13;2
"sapiens";12;2
"massacrer";5;52
"aberration";6;15
"immonde";7;13
"sélectionner";9;15
"spa";5;6
"trajectoire";2;10
"assassin";6;9
"consentement";5;15
"probable";2;10
"vi";4;7
"parasite";8;9
"consigne";27;2
"inciter";4;16
"effectif";2;32
"contraignant";1;16
"farine";1;10
"désespérant";3;8
"stérilisation";19;1
"world";4;12
"subvention";3;19
"embaucher";7;19
"redistribution";1;13
"bloc";4;23
"transparence";1;36
"dépense";1;55
"emji_billet_avec_des_ailes";10;16
"délit";4;36
"juridique";1;30
"interpréter";5;20
"endoctriner";4;6
"maire";2;27
"vigueur";1;15
"sommer";12;0
"assistant";7;18
"calculette";10;3
"calculatrice";28;2
"multiplication";49;4
"grammaire";8;6
"réciter";16;2
"implication";3;10
"abord";3;7
"dictée";6;4
"emji_mémo";4;8
"ardoise";13;3
"universitaire";2;12
"crétin";25;1
"blablabla";4;8
"véridique";6;7
"biologie";2;10
"perroquet";3;13
"faune";27;10
"3ème";3;13
"division";6;4
"emji_femme_qui_hausse_les_épaules_peau_légèrement_mate";3;13
"élémentaire";11;2
"agacer";5;5
"empreinte";3;16
"hiérarchie";3;7
"contrat";7;39
"marge";4;39
"parenthèse";6;4
"alzheimer";4;6
"ruine";4;21
"pourcentage";4;42
"inclusion";2;8
"cognitif";3;21
"ouvrier";3;25
"livraison";4;9
"quotidiennement";4;14
"géographie";4;9
"dégradation";3;24
"autoritaire";2;18
"robert";10;5
"gravement";3;11
"mécanisme";3;28
"rigoureux";3;8
"bouclier";1;29
"emji_porte_documents";1;9
"prématuré";4;6
"compliquer";4;12
"systématique";1;13
"imbécile";7;7
"éclairer";3;17
"schnek";19;0
"éponge";15;2
"schneck";65;0
"lavette";45;0
"moselle";15;0
"lorrain";34;0
"débarbouillette";12;0
"romandie";5;10
"shneck";14;0
"organe";6;18
"champagne";2;10
"calosse";16;0
"séjour";10;18
"clou";16;2
"gain";5;19
"semblable";7;6
"lingette";19;0
"manifestement";4;11
"emji_tête_secouée_horizontalement";4;9
"xénophobe";3;28
"adaptation";3;16
"motorisé";1;11
"réguler";11;15
"traversée";1;9
"prostituer";13;1
"dissociation";17;1
"prostitution";32;5
"focus";4;7
"nuancé";2;10
"créature";10;5
"recours";2;10
"argumenter";2;20
"biaisé";1;19
"capital";1;45
"cautionner";2;20
"omettre";2;16
"tf";1;11
"commande";2;13
"c1";1;18
"vigile";20;1
"poussette";4;7
"caddie";14;1
"piéger";12;8
"vigilance";7;4
"croquette";27;1
"assaut";1;15
"désagréable";12;8
"sanction";13;76
"gérant";4;6
"transaction";1;18
"score";4;8
"vigilant";8;4
"soulagement";5;5
"durcir";1;13
"suspendre";5;12
"dalle";10;11
"drh";1;17
"impensable";11;2
"10h";1;12
"moix";32;0
"deuil";19;7
"mouillemerde";17;0
"chirurgien";4;9
"liban";3;51
"cissé";1;9
"yann";6;6
"règlement";4;9
"trés";9;3
"vengeance";2;10
"honorer";4;6
"emji_renard";187;2
"emji_paume_contre_paume_doigts_vers_le_haut";13;4
"poulailler";10;0
"biodiversité";11;21
"sanglier";10;0
"carnivore";11;15
"céréale";11;9
"cygne";15;0
"abandon";8;11
"emji_rat";4;6
"tartine";10;0
"nuire";2;16
"tique";13;1
"brut";4;13
"inconditionnel";5;10
"domestiquer";9;1
"affamé";3;9
"morbide";13;3
"nid";5;8
"affamer";1;22
"vegan";6;18
"verrouiller";2;8
"chaton";8;11
"félin";10;0
"espérance";9;11
"protéine";2;17
"corrélation";1;11
"amérindien";1;10
"majoritairement";2;37
"espere";4;7
"humanitaire";3;90
"garantie";4;18
"connexion";3;10
"caresser";10;2
"prélever";2;9
"mas";4;6
"gaza";3;410
"décombre";1;9
"chorale";13;1
"provocation";4;8
"infliger";3;14
"maçon";1;11
"migrant";2;29
"judée";1;16
"bafouer";1;15
"mordre";3;17
"cueillir";9;2
"caoutchouc";4;7
"gluten";4;9
"palais";8;13
"empaillé";13;0
"naturaliser";4;17
"glauque";11;1
"minet";15;1
"déterminer";7;26
"bisounours";4;17
"alternative";4;32
"aquatique";16;0
"frein";2;8
"résulter";2;9
"communisme";1;22
"pragmatique";5;10
"déformer";1;10
"fast_food";31;3
"fast";5;14
"uni";1;9
"relâcher";1;17
"intelligemment";6;8
"relier";6;25
"anéantir";3;12
"expulser";1;18
"prompt";1;13
"pdg";1;21
"abattoir";11;2
"games";10;0
"stats";4;27
"nes";1;11
"gta";8;14
"échouer";2;19
"vieillissement";3;7
"liverpool";12;1
"finale";5;5
"uefa";10;10
"organisateur";4;22
"vraisemblablement";2;8
"feng";10;0
"égypte";2;31
"équité";1;38
"rural";3;8
"vérification";4;8
"baguette";4;6
"arrestation";1;21
"drastiquement";2;13
"cambrioler";2;12
"déclencher";1;20
"armer";1;56
"préventif";1;10
"bibi";1;9
"lacrymo";1;17
"casseur";1;88
"apartheid";1;27
"tension";1;13
"penalty";6;5
"palmarès";12;2
"perdant";2;14
"emji_bras_mécanique";1;11
"adversaire";4;6
"tournoi";5;8
"symbole";4;27
"panini";14;0
"douchette";49;1
"ve";2;8
"économiquement";1;11
"syrie";1;33
"islamique";4;20
"coloniser";3;42
"arabo";2;9
"emji_balance_à_poids";1;13
"bilatéral";2;11
"locataire";8;13
"accompagnement";3;20
"libanais";1;13
"grenade";1;10
"vestiaire";1;14
"foutage";1;14
"sélection";3;18
"décevant";2;11
"expertise";2;9
"financement";3;36
"ivano";9;2
"obséder";3;7
"remporter";1;14
"glacier";1;14
"crédibilité";1;21
"patrie";2;8
"ceo";1;13
"compétent";1;11
"dej";6;4
"emji_visage_en_colère_avec_des_cornes";4;15
"emji_drapeau_union_européenne";2;25
"pacte";1;10
"jogging";6;20
"orchestrer";2;8
"proteger";2;8
"bardot";6;25
"block";1;25
"squat";17;0
"squatter";9;2
"urss";2;8
"claudia";53;1
"loger";1;13
"entièreté";3;8
"cicr";1;24
"interne";1;25
"tabasser";7;14
"poussin";12;12
"bracelet";2;15
"paninari";13;0
"arrogant";5;8
"parmelin";1;14
"perpétrer";1;12
"préférable";1;9
"résider";1;12
"moralement";3;13
"trinquer";1;9
"dévier";2;11
"cardiaque";6;11
"criminalité";1;37
"rh";1;28
"participant";1;18
"2cv";22;0
"gitan";1;10
"abo";1;16
"semer";1;35
"procès";1;42
"lynx";21;1
"inhumain";1;29
"tunis";16;0
"cardinal";21;1
"tunisien";19;0
"conditionnel";1;14
"hollywood";1;16
"colis";22;7
"illégalement";2;21
"express";5;14
"importé";1;13
"wii";14;0
