"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"souligner";-0,505;-0,815;-0,206;-1,031;66,307;-0,791;-0,407;-3,628;-0,806;-0,89;-0,397
"sosie";-0,505;-0,815;-0,206;-1,031;-1,707;38,941;-0,407;-1,546;-0,806;-2,767;6,981
"solidarité";-0,505;-0,815;-0,206;10,334;4,535;-0,791;-0,407;0,006;-0,806;0,247;-3,759
"seum";-0,433;-0,699;-0,177;-0,884;-0,079;144,266;-0,349;-3,11;-0,691;-2,372;-1,184
"sauce";-0,505;2,079;-0,206;-1,031;0,169;-0,791;-0,407;-3,628;-0,806;-0,05;10,867
"régional";-0,252;-0,408;-0,103;-0,516;-0,853;37,118;-0,203;-1,814;-0,403;3,531;-1,879
"russie";-0,505;-0,815;-0,206;10,334;-1,707;-0,791;6,705;-3,628;-0,806;1,482;0,461
"rome";-0,469;-0,757;-0,191;79,185;-1,585;-0,735;1,123;-3,369;-0,748;-2,569;0,029
"rivière";0,687;-0,757;-0,191;-0,958;-1,585;0,141;-0,378;-0,214;-0,748;19,15;-1,414
"rip";-0,433;0,185;-0,177;-0,884;-1,463;-0,678;-0,349;21,757;-0,691;-0,581;-1,184
"retraité";-0,361;-0,582;-0,147;0,154;3,783;-0,565;-0,291;-2,591;4,121;-1,976;2,127
"repos";-0,505;-0,815;-0,206;4,653;-1,707;-0,791;-0,407;-1,546;-0,806;23,216;-1,65
"rempli";-0,469;-0,757;-0,191;0,014;-0,135;-0,735;-0,378;2,546;0,128;1,923;-1,414
"reconnaissant";-0,505;2,079;-0,206;-1,031;-0,2;-0,791;-0,407;0,548;0,079;7,064;-3,759
"recommencer";-0,505;-0,815;-0,206;0,002;1,615;-0,791;-0,407;-1,546;72,768;-0,89;-3,759
"recette";0,56;-0,815;-0,206;0,002;-1,707;-0,791;-0,407;1,964;0,079;-2,767;3,951
"rebelle";-0,505;0,073;-0,206;-1,031;-0,2;-0,791;-0,407;-1,546;24,949;-2,767;3,951
"rapprocher";-0,505;14,339;-0,206;40,798;-0,2;-0,791;-0,407;-3,628;-0,806;-0,89;-1,65
"rajeunir";-0,505;-0,815;-0,206;-1,031;-1,707;-0,791;-0,407;54,063;-0,806;-2,767;-3,759
"rabaisser";-0,469;-0,757;3,546;0,014;16,726;-0,735;-0,378;-3,369;-0,748;0,409;-0,26
"punk";-0,469;-0,757;-0,191;0,014;-0,135;2,589;-0,378;-3,369;-0,748;-2,569;18,01
"ptn";-0,469;-0,757;-0,191;-0,958;-1,585;8,079;-0,378;-3,369;-0,748;-2,569;24,235
"préserver";-0,505;53,347;-0,206;0,002;-0,2;-0,791;-0,407;0,006;-0,806;-0,05;-3,759
"présentateur";-0,505;-0,815;-0,206;-1,031;-0,2;2,212;-0,407;1,964;-0,806;-2,767;3,951
"position";0,56;-0,815;-0,206;1,209;8,932;-0,791;-0,407;-3,628;2,13;1,482;-3,759
"politicien";-0,505;0,073;-0,206;-1,031;-1,707;0,089;-0,407;-1,546;2,13;3,754;0,461
"pervers";-0,505;-0,815;-0,206;1,209;8,932;-0,791;-0,407;-3,628;2,13;3,754;-3,759
"perrot";-0,505;-0,815;-0,206;-1,031;-0,2;-0,791;-0,407;44,776;-0,806;-2,767;-3,759
"perle";-0,505;0,073;-0,206;-1,031;-1,707;-0,791;-0,407;44,776;-0,806;-2,767;-3,759
"performance";-0,505;-0,815;-0,206;0,002;-1,707;0,089;-0,407;-1,546;2,13;23,216;-3,759
"pere";-0,505;-0,815;-0,206;1,209;-1,707;0,089;-0,407;-0,339;14,565;-0,05;0,001
"parc";-0,505;0,073;-0,206;-1,031;-1,707;-0,791;-0,407;-1,546;2,13;11,41;0,001
"panneau";-0,469;7,728;-0,191;1,479;0,275;-0,735;-0,378;-0,214;16,216;-2,569;-3,491
"ouchy";-0,469;-0,757;-0,191;0,014;-1,585;8,079;1,123;0,827;-0,748;-2,569;0,719
"onde";-0,469;101,602;-0,191;0,014;-1,585;-0,735;-0,378;-1,321;-0,748;-0,732;-1,414
"olala";-0,505;-0,815;-0,206;0,002;0,169;-0,791;6,705;-3,628;2,13;-0,05;1,778
"numéro";-0,505;-0,815;-0,206;4,653;0,169;7,158;-0,407;-3,628;2,13;0,247;-1,65
"ns";0,56;0,073;-0,206;0,002;-0,2;-0,791;-0,407;-0,339;-0,806;-0,05;3,951
"novembre";-0,397;-0,641;-0,162;-0,81;-1,341;0,305;-0,32;-0,039;-0,633;11,562;-0,059
"nettement";-0,505;-0,815;-0,206;-1,031;-1,707;-0,791;-0,407;-1,546;24,949;11,41;-1,65
"nation";-0,505;-0,815;-0,206;136,31;-1,707;2,212;-0,407;-3,628;-0,806;-2,767;-3,759
"ménopause";-0,505;-0,815;-0,206;-1,031;-1,707;-0,791;-0,407;-3,628;0,079;59,276;-3,759
"méchanceté";-0,505;14,339;-0,206;-1,031;-0,2;-0,791;-0,407;-1,546;24,949;-0,05;-1,65
"multiple";-0,325;-0,524;-0,132;70,867;-1,097;-0,508;2,253;-2,332;-0,518;-0,19;-2,416
"miracle";-0,469;-0,757;-0,191;-0,958;-1,585;2,589;-0,378;0,05;-0,748;-0,732;8,326
"maxi";26,256;-0,815;-0,206;-1,031;-1,707;-0,791;-0,407;0,006;-0,806;-2,767;6,981
"manipuler";-0,505;-0,815;-0,206;55,427;1,615;-0,791;-0,407;-3,628;0,079;-0,05;-3,759
"malsain";-0,433;2,879;-0,177;1,807;-1,463;-0,678;-0,349;-1,101;8,926;2,47;-3,222
"local";-0,469;2,444;-0,191;11,637;-1,585;2,589;-0,378;-3,369;-0,748;1,923;-1,414
"large";-0,505;-0,815;-0,206;-1,031;1,615;0,089;0,952;-1,546;0,079;3,754;-0,397
"lait";4,87;53,347;-0,206;0,002;-0,2;-0,791;-0,407;-1,546;-0,806;-0,89;-1,65
"jsuis";-0,469;-0,757;-0,191;0,014;10,229;0,141;-0,378;-0,214;0,128;-0,732;-0,26
"jeûne";-0,469;-0,757;-0,191;-0,958;-1,585;104,878;-0,378;-3,369;-0,748;1,923;-3,491
"issu";-0,505;0,073;-0,206;10,334;1,615;0,089;-0,407;-0,339;-0,806;-0,05;-1,65
"intonation";-0,505;-0,815;-0,206;-1,031;-1,707;74,249;-0,407;0,548;-0,806;-2,767;-0,397
"insulte";-0,505;-0,815;-0,206;1,209;66,307;-0,791;-0,407;-3,628;-0,806;-2,767;-1,65
"instruire";-0,505;-0,815;-0,206;1,209;66,307;-0,791;-0,407;-3,628;-0,806;-0,89;-3,759
"industrie";-0,505;2,079;-0,206;55,427;-1,707;-0,791;-0,407;-3,628;-0,806;1,482;-3,759
"importance";-0,505;2,079;-0,206;18,252;-1,707;-0,791;-0,407;1,964;-0,806;-0,89;-1,65
"héritage";-0,469;-0,757;-0,191;0,014;-0,135;0,141;-0,378;-1,321;7,862;-0,732;2,333
"hey";-0,469;0,12;-0,191;-0,958;0,275;-0,735;1,123;-3,369;-0,748;1,923;2,333
"grands_parents";-0,505;-0,815;-0,206;-1,031;0,169;2,212;-0,407;-3,628;-0,806;7,064;0,461
"glisser";0,56;0,073;-0,206;-1,031;-1,707;14,928;-0,407;-3,628;6,958;-0,05;0,001
"germain";-0,505;-0,815;-0,206;0,002;-0,2;14,928;-0,407;7,42;-0,806;-0,89;-3,759
"geler";-0,397;-0,641;-0,162;-0,81;-1,341;0,305;-0,32;-0,888;-0,633;-2,174;24,264
"fumée";-0,505;0,073;-0,206;-1,031;-1,707;-0,791;-0,407;-3,628;-0,806;59,276;-3,759
"fascinant";-0,505;-0,815;-0,206;72,292;-0,2;-0,791;0,952;0,006;-0,806;-2,767;-3,759
"etaient";0,687;-0,757;-0,191;11,637;-0,135;-0,735;-0,378;0,05;-0,748;1,923;-3,491
"errant";-0,505;205,589;-0,206;-1,031;-1,707;-0,791;-0,407;-3,628;-0,806;-2,767;-1,65
"ennui";-0,397;-0,641;-0,162;0,086;-1,341;0,305;-0,32;-2,85;-0,633;11,562;0,246
"emji_visage_légèrement_mécontent";-0,397;-0,641;-0,162;0,086;7,389;-0,621;-0,32;-2,85;-0,633;3,152;-0,059
"emji_symbole_d_avertissement";-0,288;30,479;6,837;-0,589;-0,975;0,809;-0,233;-2,073;0,775;-1,581;-0,36
"emji_soleil_avec_visage";-0,252;-0,408;-0,103;-0,516;-0,853;-0,395;-0,203;27,026;-0,403;-1,383;-1,879
"emji_père_noël";-0,397;-0,641;-0,162;-0,81;-1,341;-0,621;-0,32;18,313;-0,633;-2,174;0,246
"emji_mains_en_prière_peau_mate";-0,144;-0,233;-0,059;-0,295;-0,488;-0,226;-0,116;7,251;-0,23;0,21;-1,074
"emji_index_pointant_vers_le_haut";-0,505;-0,815;-0,206;-1,031;-0,2;0,089;-0,407;1,964;-0,806;-2,767;6,981
"emji_homme_qui_hausse_les_épaules";-0,505;-0,815;39,119;10,334;1,615;0,089;-0,407;-3,628;-0,806;-0,05;-1,65
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";5,488;0,12;-0,191;5,354;-0,135;0,141;-0,378;-3,369;-0,748;1,923;-1,414
"emji_coeur_orange";-0,397;-0,641;-0,162;-0,81;-1,341;-0,621;-0,32;42,474;-0,633;-2,174;-2,954
"délicieux";-0,505;0,073;-0,206;-1,031;-0,2;-0,791;-0,407;4,255;0,079;-0,89;0,461
"déjeuner";-0,469;-0,757;-0,191;-0,958;-0,135;-0,735;-0,378;-3,369;-0,748;34,467;-0,26
"défaut";-0,505;2,079;3,176;1,209;-0,2;-0,791;-0,407;-3,628;54,05;-0,89;-3,759
"décembre";-0,469;0,12;-0,191;-0,958;-1,585;2,589;-0,378;-1,321;-0,748;-2,569;18,01
"doc";-0,469;-0,757;3,546;-0,958;-1,585;0,141;-0,378;13,353;-0,748;-0,012;-1,414
"divorce";0,56;0,073;-0,206;-1,031;-0,2;-0,791;-0,407;-3,628;94,263;-0,05;-3,759
"discipline";-0,469;-0,757;-0,191;-0,958;58,607;-0,735;-0,378;-3,369;0,128;-0,732;-1,414
"diffuser";0,56;-0,815;-0,206;-1,031;22,154;0,089;-0,407;-0,339;-0,806;0,247;-3,759
"diction";-0,469;-0,757;-0,191;-0,958;24,812;-0,735;-0,378;2,546;-0,748;-0,732;-3,491
"cuire";-0,505;93,098;-0,206;-1,031;-1,707;0,089;-0,407;-3,628;0,079;-0,89;-0,397
"crâne";-0,505;-0,815;-0,206;-1,031;14,805;-0,791;-0,407;-3,628;-0,806;-0,89;6,981
"coudre";-0,505;-0,815;-0,206;-1,031;-1,707;-0,791;-0,407;-3,628;208,022;-2,767;-1,65
"contenir";-0,505;14,339;115,066;0,002;-0,2;-0,791;-0,407;-1,546;-0,806;-0,89;-1,65
"contact";-0,505;2,079;3,176;-1,031;-1,707;-0,791;-0,407;-1,546;0,079;23,216;-3,759
"confédération";-0,469;2,444;-0,191;1,479;-1,585;81,142;-0,378;-3,369;0,128;-2,569;-3,491
"conclusion";-0,505;-0,815;-0,206;28,407;-0,2;0,089;-0,407;-3,628;-0,806;-2,767;3,951
"compréhension";-0,505;-0,815;-0,206;0,002;66,307;-0,791;-0,407;-1,546;-0,806;-2,767;-1,65
"coluche";-0,505;0,073;3,176;1,209;-0,2;-0,791;-0,407;7,42;-0,806;-2,767;-0,397
"clip";-0,505;-0,815;3,176;28,407;-1,707;-0,791;-0,407;0,006;-0,806;-0,05;-0,397
"cliché";-0,469;-0,757;-0,191;-0,958;0,275;8,079;-0,378;-3,369;-0,748;4,554;0,029
"clairvoyance";-0,505;-0,815;-0,206;1,209;-1,707;-0,791;-0,407;22,163;-0,806;-0,05;-3,759
"châtiment";-0,433;-0,699;-0,177;0,041;2,477;-0,678;-0,349;-3,11;18,152;2,47;-3,222
"château";-0,469;-0,757;-0,191;5,354;-1,585;60,447;1,123;-1,321;-0,748;-2,569;-1,414
"chevignon";-0,505;-0,815;-0,206;-1,031;-1,707;-0,791;0,952;-1,546;-0,806;-2,767;34,978
"chauffeur";-0,433;-0,699;-0,177;-0,884;-1,463;3,04;-0,349;-3,11;0,195;-2,372;20,854
"centime";-0,505;37,595;-0,206;-1,031;-1,707;55,183;-0,407;-3,628;-0,806;-0,89;-3,759
"caddie";-0,433;0,185;683,703;-0,884;-1,463;-0,678;-0,349;-3,11;-0,691;-2,372;-3,222
"cabane";-0,505;-0,815;-0,206;-1,031;-1,707;-0,791;-0,407;0,006;-0,806;23,216;-0,397
"brigitte";-0,361;11,549;-0,147;0,154;-0,008;-0,565;-0,291;-0,002;-0,576;-0,307;-0,008
"bretagne";-0,18;-0,291;-0,074;-0,368;-0,609;-0,282;-0,145;-0,001;-0,288;0,045;4,521
"bonté";-0,505;0,073;-0,206;0,002;-1,707;-0,791;-0,407;22,163;0,079;-0,89;-3,759
"bin";-0,505;-0,815;-0,206;0,002;-1,707;2,212;-0,407;-3,628;-0,806;-2,767;27,666
"berner";0,687;-0,757;-0,191;11,637;-1,585;28,18;-0,378;-3,369;-0,748;0,409;-3,491
"bateau";-0,505;0,073;-0,206;-1,031;-1,707;-0,791;-0,407;-0,339;-0,806;-0,89;21,21
"baigner";-0,505;-0,815;-0,206;-1,031;-1,707;0,089;-0,407;-3,628;-0,806;30,675;0,001
"aveugle";-0,505;0,073;-0,206;28,407;-0,2;-0,791;-0,407;-3,628;-0,806;-0,05;0,461
"augmentation";-0,469;7,728;249,843;0,014;-1,585;-0,735;-0,378;-3,369;-0,748;-0,012;-3,491
"attirer";-0,469;27,177;-0,191;-0,958;-1,585;0,141;-0,378;-3,369;41,898;-2,569;-1,414
"asseoir";0,56;0,073;-0,206;0,002;-1,707;-0,791;-0,407;-3,628;0,079;23,216;-1,65
"amérique";28,838;-0,757;-0,191;31,429;-1,585;-0,735;-0,378;-3,369;-0,748;-2,569;0,029
"amitié";-0,505;-0,815;-0,206;-1,031;-0,2;-0,791;33,833;11,46;0,079;-2,767;-3,759
"adolescent";-0,505;-0,815;-0,206;-1,031;8,932;-0,791;-0,407;0,006;-0,806;1,482;-0,397
"acquérir";-0,469;0,12;-0,191;5,354;5,322;-0,735;-0,378;0,05;-0,748;-0,012;-3,491
"achat";-0,505;0,073;16,147;0,002;-1,707;2,212;-0,407;-3,628;-0,806;7,064;-0,397
"accueillir";-0,433;-0,699;-0,177;0,041;2,477;-0,678;-0,349;-3,11;8,926;-2,372;3,025
"écriture";-0,469;-0,757;-0,191;-0,958;34,488;-0,735;-0,378;0,827;-0,748;-0,732;-3,491
"écart";-0,469;-0,757;-0,191;60,858;-1,585;-0,735;-0,378;-1,321;2,499;-0,732;-1,414
"volant";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-3,369;0,128;8,302;4,868
"virer";-0,469;-0,757;518,384;-0,958;-1,585;0,141;-0,378;-3,369;-0,748;-0,732;-1,414
"victimisation";-0,469;-0,757;-0,191;11,637;16,726;0,141;-0,378;-3,369;-0,748;-2,569;-0,26
"veille";3,107;-0,349;-0,088;-0,442;0,209;-0,339;-0,174;-0,056;-0,345;4,889;-1,611
"tjr";-0,469;-0,757;-0,191;0,014;-1,585;0,141;-0,378;-3,369;2,499;0,409;4,868
"tique";-0,361;171,828;-0,147;-0,737;-1,219;-0,565;-0,291;-2,591;-0,576;-1,976;-2,685
"taire";-0,469;0,12;-0,191;-0,958;0,275;8,079;1,123;-1,321;0,128;0,409;-1,414
"surnom";-0,397;0,273;-0,162;0,086;31,647;-0,621;-0,32;-0,888;-0,633;-2,174;-0,961
"subtilité";-0,469;-0,757;-0,191;5,354;5,322;0,141;1,123;-1,321;-0,748;0,409;-3,491
"strictement";0,687;27,177;-0,191;-0,958;2,003;-0,735;-0,378;-3,369;-0,748;0,409;-1,414
"spectacle";-0,469;2,444;-0,191;0,014;-0,135;-0,735;-0,378;2,546;2,499;-0,732;-1,414
"solide";-0,433;2,879;-0,177;1,807;-0,079;-0,678;-0,349;-1,101;2,94;0,63;-1,184
"sms";-0,433;-0,699;-0,177;-0,884;-0,079;9,162;8,382;-1,101;-0,691;-0,581;1,066
"serrer";-0,469;0,12;-0,191;0,014;-0,135;-0,735;1,123;-1,321;-0,748;13,167;-1,414
"septembre";-0,397;-0,641;-0,162;0,086;-1,341;20,918;-0,32;-2,85;-0,633;-2,174;7,35
"savoyard";-0,469;-0,757;-0,191;-0,958;-1,585;131,655;-0,378;-1,321;-0,748;-2,569;-0,26
"sanction";-0,469;-0,757;181,868;-0,958;0,275;-0,735;-0,378;-3,369;2,499;-0,012;-1,414
"salutation";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;1,123;25,266;-0,748;-0,732;-1,414
"réunion";-0,433;0,185;19,451;-0,884;-1,463;0,212;1,328;-1,101;-0,691;0;1,066
"réserver";-0,469;-0,757;-0,191;1,479;-0,135;0,141;-0,378;-1,321;7,862;-0,732;0,719
"réserve";-0,433;0,185;19,451;0,041;6,259;0,212;-0,349;-3,11;-0,691;-2,372;0,106
"rincer";254,909;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-3,369;-0,748;-0,732;-1,414
"reprocher";-0,469;-0,757;-0,191;11,637;2,003;-0,735;-0,378;-0,214;2,499;-0,732;-1,414
"remarque";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-0,214;-0,748;1,923;8,326
"refuge";-0,397;123,278;-0,162;0,086;-1,341;-0,621;-0,32;-0,888;-0,633;-2,174;-2,954
"rapporter";-0,397;10,033;-0,162;-0,81;-0,036;-0,621;-0,32;-0,888;3,472;0,023;-0,059
"q";28,838;-0,757;-0,191;1,479;-1,585;0,141;-0,378;0,05;-0,748;-0,732;-0,26
"précisément";-0,469;0,12;-0,191;1,479;0,275;2,589;-0,378;-1,321;-0,748;-0,732;0,719
"prostituer";-0,469;-0,757;-0,191;0,014;-0,135;-0,735;-0,378;-3,369;59,226;1,923;-3,491
"promener";-0,433;0,185;-0,177;-0,884;-1,463;-0,678;-0,349;-1,101;-0,691;15,25;0,106
"profondément";-0,433;-0,699;-0,177;1,807;-0,079;-0,678;-0,349;15,605;-0,691;-0,581;-3,222
"plume";-0,397;0,273;-0,162;0,086;21,683;-0,621;-0,32;-2,85;-0,633;0,023;-0,961
"pleuvoir";-0,469;-0,757;-0,191;-0,958;-1,585;16,609;-0,378;-3,369;-0,748;0,409;4,868
"plaque";-0,469;-0,757;-0,191;-0,958;-1,585;28,18;1,123;-3,369;-0,748;-0,012;2,333
"plaisanter";-0,433;-0,699;-0,177;-0,884;6,259;-0,678;-0,349;-3,11;-0,691;5,52;0,106
"piger";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;1,123;-3,369;0,128;-0,732;24,235
"persuader";-0,469;-0,757;-0,191;79,185;-0,135;0,141;-0,378;-3,369;-0,748;-0,732;-1,414
"payant";-0,469;-0,757;-0,191;1,479;-0,135;0,141;1,123;-3,369;41,898;-0,732;-1,414
"passionné";-0,469;0,12;-0,191;-0,958;2,003;-0,735;-0,378;13,353;-0,748;-2,569;-1,414
"parfum";-0,469;-0,757;-0,191;0,014;-1,585;-0,735;-0,378;-1,321;-0,748;0,409;12,707
"parer";-0,433;-0,699;-0,177;-0,884;2,477;-0,678;-0,349;-3,11;-0,691;15,25;-0,145
"panini";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;317,022;-3,369;0,128;-2,569;-1,414
"paninari";360,743;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-3,369;-0,748;-2,569;-3,491
"palestinien";-0,433;-0,699;-0,177;67,206;-1,463;-0,678;-0,349;-3,11;-0,691;-2,372;1,066
"ouest";-0,469;-0,757;-0,191;1,479;-1,585;0,141;-0,378;0,05;0,128;-2,569;4,868
"oral";-0,252;1,039;-0,103;-0,516;-0,853;-0,395;3,352;0,274;-0,403;-0,025;0,23
"oooh";-0,469;-0,757;-0,191;0,014;2,003;-0,735;88,971;-3,369;-0,748;-0,732;-0,26
"ohh";-0,433;0,185;-0,177;-0,884;-0,079;-0,678;134,783;-3,11;-0,691;-0,581;-0,145
"officiel";-0,469;-0,757;-0,191;1,479;-0,135;8,079;-0,378;-3,369;0,128;1,923;-0,26
"numérique";-0,469;2,444;-0,191;20,329;-1,585;0,141;-0,378;-1,321;2,499;-0,732;-1,414
"no";6,216;-0,699;-0,177;-0,884;-1,463;-0,678;-0,349;-1,101;-0,691;-0,581;14,898
"météo";-0,469;-0,757;-0,191;60,858;-1,585;2,589;-0,378;-1,321;-0,748;-2,569;-0,26
"mélange";0,687;-0,757;-0,191;0,014;-0,135;0,141;-0,378;-3,369;41,898;-2,569;0,029
"musical";-0,469;-0,757;-0,191;0,014;-1,585;-0,735;-0,378;2,546;-0,748;-0,732;4,868
"multiplier";0,842;8,779;19,451;6,183;-0,079;-0,678;-0,349;-3,11;-0,691;-0,581;-1,184
"moquerie";-0,433;-0,699;-0,177;6,183;18,988;-0,678;-0,349;-3,11;0,195;-2,372;-0,145
"moeurs";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-1,321;16,216;13,167;-1,414
"minorité";-0,469;0,12;-0,191;5,354;0,275;-0,735;-0,378;-3,369;7,862;-0,012;-0,26
"mini";16,554;0,185;-0,177;-0,884;-1,463;-0,678;-0,349;-1,101;0,195;-0,581;3,025
"mars";-0,433;-0,699;-0,177;-0,884;-1,463;-0,678;-0,349;-3,11;0,195;-0,581;27,809
"marathon";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-0,214;102,857;-0,732;-1,414
"manuel";-0,433;-0,699;-0,177;0,041;-0,079;-0,678;-0,349;-0,112;30,619;0,63;-3,222
"malheur";-0,469;2,444;-0,191;44,939;-1,585;-0,735;-0,378;-3,369;-0,748;-2,569;0,719
"légitime";-0,469;-0,757;-0,191;11,637;2,003;-0,735;-0,378;-3,369;16,216;-0,012;-3,491
"lune";-0,469;-0,757;-0,191;1,479;-0,135;-0,735;-0,378;-3,369;-0,748;-2,569;24,235
"lucide";-0,469;-0,757;-0,191;-0,958;0,275;-0,735;-0,378;25,266;-0,748;-0,732;-3,491
"livrer";-0,469;27,177;-0,191;-0,958;2,003;-0,735;-0,378;-1,321;-0,748;1,923;-3,491
"japon";0,687;-0,757;-0,191;1,479;-1,585;2,589;-0,378;-3,369;-0,748;4,554;0,029
"inégalité";-0,469;-0,757;-0,191;11,637;-0,135;-0,735;-0,378;-3,369;27,561;0,409;-3,491
"invité";0,842;-0,699;-0,177;-0,884;-0,079;-0,678;-0,349;3,268;-0,691;5,52;-3,222
"investissement";-0,469;41,343;-0,191;1,479;-1,585;-0,735;-0,378;-3,369;2,499;-0,012;-1,414
"intervention";-0,469;-0,757;-0,191;5,354;-0,135;-0,735;-0,378;0,05;16,216;-0,732;-1,414
"infirmier";-0,469;0,12;-0,191;0,014;-1,585;-0,735;1,123;-3,369;27,561;1,923;-1,414
"impliquer";-0,469;7,728;-0,191;1,479;0,275;-0,735;-0,378;-3,369;-0,748;8,302;-3,491
"hypocrisie";-0,469;-0,757;-0,191;1,479;0,275;0,141;-0,378;-0,214;27,561;-2,569;-1,414
"horaire";-0,469;-0,757;-0,191;-0,958;-0,135;-0,735;-0,378;-3,369;-0,748;13,167;2,333
"harrison";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;1,123;32,636;-0,748;-2,569;-1,414
"hallucinant";0,687;-0,757;-0,191;0,014;34,488;-0,735;-0,378;-1,321;-0,748;-0,012;-3,491
"grand_papa";-0,469;-0,757;-0,191;-0,958;-1,585;0,141;-0,378;18,839;-0,748;-0,012;-1,414
"front";-0,433;0,185;-0,177;1,807;-0,079;-0,678;1,328;-3,11;30,619;-2,372;-0,145
"fringue";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-3,369;-0,748;-2,569;48,446
"frigo";0,687;0,12;-0,191;-0,958;-1,585;-0,735;-0,378;-3,369;0,128;-2,569;24,235
"françoise";-0,433;-0,699;-0,177;-0,884;-1,463;-0,678;1,328;28,93;-0,691;-0,581;-3,222
"francophone";-0,433;-0,699;-0,177;-0,884;-1,463;176,745;-0,349;-1,101;-0,691;-2,372;-3,222
"fondre";0,687;15,972;-0,191;-0,958;-1,585;-0,735;-0,378;0,827;-0,748;-2,569;0,719
"flipper";-0,469;-0,757;-0,191;20,329;-0,135;-0,735;-0,378;-3,369;16,216;0,409;-3,491
"fendre";-0,433;0,185;-0,177;-0,884;-0,079;0,212;-0,349;-1,101;-0,691;-0,581;9,941
"fatigue";-0,469;-0,757;-0,191;11,637;-0,135;-0,735;-0,378;-3,369;-0,748;8,302;-0,26
"fasciner";-0,469;-0,757;-0,191;0,014;-1,585;-0,735;-0,378;32,636;0,128;-2,569;-3,491
"exploser";-0,469;0,12;-0,191;0,014;-0,135;8,079;-0,378;-3,369;-0,748;0,409;0,719
"exploiter";-0,433;-0,699;-0,177;13,169;-1,463;-0,678;-0,349;-3,11;18,152;0,63;-1,184
"exigeant";-0,433;0,185;-0,177;1,807;-1,463;-0,678;-0,349;3,268;-0,691;2,47;-3,222
"entretenir";-0,469;-0,757;-0,191;1,479;0,275;-0,735;-0,378;-3,369;7,862;4,554;-1,414
"entourage";-0,397;-0,641;-0,162;0,086;-0,036;-0,621;-0,32;-2,85;-0,633;34,079;-2,954
"empaillé";-0,433;139,882;-0,177;-0,884;0,418;-0,678;-0,349;-3,11;-0,691;-2,372;-3,222
"empailler";-0,433;139,882;-0,177;-0,884;-0,079;-0,678;-0,349;-1,101;-0,691;-2,372;-3,222
"emji_visage_effrayé";-0,216;-0,349;-0,088;-0,442;9,492;-0,339;-0,174;-0,056;-0,345;0;-0,073
"emji_personne_qui_hausse_les_épaules";-0,433;-0,699;-0,177;0,041;2,477;-0,678;-0,349;-1,101;30,619;0;-3,222
"emji_personne_avec_la_paume_sur_le_visage";0,842;0,185;3,98;-0,884;2,477;3,04;-0,349;-3,11;0,195;0;-1,184
"emji_mains_levées_peau_claire";0,687;-0,757;-0,191;-0,958;-1,585;60,447;-0,378;0,05;-0,748;-2,569;-0,26
"emji_fondue";-0,469;-0,757;-0,191;0,014;-1,585;-0,735;-0,378;0,05;-0,748;-0,012;8,326
"emji_feuille";-0,433;-0,699;-0,177;-0,884;-1,463;-0,678;-0,349;46,337;-0,691;-2,372;-3,222
"emji_femme_qui_hausse_les_épaules_peau_claire";5,488;-0,757;-0,191;-0,958;-1,585;60,447;-0,378;-3,369;-0,748;0,409;-1,414
"emji_coeur_enflammé";-0,469;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;5,206;7,862;-0,732;0,029
"emji_bouton_coché";23,89;-0,524;-0,132;0,255;0,001;0,591;-0,262;-2,332;0,563;-1,779;0,006
"embrasser";-0,469;2,444;-0,191;-0,958;-1,585;-0,735;-0,378;0,05;27,561;-0,012;-1,414
"déverser";-0,469;2,444;-0,191;-0,958;0,275;2,589;-0,378;-3,369;7,862;1,923;-3,491
"dénigrer";-0,361;0,389;-0,147;0,154;0,862;-0,565;-0,291;-2,591;38,603;-0,307;-2,685
"dédicace";0,842;-0,699;-0,177;-0,884;-1,463;-0,678;345,259;-3,11;-0,691;-2,372;-3,222
"douchettes";360,743;-0,757;-0,191;-0,958;-1,585;-0,735;-0,378;-3,369;-0,748;-2,569;-3,491
"don";-0,469;0,12;-0,191;31,429;-1,585;0,141;-0,378;-0,214;-0,748;-0,012;-1,414
"disparition";5,488;101,602;-0,191;-0,958;-1,585;-0,735;-0,378;-0,214;-0,748;-2,569;-3,491
"discrimination";-0,469;-0,757;-0,191;79,185;-1,585;-0,735;-0,378;-3,369;7,862;-0,732;-3,491
"différemment";0,687;0,12;-0,191;-0,958;5,322;0,141;-0,378;-3,369;-0,748;4,554;-1,414
"deviner";-0,397;-0,641;4,496;2,208;-1,341;-0,621;-0,32;0,302;10,194;-0,438;-0,961
