"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"emji_appareil_photo_avec_flash";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,283
"effort";1;1;1;1;1;0,055;1;1;1;0,007;1;1;0,05;1;1;1;1;1;1;1;1;0,071;1;1;1
"défense";1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;1;0;0,048;1;1;0,037;1;1;1;1
"douane";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"discussion";1;1;0,054;1;1;1;1;1;1;1;1;1;0;0,018;1;1;1;1;1;1;1;1;1;1;1
"croissance";1;1;1;1;1;1;1;0,015;1;1;1;0,006;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"concours";1;0,001;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,127;1;1;1;1;1;1;0,006
"compter";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,005;1;0,026;1;1;1
"composer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,067;0,002;1;1;0
"comportement";1;1;1;1;1;0;1;1;1;1;0,061;1;1;1;1;1;1;1;0,122;1;1;1;1;0,054;1
"communal";1;1;0,094;0,176;0,133;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,209
"commerce";1;1;1;1;1;1;1;0,045;1;0,007;1;1;1;1;1;1;1;1;1;0,018;1;0,071;1;1;1
"coalition";1;1;0,054;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,122;1;0,037;1;1;1;1
"chaud";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"capitale";1;1;0,054;0,113;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,13;1;1;1
"capable";1;1;1;1;1;0,105;1;1;1;1;1;0,048;1;1;1;1;1;1;0;1;1;0,13;1;1;1
"candidat";1;1;0;1;1;0,165;1;1;1;1;1;1;1;1;1;1;1;1;1;0,076;1;1;1;1;0,209
"canada";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,283
"cambriolage";1;1;1;1;0,041;1;1;1;0,028;1;1;1;1;1;1;1;1;0,021;1;1;1;1;1;0,025;1
"cacher";1;1;1;1;1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;0;1;1;0,269;1;1;0,283
"britannique";1;1;1;1;1;0,165;1;1;1;1;1;1;1;1;1;1;1;1;0,187;1;1;1;0,067;0,094;0,002
"bord";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,094;1
"blessure";1;1;1;1;0,19;0,229;0;1;1;0,062;1;1;1;1;1;1;0,003;1;1;1;1;1;1;1;1
"australie";1;1;1;1;1;0,055;1;1;1;0,007;1;0,021;1;1;1;1;1;1;0,065;1;1;1;1;1;1
"apprendre";1;1;1;1;1;1;1;1;1;1;1;1;0,097;1;1;1;1;1;1;1;0;0,13;1;1;0,139
"analyser";1;1;1;1;1;0;1;1;1;1;1;0,085;1;1;1;1;1;1;0,187;1;1;1;1;1;1
"affecter";1;1;1;1;1;1;1;1;1;1;0,103;1;1;0,037;0;1;1;1;0,187;1;1;1;1;1;0,209
"action";1;1;1;0,113;1;1;1;0;1;1;1;1;1;0,018;1;1;1;1;1;0,042;1;1;1;1;1
"accusation";1;1;1;1;1;1;1;1;1;1;1;0,048;0,097;1;0,075;1;1;1;1;0;1;1;1;1;1
"accompagner";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,045;1;1;0,065;1;1;1;1;1;1
"abonnement";1;1;1;0,021;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"étudier";1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;0,024;1;1;1;1;0,007;1
"éclater";1;1;0,025;1;1;1;1;1;1;0,007;1;1;1;1;1;1;0,055;1;1;1;1;1;1;0,025;1
"washington";1;0,068;0,054;1;1;1;1;1;1;0,018;1;1;0,097;1;1;0,09;1;1;1;1;1;1;1;1;1
"voyage";1;0,032;1;0,06;1;1;1;1;1;1;1;1;0,05;1;1;1;0,055;1;1;1;1;1;1;1;1
"vivant";1;1;1;1;0,041;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,076
"vitesse";1;1;1;0,113;1;1;0,027;1;0,061;1;1;0,048;1;1;1;1;1;1;1;1;0,037;1;1;1;1
"vieux";1;1;1;0,113;1;1;1;1;1;1;1;0,048;1;1;1;1;1;0,048;1;1;1;0;1;1;1
"viande";1;1;1;1;1;0,055;1;1;1;1;1;1;1;1;1;1;1;0,021;0,065;1;1;1;1;1;0,076
"valeur";1;1;1;1;1;1;1;1;1;1;0,103;1;0,154;1;1;1;1;0;1;1;1;1;0,067;0,094;1
"utilisation";1;1;1;0,06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,018;1;1;1;1;1
"ue";1;1;0,025;1;1;1;1;1;1;1;1;1;1;1;1;1;0,055;1;0,065;0,018;1;1;1;1;1
"typhon";1;1;1;1;0,041;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"tournée";1;1;1;1;1;1;1;1;0,061;1;0,061;1;0,097;1;1;1;0,105;1;1;1;1;1;1;1;0,139
"tiktok";1;1;1;0,176;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,198;1;1;1
"terre";1;1;1;1;1;0,055;1;1;1;0;0,028;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"tentative";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,075;1;1;1;0,122;1;0;1;0,037;1;1
"taux";1;1;1;1;1;0,055;1;1;1;1;1;1;1;1;1;1;1;0,021;0,065;1;1;1;0,015;1;1
"tarif";1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,075;0;1;1;1;1;1;1;1;1;1
"tabac";1;1;1;1;0,013;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;0,004;1;1
"sydney";1;1;1;1;1;1;1;1;1;0,037;1;1;1;1;1;0,001;1;1;1;0,076;1;1;1;0;1
"suspension";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,055;1;1;1;0,015;1;1;1;1
"subir";1;1;1;1;1;1;1;0,09;0;1;1;1;1;1;1;0,09;1;1;1;1;1;1;0,037;1;1
"spécialiser";1;1;1;1;1;1;1;1;0,028;1;1;1;1;1;1;1;0,055;0,021;1;1;1;1;1;0,025;1
"sportif";1;1;1;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,071;0,015;1;0,076
"spectacle";1;1;1;1;1;1;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"souhaiter";1;1;1;1;0,041;1;1;0,045;1;1;1;1;1;1;0,036;1;1;1;1;1;1;0,071;1;1;1
"soirée";1;1;0,054;1;1;1;1;1;1;1;1;0,048;1;1;0;1;1;1;1;1;0,037;1;1;1;1
"signaler";1;1;1;1;1;0,165;1;1;1;0,037;1;0,085;1;1;1;1;1;0,085;1;1;0,067;1;1;0,094;1
"session";1;1;0,094;1;1;1;1;1;1;0,037;0;0,085;1;1;1;1;1;1;1;1;1;1;0,067;1;1
"sentiment";1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;1;1;1;0,122;0;1;1;0,037;1;1
"sensation";1;1;1;1;1;1;1;1;0,061;1;1;1;1;1;1;1;1;1;1;1;1;0,13;1;1;0
"scolaire";1;1;1;1;0,041;1;1;0,045;1;1;1;1;1;1;1;1;1;1;0,065;1;1;1;0,015;1;1
"saisir";1;1;1;1;1;0,055;1;1;1;1;1;1;1;1;0,036;1;1;1;1;1;1;1;1;0;1
"référence";1;0,113;1;1;0,133;0,165;1;0,144;1;1;1;1;1;1;1;1;1;1;1;1;1;0,198;1;1;0,209
"réforme";1;1;1;1;1;1;1;1;1;1;1;1;0,097;1;0;1;1;1;1;0,042;1;1;1;1;1
"royal";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,015;1;0,076
"relancer";1;1;0,094;1;1;1;1;1;1;1;1;1;0,154;1;1;1;0,165;1;0,187;1;0,067;1;1;1;0,209
"recul";1;1;1;0,113;0,082;1;1;1;0,061;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"radio";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,055;1;1;1;1;0,071;1;1;1
"préserver";1;1;1;1;1;1;1;0,09;0,061;1;1;0;1;1;1;1;1;1;1;1;1;0,13;1;1;1
"provisoire";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;0;1;1;1;1
"proposition";1;1;1;1;1;0,019;1;1;1;1;1;1;0,017;1;1;1;1;1;1;0,005;1;1;1;1;1
"prononcer";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"profiter";1;1;1;0,176;0,133;1;1;1;1;0,037;1;0,085;1;1;1;0,144;1;1;1;1;1;0,198;1;1;1
"professeur";1;1;1;1;1;1;1;0,144;1;1;1;1;1;1;1;1;1;1;0;0,076;1;1;1;1;1
"producteur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;0,026;1;1;0,029
"processus";1;1;1;1;1;0,055;1;1;1;1;1;1;0,05;1;1;1;1;1;0,065;1;1;0,071;1;1;1
"principal";1;1;0;1;1;1;1;0,045;1;1;1;1;1;1;1;1;1;1;0,065;1;1;1;1;1;1
"potentiellement";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,105;1;0;1;1;1;1;1;1
"potentiel";1;1;1;0,113;1;0;1;1;1;0,018;1;1;1;1;1;1;1;1;0,122;1;1;1;1;1;1
"pop";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;0
"plaque";1;1;1;0,021;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"peine";1;1;1;1;1;1;1;1;1;1;1;1;0,154;1;1;1;1;1;0,187;1;0;1;1;1;1
"pc";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"ouvrier";1;1;1;1;1;1;1;1;1;1;1;0,048;1;1;1;1;1;1;0;0,042;1;1;1;0,054;1
"ouragan";1;1;1;1;0,013;1;1;1;1;0,001;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1
"otage";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"organisateur";1;0,068;1;1;1;1;1;1;1;1;0,061;1;1;1;1;1;0,105;1;1;0,042;1;1;1;1;0,139
"norme";1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,075;1;1;1;1;1;1;0,13;1;0,054;1
"nicolas";1;1;0,094;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"nature";1;1;1;1;1;0;1;1;0,028;1;1;1;1;1;1;1;1;1;1;0,018;1;1;1;1;1
"nati";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"mécanisme";1;1;1;1;1;0,055;1;0,045;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"message";1;0,068;1;1;1;0,105;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,139
"mental";1;1;1;1;1;0,055;1;0,045;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"matière";1;1;1;1;1;1;1;0,015;0,008;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1
"mandat";1;1;0;1;1;1;1;0,144;1;1;1;1;1;0,037;0,123;0,144;1;1;1;1;1;1;1;1;1
"maintenir";1;1;1;1;0,133;1;1;1;1;0,037;1;1;1;0,037;0,123;1;0,165;1;1;1;0,067;1;1;1;1
"limité";1;1;1;0;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"limite";1;1;1;0,176;1;0,165;1;1;1;1;1;0;1;0,037;1;1;0,165;1;1;1;1;1;1;1;1
"lien";1;1;1;1;1;1;1;0,045;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"liaison";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"justifier";1;1;1;0,113;1;1;1;0,09;1;1;1;1;1;0,018;0;1;1;1;1;1;1;1;1;1;1
"juillet";1;1;1;1;1;1;1;0,144;1;1;1;1;1;1;1;1;1;0;1;1;1;0,198;1;1;0,002
"japonais";1;1;1;0,06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,071;1;0,025;0,076
"interpeller";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;0;1
"intensifier";1;1;1;1;1;1;1;1;1;1;1;1;0,05;1;1;1;0,055;1;1;0;1;1;1;1;1
"institut";1;1;1;1;1;0,105;1;0;1;1;1;1;1;1;1;1;1;1;0,122;1;1;1;0,037;1;1
"installation";1;1;1;1;1;1;1;1;0,061;1;1;0;1;1;1;1;0,105;1;1;1;1;0,13;1;1;1
"inondation";1;1;1;1;0,082;1;1;1;1;0;1;0,048;1;1;1;1;1;1;1;1;1;1;1;0,054;1
"infraction";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;0,005;1;1;0,004;1;1
"indépendant";1;1;0;1;1;1;1;1;1;1;1;0,085;1;1;0,123;1;0,001;1;1;1;1;1;1;1;1
"honorer";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"générer";1;1;1;1;0,041;1;1;1;1;1;1;1;1;1;1;1;1;0,021;0;1;1;1;1;1;1
"garantir";1;1;1;1;1;1;1;1;0,028;1;1;1;0,05;1;1;1;1;1;1;1;0,015;0,071;1;1;1
"féminin";1;0;1;1;1;0,165;1;1;1;1;1;1;1;1;1;0,144;1;1;1;1;1;0,198;1;1;0,209
"frontalier";1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;0,026;0,004;1;1
"foyer";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"fournir";1;1;1;1;1;1;1;0,045;1;1;0,028;1;1;1;1;1;0,055;1;0,065;1;1;1;1;1;1
"former";1;1;1;1;1;1;1;1;0,061;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,139
"financement";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,075;1;1;1;1;1;0;1;0,037;1;1
"favoriser";1;1;1;1;1;1;1;0,09;1;1;0,061;1;1;1;1;1;1;1;0;1;1;1;0,037;1;1
"exposer";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;0,024;1;1;1;0,004;1;1
"explosif";1;1;1;1;1;1;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"exercice";1;1;0,025;1;1;1;1;1;1;1;1;1;1;1;1;1;0,055;1;0,065;0,018;1;1;1;1;1
"espoir";1;0,01;0,007;1;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"erreur";1;1;1;0,06;1;0,055;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;0,015;1;1
"entamer";1;1;0,054;1;1;0,105;0,027;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"encourager";1;1;1;1;0,041;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,018;1;1;1;1;1
"emji_vague";1;1;1;1;0,133;1;1;1;1;1;1;0;1;1;1;1;1;1;0,187;1;1;1;1;0,094;0,209
"emji_spectacle_vivant";1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,037;1;0,139
"emji_haut_parleur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,105;1;0,122;1;0,037;1;1;1;1
"emji_drapeau_australie";1;1;1;1;1;0,165;1;1;1;0,037;1;1;1;1;1;1;1;1;0,187;0,076;1;1;1;0;1
"développer";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;0,026;1;1;1
"développement";1;1;1;0,06;1;0,055;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"décerner";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"durée";1;1;1;1;1;0,055;1;0,045;1;1;1;1;1;1;0,036;1;1;1;0,065;1;1;1;1;1;1
"drogue";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,021;1;1;1;1;1;1;1
"document";1;1;0,025;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,065;1;1;1;1;1;1
"dispositif";1;1;0,007;1;1;1;1;1;0,008;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"disposer";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"disparaître";1;1;1;1;0,082;1;1;1;1;1;0,061;1;1;1;1;1;1;1;0,122;1;0,037;0,13;1;1;1
"discours";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,122;1;0,037;1;1;1;0,139
"diriger";1;1;0,025;1;1;1;1;1;1;0,007;1;1;0,05;1;1;1;1;1;1;0,018;1;1;1;1;1
"diminution";1;1;1;0,06;0,041;1;1;0,045;0,028;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"diffuser";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;1;1;1;1;1;1
"devancer";1;1;0;1;1;1;0,027;0,09;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"destiner";1;1;1;1;1;1;1;1;0,103;0,037;0,103;1;1;1;1;1;0,165;1;0,187;1;1;1;1;1;0,209
"date";1;1;1;0,176;0,133;1;1;1;1;1;0,103;0,085;1;1;0,123;1;1;1;1;1;1;1;1;1;0,209
"covid";1;1;1;1;0;1;1;1;0,028;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1
"couleur";1;0,068;1;1;1;0,105;1;1;1;1;1;1;1;1;1;1;1;0,048;0,122;1;1;0,13;1;1;1
"cop30";1;1;0;1;1;1;1;1;1;0,018;1;1;1;1;1;1;1;0,048;1;1;0,037;1;1;1;1
"contexte";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,042;1;1;1;1;1
"consultation";1;1;1;1;1;1;1;0,045;1;1;1;1;1;0,007;1;1;1;1;1;0;1;1;1;1;1
"constater";1;1;0,094;1;1;0,165;1;1;0,103;0,037;1;1;1;1;1;1;1;0,085;1;1;1;1;0,067;1;1
"conservateur";1;1;0,007;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"conduire";1;1;1;1;1;1;1;1;0,061;1;1;1;1;1;1;1;0;1;0,122;1;1;1;0,037;1;1
"collection";1;1;1;1;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1;0,065;1;1;1;1;1;0
"collaborateur";1;1;1;1;1;1;1;0;0,028;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1
"clé";1;1;1;1;0,133;1;1;1;1;1;1;0,085;0,154;0;1;1;1;1;1;1;1;1;0,067;1;1
"cinquième";1;1;0,025;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,076
"chef";1;1;0,094;1;1;1;1;1;1;1;0,103;1;1;1;1;1;1;1;1;1;0;0,198;1;0,094;1
"chambre";1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,075;1;1;1;1;0,042;1;0,13;1;1;1
"catastrophe";1;1;1;1;0;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cadeau";1;1;1;0,113;1;0,105;1;1;1;1;1;1;1;1;0,075;1;1;1;1;1;1;1;0,037;1;0,139
"bénéficier";1;1;1;1;0,082;0,105;1;0,09;0,061;1;1;1;1;1;0,075;1;1;1;1;1;1;1;1;1;1
"baser";1;1;1;1;1;0,019;1;0,015;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"avancé";1;1;1;0,113;1;0,105;1;1;1;1;1;0,048;1;1;1;1;1;1;1;1;1;0;1;1;1
"autriche";1;1;1;1;0,082;1;0;1;1;1;1;1;1;0,018;1;1;1;0,048;1;1;1;1;1;1;1
"automne";1;1;1;0,113;1;1;1;1;0,061;1;0;1;1;1;1;0,09;1;1;1;1;1;1;1;1;1
"auteur";1;1;1;1;1;1;1;1;1;1;1;1;0,05;1;0,036;1;1;1;1;0,018;1;0,071;1;1;1
"australien";1;1;1;1;1;1;0,027;1;1;1;1;1;1;1;0,075;1;1;1;0,122;1;1;1;1;0;1
"arrêt";1;1;1;0,06;0,041;1;1;1;1;1;1;1;1;1;0,036;1;1;1;1;1;1;1;0,015;1;1
"apprêter";1;1;1;1;0,133;0,165;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,002;1;1;1
"approuver";1;1;1;0,06;0,041;1;1;1;1;1;1;1;1;1;0,036;1;0,055;1;1;1;1;1;1;1;1
"annuler";1;1;0,025;1;1;1;1;1;1;1;1;1;0,05;1;1;1;1;1;1;0;1;1;1;1;1
"andrew";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,029
"analyse";1;1;1;0,113;0,082;0,105;1;1;1;1;1;0,048;0,097;1;1;1;1;1;1;1;1;1;1;1;1
"amélioration";1;1;1;0;1;1;1;0,09;1;1;1;1;1;1;1;1;0,105;1;0,122;1;1;1;1;1;1
"ambitieux";1;1;1;0,06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"altitude";1;1;1;1;1;0,105;1;1;1;1;0;0,048;1;1;1;1;1;1;1;1;1;1;1;1;1
"allemagne";1;1;1;0,021;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"air";1;1;1;1;1;1;1;1;0,028;1;0,028;1;1;1;1;1;0,055;1;1;1;1;1;1;0,025;1
"agression";1;1;1;1;1;1;1;1;0,028;0,007;1;1;1;1;1;1;1;1;1;1;1;0,071;1;0,025;1
"agent";1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;0;1;1;1;1;1;1;1;1;0;1
"agence";1;1;0,054;0,113;1;1;1;1;0,061;1;1;0,048;1;1;1;1;1;1;0,122;1;1;1;1;1;1
"afp";1;1;1;1;1;1;1;1;1;0,018;1;1;0,097;1;1;1;0,105;1;0,122;1;0,037;1;1;1;1
"affrontement";1;1;0,007;1;1;1;0,002;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"énergie";1;1;0,025;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"émotionnel";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,071;1;1;0,076
"émotion";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,037;1;0
"élu";1;0;1;1;1;1;1;1;1;1;1;1;1;0,018;0,075;1;1;1;1;0,042;1;1;1;1;1
"église";1;1;1;0,021;1;1;1;1;1;1;1;0,006;1;0,001;1;1;1;1;1;1;1;1;1;1;1
"zoo";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,065;1;0,015;1;1;1;1
"yverdon";1;1;1;1;0,013;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"viral";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"violer";1;0,032;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,055;1;1;0,018;0,015;1;1;1;1
"verbier";1;1;1;0,06;0,041;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"val";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"vacance";1;1;1;1;0;1;1;1;1;0,018;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"universitaire";1;1;1;1;1;0;1;1;1;1;1;1;1;0,007;1;1;1;1;1;1;1;1;1;0,025;1
"univers";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,076
"uniquement";1;1;1;1;0,041;1;1;0,045;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"tomber";1;1;1;1;1;1;1;1;0,061;1;0,061;0,048;1;1;1;0,09;0,105;1;1;1;1;1;1;1;1
"thomas";1;1;1;1;1;0,019;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"temporairement";1;1;1;1;1;1;1;1;1;1;0,028;0,021;1;1;1;1;1;1;0,065;1;1;1;0,015;1;1
"syrien";1;1;1;1;1;1;1;1;1;1;1;1;0,097;1;1;1;0,105;1;1;0,042;0,037;0,13;1;1;1
"syndicat";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"symbole";1;0,068;1;1;0,082;1;1;1;1;1;1;1;0,097;1;0,075;1;1;1;1;1;1;0,13;1;1;1
"suède";1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;1;0;1;1;1;1;1;1;1;1;1
"supporter";1;1;1;1;1;1;1;1;1;1;0,061;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"succéder";1;0,068;0;1;1;1;1;1;1;1;1;1;1;1;1;0,09;1;1;1;0,042;1;1;1;1;1
"studio";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;0,026;1;1;0,029
"structure";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,054;1
"stress";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,004;1;1
"stationnement";1;1;1;0,021;1;1;1;0,015;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1
"soulever";1;1;1;1;1;1;1;1;0,028;1;1;1;1;1;1;0,045;1;0,021;1;0,018;1;1;1;1;1
"souffrir";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;1;1;1;0;1;1
"soldat";1;1;1;1;0,041;1;1;1;1;1;1;1;1;0,007;1;1;0;1;1;1;1;1;1;1;1
"sion";1;1;1;1;1;1;1;1;1;1;1;0,021;1;0,007;0,036;1;0,055;1;1;1;1;1;1;1;1
"sembler";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,139
"secours";1;0,032;1;0,06;1;1;1;1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;0,025;1
"seconde";1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"score";1;1;0,007;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"scandale";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1
"saluer";1;0,032;0,025;1;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1;1;1;1;0,071;1;1;1
"réussir";1;0,01;1;1;1;0,019;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
