"";"";"";"";"que";""
"347";"youpi";"0.0068458168798739";"-1.33350617409423";"0.804735780358197";"514"
"348";"hum";"0.045098998440164";"-1.39671141877108";"0.804735780358197";"515"
"349";"las";"-0.227718578417525";"0.928213337055078";"0.804731270091189";"517"
"350";"versus";"-0.214329252524725";"0.847695006026755";"0.804686167421111";"518"
"351";"huit";"-0.26623128981919";"0.398953027253459";"0.804686167421111";"519"
"352";"mince";"-0.158888837056728";"-0.362896979075608";"0.804081791642065";"521"
"353";"quiconque";"-0.265971759977815";"0.991418581731931";"0.803982565767894";"522"
"354";"1940";"-0.0618540310426062";"0.392319170840754";"0.803955504165847";"523"
"355";"94";"-0.179985743049204";"1.30108714925473";"0.803752542150495";"524"
"356";"hé";"-0.162084832784265";"-0.959472226559294";"0.80359919307223";"525"
"357";"43";"-0.171886542541214";"-0.40110964509235";"0.80359919307223";"526"
"358";"1970";"-0.229051761655368";"0.220346317165753";"0.803423292658925";"527"
"359";"61";"-0.0788542569881445";"-0.979457289050446";"0.802922653021059";"528"
"360";"2027";"-0.168807002828815";"-0.713993478698435";"0.80162369612281";"529"
"361";"66";"-0.104413015260113";"-0.992093116755044";"0.801249343961163";"530"
"362";"360";"-0.0218100000680408";"-0.424048550774324";"0.800541232040937";"532"
"363";"n_est_ce_pas";"0.166172394837025";"-0.0626272809349346";"0.800022551335039";"533"
