"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"*i_0719";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0718";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0717";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_78";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0716";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_606";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0715";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8300";1;1;1;1;1;1;1;1;1;1;1;1;0,009;1;1;0,012;1
"*postReposts_33";1;1;1;0,098;0,103;1;1;1;0,022;1;1;1;1;1;1;1;1
"*postDate_5-12-2025";1;1;1;0,708;0,723;1;0,018;0,02;0,383;1;1;0,493;1;1;0,402;1;1
"*i_0714";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_79";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0713";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_250";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0712";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0711";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_332";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0710";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10200";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_127";1;1;1;0,197;0,205;1;1;1;1;1;1;1;1;1;0,067;1;0,045
"*i_0709";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postReposts_82";1;0,026;1;1;1;1;1;1;1;1;1;0,007;1;1;1;1;1
"*i_0708";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0707";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_296";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0706";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_14900";1;1;1;1;0,103;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_89";1;1;1;1;1;1;0,025;1;1;1;1;1;1;0,019;0,025;1;1
"*i_0705";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0704";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-12-2025";1;1;1;1;0,532;1;0,261;0,275;0,246;1;1;1;1;0,231;1;0,393;0,202
"*i_0703";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8100";1;0,415;1;1;1;1;0,191;1;1;1;0,265;1;0,005;0,167;1;1;1
"*postReposts_43";1;0,306;1;0,306;1;0,116;1;0,134;1;1;1;1;0,193;1;1;1;1
"*i_0702";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0701";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0699";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0698";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_68";1;1;1;0,026;1;1;1;1;1;1;1;1;1;1;1;1;0,002
"*i_0697";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_545";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0696";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0695";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0694";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0693";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_53";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-12-2025";1;1;1;0,708;1;1;0,402;0,42;0,015;1;0,51;0,493;1;1;0,018;1;1
"*i_0692";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0691";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0690";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_172";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0689";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0688";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0687";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0686";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_118";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0685";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_196";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0684";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0683";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_14600";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0682";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0681";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_2-12-2025";1;0,943;0,858;0,943;0,959;0,001;0,598;0,62;0,576;1;0,725;0,705;1;1;1;1;1
"*i_0680";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_805";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0679";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0678";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0677";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_472";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0676";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_279";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0675";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7700";1;0,197;1;1;1;1;1;1;1;1;0;1;1;1;0,067;1;1
"*i_0674";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0673";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_153";1;1;0,074;1;1;0,022;0,025;1;1;1;1;1;1;1;1;1;1
"*i_0672";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0671";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_205";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0670";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_905";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0669";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0668";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_1800";1;0,015;1;0,871;0,205;1;1;0,557;1;0,448;1;0,002;1;1;1;1;1
"*postDate_1-12-2025";1;1;1;1;1;1;1;1;1;1;1;0,099;0;1;1;0,128;1
"*i_0667";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_238";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0666";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0665";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0664";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0663";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0662";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0661";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0660";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0659";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0658";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_8";1;0,007;1;1;1;1;1;1;1;0,089;0,183;1;0,193;1;1;1;1
"*i_0657";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0656";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_267";1;1;1;1;1;1;1;0,073;1;1;1;1;0;1;1;1;0,045
"*postDate_30-11-2025";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0655";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_139";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0654";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_49";0,013;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1
"*i_0653";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9700";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_197";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0652";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_169";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0651";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_409";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0650";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0649";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_957";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0648";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0647";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6200";1;1;0,074;1;0,103;1;0,025;1;1;1;1;1;1;1;1;1;1
"*postComments_175";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0646";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0645";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0644";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0643";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-11-2025";0,316;0,415;1;0,415;0,021;1;1;1;1;0,143;1;1;1;1;1;1;1
"*i_0642";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0641";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0640";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0639";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0638";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0637";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4000";0,223;0,306;0,254;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_207";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0636";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0635";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_103";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0634";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0633";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0632";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_28-11-2025";1;1;1;1;1;0;0,261;1;0,246;1;1;1;0,364;1;0,261;1;1
"*i_0631";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0630";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10600";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_245";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0629";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0628";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0627";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0626";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0625";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0624";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0623";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0622";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0621";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postReposts_272";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_27-11-2025";0,117;0,871;0,787;1;0,205;1;0,535;1;0,039;0,448;1;1;1;1;1;1;0,448
"*i_0620";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0619";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0618";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0617";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_18800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_157";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0616";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_21700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_1000";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0615";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0614";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0613";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10900";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_203";0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002
"*i_0612";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0611";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0610";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0609";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_103";0,013;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1;1
"*i_0608";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0607";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0606";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_561";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_89";1;1;0,017;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1
"*i_0605";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_26-11-2025";0,195;1;0,924;1;1;0,635;0,659;0,094;1;1;0,789;1;0,158;0,612;1;1;0,563
"*i_0604";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_115";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0603";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_76";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0602";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_13100";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_77";1;1;1;1;0,317;1;0,125;1;1;0,089;1;0,173;0,193;1;1;1;1
"*postReposts_113";1;1;1;1;1;1;0,004;1;1;1;1;1;1;0,003;1;1;1
"*i_0601";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0600";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0599";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0598";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0597";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0596";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_58";1;0,197;0,158;1;1;1;0,067;0,073;1;1;1;1;1;1;1;1;1
"*i_0595";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0594";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0593";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0592";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0591";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_105";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0590";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_58";1;1;1;0;1;1;1;1;1;1;1;1;1;0,019;1;1;1
"*i_0589";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_25-11-2025";1;0,415;0,353;0,415;1;1;1;0,203;1;1;0,265;0,253;1;1;1;1;1
"*i_0588";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0587";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0586";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0585";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0584";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0583";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0582";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0581";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0580";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_70";1;1;1;1;1;1;1;1;1;1;1;0,007;1;1;1;0,012;1
"*postReposts_303";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0579";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0578";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0577";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0576";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_166";1;0,026;0,017;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_349";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0575";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_321";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_85";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-11-2025";1;0,792;1;0,792;0,808;1;1;1;1;0,016;0,586;0,053;1;0,429;1;1;0,388
"*i_0574";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0573";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0572";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0571";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0570";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_102";1;1;1;0,098;0,103;1;1;1;1;1;1;1;1;1;1;1;0,015
"*i_0569";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_11600";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postReposts_233";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0568";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0567";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0566";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0565";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0564";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0563";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0562";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_23-11-2025";1;0,519;0,45;1;0,532;1;1;0,275;0,246;1;1;0,334;1;1;0,261;1;1
"*i_0561";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0560";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0559";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0558";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0557";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0556";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0555";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_14100";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_138";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;0,012;1
"*postReposts_210";1;1;1;1;1;1;1;1;1;1;1;1;0,009;1;0,004;1;1
"*i_0554";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_109";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0553";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_25800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_201";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0552";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0551";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-11-2025";0,002;0,306;1;1;1;1;1;0,134;1;1;1;1;0,193;1;1;1;1
"*i_0550";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0549";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0548";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0547";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0546";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0545";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0544";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0543";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_220";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0542";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0541";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_15800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_203";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0540";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_953";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_21-11-2025";0,658;0,146;0,71;0,792;0,808;1;0,47;1;1;1;1;1;0,604;0,429;1;0,641;1
"*i_0539";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0538";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0537";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_122";0,013;1;1;1;0,028;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0536";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0535";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0534";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0533";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_131";0,061;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0532";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0531";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_162";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0530";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0529";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0528";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_235";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0527";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_20-11-2025";0,316;0,415;1;1;1;0,179;0,191;1;1;1;1;0,253;0,278;1;1;1;1
"*i_0526";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_16000";1;0,026;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1;1
"*postComments_255";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_184";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0525";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0524";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0523";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_150";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0522";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0521";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0520";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_17500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_93";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0519";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0518";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0517";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0516";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0515";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0514";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_19-11-2025";1;1;1;1;1;1;0,125;1;0,116;0,089;1;1;1;0,107;1;0,213;1
"*i_0513";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
