"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"*i_0882";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0881";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_86";1;1;0,074;1;0,103;1;1;1;0,022;1;1;1;1;1;1;1;1
"*i_0880";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0879";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_7800";1;1;1;1;1;1;1;1;1;1;0,008;1;1;0,003;1;1;1
"*i_0878";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0877";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_28";1;1;1;0,415;1;0,001;1;1;1;1;1;1;1;1;1;0,007;0,143
"*i_0876";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_7";1;1;0,986;0;1;0,692;0,716;1;1;0,07;0,183;0,828;1;1;1;1;1
"*i_0875";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0874";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_80";1;1;0,45;0,039;0,532;1;1;1;1;1;0,349;1;0,364;1;1;1;0,202
"*i_0873";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_379";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0872";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_874";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0871";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_0";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0870";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_13000";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_124";1;1;1;0,026;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_254";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0869";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7500";1;1;1;0,098;0,103;1;1;1;1;1;1;1;1;1;0,025;1;1
"*postComments_61";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_34";1;1;1;0,019;1;1;1;0,203;1;1;1;0,253;0,278;1;1;0,303;1
"*postDate_18-12-2025";1;0,519;1;0,519;0,532;1;1;0,275;1;0,202;0,349;1;1;0,231;1;1;1
"*i_0868";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0867";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_23";1;1;1;0,519;1;0,246;0,261;0,275;1;0,202;0,349;1;0,364;1;1;1;1
"*i_0866";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0865";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0864";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_4";0,579;1;1;1;0,723;1;1;0,42;0;1;0,51;0,034;1;1;1;1;1
"*i_0863";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_947";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0862";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postComments_14";1;0,519;1;1;0,532;1;1;1;0,246;1;0,011;1;1;1;1;0,393;0,202
"*i_0861";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postReposts_3";1;1;1;0,593;0,165;1;0,919;0,944;1;0,813;0,348;0,046;1;1;1;1;0,01
"*i_0860";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0859";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_49";1;0,098;1;1;0,103;1;1;1;1;1;1;1;1;1;0,025;1;1
"*i_0858";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_22800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_328";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postReposts_752";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0857";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_137";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_45";1;1;1;1;0,008;1;0;1;0,116;1;1;1;1;1;1;1;1
"*postDate_17-12-2025";1;0,792;1;0,792;0,808;0,025;0,47;0,49;0,45;1;1;1;1;1;1;0,641;0,388
"*i_0856";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0855";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0854";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0853";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_980";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0852";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0851";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0850";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postComments_170";1;0,098;1;1;1;0,022;1;1;1;1;0,045;1;1;1;1;1;1
"*postReposts_75";1;0,026;1;1;1;0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0849";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_8700";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_241";1;1;1;1;1;1;1;1;0,003;1;1;1;1;1;1;1;0,002
"*postReposts_204";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0848";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0847";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_12300";1;0;1;1;1;1;1;1;1;1;1;1;0,048;1;1;1;1
"*postReposts_168";1;0,098;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0846";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4100";0,407;1;0,45;1;0,042;1;1;0,275;1;1;1;0,334;0,364;1;1;1;1
"*i_0845";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-12-2025";1;0,019;1;1;0,427;1;1;1;0,179;1;1;0,253;0,278;1;1;1;1
"*i_0844";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0843";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_199";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0842";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_40";1;0,197;1;1;0,205;1;1;1;0,061;1;1;1;1;0,056;1;1;1
"*i_0841";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0840";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_303";1;1;1;1;1;1;1;0,004;1;1;1;1;0,009;1;1;1;1
"*i_0839";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0838";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0837";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_7100";1;1;0,017;1;1;1;1;1;1;1;1;0,007;1;1;1;1;1
"*postComments_110";1;1;0,158;1;0,205;1;1;1;1;1;1;0,099;1;1;0,067;1;1
"*postReposts_101";1;1;0,017;1;1;1;1;1;1;1;1;0,007;1;1;1;1;1
"*i_0836";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0835";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_72";1;1;1;0,197;1;0,061;0,067;1;0,061;1;1;1;1;1;1;1;1
"*postReposts_50";1;1;1;1;1;0,061;1;0,073;1;0,045;1;0,099;1;1;1;1;1
"*postDate_15-12-2025";1;1;1;1;0,808;0,45;1;0,49;0,025;1;0,586;1;0,064;0,429;1;1;0,388
"*i_0834";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postReposts_52";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0833";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_8900";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postComments_78";1;0,197;1;1;0,205;1;1;1;1;1;0;1;1;1;1;1;1
"*postReposts_57";1;1;1;1;1;0,003;1;1;1;1;0,008;1;1;1;1;1;1
"*i_0832";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0831";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0830";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0829";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0828";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10700";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_73";1;1;0,074;1;0,103;1;1;0,028;1;1;1;1;1;1;1;1;1
"*postReposts_179";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0827";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0826";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_13800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_94";1;0,306;1;1;0,317;1;1;1;1;1;1;0,173;1;0,107;1;1;0,089
"*i_0825";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_7400";1;1;1;1;1;0,061;0,067;1;0,061;1;1;1;0,113;1;1;1;1
"*i_0824";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0823";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0822";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_14-12-2025";1;0,104;1;0,708;0,723;1;0,402;1;1;1;1;0,493;0,042;0,364;1;1;1
"*i_0821";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0820";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0819";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_8200";1;0,197;1;1;1;1;1;1;1;1;0;1;0,113;1;1;1;1
"*postReposts_169";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0818";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5000";0,407;1;1;0,519;0,532;1;0,261;0,275;0,246;1;1;1;1;1;1;0,393;1
"*i_0817";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6900";1;0,306;1;0,306;0,317;1;1;1;1;1;1;1;0,193;1;1;0,213;1
"*i_0816";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_10";1;0,519;1;0,039;1;0,246;1;1;1;1;1;0,334;1;0,231;1;1;0,202
"*i_0815";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_229";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0814";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_17200";1;1;1;1;1;1;1;1;1;1;1;0,007;1;0,003;1;1;1
"*postReposts_362";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0813";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0812";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_41";1;1;1;0,519;0,532;1;1;0,275;1;0,202;1;1;1;1;0,261;0,016;1
"*postReposts_37";0,135;1;1;1;0,205;1;1;1;1;0,045;1;1;1;0,056;1;1;1
"*i_0811";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0810";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_29";0,316;0,019;1;1;0,427;1;1;1;1;1;1;1;1;0,167;0,191;1;1
"*postDate_13-12-2025";1;0,306;0,254;1;1;1;1;1;0,116;0,089;1;0,173;1;1;1;1;1
"*i_0809";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0808";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_20";1;1;0,254;1;1;1;0,125;1;0,116;1;0,183;1;1;0,107;1;1;1
"*i_0807";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2900";0,658;0,792;0,004;1;1;1;1;1;0,025;1;0,586;1;1;1;1;0,077;1
"*i_0806";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0805";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8400";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_44";1;1;1;0,026;1;1;1;1;1;1;1;1;1;0,003;1;1;1
"*postReposts_77";1;0,026;1;1;1;1;1;1;0,003;1;1;1;1;1;1;1;1
"*i_0804";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_345";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_84";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0803";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0802";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7900";0,013;1;1;1;1;1;1;1;1;1;1;1;0,009;1;1;1;1
"*postComments_181";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_273";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0801";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postComments_50";1;1;1;1;0,427;0,179;0,001;1;1;0,143;1;1;0,278;1;1;1;1
"*postReposts_131";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0800";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_18000";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_119";1;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;0,012;1
"*postDate_12-12-2025";0,316;0,415;1;1;1;1;0,191;1;0,179;1;1;1;1;1;0,191;0,303;1
"*i_0799";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0798";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8800";0,013;1;1;1;1;1;1;1;1;1;1;1;1;0,003;1;1;1
"*postComments_227";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_87";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0797";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_2";1;1;1;1;0,427;1;1;1;1;0,143;1;0;1;1;1;1;0,143
"*i_0796";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0795";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0794";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_492";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0793";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_403";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postReposts_183";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0792";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0791";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0790";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0789";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0788";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0787";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_15500";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_618";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_243";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_11-12-2025";1;1;1;1;0,002;1;0,332;0,011;1;1;1;1;1;1;0,332;0,479;1
"*i_0786";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_51";0,002;1;1;0,306;1;1;1;0,134;1;1;1;1;1;1;0,125;1;1
"*i_0785";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_224";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_351";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0784";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_12100";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_268";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0783";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0782";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_191";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0781";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_42";0,135;1;1;1;0,205;1;1;1;0,061;1;1;0,099;1;1;1;1;1
"*i_0780";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0779";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0778";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_11200";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_176";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0777";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_68";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0776";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_188";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0775";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0774";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0773";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1100";1;1;0,542;0,068;0,631;0,315;1;1;1;1;0,431;0,415;1;1;1;0,479;1
"*i_0772";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-12-2025";0,084;1;0,71;0,146;0,808;0,45;1;1;1;1;0,586;1;0,604;1;1;0,641;1
"*i_0771";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_189";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0770";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0769";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_53";1;0,026;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1
"*i_0768";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_353";1;0,026;1;1;1;1;1;1;1;1;1;1;0,009;1;1;1;1
"*postReposts_132";1;0,026;1;1;1;1;1;1;1;1;1;1;0,009;1;1;1;1
"*i_0767";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_27100";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postReposts_187";0,013;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1
"*i_0766";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0765";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11100";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_149";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0764";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0763";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0762";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6700";0;1;1;1;0,103;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0761";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_900";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0760";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0759";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_560";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_97";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_9-12-2025";1;1;0,008;0,871;0,205;1;0,044;0,557;1;1;0,657;1;1;1;1;1;0,448
"*i_0758";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0757";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_66";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0756";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_202";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postReposts_40";0,135;1;1;1;1;1;1;0,073;1;1;0,106;1;1;1;1;1;0,045
"*i_0755";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0754";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_958";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0753";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0752";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0751";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0750";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0749";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_215";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0748";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_134";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0747";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0746";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_67";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_8-12-2025";1;0,792;1;1;0,808;1;0,47;1;0,45;1;0,586;1;0,604;1;0,029;0,077;1
"*i_0745";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_287";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0744";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0743";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_367";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0742";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_6100";1;0,519;1;1;1;1;0,004;1;1;1;0,349;1;0,364;1;1;0,016;1
"*i_0741";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_156";1;0,026;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"*i_0740";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0739";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0738";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0737";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0736";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_19000";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_502";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_855";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0735";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0734";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_12900";1;0,026;0,017;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0733";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-12-2025";1;0,306;1;1;0,317;1;1;1;1;0,089;1;1;1;1;0,125;0,213;1
"*i_0732";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0731";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_155";0,013;0,026;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0730";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_22900";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_414";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0729";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2000";1;1;1;1;0,532;0,246;1;1;0,246;0,202;1;0,334;1;1;0,261;0,393;1
"*i_0728";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0727";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0726";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_54";1;0,197;1;1;0,205;1;1;0,073;1;1;1;1;1;0,056;1;1;1
"*i_0725";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0724";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0723";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_69";1;0,026;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1
"*postDate_6-12-2025";0,223;0,306;1;0,306;0,317;1;1;1;1;1;1;1;1;1;1;0,213;1
"*i_0722";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0721";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0720";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_14400";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_107";0,061;1;1;0,098;1;1;1;1;0,022;1;1;1;1;1;1;1;1
"*postReposts_121";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1
