"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"chose";-0,425;-0,511;-0,457;-0,511;0,631;1,809;-0,321;1,62;-0,311;-0,281;8,106;-0,373;-0,394;-0,301;-0,321;-0,415;2,144
"choix";-0,859;0,005;-0,923;1,343;0,003;-0,628;0,277;0,245;3,651;0,441;0,124;-0,753;-0,795;-0,607;0,277;0,075;-0,566
"cancer";-0,497;-0,597;-0,534;-0,597;0,39;-0,363;-0,375;-0,387;21,955;1,625;-0,448;-0,436;-0,46;8,918;-0,375;-0,485;-0,328
"bureau";-0,714;0,069;0,138;-0,857;2,021;-0,522;-0,539;0,477;-0,522;-0,47;-0,643;-0,625;3,418;-0,504;0,523;-0,696;5,82
"budgétaire";-0,569;-0,684;-0,612;-0,684;0,231;-0,416;-0,43;54,049;-0,416;-0,375;-0,513;-0,499;-0,527;-0,402;-0,43;0,5;1,247
"attribuer";0,195;2,11;0,138;-0,857;-0,876;-0,522;-0,539;-0,556;-0,522;-0,47;0,297;10,881;-0,66;-0,504;-0,539;3,124;-0,47
"arrêt";-0,859;-1,032;1,741;-1,032;0,003;-0,628;3,455;0,245;0,313;-0,566;-0,774;-0,753;0,106;-0,607;3,455;2,142;-0,566
"annuel";-0,714;0,069;-0,767;14,677;-0,876;-0,522;0,523;-0,556;-0,522;0,745;0,297;0,328;-0,66;-0,504;0,523;-0,696;-0,47
"amende";0,307;2,649;-0,689;17,079;-0,787;-0,469;-0,484;0,65;-0,469;-0,423;-0,578;-0,562;0,399;-0,453;-0,484;-0,625;-0,423
"alémanique";-0,569;0,251;-0,612;0,251;-0,698;-0,416;-0,43;-0,443;1,011;-0,375;0,62;5,462;-0,527;1,084;-0,43;-0,555;1,247
"air";0,307;-0,771;3,229;-0,771;2,547;-0,469;-0,484;-0,5;5,902;0,963;-0,578;-0,562;0,399;-0,453;-0,484;-0,625;-0,423
"établissement";-0,859;1,343;12,959;0,005;-1,054;-0,628;0,277;-0,669;-0,628;-0,566;-0,774;0,143;-0,795;-0,607;0,277;2,142;-0,566
"élu";-0,714;-0,857;-0,767;0,069;-0,876;-0,522;-0,539;0,477;-0,522;-0,47;3,578;0,328;-0,66;-0,504;0,523;0,218;15,694
"vraiment";-0,714;2,11;-0,767;-0,857;0,059;-0,522;-0,539;-0,556;0,572;-0,47;3,578;0,328;-0,66;-0,504;4,751;-0,696;0,745
"vivant";-0,786;-0,945;7,026;-0,945;1,606;-0,575;0,384;0,346;-0,575;-0,518;0,197;-0,689;-0,728;0,471;0,384;0,134;-0,518
"visible";-0,497;0,416;-0,534;0,416;0,39;1,346;-0,375;-0,387;-0,363;-0,328;-0,448;0,932;-0,46;-0,352;1,265;0,731;-0,328
"vieux";-0,641;-0,771;0,234;-0,771;0,126;-0,469;0,703;-0,5;0,761;-0,423;4,313;0,471;-0,594;0,823;-0,484;0,336;-0,423
"valider";-0,714;-0,857;0,138;0,069;0,059;-0,522;-0,539;0,477;-0,522;-0,47;-0,643;-0,625;-0,66;-0,504;0,523;3,124;15,694
"utilisateur";-0,497;12,121;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;-0,448;-0,436;-0,46;8,918;1,265;-0,485;1,625
"tiktok";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;3,504;-0,186;13,943;-0,248;-0,262;3,666;-0,214;-0,276;-0,186
"supérieur";0,195;0,069;-0,767;-0,857;-0,876;-0,522;0,523;0,477;-0,522;0,745;-0,643;0,328;-0,66;-0,504;0,523;9,415;-0,47
"suppression";-0,859;-1,032;-0,923;5,045;10,786;0,313;3,455;3,271;-0,628;-0,566;-0,774;-0,753;-0,795;-0,607;-0,649;-0,838;-0,566
"statistique";-0,714;38,559;-0,767;-0,857;0,059;-0,522;-0,539;-0,556;-0,522;-0,47;0,297;-0,625;-0,66;-0,504;-0,539;3,124;-0,47
"star";-0,714;-0,857;-0,767;-0,857;-0,876;-0,522;-0,539;-0,556;-0,522;-0,47;21,021;3,746;-0,66;5,25;-0,539;0,218;0,745
"srf";0,307;0,14;-0,689;0,14;2,547;0,761;-0,484;-0,5;-0,469;-0,423;-0,578;0,471;0,399;0,823;-0,484;-0,625;-0,423
"secours";-0,569;-0,684;-0,612;-0,684;-0,698;1,011;6,745;-0,443;-0,416;-0,375;-0,513;-0,499;27,212;-0,402;-0,43;0,5;-0,375
"second";-0,212;-0,254;3,195;2,74;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"récent";-0,859;-1,032;1,741;0,005;-1,054;3,651;0,277;0,245;3,651;0,441;0,124;-0,753;-0,795;0,351;-0,649;-0,838;-0,566
"risquer";2,461;-0,945;-0,845;5,917;1,606;0,426;-0,594;0,346;0,426;-0,518;0,197;-0,689;-0,728;-0,556;-0,594;-0,767;-0,518
"ressource";-0,859;19,543;0,032;-1,032;0,003;0,313;0,277;-0,669;-0,628;-0,566;0,124;-0,753;-0,795;-0,607;0,277;0,075;-0,566
"représentant";0,195;0,069;-0,767;2,11;-0,876;-0,522;-0,539;-0,556;-0,522;-0,47;-0,643;0,328;-0,66;-0,504;-0,539;0,218;30,368
"reprise";-0,569;-0,684;38,173;0,251;3,226;-0,416;-0,43;-0,443;-0,416;-0,375;-0,513;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"renoncer";0,027;-1,12;0,009;9,757;1,006;-0,681;-0,704;8,622;-0,681;-0,614;-0,84;-0,817;-0,863;-0,659;-0,704;0,036;0,334
"rencontrer";0,307;2,649;-0,689;0,14;0,126;-0,469;-0,484;-0,5;-0,469;-0,423;0,433;-0,562;-0,594;-0,453;-0,484;-0,625;18,019
"quart";-0,569;-0,684;-0,612;0,251;-0,698;1,011;-0,43;-0,443;-0,416;-0,375;5,246;-0,499;-0,527;-0,402;17,838;0,5;-0,375
"préoccupation";-0,786;-0,945;-0,845;0,027;1,606;-0,575;-0,594;11,085;0,426;0,575;-0,708;3,138;-0,728;-0,556;-0,594;0,134;-0,518
"propre";-0,786;-0,945;0,073;-0,945;-0,965;-0,575;0,384;-0,613;0,426;0,575;2,987;-0,689;-0,728;12,606;-0,594;-0,767;5,002
"prolonger";-0,641;-0,771;-0,689;0,14;2,547;-0,469;15,271;-0,5;0,761;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;3,801;-0,423
"professeur";-0,932;9,757;-1,002;1,067;-1,144;3,146;-0,704;0,169;3,146;3,763;-0,84;-0,817;-0,863;-0,659;-0,704;-0,909;-0,614
"prestigieux";-0,569;-0,684;-0,612;-0,684;0,231;-0,416;-0,43;-0,443;-0,416;-0,375;5,246;28,95;-0,527;1,084;-0,43;-0,555;-0,375
"poursuite";37,597;-1,032;0,032;0,005;-1,054;-0,628;0,277;0,245;-0,628;-0,566;-0,774;-0,753;-0,795;-0,607;0,277;0,075;-0,566
"phase";-0,641;0,14;9,674;0,14;-0,787;-0,469;0,703;-0,5;0,761;0,963;-0,578;-0,562;-0,594;0,823;-0,484;-0,625;-0,423
"partiel";0,307;2,649;0,234;0,14;0,126;-0,469;-0,484;-0,5;-0,469;6,829;-0,578;-0,562;-0,594;-0,453;-0,484;0,336;-0,423
"partenaire";-0,859;11,111;0,032;1,343;0,003;-0,628;3,455;-0,669;-0,628;-0,566;-0,774;0,143;-0,795;-0,607;0,277;-0,838;-0,566
"parlementaire";3,647;-0,771;0,234;-0,771;-0,787;-0,469;0,703;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;0,703;-0,625;34,534
"otage";-0,641;-0,771;120,812;-0,771;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"ménage";-0,283;1,661;-0,304;1,661;1,603;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;3,352;-0,276;-0,186
"montagne";-0,497;0,416;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;6,464;0,932;-0,46;-0,352;8,19;0,731;-0,328
"minimum";-0,212;-0,254;-0,228;2,74;14,222;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"mineur";2,988;14,677;0,138;-0,857;-0,876;-0,522;-0,539;-0,556;0,572;-0,47;-0,643;-0,625;3,418;-0,504;-0,539;-0,696;-0,47
"mai";3,647;-0,771;-0,689;0,14;0,126;0,761;-0,484;-0,5;-0,469;-0,423;0,433;0,471;0,399;-0,453;-0,484;0,336;-0,423
"journal";3,647;0,14;-0,689;2,649;-0,787;0,761;-0,484;-0,5;-0,469;-0,423;0,433;-0,562;-0,594;-0,453;0,703;0,336;-0,423
"introduire";-0,569;-0,684;-0,612;3,342;-0,698;1,011;6,745;-0,443;-0,416;-0,375;-0,513;-0,499;-0,527;-0,402;6,745;0,5;-0,375
"installation";-0,714;-0,857;2,619;14,677;-0,876;-0,522;13,226;-0,556;-0,522;-0,47;-0,643;-0,625;-0,66;-0,504;-0,539;0,218;-0,47
"innovation";-0,497;-0,597;0,572;-0,597;-0,61;-0,363;-0,375;-0,387;1,346;-0,328;-0,448;0,932;-0,46;1,432;-0,375;5,79;1,625
"influencer";-0,786;34,069;-0,845;0,027;-0,965;-0,575;-0,594;0,346;-0,575;-0,518;-0,708;0,222;-0,728;0,471;-0,594;-0,767;0,575
"hommage";2,988;-0,857;-0,767;-0,857;0,059;-0,522;-0,539;-0,556;-0,522;-0,47;3,578;-0,625;-0,66;28,013;-0,539;-0,696;0,745
"hans";0,116;5,917;-0,845;-0,945;0,02;0,426;-0,594;0,346;-0,575;5,002;-0,708;-0,689;-0,728;0,471;0,384;-0,767;-0,518
"fuite";3,647;0,14;-0,689;-0,771;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;38,914;-0,453;-0,484;0,336;-0,423
"festival";-0,497;-0,597;-0,534;0,416;0,39;-0,363;-0,375;-0,387;-0,363;-0,328;0,877;6,713;-0,46;8,918;-0,375;-0,485;-0,328
"emji_sapin_de_noël";-0,786;-0,945;-0,845;0,027;-0,965;-0,575;-0,594;-0,613;-0,575;-0,518;0,197;32,19;-0,728;4,488;4,04;-0,767;-0,518
"emji_bulle_de_parole";-0,641;-0,771;-0,689;-0,771;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;112,088;-0,562;-0,594;-0,453;-0,484;0,336;-0,423
"effort";-0,786;0,027;2,134;0,027;-0,965;-0,575;-0,594;0,346;0,426;-0,518;0,197;-0,689;2,845;-0,556;-0,594;-0,767;5,002
"déterminer";0,027;-1,12;-1,002;-1,12;-1,144;0,225;2,968;0,169;0,225;-0,614;-0,84;2,229;24,214;-0,659;-0,704;-0,909;-0,614
"document";21,346;-0,771;-0,689;2,649;0,126;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;4,133;-0,453;-0,484;-0,625;-0,423
"disputer";-0,569;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;-0,443;-0,416;-0,375;96,176;-0,499;-0,527;-0,402;-0,43;0,5;-0,375
"disposer";0,116;1,684;0,073;1,684;0,02;-0,575;4,04;-0,613;-0,575;-0,518;0,197;-0,689;-0,728;-0,556;0,384;-0,767;-0,518
"différent";-0,641;-0,771;-0,689;-0,771;0,126;0,761;-0,484;-0,5;0,761;-0,423;0,433;0,471;-0,594;0,823;0,703;3,801;-0,423
"diffuser";0,307;-0,771;0,234;0,14;-0,787;0,761;-0,484;-0,5;-0,469;-0,423;0,433;0,471;4,133;-0,453;-0,484;-0,625;0,963
"courir";-0,569;-0,684;-0,612;-0,684;3,226;1,011;-0,43;-0,443;1,011;-0,375;5,246;0,665;0,577;-0,402;-0,43;-0,555;-0,375
"constater";-0,425;5,504;-0,457;-0,511;-0,522;1,809;-0,321;-0,332;-0,311;11,957;-0,383;-0,373;1,178;-0,301;-0,321;-0,415;-0,281
"confier";-0,641;-0,771;-0,689;0,14;-0,787;0,761;5,632;-0,5;-0,469;-0,423;4,313;0,471;0,399;0,823;-0,484;-0,625;-0,423
"condamner";84,913;-1,12;0,009;-1,12;-1,144;-0,681;-0,704;2,8;-0,681;-0,614;-0,84;-0,817;0,058;-0,659;-0,704;-0,909;-0,614
"compétence";-0,859;11,111;-0,923;0,005;0,003;-0,628;-0,649;-0,669;3,651;4,327;-0,774;-0,753;-0,795;-0,607;0,277;-0,838;0,441
"commercial";0,027;-1,12;0,009;-1,12;-1,144;0,225;-0,704;-0,726;-0,681;-0,614;-0,84;15,129;0,058;0,258;-0,704;-0,909;21,749
"circuler";-0,932;-1,12;-1,002;0;1,006;-0,681;88,497;-0,726;0,225;-0,614;-0,84;-0,817;-0,863;-0,659;0,195;-0,909;-0,614
"championnat";-0,569;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;-0,443;-0,416;-0,375;127,921;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"chambre";0,116;-0,945;-0,845;0,027;0,02;-0,575;0,384;0,346;-0,575;0,575;-0,708;-0,689;-0,728;0,471;-0,594;-0,767;26,966
"candidat";1,483;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;2,245;-0,259;2,888;-0,319;-0,31;-0,328;-0,25;2,357;-0,345;2,888
"caméra";-0,425;-0,511;-0,457;0,665;-0,522;-0,311;-0,321;-0,332;1,809;-0,281;1,241;-0,373;-0,394;1,913;-0,321;7,313;-0,281
"cadeau";-0,569;0,251;-0,612;0,251;-0,698;-0,416;-0,43;-0,443;-0,416;-0,375;5,246;-0,499;-0,527;-0,402;6,745;0,5;1,247
"benjamin";-0,354;-0,425;21,656;-0,425;1,003;-0,259;-0,267;-0,276;-0,259;-0,233;1,775;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"avril";2,034;-1,032;1,741;0,005;0,003;-0,628;3,455;0,245;-0,628;-0,566;-0,774;-0,753;0,106;-0,607;-0,649;-0,838;4,327
"avion";0,062;-1,032;0,032;-1,032;-1,054;-0,628;0,277;-0,669;-0,628;-0,566;-0,774;2,641;2,377;-0,607;-0,649;25,317;-0,566
"avancé";-0,786;1,684;0,073;-0,945;-0,965;-0,575;0,384;-0,613;0,426;66,412;-0,708;-0,689;-0,728;-0,556;-0,594;-0,767;-0,518
"australien";-0,569;0,251;-0,612;-0,684;-0,698;1,011;-0,43;-0,443;-0,416;-0,375;14,393;-0,499;13,92;-0,402;-0,43;-0,555;-0,375
"attirer";-0,786;-0,945;-0,845;0,027;0,02;0,426;-0,594;0,346;-0,575;0,575;0,197;19,122;-0,728;-0,556;-0,594;0,134;-0,518
"assurance";-0,859;-1,032;-0,923;11,111;1,274;-0,628;-0,649;-0,669;0,313;-0,566;-0,774;-0,753;-0,795;-0,607;20,456;0,075;-0,566
"approcher";-0,569;-0,684;-0,612;-0,684;3,226;-0,416;-0,43;-0,443;1,011;8,101;0,62;-0,499;-0,527;7,378;-0,43;-0,555;-0,375
"amateur";-0,569;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;-0,443;-0,416;-0,375;5,246;47,641;0,577;-0,402;-0,43;-0,555;-0,375
"actif";-0,714;6,979;-0,767;2,11;-0,876;0,572;4,751;-0,556;0,572;-0,47;-0,643;-0,625;-0,66;-0,504;0,523;-0,696;-0,47
"équiper";-0,786;-0,945;-0,845;1,684;0,02;0,426;0,384;-0,613;0,426;-0,518;0,197;-0,689;0,174;-0,556;0,384;2,583;-0,518
"éliminer";-0,497;-0,597;0,572;-0,597;-0,61;-0,363;-0,375;-0,387;8,543;1,625;6,464;-0,436;-0,46;-0,352;-0,375;-0,485;1,625
"zoo";-0,283;-0,34;-0,304;-0,34;-0,347;78,353;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"voisin";0,465;-0,684;0,372;-0,684;-0,698;-0,416;-0,43;-0,443;-0,416;-0,375;-0,513;0,665;5,042;-0,402;-0,43;4,663;1,247
"vd";0,062;-1,032;-0,923;-1,032;0,003;0,313;20,456;-0,669;-0,628;-0,566;-0,774;8,244;-0,795;-0,607;-0,649;2,142;-0,566
"usage";-0,641;-0,771;-0,689;0,14;-0,787;-0,469;-0,484;-0,5;50,42;0,963;-0,578;-0,562;-0,594;-0,453;0,703;0,336;-0,423
"trouble";-0,641;8,295;-0,689;-0,771;0,126;-0,469;-0,484;-0,5;30,732;0,963;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"tarif";-0,569;-0,684;-0,612;33,767;0,231;-0,416;-0,43;-0,443;-0,416;-0,375;-0,513;0,665;-0,527;-0,402;0,943;-0,555;-0,375
"sélection";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;10,429;1,859;-0,328;2,605;-0,267;1,55;-0,233
"stress";-0,497;4,257;-0,534;-0,597;-0,61;1,346;-0,375;-0,387;8,543;1,625;-0,448;-0,436;-0,46;-0,352;1,265;-0,485;-0,328
"st";-0,569;-0,684;0,372;0,251;-0,698;-0,416;0,943;-0,443;-0,416;-0,375;0,62;14,891;0,577;-0,402;-0,43;-0,555;-0,375
"sommet";-0,497;-0,597;0,572;0,416;-0,61;-0,363;-0,375;1,189;-0,363;-0,328;0,877;0,932;-0,46;-0,352;-0,375;0,731;1,625
"sol";-0,569;-0,684;0,372;-0,684;-0,698;-0,416;-0,43;-0,443;1,011;-0,375;0,62;0,665;27,212;-0,402;-0,43;-0,555;-0,375
"simple";-0,786;0,027;-0,845;0,027;-0,965;-0,575;-0,594;-0,613;4,257;5,002;2,987;-0,689;0,174;0,471;0,384;-0,767;-0,518
"significatif";-0,932;1,067;-1,002;-1,12;-0,001;-0,681;18,355;-0,726;0,225;0,334;-0,84;0,087;-0,863;-0,659;0,195;-0,909;3,763
"signature";-0,569;-0,684;0,372;3,342;0,231;-0,416;-0,43;0,879;-0,416;-0,375;-0,513;-0,499;-0,527;1,084;-0,43;-0,555;8,101
"servir";0,307;0,14;-0,689;-0,771;-0,787;-0,469;-0,484;-0,5;0,761;-0,423;0,433;0,471;0,399;-0,453;0,703;3,801;-0,423
"résidence";29,509;-0,597;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;-0,448;-0,436;0,825;-0,352;1,265;-0,485;1,625
"réserver";-0,714;-0,857;-0,767;2,11;2,021;-0,522;-0,539;-0,556;-0,522;-0,47;0,297;-0,625;-0,66;-0,504;-0,539;32,15;-0,47
"règle";-0,786;-0,945;-0,845;0,027;5,722;0,426;-0,594;-0,613;-0,575;-0,518;0,197;-0,689;0,174;-0,556;0,384;0,134;5,002
"royaume";-0,641;0,14;-0,689;-0,771;-0,787;0,761;-0,484;-0,5;-0,469;0,963;0,433;0,471;0,399;0,823;-0,484;-0,625;6,829
"retirer";12,668;0;0,009;-1,12;-1,144;-0,681;-0,704;2,8;0,225;-0,614;2,106;-0,817;0,058;0,258;-0,704;-0,909;-0,614
"responsabilité";0,688;4,257;-0,534;-0,597;-0,61;1,346;-0,375;7,859;-0,363;-0,328;-0,448;-0,436;0,825;-0,352;-0,375;-0,485;-0,328
"rassembler";-0,569;-0,684;-0,612;-0,684;0,231;-0,416;-0,43;0,879;-0,416;-0,375;0,62;0,665;5,042;-0,402;-0,43;0,5;1,247
"rapidement";-0,641;0,14;-0,689;-0,771;0,126;0,761;-0,484;0,65;-0,469;-0,423;-0,578;-0,562;11,797;0,823;-0,484;-0,625;0,963
"proposition";0,307;-0,771;0,234;0,14;-0,787;-0,469;-0,484;5,379;5,902;-0,423;-0,578;-0,562;-0,594;0,823;0,703;-0,625;-0,423
"pro";-0,932;-1,12;5,235;-1,12;-1,144;-0,681;-0,704;0,169;-0,681;-0,614;2,106;-0,817;24,214;-0,659;0,195;-0,909;0,334
"polémique";4,487;-0,684;-0,612;0,251;-0,698;-0,416;-0,43;6,458;1,011;-0,375;5,246;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"payer";-0,714;-0,857;0,138;0,069;0,059;-0,522;-0,539;-0,556;-0,522;-0,47;0,297;-0,625;3,418;-0,504;4,751;0,218;0,745
"olympique";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;49,333;-0,31;-0,328;2,605;-0,267;-0,345;-0,233
"obligation";0,307;2,649;-0,689;8,295;-0,787;0,761;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;5,632;-0,625;-0,423
"numéro";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;3,352;-0,22;-0,207;-0,186;2,607;2,714;-0,262;-0,2;-0,214;-0,276;4,025
"numérique";-0,641;2,649;-0,689;29,002;-0,787;-0,469;-0,484;-0,5;0,761;-0,423;-0,578;0,471;-0,594;-0,453;-0,484;-0,625;-0,423
"municipal";-0,641;-0,771;-0,689;-0,771;0,126;-0,469;-0,484;14,685;-0,469;-0,423;-0,578;-0,562;4,133;-0,453;-0,484;3,801;0,963
"montant";-0,786;-0,945;0,073;12,725;0,02;-0,575;-0,594;-0,613;0,426;0,575;-0,708;0,222;-0,728;-0,556;0,384;-0,767;0,575
"mission";-0,354;-0,425;1,299;-0,425;-0,434;-0,259;-0,267;2,245;2,477;-0,233;1,775;-0,31;1,696;-0,25;-0,267;-0,345;-0,233
"matche";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;2,245;-0,259;-0,233;49,333;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"magazine";-0,641;0,14;-0,689;0,14;-0,787;-0,469;-0,484;-0,5;-0,469;0,963;0,433;0,471;-0,594;0,823;0,703;0,336;0,963
"lune";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;4,18;-0,196;5,468;-0,16;-0,206;-0,14
"louvre";3,521;-0,254;-0,228;14,552;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"londres";-0,497;0,416;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;33,109;0,932;-0,46;-0,352;-0,375;0,731;-0,328
"limité";-0,786;0,027;-0,845;0,027;1,606;-0,575;-0,594;-0,613;-0,575;0,575;-0,708;-0,689;-0,728;-0,556;0,384;16,725;0,575
"judiciaire";129,878;-0,771;-0,689;-0,771;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"interne";7,074;-0,511;-0,457;0,665;0,631;-0,311;-0,321;1,62;-0,311;2,144;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"informer";-0,786;-0,945;-0,845;1,684;0,02;0,426;11,561;0,346;-0,575;-0,518;-0,708;0,222;-0,728;-0,556;0,384;0,134;-0,518
"idéal";-0,283;9,989;-0,304;1,661;-0,347;3,504;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"helvétique";-0,497;0,416;-0,534;0,416;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;6,464;0,932;-0,46;1,432;-0,375;0,731;-0,328
"guy";-0,497;-0,597;-0,534;-0,597;-0,61;-0,363;-0,375;1,189;-0,363;-0,328;-0,448;-0,436;-0,46;-0,352;-0,375;5,79;46,467
"gall";-0,714;-0,857;0,138;25,204;-0,876;-0,522;0,523;-0,556;-0,522;-0,47;10,486;-0,625;-0,66;-0,504;-0,539;-0,696;-0,47
"fêter";-0,497;-0,597;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;33,109;-0,436;-0,46;8,918;-0,375;-0,485;1,625
"frontalier";-0,569;0,251;11,521;-0,684;0,231;-0,416;6,745;-0,443;-0,416;-0,375;-0,513;-0,499;0,577;-0,402;-0,43;-0,555;-0,375
"fm";-0,283;-0,34;-0,304;1,661;9,742;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;3,352;-0,276;-0,186
"fermeture";-0,497;-0,597;-0,534;0,416;0,39;-0,363;-0,375;1,189;-0,363;-0,328;-0,448;6,713;6,227;-0,352;-0,375;-0,485;-0,328
"explosif";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;47,979;-0,25;-0,267;1,55;-0,233
"exception";-0,786;-0,945;0,073;12,725;-0,965;-0,575;-0,594;0,346;-0,575;-0,518;-0,708;0,222;-0,728;0,471;0,384;2,583;-0,518
"envoyer";0,307;-0,771;0,234;-0,771;-0,787;-0,469;-0,484;-0,5;0,761;-0,423;0,433;-0,562;-0,594;-0,453;5,632;11,021;-0,423
"entretien";4,487;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;-0,443;1,011;8,101;-0,513;-0,499;5,042;-0,402;-0,43;0,5;-0,375
"emji_train";-0,932;-1,12;-1,002;0;-1,144;-0,681;175,552;-0,726;-0,681;-0,614;-0,84;-0,817;0,058;-0,659;-0,704;-0,909;-0,614
"effectuer";-0,859;-1,032;-0,923;1,343;-1,054;-0,628;72,571;-0,669;-0,628;-0,566;-0,774;-0,753;-0,795;-0,607;3,455;-0,838;0,441
"déployer";-0,641;-0,771;-0,689;-0,771;-0,787;-0,469;0,703;0,65;-0,469;-0,423;-0,578;0,471;11,797;-0,453;-0,484;3,801;0,963
"décrocher";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;63,568;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"durer";0,307;-0,771;0,234;-0,771;-0,787;-0,469;0,703;-0,5;-0,469;0,963;12,216;-0,562;-0,594;0,823;-0,484;-0,625;0,963
"drone";-0,212;-0,254;16,419;-0,254;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"doute";2,461;-0,945;0,073;-0,945;-0,965;-0,575;-0,594;-0,613;0,426;0,575;0,197;-0,689;2,845;-0,556;-0,594;2,583;0,575
"don";-0,425;0,665;17,129;-0,511;0,631;-0,311;1,711;-0,332;-0,311;-0,281;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"diriger";0,465;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;-0,443;-0,416;8,101;0,62;-0,499;0,577;1,084;-0,43;-0,555;8,101
"célébrer";-0,497;-0,597;-0,534;-0,597;-0,61;-0,363;1,265;-0,387;-0,363;-0,328;6,464;17,778;-0,46;1,432;-0,375;-0,485;-0,328
"couvrir";-0,641;-0,771;-0,689;8,295;-0,787;-0,469;-0,484;-0,5;-0,469;0,963;0,433;-0,562;0,399;-0,453;0,703;3,801;-0,423
"courant";0,465;0,251;-0,612;-0,684;0,231;-0,416;0,943;-0,443;1,011;20,935;-0,513;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"consommateur";-0,569;-0,684;-0,612;0,251;0,231;1,011;-0,43;-0,443;1,011;-0,375;-0,513;-0,499;-0,527;1,084;6,745;0,5;-0,375
"conduire";-0,714;-0,857;16,913;-0,857;0,059;0,572;0,523;0,477;0,572;-0,47;-0,643;-0,625;0,268;-0,504;-0,539;-0,696;-0,47
"coalition";-0,354;-0,425;-0,381;-0,425;-0,434;2,477;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;68,004
"cible";-0,641;-0,771;9,674;0,14;-0,787;-0,469;-0,484;5,379;-0,469;-0,423;0,433;-0,562;0,399;-0,453;-0,484;0,336;-0,423
