"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"bally";-2,993;1,318;-3,218;-0,461;-1,724;-0,522;-0,574;-0,627;9,379;6,561;-2,697;-2,624;-2,771;-2,116;67,153;2,631;-1,974
"accord";-2,055;-0,724;46,628;-0,724;-0,763;-1,502;-0,132;-1,601;-1,502;-1,355;-1,852;-0,266;-1,902;-1,453;-0,132;0,026;53,099
"trouver";-0,708;8,724;0,228;-1,095;-2,997;3,915;3,644;-1,903;0,103;-0,16;0,001;-0,488;0;-1,726;-0,293;0,416;-0,16
"succès";-1,979;-0,654;-2,127;-0,006;-0,691;-0,085;0,33;-1,542;-0,085;0,591;7,939;-0,227;-1,832;19,104;0,33;0,046;-0,035
"htag_sportxinfo";-1,902;-2,286;-2,045;-2,286;-2,335;-1,391;-1,436;-0,099;-1,391;-1,254;329,144;-1,667;-1,761;-1,345;-1,436;0,074;-1,254
"gaetan";-2,993;1,318;-3,218;-0,461;-1,724;-0,522;-0,574;-0,627;9,379;6,561;-2,697;-2,624;-2,771;-2,116;67,153;2,631;-1,974
"estimer";-1,625;6,014;-0,032;3,562;-0,94;-0,043;0,191;0,146;-0,829;-2,346;-3,206;-0,222;-1,398;-0,762;6,32;1,507;-0,004
"appeler";-3,314;4,335;1,361;-0,69;-4,068;1,795;-0,754;11,011;-2,423;9,453;-1,142;-1,075;0,733;-0,633;-0,024;-1,347;0,002
"ancien";13,152;-1,575;-1,263;-3,502;-0,448;-0,481;-0,531;13,715;-0,481;0,048;1,371;0,271;-2,697;-0,433;-0,531;-1,023;6,904
"sport";-1,826;0,002;-1,963;-2,195;-0,552;-1,335;-1,379;-0,075;-1,335;-1,204;202,474;-1,601;-1,691;-0,031;-1,379;0,109;-1,204
"résultat";-1,524;3,832;-1,639;-1,832;0,075;-1,114;-1,151;-0,008;4,126;10,959;-0,055;-0,043;-1,411;0;-1,151;5,772;-1,005
"important";-3,073;1,184;-0,308;5,254;-0,023;-2,247;-0,618;-0,673;0,557;-2,026;3,042;-0,905;2,827;-0,51;-0,002;-0,172;0,863
"etat";7,646;-2,934;10,715;0,082;0,063;-0,257;-0,293;11,917;-1,785;-1,61;-2,2;-2,14;0;-1,726;-0,293;-0,007;-0,16
"cours";2,26;8,376;-0,308;-3,693;-1,81;2,233;-0,002;-0,009;0;0,021;-2,769;-2,694;5,547;-0,51;2,035;-2,997;0,021
"agir";1,495;-0,11;-0,019;1,904;0,581;-2,541;0,228;3,242;-0,783;0,513;-0,228;0,047;-1,335;-0,719;-0,848;0,001;-0,594
"victoire";-0,031;-1,563;-0,061;-1,563;-1,596;-0,951;-0,982;1,318;-0,951;-0,857;100,557;-0,002;-1,204;-0,919;-0,982;-1,268;1,954
"plan";-2,132;0,277;19,65;0,277;1,423;-0,135;0,219;0,179;-0,135;-1,406;-0,34;-0,307;-1,974;-1,507;-1,61;-2,079;2,511
"mener";0,04;2,857;0,006;-3,693;-0,561;-0,563;-0,618;-2,395;0,557;10,768;1,129;-2,694;5,547;-2,173;0,475;0,06;-2,026
"vaudois";1,932;-2,841;-2,541;-1,018;13,399;-0,224;-0,257;26,825;-1,728;-1,559;-0,481;-2,072;-0,522;-0,193;-1,785;4,758;-0,135
"saison";-1,079;-0,027;-1,16;3,19;-1,324;0,105;2,208;-0,841;-0,789;-0,711;11,761;1,594;-0,998;-0,763;-0,814;1,225;-0,711
"raison";2,086;2,64;0,001;1,06;-3,87;-0,001;-0,007;-0,017;-2,305;0,012;-0,114;0,148;8,727;-0,551;-0,662;-1,215;-2,079
"organisation";0,361;18,378;3,516;-1,095;-1,146;1,323;-1,844;-0,33;-1,785;-0,16;-0,531;0,004;-0,574;-0,223;-0,293;0,416;-1,61
"niveau";-1,826;0,643;-0,364;2,442;-0,552;0,543;-1,379;-0,075;0,543;-0,011;0,194;-1,601;-1,691;-1,291;2,633;3,982;-0,011
"communiqué";-0,044;-1,251;-0,097;-1,251;-1,307;0,055;0,965;0,859;-1,899;-1,713;-0,633;-0,587;-0,01;26,939;0,035;7,095;-1,713
"publier";3,331;4,184;-1,051;-0,264;-1,388;0,037;-2,021;-2,086;0,037;4,022;-2,412;-0,637;-0,736;3,437;0,021;3,548;-1,765
"importance";-0,111;14,2;-0,191;-3,406;0;15,905;-0,488;-0,537;15,905;0,067;-2,554;-0,742;-2,624;-0,395;-0,488;-2,764;-0,307
"complet";-1,75;-0,455;0,066;2,736;9,922;-0,028;-0,04;0,5;-1,28;-1,154;-0,142;-0,122;-1,62;-0,018;-1,322;4,365;-1,154
"bott";0,001;-0,752;-3,65;-0,084;23,188;-0,02;1,498;0,214;-0,02;-2,238;-1,202;-1,133;-3,143;-2,4;22,609;-0,312;-0,555
"utiliser";-0,044;0,683;-0,097;-1,251;-1,307;7,031;-1,962;-0,409;11,955;0,145;-2,341;-2,277;4,314;1,208;-0,368;-0,779;-0,215
"train";-0,279;-2,195;0,038;-2,195;-2,241;-0,044;243,598;-1,423;-1,335;-1,204;-1,646;-0,154;-0,201;-1,291;-1,379;-1,781;-0,011
"renforcer";-0,027;-0,181;0,178;-0,181;4,624;-0,292;7,006;0,035;-1,842;-1,661;-0,581;-0,537;-2,332;-1,782;0,053;1,712;1,638
"proposer";-2,286;1,187;-0,719;1,187;0,135;1,608;-0,223;-0,255;0,172;-1,507;-0,433;6,351;-2,116;-0,164;0,136;0;-0,111
"local";-0,708;-0,144;0,228;2,626;2,473;3,915;-0,293;-1,903;-1,785;-1,61;-2,2;2,54;2,192;-0,223;-1,844;-0,662;0,219
"habitant";-0,591;1,187;1,723;9,919;-2,806;-1,671;-0,223;-1,782;-1,671;-1,507;0,014;3,003;9,96;-1,617;-1,726;-0,551;-0,111
"venir";-2,755;-1,411;-2,962;0,006;0,002;0,023;5,888;-2,147;-2,014;-1,817;7,375;4,268;-0,793;0,991;0,011;-0,899;7,651
"seulement";-2,52;4,857;-0,915;-1,172;-0,208;1,197;-1,903;-1,963;0,077;0,179;26,957;-0,537;-2,332;3,933;-0,33;-0,017;-1,661
"seul";-1,082;1,464;-0,228;0,352;-0,003;0,703;0,001;-2,27;0,005;-0,34;0,224;-0,034;-0,908;-0,433;0,611;2,838;-0,34
"réduire";-2,834;1,621;-1,191;0,001;3,402;0,012;21,624;0;2,762;1,146;-2,554;-2,484;-2,624;-2,004;0,004;-2,764;0,067
"zurich";-0,279;-2,195;-0,364;2,442;-0,552;-0,044;12,162;-0,075;-1,335;-0,011;0,194;-1,601;-0,201;-1,291;0,477;7,997;-1,204
"zone";-2,286;-2,748;7,579;1,187;-0,989;1,608;0,136;0,105;-1,671;-0,111;-2,06;-0,395;15,401;-1,617;-0,223;0,578;-1,507
"voix";-0,191;-2,013;-0,261;0,918;6,211;-0,015;-0,024;7,21;-1,224;1,026;-1,509;-1,468;-1,55;0,83;0,666;-1,633;0
"revenir";-0,427;1,721;-0,534;-0,724;-2,522;-1,502;1,97;4,916;-0,109;0,51;12,508;-0,266;-0,328;-1,453;-0,132;-0,393;-0,051
"retour";-0,326;-0,585;2,899;0;-0,621;-0,063;11,399;-0,099;-0,063;-1,254;-0,215;-0,189;-0,241;2,781;-0,08;-1,855;0,682
"membre";-0,005;-2,841;11,365;-1,018;-0,131;0,135;-1,785;3,652;-0,224;-1,559;-0,481;-2,072;9,379;0,172;-0,257;0,492;-1,559
"etats";4,145;-2,104;0,066;0,01;0,005;-1,28;-0,04;-0,053;-0,028;-1,154;-1,577;-1,534;-1,62;-1,238;0,565;1,539;24,918
"armée";-1,979;-2,378;193,895;-2,378;-2,428;-1,446;-1,494;0,281;-1,446;-1,305;-1,783;-0,227;1,23;-1,399;-0,105;-1,929;-1,305
"site";-0,111;0,001;-1,191;1,621;1,503;0,786;-2,14;-2,209;0,786;1,146;-2,554;-0,021;-0,85;3,003;0,004;1,138;-1,869
"juger";9,245;-1,493;-0,191;3,599;0;-0,441;-2,14;2,333;0,786;-1,869;-2,554;-0,742;-0,85;-0,395;2,54;-2,764;3,546
"entreprise";-0,326;-0,585;-2,045;8,816;2,054;-0,063;-0,08;-1,482;-0,063;-1,254;-1,714;-0,189;-1,761;-0,047;0,399;7,413;0,682
"emji_caméra";-0,591;-2,748;1,723;-0,081;-0,098;-0,193;-1,726;-0,255;-0,193;-1,507;89,327;-2,004;0,007;-0,164;-0,223;-2,229;-0,111
"directeur";-0,829;16,552;0,136;0,032;2,038;1,081;-1,962;-2,024;0,055;-1,713;-2,341;-2,277;-0,681;-1,837;-0,368;7,095;-0,215
"attaque";-1,675;-0,393;28,131;-2,013;0,019;-0,015;-1,265;0,595;-1,224;-1,104;-0,11;-1,468;10,159;-1,184;-0,024;-0,169;0
"titre";0,176;-0,393;-0,261;-2,013;-2,056;-1,224;-1,265;-1,305;-1,224;-1,104;35,378;0,365;-1,55;24,108;-0,024;0,207;-1,104
"petit";1,426;-0,221;-2,793;-3,122;-3,189;25,7;-0,368;-0,409;3,407;1,501;1,979;4,87;-2,405;0,079;-0,368;-2,533;-1,713
"participer";-2,209;-2,655;0,427;-0,055;-0,07;-1,615;0,174;4,236;-1,615;0,373;0,029;-1,936;0,017;0,261;-1,668;21,493;-0,089
"lier";2,131;34,768;-2,458;-2,748;-2,806;-0,193;0,136;-0,255;0,172;-1,507;-2,06;-2,004;-0,471;-0,164;1,464;2,285;-0,111
"frapper";-1,152;-1,385;95,702;-1,385;-0,064;-0,842;-0,87;-0,898;-0,842;-0,76;-1,038;1,347;1,169;-0,815;-0,87;-1,124;-0,76
"famille";1,932;1,041;-0,031;-1,018;0,095;-1,728;-1,785;-1,842;-0,224;-1,559;-2,13;0,012;-0,522;0,172;7,882;4,758;0,264
"soir";0,033;-0,654;5,699;-0,654;-2,428;-1,446;10,696;16,598;-1,446;-1,305;0,106;-0,227;-0,284;-0,066;-0,105;-0,344;-1,305
"poste";-1,75;-2,104;1,145;5,906;0,005;-1,28;-1,322;2,704;-1,28;-1,154;0,252;-1,534;-0,164;-0,018;-0,04;4,365;0,898
"michael";-1,017;6,354;-3,047;0,001;-3,479;-2,072;2,54;0;0,012;-0,307;-2,554;-2,484;-0,85;-0,395;71,756;0,148;-1,869
"image";0,016;-0,017;0,001;-0,724;-0,763;-0,109;-1,552;-0,156;0,321;-1,355;7,401;1,292;7,043;-0,088;-1,552;-0,393;-0,051
"critique";-2,52;0,791;0,178;-1,172;0,038;0,077;-1,903;32,997;-0,292;-1,661;-0,581;-0,537;0,462;0,105;-0,33;-0,017;-0,187
"course";-0,859;-1,032;-0,923;5,045;-1,054;-0,628;-0,649;-0,669;0,313;-0,566;27,841;-0,753;0,106;0,351;-0,649;0,075;-0,566
"conseiller";0,005;-0,033;-0,594;-0,795;-0,837;0,264;0,219;22,134;1,946;-1,406;-1,921;-1,869;-0,374;-1,507;0,219;2,755;-0,069
"confirmer";0,001;-0,055;0,427;-0,055;-0,912;-0,163;-0,191;0,139;-0,163;-1,456;-0,386;1,014;2,863;-0,137;-0,191;2,51;-0,089
"affirmer";2,131;-0,081;31,735;-0,081;-0,098;-1,671;-1,726;1,331;-0,193;-1,507;-0,433;-2,004;-0,471;4,818;-1,726;-0,551;-1,507
"élevé";-0,48;3,778;-0,594;-0,795;-0,837;-0,135;-1,61;-1,661;5,181;-0,069;0,048;0,067;-1,974;-1,507;23,137;0,782;-1,406
"remporter";-1,226;-1,474;-1,318;-1,474;-1,505;-0,896;-0,926;-0,956;-0,896;-0,809;52,661;17,803;-1,135;6,456;-0,926;-1,196;0,087
"présenter";-0,708;-0,144;-2,625;-0,144;4,989;-0,257;1,193;-0,33;-0,257;4,861;0,001;-0,488;-0,574;0,136;1,193;-0,007;-0,16
"minute";-1,902;0,531;-0,418;0,531;-2,335;-1,391;-0,08;-1,482;-1,391;-0,022;39,718;-1,667;-0,241;2,781;-1,436;-0,297;3,235
"condition";-0,535;-0,868;1,917;-0,868;6,258;-1,615;0,174;8,413;4,829;-0,089;-1,991;-0,35;-2,045;-0,137;1,618;-2,154;-1,456
"commun";0,056;-0,585;-0,418;8,816;-0,621;0,459;-0,08;-0,099;-1,391;-0,022;-1,714;-1,667;-0,241;-1,345;6,058;3,632;-0,022
"annonce";-0,48;-2,562;13,612;3,778;0,24;-1,559;-0,16;4,562;-1,559;-1,406;-1,921;-0,307;-1,974;0,315;4,861;-2,079;-0,069
"affaire";70,038;-1,172;1,235;-1,172;-0,208;-0,292;-1,903;0,962;-0,292;-1,661;-2,27;-2,209;0,462;-0,255;-0,33;-0,017;-1,661
"rencontre";-1,599;3,426;-0,214;-0,333;-0,359;-1,169;-1,208;-0,019;-1,169;-1,055;6,078;-1,402;-1,481;0,959;-1,208;-1,56;54,87
"mètre";-0,082;-0,223;-1,558;-1,742;4,106;0,001;1,062;-1,129;-1,06;-0,956;7,268;3,194;0,545;-1,025;-1,095;0,443;-0,956
"manifestation";0,31;-1,832;-1,639;-0,276;-1,871;-1,114;-1,151;34,915;-1,114;-1,005;-0,055;2,858;11,858;0;-1,151;-0,098;-1,005
"laurent";-2,914;-0,001;-3,132;-0,001;-0,003;0,703;-2,2;2,162;0,703;-0,34;-2,625;-0,034;-0,908;-2,06;46,52;2,838;-1,921
"journée";0,176;-0,393;0,102;0,027;-2,056;0,745;-1,265;7,21;-0,015;-1,104;2,139;-1,468;-0,129;-1,184;-0,024;1,747;0
"israël";-0,191;-2,013;185,26;-2,013;-2,056;-1,224;-1,265;2,987;-1,224;-1,104;-1,509;-1,468;-1,55;-1,184;-1,265;-1,633;0
"haut";7,081;-0,585;0,019;2,177;-0,621;0,459;-1,436;-0,099;-0,063;-1,254;-0,215;0,177;-1,761;-1,345;-0,08;3,632;-0,022
"guerre";-0,115;-1,832;83,464;-0,276;-0,3;-0,001;-1,151;-1,188;-1,114;-1,005;-1,374;0,55;0,442;-1,078;-1,151;-1,486;0,006
"donner";-0,768;-1,172;-0,071;0,054;0,038;0,077;-0,33;0,962;-1,842;-0,187;8,756;-2,209;-0,627;1,331;0,053;-0,017;1,638
"compte";-2,055;1,721;-0,534;4,132;-0,763;2,139;-0,132;1,813;-0,109;-1,355;-0,297;-1,801;0,055;0,377;-0,132;0,902;-1,355
"augmenter";-2,286;14,717;-2,458;6,065;-0,989;0,172;4,207;-1,782;0,172;0,315;-2,06;-2,004;-0,471;-1,617;1,464;0;-1,507
"ajouter";-2,209;-0,868;-0,006;0,215;-2,711;0,215;0,174;0,139;-1,615;-1,456;-0,386;3,264;0,831;0,261;1,618;2,51;-0,089
"âge";1,426;11,697;-2,793;-3,122;-1,307;-0,327;-1,962;0,021;-1,899;0,145;4,584;-0,587;-2,405;3,677;0,035;0,287;0,145
"professionnel";0,298;0,791;-2,709;-3,028;0,038;-0,292;-1,903;0,035;19,029;-1,661;0;2,333;-0,627;-0,255;1,074;0,347;-1,661
"poursuivre";1,749;-1,095;-0,848;-1,095;-1,146;-0,257;3,644;3,391;-0,257;-1,61;0,611;-2,14;0;0,136;-0,293;8,022;-0,16
"meilleur";-1,599;1,085;-0,214;0,054;3,268;-1,169;-0,012;-1,246;-0,006;-1,055;11,437;-0,066;-1,481;0,959;-1,208;-0,132;0,001
"impact";-0,17;5,599;-1,335;0,291;-0,011;-2,188;-2,26;-0,003;0,627;6,561;-2,697;-0,05;-2,771;2,621;2,192;-0,142;-0,374
"proche";4,555;-0,393;1,323;0,918;-2,056;-0,015;-0,024;-0,034;-0,015;0;0,32;0,365;-1,55;-1,184;-0,024;-1,633;1,026
"objectif";-2,755;-1,411;-0,157;10,455;0,443;2,963;0,011;-0,493;2,963;-0,276;-0,74;-2,415;-2,551;-0,358;-2,081;6,281;0,089
"marché";-2,286;0,162;-2,458;-0,081;5,802;-0,193;0,136;-0,255;-0,193;-1,507;0,014;3,003;-2,116;-0,164;0,136;5,12;-0,111
"espèce";-1,449;-0,223;-1,558;-1,742;-0,244;134,857;-1,095;-1,129;0,001;1,514;-1,306;-1,271;-1,342;-1,025;1,062;-0,069;-0,956
"dénoncer";5,596;-3,406;12,16;-1,493;0;-0,441;-2,14;20,623;-2,072;-1,869;-2,554;-2,484;-0,05;0,894;2,54;-0,961;-0,307
"campagne";13,803;-0,455;-0,311;-0,455;5,667;0,637;-1,322;-1,364;-0,028;-1,154;-0,142;-0,122;-0,164;-0,018;-0,04;-0,209;-0,004
"assurer";-0,005;-1,018;16,651;0,118;8,94;-1,728;-1,785;-0,292;-0,224;-1,559;0,005;-2,072;0,001;-1,671;1,323;-0,001;-1,559
"ap";4,853;-0,081;4,132;-2,748;-0,989;1,608;-1,726;-1,782;-0,193;-0,111;-2,06;-0,395;2,621;-0,164;-0,223;0;5,524
"aide";-0,535;0,215;52,362;-2,655;-2,711;-1,615;1,618;0,139;0,215;-1,456;-1,991;-1,936;-0,422;-0,137;0,174;-0,497;0,373
"accueillir";-0,427;-2,47;5,258;-0,017;-0,763;-0,109;1,97;9,536;-1,502;-1,355;-0,297;1,292;-0,328;-1,453;-0,132;0,902;-0,051
"système";-1,902;-2,286;0,019;8,816;-0,621;-1,391;0,399;5,717;0,459;7,682;-1,714;-1,667;-0,241;-0,047;0,399;-1,855;-0,022
"réaliser";-2,364;0,118;-0,783;-1,018;-0,131;-0,224;-0,257;-1,842;-1,728;0,264;21,794;-2,072;-0,522;8,853;0,103;4,758;-1,559
"précédent";-2,055;7,582;-2,209;-0,017;-2,522;-1,502;-1,552;0,226;0,321;-1,355;0,074;0,096;-1,902;2,321;5,228;6,385;-1,355
"palestinien";-2,055;-2,47;165,781;-2,47;-2,522;-1,502;-1,552;-0,156;-1,502;-1,355;-1,852;-1,801;11,975;-1,453;-0,132;-2,004;-0,051
"majeur";-0,649;-0,111;-0,783;0,118;0,958;8,351;0,103;-0,292;-1,728;9,969;-2,13;-0,441;0,001;0,172;-1,785;-2,305;1,946
"janvier";-1,979;-2,378;-0,475;8,174;1,822;-0,085;0,33;0,281;-1,446;-1,305;-1,783;-1,734;-1,832;-1,399;-1,494;11,73;13,214
"inscrire";0,087;-0,519;-1,963;21,225;0;-1,335;0,477;-1,423;-1,335;-0,011;9,157;-1,601;-1,691;-1,291;-1,379;0,109;0,784
"humain";-0,376;4,518;0,006;-2,378;-2,428;2,349;-1,494;5,3;-0,085;7,181;-1,783;-0,227;-0,284;11,87;-1,494;-1,929;-1,305
"côté";0,056;-2,286;-0,418;-0,585;-2,335;-0,063;-0,08;2,217;-1,391;-0,022;21,259;1,631;-1,761;-0,047;-0,08;0,074;0,682
"billet";-1,375;-1,652;-0,093;9,357;-0,192;-1,005;4,728;-1,071;-1,005;-0,906;0,73;-0,01;0,667;1,457;-1,038;0,552;-0,906
"émission";-0,031;-0,128;-1,398;-0,128;1,929;-0,951;-0,982;-1,013;11,972;-0,857;-0,005;-0,002;-1,204;0,028;0,01;3,243;0,056
"édition";-1,449;-0,223;-1,558;-0,223;-1,779;-1,06;-1,095;0,97;-1,06;-0,956;3,015;58,003;-1,342;10,665;-1,095;-1,413;-0,956
"sortir";2,715;-1,652;0,368;-0,173;-0,192;-1,005;-1,038;-1,071;0,006;0,032;0,73;-1,205;0,667;20,216;-1,038;-1,341;0,032
"recevoir";-0,326;0,531;2,899;0;-0,621;-0,063;-1,436;5,717;-0,063;-0,022;-0,215;4,55;-0,241;-1,345;0,399;-1,855;-1,254
"histoire";0,237;-0,333;-1,719;-0,333;-0,359;-0,006;-1,208;-0,019;-1,169;0,001;27,195;0,451;-1,481;0,959;-1,208;0,272;0,001
"général";0,005;0,277;4,852;-0,795;-0,045;-1,559;-1,61;4,562;-1,559;0,437;-0,34;-1,869;0,033;-1,507;-1,61;5,93;0,437
"di";0,001;-0,055;-0,006;0,215;3,277;-0,163;-0,191;-0,22;23,026;-0,089;-0,386;-0,35;-2,045;-1,562;-0,191;0,003;-1,456
"deuxième";0,624;0,285;-0,061;-0,128;-1,596;0,018;-0,982;1,318;-0,951;-0,857;8,747;-0,002;-0,01;0,028;0,01;-0,023;-0,857
"concerner";-0,591;1,187;-0,719;27,141;-0,989;-0,193;1,464;3,933;-0,193;0,315;-0,433;-2,004;-2,116;-1,617;-0,223;-0,551;-1,507
"but";-0,786;-0,945;-0,845;-0,945;-0,965;-0,575;4,04;-0,613;-0,575;-0,518;31,174;-0,689;0,174;-0,556;-0,594;0,134;5,002
"éviter";0,001;-0,055;-0,655;0,215;3,277;4,829;-1,668;0,139;9,391;-0,089;-1,991;-0,35;2,863;-1,562;-1,668;-2,154;-1,456
"économique";-1,675;-0,393;-0,261;0,027;6,211;0,745;-0,024;-1,305;0,745;-1,104;-1,509;-0,092;-1,55;-1,184;0,666;-0,169;16,883
"vert";-1,005;-1,208;-1,081;3,708;0,788;0,157;-0,759;0,111;-0,735;0,249;-0,906;-0,881;-0,93;-0,711;8,033;0,013;3,286
"udc";0;-1,296;-1,16;7,622;-0,034;-0,789;0,085;24,705;-0,789;-0,711;-0,972;-0,945;-0,998;-0,763;0,085;0,002;0,182
"secteur";-0,376;-2,378;-2,127;4,518;4,313;-0,085;-1,494;16,598;-1,446;-1,305;-1,783;-1,734;0,083;-1,399;-0,105;3,313;0,591
"produit";0,237;-1,922;-1,719;-0,333;0,041;0,866;-1,208;-1,246;8,661;1,17;-1,441;0,451;-1,481;-1,131;-0,012;10,097;0,001
"pari";70,017;-1,922;-1,719;-0,333;-1,963;-1,169;-0,012;-0,019;-1,169;-1,055;6,078;2,557;-1,481;-1,131;-0,012;-1,56;-1,055
"majorité";-0,234;0,771;-0,311;10,281;-2,148;-1,28;-0,04;6,667;-1,28;-1,154;-0,142;-0,122;-1,62;0,716;-0,04;-0,209;0,898
"joueur";-1,3;-1,563;-0,061;-1,563;-1,596;-0,951;-0,982;-1,013;-0,951;-0,857;227,344;-0,002;-1,204;-0,919;-0,982;-1,268;-0,857
"chiffre";-1,524;7,758;-1,639;-0,276;12,637;-1,114;-0,003;-1,188;-1,114;-1,005;0,494;2,858;-0,068;-1,078;-0,003;-1,486;0,006
"changement";-1,902;0,531;-2,045;0,531;0,48;6,423;2,391;0,344;2,579;-1,254;-1,714;-1,667;-0,241;-1,345;0,399;-0,297;-0,022
"cessez_le_feu";-1,75;-2,104;329,824;-2,104;-2,148;-1,28;-1,322;-1,364;-1,28;-1,154;-1,577;-1,534;-1,62;-1,238;-1,322;-1,707;-1,154
"accuser";33,422;-1,018;47,858;-2,841;-2,901;-1,728;-0,257;-0,292;-0,224;-1,559;-2,13;-2,072;-0,522;0,172;-1,785;-2,305;1,946
"romand";-1,75;0,771;-1,882;0,01;21,982;-0,028;2,899;-0,053;0,637;-1,154;-0,142;-1,534;-1,62;-0,018;-0,04;-0,209;-1,154
"gauche";-0,031;-1,563;-1,398;0,285;-1,596;-0,951;0,01;29,786;-0,951;-0,857;-1,172;-1,14;-0,01;-0,919;-0,982;-0,023;36,547
"europe";-1,826;0,002;-0,364;-0,519;0,587;20,437;2,633;-0,075;-1,335;-0,011;0,194;0,23;-0,201;-1,291;-1,379;0,109;-1,204
"enregistrer";-1,675;0,027;0,102;0,027;-2,056;-0,015;-0,024;-1,305;0,745;1,026;0,32;-0,092;-0,129;-0,008;3,193;1,747;-1,104
"comprendre";-0,535;-2,655;-0,006;-0,055;-0,912;1,77;1,618;-0,22;-0,163;18,018;0,919;-0,35;0,017;-0,137;-1,668;-0,497;0,373
"cause";-0,535;-0,868;-0,655;-0,868;1,252;1,77;-0,191;4,236;0,215;2,307;-0,386;-1,936;2,863;-0,137;-1,668;0,003;-0,089
"tour";-1,3;-1,563;-1,398;-0,128;-1,596;-0,951;0,01;-1,013;-0,951;-0,857;24,777;9,132;-0,01;1,67;-0,982;0,681;0,056
"rappeler";2,843;-0,724;-0,534;-0,724;-0,025;5,562;1,97;-0,156;2,139;-0,051;3,626;-1,801;-1,902;-0,088;-0,132;-2,004;-0,051
"phénomène";-1,375;9,357;-1,478;0,205;-1,687;5,007;-1,038;0;-1,005;1,72;-1,239;8,328;-1,273;-0,972;1,232;-1,341;-0,906
"neige";1,007;-0,511;-0,457;0,665;-0,522;-0,311;-0,321;-0,332;1,809;-0,281;1,241;-0,373;-0,394;-0,301;10,133;-0,415;-0,281
"match";-0,497;-0,597;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;111,758;-0,436;-0,46;-0,352;-0,375;-0,485;-0,328
"km";0,062;-1,032;1,741;-1,032;1,274;-0,628;-0,649;0,245;-0,628;-0,566;-0,774;2,641;2,377;-0,607;0,277;0,075;-0,566
"jouer";-0,427;0,349;-0,534;-0,724;-0,763;-1,502;-1,552;-1,601;-0,109;-0,051;18,948;0,096;0,055;11,174;-0,132;-0,393;-0,051
"inclure";-0,829;0,683;-0,097;-0,221;21,537;-0,327;3,156;-0,409;0,055;-1,713;-2,341;0,519;-0,681;-1,837;-1,962;-0,03;0,145
"emji_drapeau_états_unis";0,707;-2,562;-2,292;-2,562;-2,617;-1,559;-1,61;-1,661;-0,135;-1,406;-1,921;-1,869;0,033;2,12;-1,61;-0,444;267,616
"débat";3,772;0,002;-1,963;0,002;-0,552;-0,044;-1,379;27,477;2,831;-1,204;1,697;-1,601;-1,691;-1,291;-0,059;-1,781;-0,011
"dollar";0,027;0;-1,002;4,319;-1,144;0,225;-0,704;-0,726;-0,681;-0,614;-0,84;-0,817;-0,863;9,899;-0,704;-0,909;21,749
"baisser";-1,979;8,174;-2,127;8,174;-0,011;-0,085;-1,494;2,006;-0,085;-0,035;-1,783;-1,734;-1,832;-1,399;-0,105;3,313;0,591
"artiste";-0,031;-1,563;-1,398;-1,563;-1,596;-0,951;-0,982;-1,013;-0,951;-0,857;-0,005;0,955;-0,01;186,974;-0,982;-1,268;-0,857
"vol";0,008;-1,208;0;0,842;0,788;-0,735;8,033;-0,783;-0,735;-0,663;-0,906;1,884;0,027;-0,711;-0,759;1,478;-0,663
"vidéo";-0,054;-0,173;-0,093;-1,652;-0,192;0,006;-1,038;-1,071;0,006;0,032;3,38;0,799;13,937;0,012;-1,038;-0,043;-0,906
"the";-1,3;10,302;-1,398;-1,563;-1,596;-0,951;-0,982;-1,013;0,018;-0,857;0,879;9,132;-1,204;21,8;-0,982;-0,023;-0,857
"susciter";13,607;-2,748;-2,458;-0,081;-0,098;-0,193;-1,726;13,265;1,608;-1,507;6,016;-2,004;-0,471;-0,164;-0,223;0;-1,507
"soutien";2,843;0,349;5,258;-2,47;0,308;-1,502;-0,132;4,916;2,139;-1,355;-1,852;-0,266;-0,328;-1,453;1,97;-2,004;-1,355
"sexuel";62,629;2,736;-0,311;-2,104;-2,148;-1,28;-1,322;-1,364;-1,28;0,898;-1,577;-1,534;1,776;-0,018;-0,04;-0,209;-1,154
"saint";1,856;-1,922;-1,719;12,039;-0,359;-1,169;8,22;-1,246;-1,169;-1,055;11,437;0,451;-1,481;-0,002;-1,208;-1,56;-1,055
"recherche";-0,708;-0,144;-2,625;-2,934;0,063;0,103;-1,844;-0,33;37,481;32,245;-2,2;-0,488;0;-1,726;0,076;-0,007;-1,61
"long";-1,826;-2,195;0,038;-2,195;-0,552;-0,044;0,477;-1,423;29,885;-0,011;0,194;4,947;-1,691;0,615;-0,059;-0,252;-0,011
"justice";72,423;-2,562;-0,594;3,778;-0,045;-1,559;-1,61;1,638;-1,559;-1,406;-1,921;-1,869;0,95;-1,507;-1,61;-0,444;-0,069
"géant";-0,003;-1,385;-1,239;6,768;2,623;-0,842;1,909;-0,898;0,066;-0,76;-1,038;1,347;-1,067;0,084;0,05;-1,124;0,129
"exprimer";-0,326;-2,286;-0,418;0;0,48;-1,391;-1,436;110,461;-1,391;-1,254;-0,215;-1,667;-1,761;-0,047;-1,436;-0,297;3,235
